LGA_CODE_2016,C06_SH_FH_CF_no_ch,C06_SH_FH_CF_w_ch,C06_SH_FH_One_PFam,C06_SH_FH_oth_fa,C06_SH_FH_Tot,C06_SH_LP_H,C06_SH_GH,C06_SH_OH,C06_SH_Tot,C06_SDRTHT1S_FH_CF_no_ch,C06_SDRTHT1S_FH_CF_w_ch,C06_SDRTHT1S_FH_One_PFam,C06_SDRTHT1S_FH_oth_fa,C06_SDRTHT1S_FH_Tot,C06_SDRTHT1S_LP_H,C06_SDRTHT1S_GH,C06_SDRTHT1S_OH,C06_SDRTHT1S_Tot,C06_SDRTHT2S_FH_CF_no_ch,C06_SDRTHT2S_FH_CF_w_ch,C06_SDRTHT2S_FH_One_PFam,C06_SDRTHT2S_FH_oth_fa,C06_SDRTHT2S_FH_Tot,C06_SDRTHT2S_LP_H,C06_SDRTHT2S_GH,C06_SDRTHT2S_OH,C06_SDRTHT2S_Tot,C06_SDRTHT_FH_CF_no_ch,C06_SDRTHT_FH_CF_w_ch,C06_SDRTHT_FH_One_PFam,C06_SDRTHT_FH_oth_fa,C06_SDRTHT_FH_Tot,C06_SDRTHT_LP_H,C06_SDRTHT_GH,C06_SDRTHT_OH,C06_SDRTHT_Tot,C06_F_u_a_1_2_FH_CF_no_ch,C06_F_u_a_1_2_FH_CF_w_ch,C06_F_u_a_1_2_FH_One_PFam,C06_F_u_a_1_2_FH_oth_fa,C06_F_u_a_1_2_FH_Tot,C06_F_u_a_1_2_LP_H,C06_F_u_a_1_2_GH,C06_F_u_a_1_2_OH,C06_F_u_a_1_2_Tot,C06_F_u_a_3_FH_CF_no_ch,C06_F_u_a_3_FH_CF_w_ch,C06_F_u_a_3_FH_One_PFam,C06_F_u_a_3_FH_oth_fa,C06_F_u_a_3_FH_Tot,C06_F_u_a_3_LP_H,C06_F_u_a_3_GH,C06_F_u_a_3_OH,C06_F_u_a_3_Tot,C06_F_u_a_4m_FH_CF_no_ch,C06_F_u_a_4m_FH_CF_w_ch,C06_F_u_a_4m_FH_One_PFam,C06_F_u_a_4m_FH_oth_fa,C06_F_u_a_4m_FH_Tot,C06_F_u_a_4m_LP_H,C06_F_u_a_4m_GH,C06_F_u_a_4m_OH,C06_F_u_a_4m_Tot,C06_F_u_a_a_h_FH_CF_no_ch,C06_F_u_a_a_h_FH_CF_w_ch,C06_F_u_a_a_h_FH_One_PFam,C06_F_u_a_a_h_FH_oth_fa,C06_F_u_a_a_h_FH_Tot,C06_F_u_a_a_h_LP_H,C06_F_u_a_a_h_GH,C06_F_u_a_a_h_OH,C06_F_u_a_a_h_Tot,C06_F_u_a_T_FH_CF_no_ch,C06_F_u_a_T_FH_CF_w_ch,C06_F_u_a_T_FH_One_PFam,C06_F_u_a_T_FH_oth_fa,C06_F_u_a_T_FH_Tot,C06_F_u_a_T_LP_H,C06_F_u_a_T_GH,C06_F_u_a_T_OH,C06_F_u_a_T_Tot,C06_OD_C_c_hb_FH_CF_no_ch,C06_OD_C_c_hb_FH_CF_w_ch,C06_OD_C_c_hb_FH_One_PFam,C06_OD_C_c_hb_FH_oth_fa,C06_OD_C_c_hb_FH_Tot,C06_OD_C_c_hb_LP_H,C06_OD_C_c_hb_GH,C06_OD_C_c_hb_OH,C06_OD_C_c_hb_Tot,C06_OD_Ih_t_s_FH_CF_no_ch,C06_OD_Ih_t_s_FH_CF_w_ch,C06_OD_Ih_t_s_FH_One_PFam,C06_OD_Ih_t_s_FH_oth_fa,C06_OD_Ih_t_s_FH_Tot,C06_OD_Ih_t_s_LP_H,C06_OD_Ih_t_s_GH,C06_OD_Ih_t_s_OH,C06_OD_Ih_t_s_Tot,C06_OD_H_f_so_FH_CF_no_ch,C06_OD_H_f_so_FH_CF_w_ch,C06_OD_H_f_so_FH_One_PFam,C06_OD_H_f_so_FH_oth_fa,C06_OD_H_f_so_FH_Tot,C06_OD_H_f_so_LP_H,C06_OD_H_f_so_GH,C06_OD_H_f_so_OH,C06_OD_H_f_so_Tot,C06_OD_T_FH_CF_no_ch,C06_OD_T_FH_CF_w_ch,C06_OD_T_FH_One_PFam,C06_OD_T_FH_oth_fa,C06_OD_T_FH_Tot,C06_OD_Tot_LP_H,C06_OD_Tot_GH,C06_OD_Tot_OH,C06_OD_T_T,C06_DS_ns_FH_CF_no_ch,C06_DS_ns_FH_CF_w_ch,C06_DS_ns_FH_One_PFam,C06_DS_ns_FH_oth_fa,C06_DS_ns_FH_Tot,C06_DS_ns_LP_H,C06_DS_ns_GH,C06_DS_ns_OH,C06_DS_NS_T,C06_T_FH_CF_no_ch,C06_T_FH_CF_w_ch,C06_T_FH_One_PFam,C06_T_FH_oth_fa,C06_T_FH_Tot,C06_Tot_LP_H,C06_Tot_GH,C06_Tot_OH,C06_T_T,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_Sd_r_t_1_FH_CF_no_ch,C11_Sd_r_t_1_FH_CF_w_ch,C11_Sd_r_t_1_FH_One_PFam,C11_Sd_r_t_1_FH_oth_fa,C11_Sd_r_t_1_FH_Tot,C11_Sd_r_t_1_LP_H,C11_Sd_r_t_1_GH,C11_Sd_r_t_1_OH,C11_Sd_r_t_1_Tot,C11_Sd_r_t_2m_FH_CF_no_ch,C11_Sd_r_t_2m_FH_CF_w_ch,C11_Sd_r_t_2m_FH_One_PFam,C11_Sd_r_t_2m_FH_oth_fa,C11_Sd_r_t_2m_FH_Tot,C11_Sd_r_t_2m_LP_H,C11_Sd_r_t_2m_GH,C11_Sd_r_t_2m_OH,C11_Sd_r_t_2m_Tot,C11_Sd_r_t_T_FH_CF_no_ch,C11_Sd_r_t_T_FH_CF_w_ch,C11_Sd_r_t_T_FH_One_PFam,C11_Sd_r_t_T_FH_oth_fa,C11_Sd_r_t_T_FH_Tot,C11_Sd_r_t_T_LP_H,C11_Sd_r_t_T_GH,C11_Sd_r_t_T_OH,C11_Sd_r_t_T_Tot,C11_F_u_a_1_2_FH_CF_no_ch,C11_F_u_a_1_2_FH_CF_w_ch,C11_F_u_a_1_2_FH_One_PFam,C11_F_u_a_1_2_FH_oth_fa,C11_F_u_a_1_2_FH_Tot,C11_F_u_a_1_2_LP_H,C11_F_u_a_1_2_GH,C11_F_u_a_1_2_OH,C11_F_u_a_1_2_Tot,C11_F_u_a_3_FH_CF_no_ch,C11_F_u_a_3_FH_CF_w_ch,C11_F_u_a_3_FH_One_PFam,C11_F_u_a_3_FH_oth_fa,C11_F_u_a_3_FH_Tot,C11_F_u_a_3_LP_H,C11_F_u_a_3_GH,C11_F_u_a_3_OH,C11_F_u_a_3_Tot,C11_F_u_a_4m_FH_CF_no_ch,C11_F_u_a_4m_FH_CF_w_ch,C11_F_u_a_4m_FH_One_PFam,C11_F_u_a_4m_FH_oth_fa,C11_F_u_a_4m_FH_Tot,C11_F_u_a_4m_LP_H,C11_F_u_a_4m_GH,C11_F_u_a_4m_OH,C11_F_u_a_4m_Tot,C11_F_u_a_a_h_FH_CF_no_ch,C11_F_u_a_a_h_FH_CF_w_ch
LGA37010,12265,16947,5295,532,35043,6464,1928,2066,45503,345,158,192,25,721,990,83,103,1891,128,48,78,14,259,240,68,77,639,474,202,264,42,982,1225,148,175,2537,1093,375,695,113,2276,2851,567,675,6372,200,49,34,7,296,269,70,175,810,257,58,38,6,359,241,72,211,876,0,4,3,0,10,14,0,5,24,1552,485,770,127,2932,3372,710,1065,8080,179,28,22,0,230,254,13,834,1334,16,12,0,0,24,70,3,41,141,18,4,3,0,29,8,7,11,55,215,48,24,4,287,333,19,887,1529,0,0,0,0,3,4,0,0,9,14506,17680,6354,701,39249,11395,2813,4201,57660,14078,18552,6047,622,39304,7751,2137,2396,51590,370,221,296,37,923,898,146,130,2090,357,180,222,28,792,533,131,167,1620,726,404,510,70,1708,1422,278,300,3713,916,383,598,84,1982,3062,430,550,6024,325,101,74,22,516,458,184,259,1419,324,104,62,18,501,351,172,249,1273,13,7
LGA37300,127,332,42,3,507,67,13,46,625,18,12,0,3,40,12,3,13,64,49,11,3,0,66,62,5,14,151,69,28,7,6,103,76,9,25,214,23,7,0,0,39,20,3,33,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,7,0,0,36,20,3,37,94,6,0,3,0,14,14,3,51,78,0,0,0,0,4,3,0,18,25,0,3,0,0,4,6,0,0,10,13,0,6,0,18,25,8,74,117,0,0,0,0,0,0,0,0,0,229,366,59,7,668,184,32,177,1046,166,336,62,7,559,62,16,72,713,9,13,7,0,24,17,0,4,45,63,26,4,0,90,47,8,22,176,64,36,9,0,111,64,10,34,218,53,33,7,0,100,46,17,40,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37310,2950,3148,876,96,7068,1886,284,439,9681,60,44,18,4,120,109,3,25,261,7,3,0,0,12,4,7,5,24,68,44,24,4,131,114,11,28,283,61,6,35,6,107,281,14,53,451,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,6,35,6,107,280,14,53,458,46,26,17,0,86,140,4,147,381,9,14,6,0,30,11,0,14,57,10,8,6,0,22,9,0,4,40,68,50,32,0,144,160,5,165,477,0,0,0,0,3,0,0,0,3,3140,3256,960,106,7456,2439,314,684,10894,3170,3402,966,97,7634,2261,340,711,10949,27,9,14,0,53,59,3,29,151,6,3,3,0,7,5,0,14,26,31,14,15,3,62,59,7,43,175,66,18,11,3,107,263,13,83,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37340,2542,2539,662,66,5816,1372,307,616,8103,140,75,40,6,263,183,25,90,559,114,62,36,6,216,106,58,129,501,252,133,74,12,480,286,79,218,1059,205,82,89,6,385,412,96,496,1395,29,5,10,0,48,34,12,156,252,36,10,6,0,56,50,14,220,341,3,0,0,0,5,7,0,0,8,279,100,106,14,496,512,119,871,1997,153,34,17,7,211,239,21,1322,1790,24,10,10,0,35,51,4,128,221,11,17,0,4,30,9,0,7,52,188,55,31,10,276,296,22,1463,2060,3,4,0,0,4,0,0,3,8,3265,2834,871,96,7070,2464,537,3167,13234,2792,2685,790,67,6330,1505,332,672,8846,77,45,36,3,162,70,14,44,297,105,71,47,0,224,100,22,74,421,183,124,84,3,392,176,37,111,714,247,106,132,15,495,619,120,299,1526,65,25,19,3,106,87,23,94,312,32,11,0,0,41,38,10,25,117,3,0
LGA37400,108,134,43,3,285,107,11,59,465,19,11,7,0,26,35,0,30,91,0,0,0,0,0,3,0,0,3,19,11,7,0,26,36,0,30,96,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,10,0,0,0,9,17,0,75,99,0,0,0,0,0,3,0,4,12,0,0,0,0,3,0,0,0,3,9,3,0,0,10,19,0,80,108,0,0,0,0,0,0,0,0,0,129,140,46,3,325,171,11,165,675,131,137,40,9,320,135,10,18,486,0,0,0,0,0,11,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,16,5,0,0,0,5,14,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37550,15,54,58,13,141,38,5,9,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,0,0,0,0,0,0,0,15,54,58,13,141,43,7,11,199,15,50,65,13,142,41,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,8,0,34,7,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,12,27,15,3,58,14,0,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,10,0,0,0,0,0,0,0,0,0,13,27,16,7,63,20,0,3,89,3,24,14,3,47,8,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,33,182,108,21,343,28,0,3,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,7,3,0,0,14,5,4,0,3,18,0,0,0,18,0,0,0,0,0,0,0,0,0,14,12,0,0,27,3,0,0,28,0,0,0,0,0,0,0,0,0,47,189,105,25,370,30,0,3,406,24,142,138,17,329,15,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,0,22,10,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,312,217,70,10,611,317,110,125,1168,260,84,50,19,410,441,120,123,1094,619,177,106,42,951,692,290,229,2162,875,259,157,64,1358,1135,404,353,3257,149,23,17,19,207,442,99,148,897,142,25,20,27,208,391,162,161,931,240,44,46,50,382,495,251,288,1419,0,0,0,0,0,0,0,3,8,526,91,89,91,797,1339,515,599,3253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,135,3,3,3,0,12,8,7,3,25,3,3,3,0,12,149,7,3,165,0,0,0,0,0,0,0,0,3,1717,575,318,170,2781,2939,1039,1081,7842,352,230,59,22,658,279,87,71,1089,216,75,65,22,379,454,126,84,1046,617,193,97,55,961,602,347,168,2072,830,270,160,83,1338,1052,470,255,3123,265,66,41,18,396,513,131,163,1196,188,54,27,22,288,435,132,138,993,457,100,66,84,709,1151,502,527,2886,3,0
LGA40120,4008,5271,1059,74,10412,2116,231,433,13191,39,11,8,0,57,83,3,6,155,7,3,3,0,13,15,0,3,40,44,11,17,3,74,105,4,8,194,40,10,13,0,66,105,7,6,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,13,3,0,0,0,4,5,0,0,7,43,10,13,0,72,128,7,11,212,8,9,3,0,20,13,0,5,41,3,0,0,0,4,3,0,0,13,11,17,5,0,24,12,0,0,38,17,28,6,0,51,25,3,3,91,0,4,0,0,3,0,0,0,3,4120,5324,1091,72,10615,2375,240,452,13684,4184,5381,1052,72,10684,2223,225,279,13415,62,13,17,0,97,171,3,3,277,21,9,6,0,36,22,5,4,65,81,21,26,0,131,196,8,8,338,18,12,9,0,39,52,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA40220,2709,1996,654,48,5411,1658,143,560,7766,75,12,4,0,92,87,0,10,193,6,7,0,0,14,0,0,5,16,80,15,7,0,100,87,0,14,210,81,10,8,0,100,218,9,30,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,81,10,14,0,102,220,9,30,354,37,14,3,0,55,47,0,25,131,3,4,0,0,4,7,0,3,14,10,5,0,0,16,6,0,3,24,43,24,3,0,71,56,0,32,160,0,0,0,0,0,0,0,4,5,2917,2049,681,48,5692,2022,150,635,8504,3423,2261,806,54,6543,2066,192,287,9088,115,11,13,7,144,203,8,7,360,18,4,11,0,34,14,3,3,56,134,12,25,7,174,219,10,12,414,23,7,13,0,41,127,4,13,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40250,60,154,81,6,301,87,4,37,431,11,3,3,0,19,34,0,18,66,0,0,0,0,0,0,0,0,0,11,3,3,0,19,34,0,18,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,4,16,9,7,3,0,15,8,0,3,24,0,3,0,0,4,0,0,0,3,10,7,3,0,23,17,0,5,49,0,0,0,0,0,0,0,0,0,81,166,85,11,349,134,9,58,543,75,185,88,10,363,105,11,36,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,33,0,9,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40310,2405,2560,568,47,5581,1351,155,158,7243,60,14,29,3,98,172,10,10,284,0,0,0,0,0,3,3,0,10,60,14,26,3,101,177,12,10,293,44,9,10,6,64,190,14,4,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10,44,7,10,6,62,193,15,10,276,13,13,3,0,35,50,5,54,142,0,0,0,0,0,3,0,0,0,14,5,0,0,19,0,0,0,23,24,21,5,0,53,54,5,57,165,0,0,0,0,0,0,0,0,0,2532,2598,606,56,5794,1772,180,232,7975,2685,2715,596,37,6036,1651,147,234,8069,66,27,46,3,147,173,13,10,333,0,0,0,0,3,0,0,0,3,69,26,46,3,144,173,13,6,340,43,7,29,0,78,177,7,20,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
LGA40430,375,248,66,3,685,252,18,55,1005,3,3,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,10,0,0,0,9,3,0,0,0,3,21,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,21,0,0,29,3,0,0,0,3,7,0,13,21,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,0,0,0,7,3,0,16,27,0,0,0,0,0,0,0,0,0,384,251,67,3,705,282,19,69,1076,374,210,67,3,650,300,21,41,1009,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,9,0,0,0,15,27,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40520,1143,1184,403,27,2757,740,70,117,3690,55,15,31,0,104,124,10,5,244,0,3,0,0,3,0,0,0,3,55,16,31,0,106,124,10,5,248,47,6,21,3,78,223,9,22,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,47,7,19,3,77,227,9,27,341,19,0,0,0,21,27,0,54,105,0,0,0,0,4,3,0,7,7,0,0,0,0,3,3,0,0,11,21,0,0,0,27,34,0,55,123,0,0,0,0,3,0,0,0,3,1269,1210,451,37,2966,1129,91,209,4401,1166,1033,472,24,2701,824,69,137,3728,34,14,32,8,81,148,9,39,270,0,0,0,0,0,0,0,0,0,34,14,32,8,81,148,9,39,273,44,6,17,3,71,212,5,22,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40700,3346,4610,983,125,9063,2109,277,359,11803,579,185,152,40,952,1154,79,117,2305,137,101,44,11,295,120,16,31,463,715,288,194,50,1250,1279,99,146,2767,312,101,151,28,590,1254,99,147,2090,9,3,4,3,23,107,7,13,145,55,14,12,0,86,86,7,26,206,0,0,0,0,0,13,0,3,17,380,119,168,33,700,1452,113,190,2460,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,3,3,4,0,6,0,0,0,12,3,3,3,0,10,3,0,0,16,0,0,0,0,0,0,0,0,0,4447,5016,1348,207,11020,4847,486,692,17042,3380,4543,954,123,9002,2100,295,302,11701,464,186,135,19,809,799,65,63,1739,148,123,60,8,340,182,31,18,578,611,303,204,28,1146,983,100,82,2314,462,178,177,36,858,1501,115,137,2616,37,14,4,3,54,142,9,10,219,74,17,15,3,111,135,14,38,297,0,0
LGA40910,4132,5402,1557,160,11257,2850,349,384,14838,291,169,215,30,708,616,66,70,1459,38,33,19,0,82,67,9,9,174,327,200,231,29,790,690,73,77,1631,291,104,144,35,580,1180,104,123,1980,0,0,0,0,0,0,0,0,0,3,0,3,0,7,11,0,0,17,9,4,4,3,10,9,0,0,24,305,111,147,35,599,1204,104,118,2022,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4762,5707,1939,235,12645,4747,526,582,18496,4233,5432,1579,195,11443,3023,405,303,15172,360,284,215,32,892,757,75,48,1768,67,74,35,4,172,80,13,10,281,419,355,249,36,1067,836,90,61,2047,336,195,127,24,683,1081,59,80,1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
LGA41010,351,342,128,13,838,248,22,122,1223,0,0,0,0,0,3,0,0,3,0,8,0,0,8,3,0,0,11,0,8,0,0,8,7,0,0,13,7,0,0,0,7,33,0,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,34,0,3,45,6,3,0,0,14,17,0,75,106,0,0,0,0,0,0,0,5,5,0,0,0,0,3,3,0,0,3,8,3,0,0,11,17,0,81,109,0,0,0,0,0,0,0,0,0,369,351,129,13,864,305,28,202,1401,383,334,123,17,856,267,30,52,1208,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,6,0,0,16,60,3,5,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41060,8385,10136,3363,391,22276,6695,893,915,30783,1020,462,665,77,2216,2539,171,211,5136,309,175,206,28,725,475,82,80,1369,1329,633,868,105,2934,3019,259,291,6508,694,261,360,64,1380,2529,216,269,4395,31,17,14,4,64,207,31,27,326,34,20,14,6,68,112,23,14,215,3,5,0,0,8,18,0,9,37,755,297,390,76,1519,2871,267,316,4972,24,3,0,0,29,21,0,71,121,0,0,0,0,3,3,0,3,13,22,16,8,0,43,28,8,7,87,41,21,8,0,74,50,8,82,216,0,0,0,0,5,0,0,0,5,10508,11097,4631,575,26808,12635,1425,1606,42476,8492,10227,3497,374,22589,6977,1070,827,31457,989,599,662,83,2332,2422,220,179,5161,448,327,229,40,1045,527,129,86,1788,1442,924,893,125,3377,2954,347,266,6945,810,363,376,69,1616,2625,250,223,4717,38,37,10,3,96,188,40,41,378,50,16,8,8,81,90,21,33,217,5,5
LGA41140,1082,886,238,27,2229,682,77,89,3077,8,4,4,0,20,58,3,0,77,0,0,0,0,0,0,0,0,0,9,4,4,0,17,58,3,0,75,10,0,5,0,12,47,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,9,0,4,0,16,45,0,0,69,11,0,0,0,7,15,0,36,63,0,0,0,0,0,0,0,0,0,9,6,0,0,23,3,0,0,26,20,11,3,0,28,15,0,46,89,0,0,0,0,0,4,0,0,4,1121,902,246,27,2294,801,78,131,3313,1173,914,242,18,2348,791,80,82,3302,7,3,6,0,16,47,3,0,64,0,0,0,0,0,0,0,0,0,7,3,6,0,16,47,3,0,64,3,0,0,0,10,65,0,6,74,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,12,0,0
LGA41190,239,241,39,3,527,187,12,66,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,13,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,16,0,0,22,3,3,0,0,5,4,0,54,66,0,0,0,0,0,3,0,7,5,0,0,0,0,0,0,0,3,5,8,7,0,0,10,4,0,59,76,0,0,0,0,0,0,0,0,0,251,249,39,3,535,207,12,133,887,225,194,38,3,463,204,21,13,700,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41330,167,126,47,6,348,297,24,125,800,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,5,6,0,0,0,0,0,3,0,10,13,3,0,5,0,7,16,3,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,7,16,3,10,27,3,3,0,0,5,12,0,87,108,0,0,0,0,0,5,0,4,8,3,0,0,0,3,3,0,4,10,6,3,0,0,14,24,0,89,126,0,0,0,0,0,0,0,0,0,177,135,51,8,371,343,24,233,967,166,119,42,11,339,315,19,83,755,3,3,0,0,6,9,0,0,17,0,0,0,0,0,0,0,0,0,3,3,0,0,6,9,0,0,17,4,3,0,0,6,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
