LGA_NAME16	Year	Sex	labourForceParticipation
Woodanilling (S)	2016	M	70.9
Wyalkatchem (S)	2006	F	58.5
Wyalkatchem (S)	2006	M	64.3
Wyalkatchem (S)	2011	F	47.6
Wyalkatchem (S)	2011	M	57.8
Wyalkatchem (S)	2016	F	43.1
Wyalkatchem (S)	2016	M	50.9
Wyndham-East Kimberley (S)	2006	F	58
Wyndham-East Kimberley (S)	2006	M	68.3
Wyndham-East Kimberley (S)	2011	F	62.5
Wyndham-East Kimberley (S)	2011	M	70.4
Wyndham-East Kimberley (S)	2016	F	60.1
Wyndham-East Kimberley (S)	2016	M	66.1
Yalgoo (S)	2006	F	42.9
Yalgoo (S)	2006	M	73.5
Yalgoo (S)	2011	F	61.2
Yalgoo (S)	2011	M	74.6
Yalgoo (S)	2016	F	53.6
Yalgoo (S)	2016	M	66.7
Yilgarn (S)	2006	F	63
Yilgarn (S)	2006	M	77.1
Yilgarn (S)	2011	F	62.9
Yilgarn (S)	2011	M	74.7
Yilgarn (S)	2016	F	53.3
Yilgarn (S)	2016	M	66.7
York (S)	2006	F	51.6
York (S)	2006	M	63.2
York (S)	2011	F	50.7
York (S)	2011	M	60.4
York (S)	2016	F	46.5
York (S)	2016	M	52.7
No usual address (WA)	2006	F	41.7
No usual address (WA)	2006	M	52.4
No usual address (WA)	2011	F	42.6
No usual address (WA)	2011	M	47.9
No usual address (WA)	2016	F	35.7
No usual address (WA)	2016	M	42.8
Migratory - Offshore - Shipping (WA)	2006	F	80.8
Migratory - Offshore - Shipping (WA)	2006	M	88.5
Migratory - Offshore - Shipping (WA)	2011	F	63.6
Migratory - Offshore - Shipping (WA)	2011	M	82.9
Migratory - Offshore - Shipping (WA)	2016	F	65.4
Migratory - Offshore - Shipping (WA)	2016	M	78.9
Break O'Day (M)	2006	F	40.7
Break O'Day (M)	2006	M	47.4
Break O'Day (M)	2011	F	41.4
Break O'Day (M)	2011	M	46.1
Break O'Day (M)	2016	F	41.7
Break O'Day (M)	2016	M	41.1
Brighton (M)	2006	F	49.4
Brighton (M)	2006	M	63
Brighton (M)	2011	F	51.6
Brighton (M)	2011	M	62.9
Brighton (M)	2016	F	53.3
Brighton (M)	2016	M	61.4
Burnie (C)	2006	F	48.4
Burnie (C)	2006	M	64.2
Burnie (C)	2011	F	50.9
Burnie (C)	2011	M	62.5
Burnie (C)	2016	F	50.6
Burnie (C)	2016	M	58.6
Central Coast (M) (Tas.)	2006	F	48.5
Central Coast (M) (Tas.)	2006	M	62
Central Coast (M) (Tas.)	2011	F	49.5
Central Coast (M) (Tas.)	2011	M	60.8
Central Coast (M) (Tas.)	2016	F	49.5
Central Coast (M) (Tas.)	2016	M	57.8
Central Highlands (M) (Tas.)	2006	F	41.4
Central Highlands (M) (Tas.)	2006	M	57.2
Central Highlands (M) (Tas.)	2011	F	42.7
Central Highlands (M) (Tas.)	2011	M	55.6
Central Highlands (M) (Tas.)	2016	F	44.7
Central Highlands (M) (Tas.)	2016	M	53.9
Circular Head (M)	2006	F	57
Circular Head (M)	2006	M	71.6
Circular Head (M)	2011	F	56.6
Circular Head (M)	2011	M	67.6
Circular Head (M)	2016	F	55.1
Circular Head (M)	2016	M	64.6
Clarence (C)	2006	F	53.9
Clarence (C)	2006	M	63.4
Clarence (C)	2011	F	56
Clarence (C)	2011	M	63
Clarence (C)	2016	F	55.6
Clarence (C)	2016	M	59.8
Derwent Valley (M)	2006	F	47
Derwent Valley (M)	2006	M	58.9
Derwent Valley (M)	2011	F	51.1
Derwent Valley (M)	2011	M	58.3
Derwent Valley (M)	2016	F	48.4
Derwent Valley (M)	2016	M	55.1
Devonport (C)	2006	F	47.6
Devonport (C)	2006	M	62.1
Devonport (C)	2011	F	48.6
Devonport (C)	2011	M	60.7
Devonport (C)	2016	F	48
Devonport (C)	2016	M	57.1
Dorset (M)	2006	F	47.1
Dorset (M)	2006	M	62.7
Dorset (M)	2011	F	47.9
Dorset (M)	2011	M	59.8
Dorset (M)	2016	F	45
Dorset (M)	2016	M	56.3
Flinders (M) (Tas.)	2006	F	58.1
Flinders (M) (Tas.)	2006	M	71.4
Flinders (M) (Tas.)	2011	F	59.2
Flinders (M) (Tas.)	2011	M	67.6
Flinders (M) (Tas.)	2016	F	57
Flinders (M) (Tas.)	2016	M	63.7
George Town (M)	2006	F	43
George Town (M)	2006	M	59.5
George Town (M)	2011	F	44.9
George Town (M)	2011	M	57.4
George Town (M)	2016	F	40.6
George Town (M)	2016	M	49.8
Glamorgan/Spring Bay (M)	2006	F	45.9
Glamorgan/Spring Bay (M)	2006	M	56.7
Glamorgan/Spring Bay (M)	2011	F	45.1
Glamorgan/Spring Bay (M)	2011	M	52.9
Glamorgan/Spring Bay (M)	2016	F	42.4
Glamorgan/Spring Bay (M)	2016	M	47.6
Glenorchy (C)	2006	F	49.4
Glenorchy (C)	2006	M	60.8
Glenorchy (C)	2011	F	51.9
Glenorchy (C)	2011	M	61.8
Glenorchy (C)	2016	F	51.1
Glenorchy (C)	2016	M	59.7
Hobart (C)	2006	F	59.3
Hobart (C)	2006	M	64.8
Hobart (C)	2011	F	59.7
Hobart (C)	2011	M	65.2
Hobart (C)	2016	F	57.8
Hobart (C)	2016	M	62.7
Huon Valley (M)	2006	F	49.4
Huon Valley (M)	2006	M	58.9
Huon Valley (M)	2011	F	50.7
Huon Valley (M)	2011	M	58.9
Huon Valley (M)	2016	F	48.5
Huon Valley (M)	2016	M	54.3
Kentish (M)	2006	F	52
Kentish (M)	2006	M	61.7
Kentish (M)	2011	F	50.4
Kentish (M)	2011	M	59
Kentish (M)	2016	F	47.8
Kentish (M)	2016	M	54.9
King Island (M)	2006	F	65.8
King Island (M)	2006	M	72.7
King Island (M)	2011	F	59.3
King Island (M)	2011	M	72.7
King Island (M)	2016	F	56.1
King Island (M)	2016	M	67.3
Kingborough (M)	2006	F	57.2
Kingborough (M)	2006	M	67.3
Kingborough (M)	2011	F	58.9
Kingborough (M)	2011	M	66.6
Kingborough (M)	2016	F	56.9
Kingborough (M)	2016	M	63.2
Latrobe (M) (Tas.)	2006	F	51.6
Latrobe (M) (Tas.)	2006	M	64.7
Latrobe (M) (Tas.)	2011	F	52.3
Latrobe (M) (Tas.)	2011	M	62.4
Latrobe (M) (Tas.)	2016	F	49.7
Latrobe (M) (Tas.)	2016	M	58.1
Launceston (C)	2006	F	51.8
Launceston (C)	2006	M	63.6
Launceston (C)	2011	F	53.7
Launceston (C)	2011	M	63.3
Launceston (C)	2016	F	52.5
Launceston (C)	2016	M	59.6
Meander Valley (M)	2006	F	52.5
Meander Valley (M)	2006	M	67.2
Meander Valley (M)	2011	F	53.8
Meander Valley (M)	2011	M	65.2
Meander Valley (M)	2016	F	51.5
Meander Valley (M)	2016	M	61.6
Northern Midlands (M)	2006	F	50.4
Northern Midlands (M)	2006	M	64.4
Northern Midlands (M)	2011	F	52.6
Northern Midlands (M)	2011	M	63
Northern Midlands (M)	2016	F	51.1
Northern Midlands (M)	2016	M	59.3
Sorell (M)	2006	F	54.4
Sorell (M)	2006	M	63.8
Sorell (M)	2011	F	56.8
Sorell (M)	2011	M	63.7
Sorell (M)	2016	F	54.6
Sorell (M)	2016	M	60.8
Southern Midlands (M)	2006	F	51.1
Southern Midlands (M)	2006	M	63.2
Southern Midlands (M)	2011	F	51.4
Southern Midlands (M)	2011	M	61.1
Southern Midlands (M)	2016	F	52.5
Southern Midlands (M)	2016	M	59
Tasman (M)	2006	F	47.4
Tasman (M)	2006	M	50.2
Tasman (M)	2011	F	44.6
Tasman (M)	2011	M	50
Tasman (M)	2016	F	39.4
Tasman (M)	2016	M	42.7
Waratah/Wynyard (M)	2006	F	47.7
Waratah/Wynyard (M)	2006	M	60.4
Waratah/Wynyard (M)	2011	F	49.5
Waratah/Wynyard (M)	2011	M	59.9
Waratah/Wynyard (M)	2016	F	47.6
Waratah/Wynyard (M)	2016	M	55.5
West Coast (M)	2006	F	49.1
West Coast (M)	2006	M	66
West Coast (M)	2011	F	50.5
West Coast (M)	2011	M	66.3
West Coast (M)	2016	F	48.6
West Coast (M)	2016	M	55
West Tamar (M)	2006	F	52.1
West Tamar (M)	2006	M	64.2
West Tamar (M)	2011	F	55.1
West Tamar (M)	2011	M	64.6
West Tamar (M)	2016	F	53.2
West Tamar (M)	2016	M	59.3
No usual address (Tas.)	2006	F	45.6
No usual address (Tas.)	2006	M	54.8
No usual address (Tas.)	2011	F	39.9
No usual address (Tas.)	2011	M	44.9
No usual address (Tas.)	2016	F	38.9
No usual address (Tas.)	2016	M	42.4
Migratory - Offshore - Shipping (Tas.)	2006	F	110
Migratory - Offshore - Shipping (Tas.)	2006	M	84.6
Migratory - Offshore - Shipping (Tas.)	2011	F	72.4
Migratory - Offshore - Shipping (Tas.)	2011	M	76.8
Migratory - Offshore - Shipping (Tas.)	2016	F	83.3
Migratory - Offshore - Shipping (Tas.)	2016	M	77.6
Alice Springs (T)	2006	F	66.6
Alice Springs (T)	2006	M	72.8
Alice Springs (T)	2011	F	66.6
Alice Springs (T)	2011	M	72.3
Alice Springs (T)	2016	F	64.3
Alice Springs (T)	2016	M	69.3
Barkly (R)	2006	F	40.2
Barkly (R)	2006	M	47.4
Barkly (R)	2011	F	40.6
Barkly (R)	2011	M	48.9
Barkly (R)	2016	F	49.1
Barkly (R)	2016	M	53.4
Belyuen (S)	2006	F	51.9
Belyuen (S)	2006	M	50.9
Belyuen (S)	2011	F	45.2
Belyuen (S)	2011	M	39.1
Belyuen (S)	2016	F	27.1
Belyuen (S)	2016	M	20.8
Central Desert (R)	2006	F	28.3
Central Desert (R)	2006	M	47.7
Central Desert (R)	2011	F	35.3
Central Desert (R)	2011	M	51.7
Central Desert (R)	2016	F	45.8
Central Desert (R)	2016	M	57.2
Coomalie (S)	2006	F	49.9
Coomalie (S)	2006	M	47.6
Coomalie (S)	2011	F	51.2
Coomalie (S)	2011	M	54.3
Coomalie (S)	2016	F	45.9
Coomalie (S)	2016	M	48.6
Darwin (C)	2006	F	65.9
Darwin (C)	2006	M	71.3
Darwin (C)	2011	F	66.7
Darwin (C)	2011	M	69.6
Darwin (C)	2016	F	65.7
Darwin (C)	2016	M	71.6
East Arnhem (R)	2006	F	35.1
East Arnhem (R)	2006	M	44
East Arnhem (R)	2011	F	37.2
East Arnhem (R)	2011	M	45.9
East Arnhem (R)	2016	F	29.7
East Arnhem (R)	2016	M	32.5
Katherine (T)	2006	F	59.1
Katherine (T)	2006	M	66.3
Katherine (T)	2011	F	64
Katherine (T)	2011	M	69
Katherine (T)	2016	F	54.4
Katherine (T)	2016	M	59.1
Litchfield (M)	2006	F	64.8
Litchfield (M)	2006	M	71.1
Litchfield (M)	2011	F	65.3
Litchfield (M)	2011	M	70.5
Litchfield (M)	2016	F	65.9
Litchfield (M)	2016	M	60
MacDonnell (R)	2006	F	36.3
MacDonnell (R)	2006	M	39
MacDonnell (R)	2011	F	39.7
MacDonnell (R)	2011	M	36.2
MacDonnell (R)	2016	F	32.8
MacDonnell (R)	2016	M	30
Palmerston (C)	2006	F	64.6
Palmerston (C)	2006	M	74.2
Palmerston (C)	2011	F	68.7
Palmerston (C)	2011	M	77.2
Palmerston (C)	2016	F	67.6
Palmerston (C)	2016	M	77.7
Roper Gulf (R)	2006	F	39.4
Roper Gulf (R)	2006	M	51.3
Roper Gulf (R)	2011	F	46.5
Roper Gulf (R)	2011	M	52.9
Roper Gulf (R)	2016	F	34.9
Roper Gulf (R)	2016	M	39.9
Tiwi Islands (R)	2006	F	46.3
Tiwi Islands (R)	2006	M	62.1
Tiwi Islands (R)	2011	F	39.4
Tiwi Islands (R)	2011	M	48.4
Tiwi Islands (R)	2016	F	36.3
Tiwi Islands (R)	2016	M	38.7
Victoria Daly (R)	2006	F	57.2
Victoria Daly (R)	2006	M	64.1
Victoria Daly (R)	2011	F	52.4
Victoria Daly (R)	2011	M	61.7
Victoria Daly (R)	2016	F	40.3
Victoria Daly (R)	2016	M	47.6
Wagait (S)	2006	F	62.1
Wagait (S)	2006	M	59.2
Wagait (S)	2011	F	67.5
Wagait (S)	2011	M	59
Wagait (S)	2016	F	67.9
Wagait (S)	2016	M	60
West Arnhem (R)	2006	F	40
West Arnhem (R)	2006	M	51.5
West Arnhem (R)	2011	F	48.5
West Arnhem (R)	2011	M	62.9
West Arnhem (R)	2016	F	36.6
West Arnhem (R)	2016	M	43.2
West Daly (R)	2006	F	24.5
West Daly (R)	2006	M	35.5
West Daly (R)	2011	F	35
West Daly (R)	2011	M	47
West Daly (R)	2016	F	34.7
West Daly (R)	2016	M	40.1
Unincorporated NT	2006	F	66.8
Unincorporated NT	2006	M	69.3
Unincorporated NT	2011	F	69.1
Unincorporated NT	2011	M	63.9
Unincorporated NT	2016	F	68.1
Unincorporated NT	2016	M	69.8
No usual address (NT)	2006	F	35.4
No usual address (NT)	2006	M	41.8
No usual address (NT)	2011	F	37.5
No usual address (NT)	2011	M	40.9
No usual address (NT)	2016	F	26.8
No usual address (NT)	2016	M	29.8
Migratory - Offshore - Shipping (NT)	2006	F	58.8
Migratory - Offshore - Shipping (NT)	2006	M	80.8
Migratory - Offshore - Shipping (NT)	2011	F	42.1
Migratory - Offshore - Shipping (NT)	2011	M	84.4
Migratory - Offshore - Shipping (NT)	2016	F	77.8
Migratory - Offshore - Shipping (NT)	2016	M	36.1
Unincorporated ACT	2006	F	65.9
Unincorporated ACT	2006	M	73.6
Unincorporated ACT	2011	F	66.5
Unincorporated ACT	2011	M	73.4
Unincorporated ACT	2016	F	63.8
Unincorporated ACT	2016	M	70.1
No usual address (ACT)	2006	F	56.8
No usual address (ACT)	2006	M	63.3
No usual address (ACT)	2011	F	60.3
No usual address (ACT)	2011	M	54.5
No usual address (ACT)	2016	F	55
No usual address (ACT)	2016	M	44.8
Migratory - Offshore - Shipping (ACT)	2006	F	0
Migratory - Offshore - Shipping (ACT)	2006	M	0
Migratory - Offshore - Shipping (ACT)	2011	F	0
Migratory - Offshore - Shipping (ACT)	2011	M	0
Migratory - Offshore - Shipping (ACT)	2016	F	0
Migratory - Offshore - Shipping (ACT)	2016	M	0
Unincorp. Other Territories	2006	F	53.2
Unincorp. Other Territories	2006	M	73.8
Unincorp. Other Territories	2011	F	59.8
Unincorp. Other Territories	2011	M	42.6
Unincorp. Other Territories	2016	F	58.7
Unincorp. Other Territories	2016	M	59.7
No usual address (OT)	2006	F	100
No usual address (OT)	2006	M	54.5
No usual address (OT)	2011	F	68.4
No usual address (OT)	2011	M	140
No usual address (OT)	2016	F	36.7
No usual address (OT)	2016	M	33.3
Migratory - Offshore - Shipping (OT)	2006	F	0
Migratory - Offshore - Shipping (OT)	2006	M	0
Migratory - Offshore - Shipping (OT)	2011	F	0
Migratory - Offshore - Shipping (OT)	2011	M	0
Migratory - Offshore - Shipping (OT)	2016	F	0
Migratory - Offshore - Shipping (OT)	2016	M	100
