LGA_NAME16	Year	IndigenousStatus	persons
Greater Geraldton (C)	2006	Non-indigenous	31024
Greater Geraldton (C)	2006	Torres Strait Islander	29
Greater Geraldton (C)	2011	Aboriginal	3472
Greater Geraldton (C)	2011	Both Aboriginal & Torres Strait Islander	42
Greater Geraldton (C)	2011	Non-indigenous	33608
Greater Geraldton (C)	2011	Torres Strait Islander	35
Greater Geraldton (C)	2016	Aboriginal	3664
Greater Geraldton (C)	2016	Both Aboriginal & Torres Strait Islander	58
Greater Geraldton (C)	2016	Non-indigenous	34895
Greater Geraldton (C)	2016	Torres Strait Islander	17
Halls Creek (S)	2006	Aboriginal	2411
Halls Creek (S)	2006	Both Aboriginal & Torres Strait Islander	27
Halls Creek (S)	2006	Non-indigenous	648
Halls Creek (S)	2006	Torres Strait Islander	0
Halls Creek (S)	2011	Aboriginal	2764
Halls Creek (S)	2011	Both Aboriginal & Torres Strait Islander	20
Halls Creek (S)	2011	Non-indigenous	770
Halls Creek (S)	2011	Torres Strait Islander	8
Halls Creek (S)	2016	Aboriginal	2406
Halls Creek (S)	2016	Both Aboriginal & Torres Strait Islander	9
Halls Creek (S)	2016	Non-indigenous	854
Halls Creek (S)	2016	Torres Strait Islander	0
Harvey (S)	2006	Aboriginal	318
Harvey (S)	2006	Both Aboriginal & Torres Strait Islander	6
Harvey (S)	2006	Non-indigenous	19225
Harvey (S)	2006	Torres Strait Islander	7
Harvey (S)	2011	Aboriginal	446
Harvey (S)	2011	Both Aboriginal & Torres Strait Islander	11
Harvey (S)	2011	Non-indigenous	22773
Harvey (S)	2011	Torres Strait Islander	8
Harvey (S)	2016	Aboriginal	565
Harvey (S)	2016	Both Aboriginal & Torres Strait Islander	17
Harvey (S)	2016	Non-indigenous	25965
Harvey (S)	2016	Torres Strait Islander	6
Irwin (S)	2006	Aboriginal	65
Irwin (S)	2006	Both Aboriginal & Torres Strait Islander	0
Irwin (S)	2006	Non-indigenous	2987
Irwin (S)	2006	Torres Strait Islander	0
Irwin (S)	2011	Aboriginal	80
Irwin (S)	2011	Both Aboriginal & Torres Strait Islander	0
Irwin (S)	2011	Non-indigenous	3488
Irwin (S)	2011	Torres Strait Islander	0
Irwin (S)	2016	Aboriginal	84
Irwin (S)	2016	Both Aboriginal & Torres Strait Islander	0
Irwin (S)	2016	Non-indigenous	3485
Irwin (S)	2016	Torres Strait Islander	0
Jerramungup (S)	2006	Aboriginal	5
Jerramungup (S)	2006	Both Aboriginal & Torres Strait Islander	0
Jerramungup (S)	2006	Non-indigenous	1121
Jerramungup (S)	2006	Torres Strait Islander	0
Jerramungup (S)	2011	Aboriginal	14
Jerramungup (S)	2011	Both Aboriginal & Torres Strait Islander	0
Jerramungup (S)	2011	Non-indigenous	1039
Jerramungup (S)	2011	Torres Strait Islander	0
Jerramungup (S)	2016	Aboriginal	31
Jerramungup (S)	2016	Both Aboriginal & Torres Strait Islander	0
Jerramungup (S)	2016	Non-indigenous	1071
Jerramungup (S)	2016	Torres Strait Islander	7
Joondalup (C)	2006	Aboriginal	651
Joondalup (C)	2006	Both Aboriginal & Torres Strait Islander	12
Joondalup (C)	2006	Non-indigenous	148977
Joondalup (C)	2006	Torres Strait Islander	35
Joondalup (C)	2011	Aboriginal	803
Joondalup (C)	2011	Both Aboriginal & Torres Strait Islander	34
Joondalup (C)	2011	Non-indigenous	151522
Joondalup (C)	2011	Torres Strait Islander	46
Joondalup (C)	2016	Aboriginal	932
Joondalup (C)	2016	Both Aboriginal & Torres Strait Islander	29
Joondalup (C)	2016	Non-indigenous	153441
Joondalup (C)	2016	Torres Strait Islander	43
Kalamunda (S)	2006	Aboriginal	780
Kalamunda (S)	2006	Both Aboriginal & Torres Strait Islander	10
Kalamunda (S)	2006	Non-indigenous	48730
Kalamunda (S)	2006	Torres Strait Islander	14
Kalamunda (S)	2011	Aboriginal	878
Kalamunda (S)	2011	Both Aboriginal & Torres Strait Islander	19
Kalamunda (S)	2011	Non-indigenous	52656
Kalamunda (S)	2011	Torres Strait Islander	15
Kalamunda (S)	2016	Aboriginal	997
Kalamunda (S)	2016	Both Aboriginal & Torres Strait Islander	15
Kalamunda (S)	2016	Non-indigenous	56411
Kalamunda (S)	2016	Torres Strait Islander	26
Kalgoorlie/Boulder (C)	2006	Aboriginal	2042
Kalgoorlie/Boulder (C)	2006	Both Aboriginal & Torres Strait Islander	48
Kalgoorlie/Boulder (C)	2006	Non-indigenous	26290
Kalgoorlie/Boulder (C)	2006	Torres Strait Islander	43
Kalgoorlie/Boulder (C)	2011	Aboriginal	2049
Kalgoorlie/Boulder (C)	2011	Both Aboriginal & Torres Strait Islander	42
Kalgoorlie/Boulder (C)	2011	Non-indigenous	28964
Kalgoorlie/Boulder (C)	2011	Torres Strait Islander	54
Kalgoorlie/Boulder (C)	2016	Aboriginal	2097
Kalgoorlie/Boulder (C)	2016	Both Aboriginal & Torres Strait Islander	53
Kalgoorlie/Boulder (C)	2016	Non-indigenous	27876
Kalgoorlie/Boulder (C)	2016	Torres Strait Islander	33
Karratha (C)	2006	Aboriginal	1705
Karratha (C)	2006	Both Aboriginal & Torres Strait Islander	37
Karratha (C)	2006	Non-indigenous	14590
Karratha (C)	2006	Torres Strait Islander	87
Karratha (C)	2011	Aboriginal	1906
Karratha (C)	2011	Both Aboriginal & Torres Strait Islander	50
Karratha (C)	2011	Non-indigenous	20874
Karratha (C)	2011	Torres Strait Islander	69
Karratha (C)	2016	Aboriginal	2622
Karratha (C)	2016	Both Aboriginal & Torres Strait Islander	80
Karratha (C)	2016	Non-indigenous	18665
Karratha (C)	2016	Torres Strait Islander	106
Katanning (S)	2006	Aboriginal	359
Katanning (S)	2006	Both Aboriginal & Torres Strait Islander	8
Katanning (S)	2006	Non-indigenous	3835
Katanning (S)	2006	Torres Strait Islander	6
Katanning (S)	2011	Aboriginal	376
Katanning (S)	2011	Both Aboriginal & Torres Strait Islander	7
Katanning (S)	2011	Non-indigenous	3798
Katanning (S)	2011	Torres Strait Islander	3
Katanning (S)	2016	Aboriginal	301
Katanning (S)	2016	Both Aboriginal & Torres Strait Islander	0
Katanning (S)	2016	Non-indigenous	3840
Katanning (S)	2016	Torres Strait Islander	10
Kellerberrin (S)	2006	Aboriginal	114
Kellerberrin (S)	2006	Both Aboriginal & Torres Strait Islander	0
Kellerberrin (S)	2006	Non-indigenous	1068
Kellerberrin (S)	2006	Torres Strait Islander	0
Kellerberrin (S)	2011	Aboriginal	116
Kellerberrin (S)	2011	Both Aboriginal & Torres Strait Islander	0
Kellerberrin (S)	2011	Non-indigenous	1064
Kellerberrin (S)	2011	Torres Strait Islander	0
Kellerberrin (S)	2016	Aboriginal	84
Kellerberrin (S)	2016	Both Aboriginal & Torres Strait Islander	0
Kellerberrin (S)	2016	Non-indigenous	1140
Kellerberrin (S)	2016	Torres Strait Islander	0
Kent (S)	2006	Aboriginal	0
Kent (S)	2006	Both Aboriginal & Torres Strait Islander	0
Kent (S)	2006	Non-indigenous	578
Kent (S)	2006	Torres Strait Islander	0
Kent (S)	2011	Aboriginal	0
Kent (S)	2011	Both Aboriginal & Torres Strait Islander	0
Kent (S)	2011	Non-indigenous	510
Kent (S)	2011	Torres Strait Islander	0
Kent (S)	2016	Aboriginal	8
Kent (S)	2016	Both Aboriginal & Torres Strait Islander	0
Kent (S)	2016	Non-indigenous	551
Kent (S)	2016	Torres Strait Islander	0
Kojonup (S)	2006	Aboriginal	113
Kojonup (S)	2006	Both Aboriginal & Torres Strait Islander	0
Kojonup (S)	2006	Non-indigenous	2040
Kojonup (S)	2006	Torres Strait Islander	0
Kojonup (S)	2011	Aboriginal	98
Kojonup (S)	2011	Both Aboriginal & Torres Strait Islander	0
Kojonup (S)	2011	Non-indigenous	1884
Kojonup (S)	2011	Torres Strait Islander	0
Kojonup (S)	2016	Aboriginal	92
Kojonup (S)	2016	Both Aboriginal & Torres Strait Islander	0
Kojonup (S)	2016	Non-indigenous	1893
Kojonup (S)	2016	Torres Strait Islander	0
Kondinin (S)	2006	Aboriginal	83
Kondinin (S)	2006	Both Aboriginal & Torres Strait Islander	0
Kondinin (S)	2006	Non-indigenous	885
Kondinin (S)	2006	Torres Strait Islander	0
Kondinin (S)	2011	Aboriginal	86
Kondinin (S)	2011	Both Aboriginal & Torres Strait Islander	0
Kondinin (S)	2011	Non-indigenous	960
Kondinin (S)	2011	Torres Strait Islander	0
Kondinin (S)	2016	Aboriginal	55
Kondinin (S)	2016	Both Aboriginal & Torres Strait Islander	3
Kondinin (S)	2016	Non-indigenous	815
Kondinin (S)	2016	Torres Strait Islander	0
Koorda (S)	2006	Aboriginal	19
Koorda (S)	2006	Both Aboriginal & Torres Strait Islander	0
Koorda (S)	2006	Non-indigenous	413
Koorda (S)	2006	Torres Strait Islander	0
Koorda (S)	2011	Aboriginal	11
Koorda (S)	2011	Both Aboriginal & Torres Strait Islander	0
Koorda (S)	2011	Non-indigenous	423
Koorda (S)	2011	Torres Strait Islander	0
Koorda (S)	2016	Aboriginal	10
Koorda (S)	2016	Both Aboriginal & Torres Strait Islander	0
Koorda (S)	2016	Non-indigenous	404
Koorda (S)	2016	Torres Strait Islander	0
Kulin (S)	2006	Aboriginal	15
Kulin (S)	2006	Both Aboriginal & Torres Strait Islander	0
Kulin (S)	2006	Non-indigenous	863
Kulin (S)	2006	Torres Strait Islander	3
Kulin (S)	2011	Aboriginal	20
Kulin (S)	2011	Both Aboriginal & Torres Strait Islander	0
Kulin (S)	2011	Non-indigenous	806
Kulin (S)	2011	Torres Strait Islander	0
Kulin (S)	2016	Aboriginal	24
Kulin (S)	2016	Both Aboriginal & Torres Strait Islander	0
Kulin (S)	2016	Non-indigenous	741
Kulin (S)	2016	Torres Strait Islander	0
Kwinana (C)	2006	Aboriginal	905
Kwinana (C)	2006	Both Aboriginal & Torres Strait Islander	7
Kwinana (C)	2006	Non-indigenous	22263
Kwinana (C)	2006	Torres Strait Islander	23
Kwinana (C)	2011	Aboriginal	1102
Kwinana (C)	2011	Both Aboriginal & Torres Strait Islander	13
Kwinana (C)	2011	Non-indigenous	28084
Kwinana (C)	2011	Torres Strait Islander	28
Kwinana (C)	2016	Aboriginal	1371
Kwinana (C)	2016	Both Aboriginal & Torres Strait Islander	27
Kwinana (C)	2016	Non-indigenous	37511
Kwinana (C)	2016	Torres Strait Islander	9
Lake Grace (S)	2006	Aboriginal	7
Lake Grace (S)	2006	Both Aboriginal & Torres Strait Islander	5
Lake Grace (S)	2006	Non-indigenous	1446
Lake Grace (S)	2006	Torres Strait Islander	0
Lake Grace (S)	2011	Aboriginal	14
Lake Grace (S)	2011	Both Aboriginal & Torres Strait Islander	11
Lake Grace (S)	2011	Non-indigenous	1334
Lake Grace (S)	2011	Torres Strait Islander	0
Lake Grace (S)	2016	Aboriginal	25
Lake Grace (S)	2016	Both Aboriginal & Torres Strait Islander	4
Lake Grace (S)	2016	Non-indigenous	1239
Lake Grace (S)	2016	Torres Strait Islander	0
Laverton (S)	2006	Aboriginal	281
Laverton (S)	2006	Both Aboriginal & Torres Strait Islander	4
Laverton (S)	2006	Non-indigenous	434
Laverton (S)	2006	Torres Strait Islander	7
Laverton (S)	2011	Aboriginal	342
Laverton (S)	2011	Both Aboriginal & Torres Strait Islander	9
Laverton (S)	2011	Non-indigenous	868
Laverton (S)	2011	Torres Strait Islander	7
Laverton (S)	2016	Aboriginal	301
Laverton (S)	2016	Both Aboriginal & Torres Strait Islander	3
Laverton (S)	2016	Non-indigenous	846
Laverton (S)	2016	Torres Strait Islander	3
Leonora (S)	2006	Aboriginal	148
Leonora (S)	2006	Both Aboriginal & Torres Strait Islander	0
Leonora (S)	2006	Non-indigenous	1261
Leonora (S)	2006	Torres Strait Islander	0
Leonora (S)	2011	Aboriginal	229
Leonora (S)	2011	Both Aboriginal & Torres Strait Islander	0
Leonora (S)	2011	Non-indigenous	2283
Leonora (S)	2011	Torres Strait Islander	0
Leonora (S)	2016	Aboriginal	199
Leonora (S)	2016	Both Aboriginal & Torres Strait Islander	4
Leonora (S)	2016	Non-indigenous	1208
Leonora (S)	2016	Torres Strait Islander	0
Mandurah (C)	2006	Aboriginal	777
Mandurah (C)	2006	Both Aboriginal & Torres Strait Islander	17
Mandurah (C)	2006	Non-indigenous	54992
Mandurah (C)	2006	Torres Strait Islander	31
Mandurah (C)	2011	Aboriginal	1252
Mandurah (C)	2011	Both Aboriginal & Torres Strait Islander	14
Mandurah (C)	2011	Non-indigenous	68596
Mandurah (C)	2011	Torres Strait Islander	41
Mandurah (C)	2016	Aboriginal	1637
Mandurah (C)	2016	Both Aboriginal & Torres Strait Islander	36
Mandurah (C)	2016	Non-indigenous	79098
Mandurah (C)	2016	Torres Strait Islander	42
Manjimup (S)	2006	Aboriginal	214
Manjimup (S)	2006	Both Aboriginal & Torres Strait Islander	3
Manjimup (S)	2006	Non-indigenous	9023
Manjimup (S)	2006	Torres Strait Islander	17
Manjimup (S)	2011	Aboriginal	225
Manjimup (S)	2011	Both Aboriginal & Torres Strait Islander	0
Manjimup (S)	2011	Non-indigenous	8938
Manjimup (S)	2011	Torres Strait Islander	19
Manjimup (S)	2016	Aboriginal	287
Manjimup (S)	2016	Both Aboriginal & Torres Strait Islander	7
Manjimup (S)	2016	Non-indigenous	8940
Manjimup (S)	2016	Torres Strait Islander	16
Meekatharra (S)	2006	Aboriginal	451
Meekatharra (S)	2006	Both Aboriginal & Torres Strait Islander	3
Meekatharra (S)	2006	Non-indigenous	680
Meekatharra (S)	2006	Torres Strait Islander	0
Meekatharra (S)	2011	Aboriginal	449
Meekatharra (S)	2011	Both Aboriginal & Torres Strait Islander	0
Meekatharra (S)	2011	Non-indigenous	928
Meekatharra (S)	2011	Torres Strait Islander	0
Meekatharra (S)	2016	Aboriginal	319
Meekatharra (S)	2016	Both Aboriginal & Torres Strait Islander	5
Meekatharra (S)	2016	Non-indigenous	743
Meekatharra (S)	2016	Torres Strait Islander	0
Melville (C)	2006	Aboriginal	502
Melville (C)	2006	Both Aboriginal & Torres Strait Islander	16
Melville (C)	2006	Non-indigenous	92254
Melville (C)	2006	Torres Strait Islander	12
Melville (C)	2011	Aboriginal	537
Melville (C)	2011	Both Aboriginal & Torres Strait Islander	6
Melville (C)	2011	Non-indigenous	95138
Melville (C)	2011	Torres Strait Islander	21
Melville (C)	2016	Aboriginal	666
Melville (C)	2016	Both Aboriginal & Torres Strait Islander	10
Melville (C)	2016	Non-indigenous	97392
Melville (C)	2016	Torres Strait Islander	15
Menzies (S)	2006	Aboriginal	132
Menzies (S)	2006	Both Aboriginal & Torres Strait Islander	0
Menzies (S)	2006	Non-indigenous	85
Menzies (S)	2006	Torres Strait Islander	0
Menzies (S)	2011	Aboriginal	255
Menzies (S)	2011	Both Aboriginal & Torres Strait Islander	0
Menzies (S)	2011	Non-indigenous	130
Menzies (S)	2011	Torres Strait Islander	0
Menzies (S)	2016	Aboriginal	215
Menzies (S)	2016	Both Aboriginal & Torres Strait Islander	9
Menzies (S)	2016	Non-indigenous	266
Menzies (S)	2016	Torres Strait Islander	0
Merredin (S)	2006	Aboriginal	153
Merredin (S)	2006	Both Aboriginal & Torres Strait Islander	7
Merredin (S)	2006	Non-indigenous	3084
Merredin (S)	2006	Torres Strait Islander	0
Merredin (S)	2011	Aboriginal	182
Merredin (S)	2011	Both Aboriginal & Torres Strait Islander	0
Merredin (S)	2011	Non-indigenous	3097
Merredin (S)	2011	Torres Strait Islander	3
Merredin (S)	2016	Aboriginal	229
Merredin (S)	2016	Both Aboriginal & Torres Strait Islander	0
Merredin (S)	2016	Non-indigenous	3121
Merredin (S)	2016	Torres Strait Islander	0
Mingenew (S)	2006	Aboriginal	27
Mingenew (S)	2006	Both Aboriginal & Torres Strait Islander	0
Mingenew (S)	2006	Non-indigenous	444
Mingenew (S)	2006	Torres Strait Islander	0
Mingenew (S)	2011	Aboriginal	29
Mingenew (S)	2011	Both Aboriginal & Torres Strait Islander	0
Mingenew (S)	2011	Non-indigenous	450
Mingenew (S)	2011	Torres Strait Islander	0
Mingenew (S)	2016	Aboriginal	25
Mingenew (S)	2016	Both Aboriginal & Torres Strait Islander	0
Mingenew (S)	2016	Non-indigenous	430
Mingenew (S)	2016	Torres Strait Islander	0
Moora (S)	2006	Aboriginal	256
Moora (S)	2006	Both Aboriginal & Torres Strait Islander	0
Moora (S)	2006	Non-indigenous	2156
Moora (S)	2006	Torres Strait Islander	0
Moora (S)	2011	Aboriginal	300
Moora (S)	2011	Both Aboriginal & Torres Strait Islander	0
Moora (S)	2011	Non-indigenous	2172
Moora (S)	2011	Torres Strait Islander	4
Moora (S)	2016	Aboriginal	257
Moora (S)	2016	Both Aboriginal & Torres Strait Islander	3
Moora (S)	2016	Non-indigenous	2168
Moora (S)	2016	Torres Strait Islander	0
Morawa (S)	2006	Aboriginal	87
Morawa (S)	2006	Both Aboriginal & Torres Strait Islander	0
Morawa (S)	2006	Non-indigenous	736
Morawa (S)	2006	Torres Strait Islander	0
Morawa (S)	2011	Aboriginal	85
Morawa (S)	2011	Both Aboriginal & Torres Strait Islander	0
Morawa (S)	2011	Non-indigenous	806
Morawa (S)	2011	Torres Strait Islander	0
Morawa (S)	2016	Aboriginal	126
Morawa (S)	2016	Both Aboriginal & Torres Strait Islander	0
Morawa (S)	2016	Non-indigenous	624
Morawa (S)	2016	Torres Strait Islander	0
Mosman Park (T)	2006	Aboriginal	61
Mosman Park (T)	2006	Both Aboriginal & Torres Strait Islander	3
Mosman Park (T)	2006	Non-indigenous	8184
Mosman Park (T)	2006	Torres Strait Islander	0
Mosman Park (T)	2011	Aboriginal	113
Mosman Park (T)	2011	Both Aboriginal & Torres Strait Islander	9
Mosman Park (T)	2011	Non-indigenous	8474
Mosman Park (T)	2011	Torres Strait Islander	3
Mosman Park (T)	2016	Aboriginal	73
Mosman Park (T)	2016	Both Aboriginal & Torres Strait Islander	3
Mosman Park (T)	2016	Non-indigenous	8681
Mosman Park (T)	2016	Torres Strait Islander	0
Mount Magnet (S)	2006	Aboriginal	90
Mount Magnet (S)	2006	Both Aboriginal & Torres Strait Islander	0
Mount Magnet (S)	2006	Non-indigenous	368
Mount Magnet (S)	2006	Torres Strait Islander	0
Mount Magnet (S)	2011	Aboriginal	233
Mount Magnet (S)	2011	Both Aboriginal & Torres Strait Islander	0
Mount Magnet (S)	2011	Non-indigenous	410
Mount Magnet (S)	2011	Torres Strait Islander	0
Mount Magnet (S)	2016	Aboriginal	105
Mount Magnet (S)	2016	Both Aboriginal & Torres Strait Islander	0
Mount Magnet (S)	2016	Non-indigenous	377
Mount Magnet (S)	2016	Torres Strait Islander	0
Mount Marshall (S)	2006	Aboriginal	15
Mount Marshall (S)	2006	Both Aboriginal & Torres Strait Islander	0
Mount Marshall (S)	2006	Non-indigenous	598
Mount Marshall (S)	2006	Torres Strait Islander	0
Mount Marshall (S)	2011	Aboriginal	0
Mount Marshall (S)	2011	Both Aboriginal & Torres Strait Islander	0
Mount Marshall (S)	2011	Non-indigenous	486
Mount Marshall (S)	2011	Torres Strait Islander	0
Mount Marshall (S)	2016	Aboriginal	5
Mount Marshall (S)	2016	Both Aboriginal & Torres Strait Islander	0
Mount Marshall (S)	2016	Non-indigenous	522
Mount Marshall (S)	2016	Torres Strait Islander	0
Mukinbudin (S)	2006	Aboriginal	34
Mukinbudin (S)	2006	Both Aboriginal & Torres Strait Islander	0
Mukinbudin (S)	2006	Non-indigenous	546
Mukinbudin (S)	2006	Torres Strait Islander	0
Mukinbudin (S)	2011	Aboriginal	23
Mukinbudin (S)	2011	Both Aboriginal & Torres Strait Islander	0
Mukinbudin (S)	2011	Non-indigenous	466
Mukinbudin (S)	2011	Torres Strait Islander	0
Mukinbudin (S)	2016	Aboriginal	29
Mukinbudin (S)	2016	Both Aboriginal & Torres Strait Islander	0
Mukinbudin (S)	2016	Non-indigenous	526
Mukinbudin (S)	2016	Torres Strait Islander	0
Mundaring (S)	2006	Aboriginal	757
Mundaring (S)	2006	Both Aboriginal & Torres Strait Islander	3
Mundaring (S)	2006	Non-indigenous	34323
Mundaring (S)	2006	Torres Strait Islander	10
Mundaring (S)	2011	Aboriginal	958
Mundaring (S)	2011	Both Aboriginal & Torres Strait Islander	18
Mundaring (S)	2011	Non-indigenous	35546
Mundaring (S)	2011	Torres Strait Islander	8
Mundaring (S)	2016	Aboriginal	1164
Mundaring (S)	2016	Both Aboriginal & Torres Strait Islander	36
Mundaring (S)	2016	Non-indigenous	36942
Mundaring (S)	2016	Torres Strait Islander	15
Murchison (S)	2006	Aboriginal	37
Murchison (S)	2006	Both Aboriginal & Torres Strait Islander	0
Murchison (S)	2006	Non-indigenous	73
Murchison (S)	2006	Torres Strait Islander	0
Murchison (S)	2011	Aboriginal	37
Murchison (S)	2011	Both Aboriginal & Torres Strait Islander	0
Murchison (S)	2011	Non-indigenous	78
Murchison (S)	2011	Torres Strait Islander	0
Murchison (S)	2016	Aboriginal	57
Murchison (S)	2016	Both Aboriginal & Torres Strait Islander	0
Murchison (S)	2016	Non-indigenous	96
Murchison (S)	2016	Torres Strait Islander	0
Murray (S)	2006	Aboriginal	142
Murray (S)	2006	Both Aboriginal & Torres Strait Islander	4
Murray (S)	2006	Non-indigenous	11819
Murray (S)	2006	Torres Strait Islander	8
Murray (S)	2011	Aboriginal	271
Murray (S)	2011	Both Aboriginal & Torres Strait Islander	9
Murray (S)	2011	Non-indigenous	13858
Murray (S)	2011	Torres Strait Islander	12
Murray (S)	2016	Aboriginal	382
Murray (S)	2016	Both Aboriginal & Torres Strait Islander	7
Murray (S)	2016	Non-indigenous	16299
Murray (S)	2016	Torres Strait Islander	10
Nannup (S)	2006	Aboriginal	20
Nannup (S)	2006	Both Aboriginal & Torres Strait Islander	0
Nannup (S)	2006	Non-indigenous	1170
Nannup (S)	2006	Torres Strait Islander	0
Nannup (S)	2011	Aboriginal	15
Nannup (S)	2011	Both Aboriginal & Torres Strait Islander	0
Nannup (S)	2011	Non-indigenous	1248
Nannup (S)	2011	Torres Strait Islander	0
Nannup (S)	2016	Aboriginal	19
Nannup (S)	2016	Both Aboriginal & Torres Strait Islander	0
Nannup (S)	2016	Non-indigenous	1309
Nannup (S)	2016	Torres Strait Islander	0
Narembeen (S)	2006	Aboriginal	19
Narembeen (S)	2006	Both Aboriginal & Torres Strait Islander	0
Narembeen (S)	2006	Non-indigenous	885
Narembeen (S)	2006	Torres Strait Islander	0
Narembeen (S)	2011	Aboriginal	20
Narembeen (S)	2011	Both Aboriginal & Torres Strait Islander	0
Narembeen (S)	2011	Non-indigenous	793
Narembeen (S)	2011	Torres Strait Islander	0
Narembeen (S)	2016	Aboriginal	22
Narembeen (S)	2016	Both Aboriginal & Torres Strait Islander	0
Narembeen (S)	2016	Non-indigenous	783
Narembeen (S)	2016	Torres Strait Islander	4
Narrogin (S)	2006	Aboriginal	309
Narrogin (S)	2006	Both Aboriginal & Torres Strait Islander	0
Narrogin (S)	2006	Non-indigenous	4762
Narrogin (S)	2006	Torres Strait Islander	0
Narrogin (S)	2011	Aboriginal	400
Narrogin (S)	2011	Both Aboriginal & Torres Strait Islander	4
Narrogin (S)	2011	Non-indigenous	4689
Narrogin (S)	2011	Torres Strait Islander	5
Narrogin (S)	2016	Aboriginal	343
Narrogin (S)	2016	Both Aboriginal & Torres Strait Islander	4
Narrogin (S)	2016	Non-indigenous	4809
Narrogin (S)	2016	Torres Strait Islander	6
Nedlands (C)	2006	Aboriginal	56
Nedlands (C)	2006	Both Aboriginal & Torres Strait Islander	0
Nedlands (C)	2006	Non-indigenous	20280
Nedlands (C)	2006	Torres Strait Islander	0
Nedlands (C)	2011	Aboriginal	46
Nedlands (C)	2011	Both Aboriginal & Torres Strait Islander	0
Nedlands (C)	2011	Non-indigenous	20488
Nedlands (C)	2011	Torres Strait Islander	0
Nedlands (C)	2016	Aboriginal	60
Nedlands (C)	2016	Both Aboriginal & Torres Strait Islander	5
Nedlands (C)	2016	Non-indigenous	21053
Nedlands (C)	2016	Torres Strait Islander	3
Ngaanyatjarraku (S)	2006	Aboriginal	1162
Ngaanyatjarraku (S)	2006	Both Aboriginal & Torres Strait Islander	0
Ngaanyatjarraku (S)	2006	Non-indigenous	174
Ngaanyatjarraku (S)	2006	Torres Strait Islander	0
Ngaanyatjarraku (S)	2011	Aboriginal	1210
Ngaanyatjarraku (S)	2011	Both Aboriginal & Torres Strait Islander	0
Ngaanyatjarraku (S)	2011	Non-indigenous	227
Ngaanyatjarraku (S)	2011	Torres Strait Islander	0
Ngaanyatjarraku (S)	2016	Aboriginal	1379
Ngaanyatjarraku (S)	2016	Both Aboriginal & Torres Strait Islander	4
Ngaanyatjarraku (S)	2016	Non-indigenous	223
Ngaanyatjarraku (S)	2016	Torres Strait Islander	0
Northam (S)	2006	Aboriginal	547
Northam (S)	2006	Both Aboriginal & Torres Strait Islander	10
Northam (S)	2006	Non-indigenous	9241
Northam (S)	2006	Torres Strait Islander	6
Northam (S)	2011	Aboriginal	577
Northam (S)	2011	Both Aboriginal & Torres Strait Islander	0
Northam (S)	2011	Non-indigenous	9969
Northam (S)	2011	Torres Strait Islander	11
Northam (S)	2016	Aboriginal	631
Northam (S)	2016	Both Aboriginal & Torres Strait Islander	3
Northam (S)	2016	Non-indigenous	10469
Northam (S)	2016	Torres Strait Islander	9
Northampton (S)	2006	Aboriginal	159
Northampton (S)	2006	Both Aboriginal & Torres Strait Islander	5
Northampton (S)	2006	Non-indigenous	3043
Northampton (S)	2006	Torres Strait Islander	0
Northampton (S)	2011	Aboriginal	175
Northampton (S)	2011	Both Aboriginal & Torres Strait Islander	0
Northampton (S)	2011	Non-indigenous	3005
Northampton (S)	2011	Torres Strait Islander	8
Northampton (S)	2016	Aboriginal	172
Northampton (S)	2016	Both Aboriginal & Torres Strait Islander	0
Northampton (S)	2016	Non-indigenous	3144
Northampton (S)	2016	Torres Strait Islander	3
Nungarin (S)	2006	Aboriginal	10
Nungarin (S)	2006	Both Aboriginal & Torres Strait Islander	0
Nungarin (S)	2006	Non-indigenous	235
Nungarin (S)	2006	Torres Strait Islander	0
Nungarin (S)	2011	Aboriginal	22
Nungarin (S)	2011	Both Aboriginal & Torres Strait Islander	0
Nungarin (S)	2011	Non-indigenous	209
Nungarin (S)	2011	Torres Strait Islander	0
Nungarin (S)	2016	Aboriginal	19
Nungarin (S)	2016	Both Aboriginal & Torres Strait Islander	0
Nungarin (S)	2016	Non-indigenous	238
Nungarin (S)	2016	Torres Strait Islander	0
Peppermint Grove (S)	2006	Aboriginal	10
Peppermint Grove (S)	2006	Both Aboriginal & Torres Strait Islander	0
Peppermint Grove (S)	2006	Non-indigenous	1569
Peppermint Grove (S)	2006	Torres Strait Islander	0
Peppermint Grove (S)	2011	Aboriginal	6
Peppermint Grove (S)	2011	Both Aboriginal & Torres Strait Islander	0
Peppermint Grove (S)	2011	Non-indigenous	1521
Peppermint Grove (S)	2011	Torres Strait Islander	0
Peppermint Grove (S)	2016	Aboriginal	29
Peppermint Grove (S)	2016	Both Aboriginal & Torres Strait Islander	0
Peppermint Grove (S)	2016	Non-indigenous	1607
Peppermint Grove (S)	2016	Torres Strait Islander	0
Perenjori (S)	2006	Aboriginal	53
Perenjori (S)	2006	Both Aboriginal & Torres Strait Islander	0
Perenjori (S)	2006	Non-indigenous	479
Perenjori (S)	2006	Torres Strait Islander	0
Perenjori (S)	2011	Aboriginal	52
Perenjori (S)	2011	Both Aboriginal & Torres Strait Islander	0
Perenjori (S)	2011	Non-indigenous	853
Perenjori (S)	2011	Torres Strait Islander	0
Perenjori (S)	2016	Aboriginal	37
Perenjori (S)	2016	Both Aboriginal & Torres Strait Islander	0
Perenjori (S)	2016	Non-indigenous	580
Perenjori (S)	2016	Torres Strait Islander	0
