LGA_NAME16	Year	Sex	employmentToPopulation
Woodanilling (S)	2011	M	77.1
Woodanilling (S)	2016	F	60.3
Woodanilling (S)	2016	M	64
Wyalkatchem (S)	2006	F	55.2
Wyalkatchem (S)	2006	M	64.3
Wyalkatchem (S)	2011	F	44.2
Wyalkatchem (S)	2011	M	55
Wyalkatchem (S)	2016	F	40.2
Wyalkatchem (S)	2016	M	46.9
Wyndham-East Kimberley (S)	2006	F	56.4
Wyndham-East Kimberley (S)	2006	M	66.6
Wyndham-East Kimberley (S)	2011	F	59.5
Wyndham-East Kimberley (S)	2011	M	66.8
Wyndham-East Kimberley (S)	2016	F	56.4
Wyndham-East Kimberley (S)	2016	M	60.9
Yalgoo (S)	2006	F	40.7
Yalgoo (S)	2006	M	69.9
Yalgoo (S)	2011	F	63.1
Yalgoo (S)	2011	M	72.2
Yalgoo (S)	2016	F	57.3
Yalgoo (S)	2016	M	66.2
Yilgarn (S)	2006	F	60.6
Yilgarn (S)	2006	M	75.9
Yilgarn (S)	2011	F	61.5
Yilgarn (S)	2011	M	72.8
Yilgarn (S)	2016	F	49
Yilgarn (S)	2016	M	62.5
York (S)	2006	F	49.3
York (S)	2006	M	60.1
York (S)	2011	F	48.8
York (S)	2011	M	56.9
York (S)	2016	F	43.7
York (S)	2016	M	49.7
No usual address (WA)	2006	F	35.9
No usual address (WA)	2006	M	44.2
No usual address (WA)	2011	F	35.8
No usual address (WA)	2011	M	40.8
No usual address (WA)	2016	F	29
No usual address (WA)	2016	M	33.7
Migratory - Offshore - Shipping (WA)	2006	F	88.5
Migratory - Offshore - Shipping (WA)	2006	M	88.8
Migratory - Offshore - Shipping (WA)	2011	F	54.5
Migratory - Offshore - Shipping (WA)	2011	M	79.5
Migratory - Offshore - Shipping (WA)	2016	F	76.9
Migratory - Offshore - Shipping (WA)	2016	M	78.7
Break O'Day (M)	2006	F	37.6
Break O'Day (M)	2006	M	43
Break O'Day (M)	2011	F	38.3
Break O'Day (M)	2011	M	40.2
Break O'Day (M)	2016	F	37.6
Break O'Day (M)	2016	M	36.1
Brighton (M)	2006	F	45.2
Brighton (M)	2006	M	57.3
Brighton (M)	2011	F	48.1
Brighton (M)	2011	M	57.8
Brighton (M)	2016	F	49.7
Brighton (M)	2016	M	55.6
Burnie (C)	2006	F	44.4
Burnie (C)	2006	M	58.5
Burnie (C)	2011	F	46.8
Burnie (C)	2011	M	56.8
Burnie (C)	2016	F	46.9
Burnie (C)	2016	M	52.7
Central Coast (M) (Tas.)	2006	F	44.5
Central Coast (M) (Tas.)	2006	M	57.2
Central Coast (M) (Tas.)	2011	F	46.6
Central Coast (M) (Tas.)	2011	M	56.7
Central Coast (M) (Tas.)	2016	F	46.7
Central Coast (M) (Tas.)	2016	M	53.2
Central Highlands (M) (Tas.)	2006	F	38
Central Highlands (M) (Tas.)	2006	M	54.5
Central Highlands (M) (Tas.)	2011	F	38.8
Central Highlands (M) (Tas.)	2011	M	52.4
Central Highlands (M) (Tas.)	2016	F	41.4
Central Highlands (M) (Tas.)	2016	M	49.1
Circular Head (M)	2006	F	54.2
Circular Head (M)	2006	M	69.2
Circular Head (M)	2011	F	53.6
Circular Head (M)	2011	M	64.6
Circular Head (M)	2016	F	52.7
Circular Head (M)	2016	M	61.1
Clarence (C)	2006	F	51.4
Clarence (C)	2006	M	59.7
Clarence (C)	2011	F	53.8
Clarence (C)	2011	M	59.4
Clarence (C)	2016	F	53.2
Clarence (C)	2016	M	56.3
Derwent Valley (M)	2006	F	42.8
Derwent Valley (M)	2006	M	53.3
Derwent Valley (M)	2011	F	47.4
Derwent Valley (M)	2011	M	53
Derwent Valley (M)	2016	F	45.1
Derwent Valley (M)	2016	M	49.8
Devonport (C)	2006	F	43.5
Devonport (C)	2006	M	56.5
Devonport (C)	2011	F	45.3
Devonport (C)	2011	M	55.5
Devonport (C)	2016	F	44.4
Devonport (C)	2016	M	51.6
Dorset (M)	2006	F	44.1
Dorset (M)	2006	M	59.4
Dorset (M)	2011	F	44.2
Dorset (M)	2011	M	53.8
Dorset (M)	2016	F	41.5
Dorset (M)	2016	M	52
Flinders (M) (Tas.)	2006	F	56.1
Flinders (M) (Tas.)	2006	M	67.5
Flinders (M) (Tas.)	2011	F	53.9
Flinders (M) (Tas.)	2011	M	65
Flinders (M) (Tas.)	2016	F	52.2
Flinders (M) (Tas.)	2016	M	59
George Town (M)	2006	F	38.7
George Town (M)	2006	M	53.3
George Town (M)	2011	F	41
George Town (M)	2011	M	51.4
George Town (M)	2016	F	36.2
George Town (M)	2016	M	43.2
Glamorgan/Spring Bay (M)	2006	F	43.9
Glamorgan/Spring Bay (M)	2006	M	53.6
Glamorgan/Spring Bay (M)	2011	F	41.9
Glamorgan/Spring Bay (M)	2011	M	49.1
Glamorgan/Spring Bay (M)	2016	F	41.2
Glamorgan/Spring Bay (M)	2016	M	44.8
Glenorchy (C)	2006	F	46.4
Glenorchy (C)	2006	M	56.3
Glenorchy (C)	2011	F	48.9
Glenorchy (C)	2011	M	57.1
Glenorchy (C)	2016	F	47.9
Glenorchy (C)	2016	M	54.2
Hobart (C)	2006	F	56.5
Hobart (C)	2006	M	60.7
Hobart (C)	2011	F	56.8
Hobart (C)	2011	M	61.1
Hobart (C)	2016	F	54.4
Hobart (C)	2016	M	58
Huon Valley (M)	2006	F	46
Huon Valley (M)	2006	M	54.4
Huon Valley (M)	2011	F	47.6
Huon Valley (M)	2011	M	54.8
Huon Valley (M)	2016	F	45.4
Huon Valley (M)	2016	M	50.5
Kentish (M)	2006	F	46.3
Kentish (M)	2006	M	56.3
Kentish (M)	2011	F	47
Kentish (M)	2011	M	54.3
Kentish (M)	2016	F	44.7
Kentish (M)	2016	M	51
King Island (M)	2006	F	64
King Island (M)	2006	M	71.7
King Island (M)	2011	F	57.9
King Island (M)	2011	M	70
King Island (M)	2016	F	55.1
King Island (M)	2016	M	65.2
Kingborough (M)	2006	F	54.7
Kingborough (M)	2006	M	64.1
Kingborough (M)	2011	F	56.6
Kingborough (M)	2011	M	63.2
Kingborough (M)	2016	F	54.3
Kingborough (M)	2016	M	59.7
Latrobe (M) (Tas.)	2006	F	48.1
Latrobe (M) (Tas.)	2006	M	60
Latrobe (M) (Tas.)	2011	F	49.2
Latrobe (M) (Tas.)	2011	M	58.7
Latrobe (M) (Tas.)	2016	F	47.2
Latrobe (M) (Tas.)	2016	M	53.8
Launceston (C)	2006	F	48.3
Launceston (C)	2006	M	59
Launceston (C)	2011	F	50.2
Launceston (C)	2011	M	58.3
Launceston (C)	2016	F	48.7
Launceston (C)	2016	M	54
Meander Valley (M)	2006	F	49.8
Meander Valley (M)	2006	M	63.9
Meander Valley (M)	2011	F	51.2
Meander Valley (M)	2011	M	61.9
Meander Valley (M)	2016	F	48.8
Meander Valley (M)	2016	M	57.6
Northern Midlands (M)	2006	F	48
Northern Midlands (M)	2006	M	61.1
Northern Midlands (M)	2011	F	49.8
Northern Midlands (M)	2011	M	59.5
Northern Midlands (M)	2016	F	47.9
Northern Midlands (M)	2016	M	55.9
Sorell (M)	2006	F	50.6
Sorell (M)	2006	M	59.6
Sorell (M)	2011	F	53.1
Sorell (M)	2011	M	59.3
Sorell (M)	2016	F	51.5
Sorell (M)	2016	M	56.4
Southern Midlands (M)	2006	F	48
Southern Midlands (M)	2006	M	59.1
Southern Midlands (M)	2011	F	49
Southern Midlands (M)	2011	M	57
Southern Midlands (M)	2016	F	49.6
Southern Midlands (M)	2016	M	56
Tasman (M)	2006	F	42.4
Tasman (M)	2006	M	45.3
Tasman (M)	2011	F	42.4
Tasman (M)	2011	M	45.3
Tasman (M)	2016	F	37.6
Tasman (M)	2016	M	39.6
Waratah/Wynyard (M)	2006	F	43.5
Waratah/Wynyard (M)	2006	M	55.9
Waratah/Wynyard (M)	2011	F	46.2
Waratah/Wynyard (M)	2011	M	55.5
Waratah/Wynyard (M)	2016	F	44.3
Waratah/Wynyard (M)	2016	M	50.9
West Coast (M)	2006	F	45
West Coast (M)	2006	M	59.6
West Coast (M)	2011	F	46.1
West Coast (M)	2011	M	61
West Coast (M)	2016	F	42.5
West Coast (M)	2016	M	46.4
West Tamar (M)	2006	F	49.5
West Tamar (M)	2006	M	60.7
West Tamar (M)	2011	F	52.2
West Tamar (M)	2011	M	60.9
West Tamar (M)	2016	F	50.1
West Tamar (M)	2016	M	55.3
No usual address (Tas.)	2006	F	31.9
No usual address (Tas.)	2006	M	38.8
No usual address (Tas.)	2011	F	27.6
No usual address (Tas.)	2011	M	31.6
No usual address (Tas.)	2016	F	29.1
No usual address (Tas.)	2016	M	30.8
Migratory - Offshore - Shipping (Tas.)	2006	F	60
Migratory - Offshore - Shipping (Tas.)	2006	M	82.1
Migratory - Offshore - Shipping (Tas.)	2011	F	51.7
Migratory - Offshore - Shipping (Tas.)	2011	M	74.4
Migratory - Offshore - Shipping (Tas.)	2016	F	22.2
Migratory - Offshore - Shipping (Tas.)	2016	M	75.5
Alice Springs (T)	2006	F	64.8
Alice Springs (T)	2006	M	71.1
Alice Springs (T)	2011	F	65
Alice Springs (T)	2011	M	69.7
Alice Springs (T)	2016	F	62.5
Alice Springs (T)	2016	M	66.6
Barkly (R)	2006	F	33.9
Barkly (R)	2006	M	41.7
Barkly (R)	2011	F	36.9
Barkly (R)	2011	M	43.1
Barkly (R)	2016	F	37
Barkly (R)	2016	M	40.2
Belyuen (S)	2006	F	35.2
Belyuen (S)	2006	M	47.2
Belyuen (S)	2011	F	38.7
Belyuen (S)	2011	M	34.8
Belyuen (S)	2016	F	10.2
Belyuen (S)	2016	M	6.5
Central Desert (R)	2006	F	25.5
Central Desert (R)	2006	M	44.3
Central Desert (R)	2011	F	28.8
Central Desert (R)	2011	M	45.3
Central Desert (R)	2016	F	26.7
Central Desert (R)	2016	M	35.3
Coomalie (S)	2006	F	45.7
Coomalie (S)	2006	M	43.5
Coomalie (S)	2011	F	47.6
Coomalie (S)	2011	M	49.2
Coomalie (S)	2016	F	41.8
Coomalie (S)	2016	M	42
Darwin (C)	2006	F	63.9
Darwin (C)	2006	M	68.6
Darwin (C)	2011	F	64.5
Darwin (C)	2011	M	66.9
Darwin (C)	2016	F	62.6
Darwin (C)	2016	M	68.2
East Arnhem (R)	2006	F	27.9
East Arnhem (R)	2006	M	37.9
East Arnhem (R)	2011	F	30.9
East Arnhem (R)	2011	M	35.9
East Arnhem (R)	2016	F	22.5
East Arnhem (R)	2016	M	23.7
Katherine (T)	2006	F	56.9
Katherine (T)	2006	M	62.9
Katherine (T)	2011	F	60.1
Katherine (T)	2011	M	65.1
Katherine (T)	2016	F	52.6
Katherine (T)	2016	M	56.8
Litchfield (M)	2006	F	62.9
Litchfield (M)	2006	M	69.1
Litchfield (M)	2011	F	63
Litchfield (M)	2011	M	68
Litchfield (M)	2016	F	63.4
Litchfield (M)	2016	M	57.5
MacDonnell (R)	2006	F	32
MacDonnell (R)	2006	M	33.9
MacDonnell (R)	2011	F	33.8
MacDonnell (R)	2011	M	30.5
MacDonnell (R)	2016	F	26.2
MacDonnell (R)	2016	M	21.8
Palmerston (C)	2006	F	61.8
Palmerston (C)	2006	M	71.8
Palmerston (C)	2011	F	66
Palmerston (C)	2011	M	74.6
Palmerston (C)	2016	F	64
Palmerston (C)	2016	M	73.8
Roper Gulf (R)	2006	F	35.6
Roper Gulf (R)	2006	M	46.9
Roper Gulf (R)	2011	F	37.2
Roper Gulf (R)	2011	M	43.6
Roper Gulf (R)	2016	F	30
Roper Gulf (R)	2016	M	31.8
Tiwi Islands (R)	2006	F	42.9
Tiwi Islands (R)	2006	M	57.9
Tiwi Islands (R)	2011	F	36
Tiwi Islands (R)	2011	M	44.5
Tiwi Islands (R)	2016	F	28.6
Tiwi Islands (R)	2016	M	29
Victoria Daly (R)	2006	F	53.8
Victoria Daly (R)	2006	M	61.5
Victoria Daly (R)	2011	F	49.1
Victoria Daly (R)	2011	M	58.5
Victoria Daly (R)	2016	F	33.2
Victoria Daly (R)	2016	M	38.5
Wagait (S)	2006	F	58.1
Wagait (S)	2006	M	61.6
Wagait (S)	2011	F	64.9
Wagait (S)	2011	M	57.8
Wagait (S)	2016	F	62.2
Wagait (S)	2016	M	55.5
West Arnhem (R)	2006	F	37.5
West Arnhem (R)	2006	M	48.5
West Arnhem (R)	2011	F	41.3
West Arnhem (R)	2011	M	54.8
West Arnhem (R)	2016	F	29
West Arnhem (R)	2016	M	34.8
West Daly (R)	2006	F	23.5
West Daly (R)	2006	M	34.3
West Daly (R)	2011	F	27.4
West Daly (R)	2011	M	36.5
West Daly (R)	2016	F	21.4
West Daly (R)	2016	M	21.6
Unincorporated NT	2006	F	64.7
Unincorporated NT	2006	M	68.3
Unincorporated NT	2011	F	67.4
Unincorporated NT	2011	M	62.5
Unincorporated NT	2016	F	66.6
Unincorporated NT	2016	M	67.7
No usual address (NT)	2006	F	30.9
No usual address (NT)	2006	M	36.7
No usual address (NT)	2011	F	32.1
No usual address (NT)	2011	M	34.8
No usual address (NT)	2016	F	24.5
No usual address (NT)	2016	M	26.1
Migratory - Offshore - Shipping (NT)	2006	F	76.5
Migratory - Offshore - Shipping (NT)	2006	M	79.5
Migratory - Offshore - Shipping (NT)	2011	F	31.6
Migratory - Offshore - Shipping (NT)	2011	M	83.3
Migratory - Offshore - Shipping (NT)	2016	F	33.3
Migratory - Offshore - Shipping (NT)	2016	M	39.3
Unincorporated ACT	2006	F	63.9
Unincorporated ACT	2006	M	70.9
Unincorporated ACT	2011	F	64.3
Unincorporated ACT	2011	M	70.6
Unincorporated ACT	2016	F	60.9
Unincorporated ACT	2016	M	66.7
No usual address (ACT)	2006	F	48.9
No usual address (ACT)	2006	M	53.3
No usual address (ACT)	2011	F	48.5
No usual address (ACT)	2011	M	48.5
No usual address (ACT)	2016	F	49.3
No usual address (ACT)	2016	M	34.3
Migratory - Offshore - Shipping (ACT)	2006	F	0
Migratory - Offshore - Shipping (ACT)	2006	M	0
Migratory - Offshore - Shipping (ACT)	2011	F	0
Migratory - Offshore - Shipping (ACT)	2011	M	0
Migratory - Offshore - Shipping (ACT)	2016	F	0
Migratory - Offshore - Shipping (ACT)	2016	M	0
Unincorp. Other Territories	2006	F	48.3
Unincorp. Other Territories	2006	M	69.9
Unincorp. Other Territories	2011	F	56.3
Unincorp. Other Territories	2011	M	41
Unincorp. Other Territories	2016	F	56.9
Unincorp. Other Territories	2016	M	58.4
No usual address (OT)	2006	F	100
No usual address (OT)	2006	M	40.9
No usual address (OT)	2011	F	84.2
No usual address (OT)	2011	M	140
No usual address (OT)	2016	F	26.7
No usual address (OT)	2016	M	14.3
Migratory - Offshore - Shipping (OT)	2006	F	0
Migratory - Offshore - Shipping (OT)	2006	M	0
Migratory - Offshore - Shipping (OT)	2011	F	0
Migratory - Offshore - Shipping (OT)	2011	M	0
Migratory - Offshore - Shipping (OT)	2016	F	0
Migratory - Offshore - Shipping (OT)	2016	M	100
