LGA_NAME16	Year	AustCitizen	persons
West Tamar (M)	2016	1	20507
No usual address (Tas.)	2006	1	726
No usual address (Tas.)	2011	1	821
No usual address (Tas.)	2016	1	666
Migratory - Offshore - Shipping (Tas.)	2006	1	72
Migratory - Offshore - Shipping (Tas.)	2011	1	92
Migratory - Offshore - Shipping (Tas.)	2016	1	51
Alice Springs (T)	2006	0	4281
Alice Springs (T)	2006	1	19607
Alice Springs (T)	2011	0	5279
Alice Springs (T)	2011	1	19908
Alice Springs (T)	2016	0	6236
Alice Springs (T)	2016	1	18517
Barkly (R)	2006	0	763
Barkly (R)	2006	1	5911
Barkly (R)	2011	0	646
Barkly (R)	2011	1	6178
Barkly (R)	2016	0	790
Barkly (R)	2016	1	5865
Belyuen (S)	2006	0	4
Belyuen (S)	2006	1	172
Belyuen (S)	2011	0	0
Belyuen (S)	2011	1	181
Belyuen (S)	2016	0	8
Belyuen (S)	2016	1	156
Central Desert (R)	2006	0	89
Central Desert (R)	2006	1	3892
Central Desert (R)	2011	0	134
Central Desert (R)	2011	1	3584
Central Desert (R)	2016	0	253
Central Desert (R)	2016	1	3424
Coomalie (S)	2006	0	337
Coomalie (S)	2006	1	769
Coomalie (S)	2011	0	249
Coomalie (S)	2011	1	862
Coomalie (S)	2016	0	327
Coomalie (S)	2016	1	992
Darwin (C)	2006	0	11206
Darwin (C)	2006	1	55084
Darwin (C)	2011	0	17206
Darwin (C)	2011	1	55723
Darwin (C)	2016	0	21129
Darwin (C)	2016	1	57675
East Arnhem (R)	2006	0	67
East Arnhem (R)	2006	1	8102
East Arnhem (R)	2011	0	55
East Arnhem (R)	2011	1	9045
East Arnhem (R)	2016	0	249
East Arnhem (R)	2016	1	8777
Katherine (T)	2006	0	1640
Katherine (T)	2006	1	7103
Katherine (T)	2011	0	1392
Katherine (T)	2011	1	7793
Katherine (T)	2016	0	2394
Katherine (T)	2016	1	7323
Litchfield (M)	2006	0	2458
Litchfield (M)	2006	1	13096
Litchfield (M)	2011	0	3187
Litchfield (M)	2011	1	15807
Litchfield (M)	2016	0	5675
Litchfield (M)	2016	1	18180
MacDonnell (R)	2006	0	528
MacDonnell (R)	2006	1	5334
MacDonnell (R)	2011	0	798
MacDonnell (R)	2011	1	5034
MacDonnell (R)	2016	0	1106
MacDonnell (R)	2016	1	4923
Palmerston (C)	2006	0	3915
Palmerston (C)	2006	1	19801
Palmerston (C)	2011	0	4326
Palmerston (C)	2011	1	23379
Palmerston (C)	2016	0	6130
Palmerston (C)	2016	1	27656
Roper Gulf (R)	2006	0	215
Roper Gulf (R)	2006	1	5393
Roper Gulf (R)	2011	0	198
Roper Gulf (R)	2011	1	5923
Roper Gulf (R)	2016	0	557
Roper Gulf (R)	2016	1	5948
Tiwi Islands (R)	2006	0	20
Tiwi Islands (R)	2006	1	2109
Tiwi Islands (R)	2011	0	21
Tiwi Islands (R)	2011	1	2558
Tiwi Islands (R)	2016	0	118
Tiwi Islands (R)	2016	1	2335
Victoria Daly (R)	2006	0	260
Victoria Daly (R)	2006	1	2644
Victoria Daly (R)	2011	0	190
Victoria Daly (R)	2011	1	2711
Victoria Daly (R)	2016	0	435
Victoria Daly (R)	2016	1	2375
Wagait (S)	2006	0	38
Wagait (S)	2006	1	256
Wagait (S)	2011	0	42
Wagait (S)	2011	1	328
Wagait (S)	2016	0	44
Wagait (S)	2016	1	419
West Arnhem (R)	2006	0	476
West Arnhem (R)	2006	1	5226
West Arnhem (R)	2011	0	386
West Arnhem (R)	2011	1	5846
West Arnhem (R)	2016	0	603
West Arnhem (R)	2016	1	5585
West Daly (R)	2006	0	2
West Daly (R)	2006	1	2621
West Daly (R)	2011	0	18
West Daly (R)	2011	1	3006
West Daly (R)	2016	0	160
West Daly (R)	2016	1	3006
Unincorporated NT	2006	0	1946
Unincorporated NT	2006	1	5523
Unincorporated NT	2011	0	2210
Unincorporated NT	2011	1	5765
Unincorporated NT	2016	0	1888
Unincorporated NT	2016	1	5019
No usual address (NT)	2006	1	1426
No usual address (NT)	2011	1	1372
No usual address (NT)	2016	1	1750
Migratory - Offshore - Shipping (NT)	2006	1	72
Migratory - Offshore - Shipping (NT)	2011	1	78
Migratory - Offshore - Shipping (NT)	2016	1	21
Unincorporated ACT	2006	0	33747
Unincorporated ACT	2006	1	289578
Unincorporated ACT	2011	0	43322
Unincorporated ACT	2011	1	313264
Unincorporated ACT	2016	0	61282
Unincorporated ACT	2016	1	335575
No usual address (ACT)	2006	1	563
No usual address (ACT)	2011	1	489
No usual address (ACT)	2016	1	372
Migratory - Offshore - Shipping (ACT)	2006	1	0
Migratory - Offshore - Shipping (ACT)	2011	1	0
Migratory - Offshore - Shipping (ACT)	2016	1	0
Unincorp. Other Territories	2006	0	479
Unincorp. Other Territories	2006	1	1811
Unincorp. Other Territories	2011	0	1203
Unincorp. Other Territories	2011	1	1801
Unincorp. Other Territories	2016	0	1259
Unincorp. Other Territories	2016	1	3264
No usual address (OT)	2006	1	18
No usual address (OT)	2011	1	27
No usual address (OT)	2016	1	39
Migratory - Offshore - Shipping (OT)	2006	1	0
Migratory - Offshore - Shipping (OT)	2011	1	0
Migratory - Offshore - Shipping (OT)	2016	1	6
