LGA_NAME16	Year	Age	persons
Murrumbidgee (A)	2016	20-24	174
Murrumbidgee (A)	2016	25-34	436
Murrumbidgee (A)	2016	35-44	448
Murrumbidgee (A)	2016	45-54	542
Murrumbidgee (A)	2016	55-64	535
Murrumbidgee (A)	2016	65-74	373
Murrumbidgee (A)	2016	75-84	220
Murrumbidgee (A)	2016	85+	70
Muswellbrook (A)	2006	0-4	1254
Muswellbrook (A)	2006	5-14	2438
Muswellbrook (A)	2006	15-19	1109
Muswellbrook (A)	2006	20-24	948
Muswellbrook (A)	2006	25-34	2075
Muswellbrook (A)	2006	35-44	2296
Muswellbrook (A)	2006	45-54	2008
Muswellbrook (A)	2006	55-64	1557
Muswellbrook (A)	2006	65-74	874
Muswellbrook (A)	2006	75-84	499
Muswellbrook (A)	2006	85+	171
Muswellbrook (A)	2011	0-4	1247
Muswellbrook (A)	2011	5-14	2354
Muswellbrook (A)	2011	15-19	1120
Muswellbrook (A)	2011	20-24	1075
Muswellbrook (A)	2011	25-34	2242
Muswellbrook (A)	2011	35-44	2222
Muswellbrook (A)	2011	45-54	2178
Muswellbrook (A)	2011	55-64	1680
Muswellbrook (A)	2011	65-74	962
Muswellbrook (A)	2011	75-84	548
Muswellbrook (A)	2011	85+	173
Muswellbrook (A)	2016	0-4	1242
Muswellbrook (A)	2016	5-14	2383
Muswellbrook (A)	2016	15-19	988
Muswellbrook (A)	2016	20-24	975
Muswellbrook (A)	2016	25-34	2272
Muswellbrook (A)	2016	35-44	2077
Muswellbrook (A)	2016	45-54	2267
Muswellbrook (A)	2016	55-64	1801
Muswellbrook (A)	2016	65-74	1265
Muswellbrook (A)	2016	75-84	617
Muswellbrook (A)	2016	85+	203
Nambucca (A)	2006	0-4	982
Nambucca (A)	2006	5-14	2369
Nambucca (A)	2006	15-19	1129
Nambucca (A)	2006	20-24	654
Nambucca (A)	2006	25-34	1304
Nambucca (A)	2006	35-44	2021
Nambucca (A)	2006	45-54	2780
Nambucca (A)	2006	55-64	2615
Nambucca (A)	2006	65-74	2066
Nambucca (A)	2006	75-84	1538
Nambucca (A)	2006	85+	444
Nambucca (A)	2011	0-4	1044
Nambucca (A)	2011	5-14	2276
Nambucca (A)	2011	15-19	1109
Nambucca (A)	2011	20-24	652
Nambucca (A)	2011	25-34	1288
Nambucca (A)	2011	35-44	1869
Nambucca (A)	2011	45-54	2794
Nambucca (A)	2011	55-64	3054
Nambucca (A)	2011	65-74	2445
Nambucca (A)	2011	75-84	1483
Nambucca (A)	2011	85+	626
Nambucca (A)	2016	0-4	917
Nambucca (A)	2016	5-14	2250
Nambucca (A)	2016	15-19	1015
Nambucca (A)	2016	20-24	758
Nambucca (A)	2016	25-34	1449
Nambucca (A)	2016	35-44	1740
Nambucca (A)	2016	45-54	2449
Nambucca (A)	2016	55-64	3321
Nambucca (A)	2016	65-74	3015
Nambucca (A)	2016	75-84	1582
Nambucca (A)	2016	85+	706
Narrabri (A)	2006	0-4	954
Narrabri (A)	2006	5-14	2045
Narrabri (A)	2006	15-19	837
Narrabri (A)	2006	20-24	651
Narrabri (A)	2006	25-34	1542
Narrabri (A)	2006	35-44	1848
Narrabri (A)	2006	45-54	1819
Narrabri (A)	2006	55-64	1547
Narrabri (A)	2006	65-74	1048
Narrabri (A)	2006	75-84	624
Narrabri (A)	2006	85+	197
Narrabri (A)	2011	0-4	1003
Narrabri (A)	2011	5-14	1870
Narrabri (A)	2011	15-19	822
Narrabri (A)	2011	20-24	660
Narrabri (A)	2011	25-34	1433
Narrabri (A)	2011	35-44	1645
Narrabri (A)	2011	45-54	1856
Narrabri (A)	2011	55-64	1614
Narrabri (A)	2011	65-74	1167
Narrabri (A)	2011	75-84	638
Narrabri (A)	2011	85+	231
Narrabri (A)	2016	0-4	943
Narrabri (A)	2016	5-14	1845
Narrabri (A)	2016	15-19	777
Narrabri (A)	2016	20-24	648
Narrabri (A)	2016	25-34	1491
Narrabri (A)	2016	35-44	1529
Narrabri (A)	2016	45-54	1759
Narrabri (A)	2016	55-64	1785
Narrabri (A)	2016	65-74	1308
Narrabri (A)	2016	75-84	742
Narrabri (A)	2016	85+	256
Narrandera (A)	2006	0-4	389
Narrandera (A)	2006	5-14	904
Narrandera (A)	2006	15-19	373
Narrandera (A)	2006	20-24	271
Narrandera (A)	2006	25-34	604
Narrandera (A)	2006	35-44	740
Narrandera (A)	2006	45-54	845
Narrandera (A)	2006	55-64	756
Narrandera (A)	2006	65-74	552
Narrandera (A)	2006	75-84	434
Narrandera (A)	2006	85+	147
Narrandera (A)	2011	0-4	446
Narrandera (A)	2011	5-14	796
Narrandera (A)	2011	15-19	383
Narrandera (A)	2011	20-24	234
Narrandera (A)	2011	25-34	567
Narrandera (A)	2011	35-44	658
Narrandera (A)	2011	45-54	853
Narrandera (A)	2011	55-64	796
Narrandera (A)	2011	65-74	580
Narrandera (A)	2011	75-84	428
Narrandera (A)	2011	85+	160
Narrandera (A)	2016	0-4	378
Narrandera (A)	2016	5-14	777
Narrandera (A)	2016	15-19	325
Narrandera (A)	2016	20-24	298
Narrandera (A)	2016	25-34	547
Narrandera (A)	2016	35-44	643
Narrandera (A)	2016	45-54	734
Narrandera (A)	2016	55-64	853
Narrandera (A)	2016	65-74	706
Narrandera (A)	2016	75-84	390
Narrandera (A)	2016	85+	199
Narromine (A)	2006	0-4	511
Narromine (A)	2006	5-14	1021
Narromine (A)	2006	15-19	409
Narromine (A)	2006	20-24	321
Narromine (A)	2006	25-34	679
Narromine (A)	2006	35-44	856
Narromine (A)	2006	45-54	945
Narromine (A)	2006	55-64	790
Narromine (A)	2006	65-74	556
Narromine (A)	2006	75-84	331
Narromine (A)	2006	85+	87
Narromine (A)	2011	0-4	545
Narromine (A)	2011	5-14	1026
Narromine (A)	2011	15-19	405
Narromine (A)	2011	20-24	298
Narromine (A)	2011	25-34	634
Narromine (A)	2011	35-44	795
Narromine (A)	2011	45-54	873
Narromine (A)	2011	55-64	877
Narromine (A)	2011	65-74	664
Narromine (A)	2011	75-84	366
Narromine (A)	2011	85+	99
Narromine (A)	2016	0-4	455
Narromine (A)	2016	5-14	924
Narromine (A)	2016	15-19	369
Narromine (A)	2016	20-24	326
Narromine (A)	2016	25-34	659
Narromine (A)	2016	35-44	667
Narromine (A)	2016	45-54	790
Narromine (A)	2016	55-64	891
Narromine (A)	2016	65-74	767
Narromine (A)	2016	75-84	425
Narromine (A)	2016	85+	179
Newcastle (C)	2006	0-4	8266
Newcastle (C)	2006	5-14	16055
Newcastle (C)	2006	15-19	9323
Newcastle (C)	2006	20-24	12436
Newcastle (C)	2006	25-34	20111
Newcastle (C)	2006	35-44	19411
Newcastle (C)	2006	45-54	19121
Newcastle (C)	2006	55-64	14620
Newcastle (C)	2006	65-74	10185
Newcastle (C)	2006	75-84	8965
Newcastle (C)	2006	85+	3264
Newcastle (C)	2011	0-4	9006
Newcastle (C)	2011	5-14	16302
Newcastle (C)	2011	15-19	9055
Newcastle (C)	2011	20-24	12939
Newcastle (C)	2011	25-34	22061
Newcastle (C)	2011	35-44	19946
Newcastle (C)	2011	45-54	19714
Newcastle (C)	2011	55-64	16569
Newcastle (C)	2011	65-74	11028
Newcastle (C)	2011	75-84	8050
Newcastle (C)	2011	85+	3864
Newcastle (C)	2016	0-4	9113
Newcastle (C)	2016	5-14	17088
Newcastle (C)	2016	15-19	8899
Newcastle (C)	2016	20-24	13701
Newcastle (C)	2016	25-34	23898
Newcastle (C)	2016	35-44	20042
Newcastle (C)	2016	45-54	19751
Newcastle (C)	2016	55-64	18200
Newcastle (C)	2016	65-74	12906
Newcastle (C)	2016	75-84	7666
Newcastle (C)	2016	85+	4148
North Sydney (A)	2006	0-4	2640
North Sydney (A)	2006	5-14	2955
North Sydney (A)	2006	15-19	1793
North Sydney (A)	2006	20-24	4381
North Sydney (A)	2006	25-34	16083
North Sydney (A)	2006	35-44	9764
North Sydney (A)	2006	45-54	6975
North Sydney (A)	2006	55-64	6710
North Sydney (A)	2006	65-74	3505
North Sydney (A)	2006	75-84	2368
North Sydney (A)	2006	85+	1079
North Sydney (A)	2011	0-4	3360
North Sydney (A)	2011	5-14	3581
North Sydney (A)	2011	15-19	1696
North Sydney (A)	2011	20-24	3650
North Sydney (A)	2011	25-34	16561
North Sydney (A)	2011	35-44	11356
North Sydney (A)	2011	45-54	7395
North Sydney (A)	2011	55-64	6881
North Sydney (A)	2011	65-74	4523
North Sydney (A)	2011	75-84	2220
North Sydney (A)	2011	85+	1075
North Sydney (A)	2016	0-4	3846
North Sydney (A)	2016	5-14	4694
North Sydney (A)	2016	15-19	1850
North Sydney (A)	2016	20-24	3440
North Sydney (A)	2016	25-34	16352
North Sydney (A)	2016	35-44	12322
North Sydney (A)	2016	45-54	8222
North Sydney (A)	2016	55-64	7184
North Sydney (A)	2016	65-74	5927
North Sydney (A)	2016	75-84	2680
North Sydney (A)	2016	85+	1146
Northern Beaches (A)	2006	0-4	15151
Northern Beaches (A)	2006	5-14	27668
Northern Beaches (A)	2006	15-19	12936
Northern Beaches (A)	2006	20-24	12155
Northern Beaches (A)	2006	25-34	31177
Northern Beaches (A)	2006	35-44	36490
Northern Beaches (A)	2006	45-54	30610
Northern Beaches (A)	2006	55-64	25256
Northern Beaches (A)	2006	65-74	15721
Northern Beaches (A)	2006	75-84	12561
Northern Beaches (A)	2006	85+	5372
Northern Beaches (A)	2011	0-4	17021
Northern Beaches (A)	2011	5-14	30231
Northern Beaches (A)	2011	15-19	13090
Northern Beaches (A)	2011	20-24	12074
Northern Beaches (A)	2011	25-34	29574
Northern Beaches (A)	2011	35-44	38587
Northern Beaches (A)	2011	45-54	33857
Northern Beaches (A)	2011	55-64	26376
Northern Beaches (A)	2011	65-74	18822
Northern Beaches (A)	2011	75-84	11765
Northern Beaches (A)	2011	85+	6252
Northern Beaches (A)	2016	0-4	15672
Northern Beaches (A)	2016	5-14	34180
Northern Beaches (A)	2016	15-19	14412
Northern Beaches (A)	2016	20-24	12554
Northern Beaches (A)	2016	25-34	29575
Northern Beaches (A)	2016	35-44	38197
Northern Beaches (A)	2016	45-54	37397
Northern Beaches (A)	2016	55-64	28419
Northern Beaches (A)	2016	65-74	22440
Northern Beaches (A)	2016	75-84	13078
Northern Beaches (A)	2016	85+	6945
Oberon (A)	2006	0-4	297
Oberon (A)	2006	5-14	743
Oberon (A)	2006	15-19	361
Oberon (A)	2006	20-24	284
Oberon (A)	2006	25-34	552
Oberon (A)	2006	35-44	686
Oberon (A)	2006	45-54	668
Oberon (A)	2006	55-64	781
Oberon (A)	2006	65-74	366
Oberon (A)	2006	75-84	222
Oberon (A)	2006	85+	62
Oberon (A)	2011	0-4	334
Oberon (A)	2011	5-14	685
Oberon (A)	2011	15-19	314
Oberon (A)	2011	20-24	311
Oberon (A)	2011	25-34	452
Oberon (A)	2011	35-44	648
Oberon (A)	2011	45-54	668
Oberon (A)	2011	55-64	774
Oberon (A)	2011	65-74	538
Oberon (A)	2011	75-84	238
Oberon (A)	2011	85+	78
Oberon (A)	2016	0-4	297
Oberon (A)	2016	5-14	628
Oberon (A)	2016	15-19	354
Oberon (A)	2016	20-24	318
Oberon (A)	2016	25-34	487
Oberon (A)	2016	35-44	560
Oberon (A)	2016	45-54	757
Oberon (A)	2016	55-64	725
Oberon (A)	2016	65-74	768
Oberon (A)	2016	75-84	298
Oberon (A)	2016	85+	112
Orange (C)	2006	0-4	2499
Orange (C)	2006	5-14	5367
Orange (C)	2006	15-19	2680
Orange (C)	2006	20-24	2246
Orange (C)	2006	25-34	4335
Orange (C)	2006	35-44	4757
Orange (C)	2006	45-54	4623
Orange (C)	2006	55-64	3766
Orange (C)	2006	65-74	2587
Orange (C)	2006	75-84	1820
Orange (C)	2006	85+	657
Orange (C)	2011	0-4	3049
Orange (C)	2011	5-14	5370
Orange (C)	2011	15-19	2736
Orange (C)	2011	20-24	2479
Orange (C)	2011	25-34	4844
Orange (C)	2011	35-44	4942
Orange (C)	2011	45-54	4877
Orange (C)	2011	55-64	4269
Orange (C)	2011	65-74	2821
Orange (C)	2011	75-84	1892
Orange (C)	2011	85+	772
Orange (C)	2016	0-4	2981
Orange (C)	2016	5-14	5556
Orange (C)	2016	15-19	2627
Orange (C)	2016	20-24	2312
Orange (C)	2016	25-34	5362
Orange (C)	2016	35-44	5109
Orange (C)	2016	45-54	4991
Orange (C)	2016	55-64	4646
Orange (C)	2016	65-74	3626
Orange (C)	2016	75-84	2208
Orange (C)	2016	85+	921
Parkes (A)	2006	0-4	991
Parkes (A)	2006	5-14	2293
Parkes (A)	2006	15-19	969
Parkes (A)	2006	20-24	739
Parkes (A)	2006	25-34	1471
Parkes (A)	2006	35-44	1877
Parkes (A)	2006	45-54	1956
Parkes (A)	2006	55-64	1585
Parkes (A)	2006	65-74	1220
Parkes (A)	2006	75-84	868
Parkes (A)	2006	85+	308
Parkes (A)	2011	0-4	1041
Parkes (A)	2011	5-14	2237
Parkes (A)	2011	15-19	981
Parkes (A)	2011	20-24	725
Parkes (A)	2011	25-34	1521
Parkes (A)	2011	35-44	1762
Parkes (A)	2011	45-54	1968
Parkes (A)	2011	55-64	1718
Parkes (A)	2011	65-74	1322
Parkes (A)	2011	75-84	950
Parkes (A)	2011	85+	370
Parkes (A)	2016	0-4	938
Parkes (A)	2016	5-14	2012
Parkes (A)	2016	15-19	998
Parkes (A)	2016	20-24	819
Parkes (A)	2016	25-34	1539
Parkes (A)	2016	35-44	1563
Parkes (A)	2016	45-54	1899
Parkes (A)	2016	55-64	1947
Parkes (A)	2016	65-74	1511
Parkes (A)	2016	75-84	951
Parkes (A)	2016	85+	438
Parramatta (C)	2006	0-4	10835
Parramatta (C)	2006	5-14	20565
Parramatta (C)	2006	15-19	11085
Parramatta (C)	2006	20-24	13858
Parramatta (C)	2006	25-34	29521
Parramatta (C)	2006	35-44	27268
Parramatta (C)	2006	45-54	23022
Parramatta (C)	2006	55-64	17325
Parramatta (C)	2006	65-74	10937
Parramatta (C)	2006	75-84	7562
Parramatta (C)	2006	85+	2750
Parramatta (C)	2011	0-4	13258
Parramatta (C)	2011	5-14	21466
Parramatta (C)	2011	15-19	11078
Parramatta (C)	2011	20-24	14188
Parramatta (C)	2011	25-34	36553
Parramatta (C)	2011	35-44	28959
Parramatta (C)	2011	45-54	25287
Parramatta (C)	2011	55-64	19480
Parramatta (C)	2011	65-74	12606
Parramatta (C)	2011	75-84	7804
Parramatta (C)	2011	85+	3348
Parramatta (C)	2016	0-4	16506
Parramatta (C)	2016	5-14	25097
Parramatta (C)	2016	15-19	11507
Parramatta (C)	2016	20-24	14861
Parramatta (C)	2016	25-34	45775
Parramatta (C)	2016	35-44	35846
Parramatta (C)	2016	45-54	26638
Parramatta (C)	2016	55-64	22372
Parramatta (C)	2016	65-74	15054
Parramatta (C)	2016	75-84	8595
Parramatta (C)	2016	85+	3898
Penrith (C)	2006	0-4	12877
Penrith (C)	2006	5-14	26658
Penrith (C)	2006	15-19	13432
Penrith (C)	2006	20-24	13463
Penrith (C)	2006	25-34	25773
Penrith (C)	2006	35-44	24838
Penrith (C)	2006	45-54	24104
Penrith (C)	2006	55-64	16954
Penrith (C)	2006	65-74	7799
Penrith (C)	2006	75-84	4805
Penrith (C)	2006	85+	1432
Penrith (C)	2011	0-4	13559
Penrith (C)	2011	5-14	25149
Penrith (C)	2011	15-19	13087
Penrith (C)	2011	20-24	13294
Penrith (C)	2011	25-34	26313
Penrith (C)	2011	35-44	25259
Penrith (C)	2011	45-54	24298
Penrith (C)	2011	55-64	20352
Penrith (C)	2011	65-74	10269
Penrith (C)	2011	75-84	4988
Penrith (C)	2011	85+	1895
Penrith (C)	2016	0-4	14478
Penrith (C)	2016	5-14	26806
Penrith (C)	2016	15-19	13037
Penrith (C)	2016	20-24	14119
Penrith (C)	2016	25-34	30298
Penrith (C)	2016	35-44	27454
Penrith (C)	2016	45-54	24736
Penrith (C)	2016	55-64	22221
Penrith (C)	2016	65-74	14463
Penrith (C)	2016	75-84	6132
Penrith (C)	2016	85+	2316
Port Macquarie-Hastings (A)	2006	0-4	3546
Port Macquarie-Hastings (A)	2006	5-14	8982
Port Macquarie-Hastings (A)	2006	15-19	4415
Port Macquarie-Hastings (A)	2006	20-24	2563
Port Macquarie-Hastings (A)	2006	25-34	5687
Port Macquarie-Hastings (A)	2006	35-44	8596
Port Macquarie-Hastings (A)	2006	45-54	9497
Port Macquarie-Hastings (A)	2006	55-64	9497
Port Macquarie-Hastings (A)	2006	65-74	7804
Port Macquarie-Hastings (A)	2006	75-84	5882
Port Macquarie-Hastings (A)	2006	85+	1961
Port Macquarie-Hastings (A)	2011	0-4	3984
Port Macquarie-Hastings (A)	2011	5-14	8965
Port Macquarie-Hastings (A)	2011	15-19	4376
Port Macquarie-Hastings (A)	2011	20-24	2875
Port Macquarie-Hastings (A)	2011	25-34	5688
Port Macquarie-Hastings (A)	2011	35-44	8494
Port Macquarie-Hastings (A)	2011	45-54	10096
Port Macquarie-Hastings (A)	2011	55-64	10282
Port Macquarie-Hastings (A)	2011	65-74	9282
Port Macquarie-Hastings (A)	2011	75-84	6202
Port Macquarie-Hastings (A)	2011	85+	2453
Port Macquarie-Hastings (A)	2016	0-4	3820
Port Macquarie-Hastings (A)	2016	5-14	9278
Port Macquarie-Hastings (A)	2016	15-19	4438
Port Macquarie-Hastings (A)	2016	20-24	3090
Port Macquarie-Hastings (A)	2016	25-34	6634
Port Macquarie-Hastings (A)	2016	35-44	8102
Port Macquarie-Hastings (A)	2016	45-54	10149
Port Macquarie-Hastings (A)	2016	55-64	11262
Port Macquarie-Hastings (A)	2016	65-74	11782
Port Macquarie-Hastings (A)	2016	75-84	7001
Port Macquarie-Hastings (A)	2016	85+	2981
Port Stephens (A)	2006	0-4	3754
Port Stephens (A)	2006	5-14	8838
Port Stephens (A)	2006	15-19	4058
Port Stephens (A)	2006	20-24	3044
Port Stephens (A)	2006	25-34	6125
Port Stephens (A)	2006	35-44	8342
Port Stephens (A)	2006	45-54	8170
Port Stephens (A)	2006	55-64	7936
Port Stephens (A)	2006	65-74	5734
Port Stephens (A)	2006	75-84	3522
Port Stephens (A)	2006	85+	975
Port Stephens (A)	2011	0-4	4127
Port Stephens (A)	2011	5-14	8502
Port Stephens (A)	2011	15-19	4212
Port Stephens (A)	2011	20-24	3377
Port Stephens (A)	2011	25-34	6189
Port Stephens (A)	2011	35-44	8123
Port Stephens (A)	2011	45-54	8930
Port Stephens (A)	2011	55-64	8832
Port Stephens (A)	2011	65-74	7272
Port Stephens (A)	2011	75-84	3868
Port Stephens (A)	2011	85+	1379
Port Stephens (A)	2016	0-4	3849
Port Stephens (A)	2016	5-14	8665
Port Stephens (A)	2016	15-19	4111
Port Stephens (A)	2016	20-24	3531
Port Stephens (A)	2016	25-34	6687
Port Stephens (A)	2016	35-44	7841
Port Stephens (A)	2016	45-54	9249
Port Stephens (A)	2016	55-64	9673
Port Stephens (A)	2016	65-74	9484
Port Stephens (A)	2016	75-84	4798
Port Stephens (A)	2016	85+	1676
Queanbeyan-Palerang Regional (A)	2006	0-4	3368
Queanbeyan-Palerang Regional (A)	2006	5-14	7107
Queanbeyan-Palerang Regional (A)	2006	15-19	3317
Queanbeyan-Palerang Regional (A)	2006	20-24	2951
Queanbeyan-Palerang Regional (A)	2006	25-34	6308
Queanbeyan-Palerang Regional (A)	2006	35-44	8250
Queanbeyan-Palerang Regional (A)	2006	45-54	7325
Queanbeyan-Palerang Regional (A)	2006	55-64	5185
Queanbeyan-Palerang Regional (A)	2006	65-74	2589
Queanbeyan-Palerang Regional (A)	2006	75-84	1464
Queanbeyan-Palerang Regional (A)	2006	85+	421
Queanbeyan-Palerang Regional (A)	2011	0-4	3613
Queanbeyan-Palerang Regional (A)	2011	5-14	7177
Queanbeyan-Palerang Regional (A)	2011	15-19	3423
Queanbeyan-Palerang Regional (A)	2011	20-24	3215
Queanbeyan-Palerang Regional (A)	2011	25-34	6861
Queanbeyan-Palerang Regional (A)	2011	35-44	8432
Queanbeyan-Palerang Regional (A)	2011	45-54	8203
Queanbeyan-Palerang Regional (A)	2011	55-64	6155
Queanbeyan-Palerang Regional (A)	2011	65-74	3176
Queanbeyan-Palerang Regional (A)	2011	75-84	1544
Queanbeyan-Palerang Regional (A)	2011	85+	548
Queanbeyan-Palerang Regional (A)	2016	0-4	3648
Queanbeyan-Palerang Regional (A)	2016	5-14	7319
Queanbeyan-Palerang Regional (A)	2016	15-19	3523
Queanbeyan-Palerang Regional (A)	2016	20-24	3237
Queanbeyan-Palerang Regional (A)	2016	25-34	7666
Queanbeyan-Palerang Regional (A)	2016	35-44	7892
Queanbeyan-Palerang Regional (A)	2016	45-54	8956
Queanbeyan-Palerang Regional (A)	2016	55-64	6973
Queanbeyan-Palerang Regional (A)	2016	65-74	4267
Queanbeyan-Palerang Regional (A)	2016	75-84	1867
Queanbeyan-Palerang Regional (A)	2016	85+	680
Randwick (C)	2006	0-4	6513
Randwick (C)	2006	5-14	10849
Randwick (C)	2006	15-19	6897
Randwick (C)	2006	20-24	12338
Randwick (C)	2006	25-34	22608
Randwick (C)	2006	35-44	18751
Randwick (C)	2006	45-54	14664
Randwick (C)	2006	55-64	11392
Randwick (C)	2006	65-74	7595
Randwick (C)	2006	75-84	6191
Randwick (C)	2006	85+	2089
Randwick (C)	2011	0-4	7703
Randwick (C)	2011	5-14	11802
Randwick (C)	2011	15-19	6920
Randwick (C)	2011	20-24	13207
Randwick (C)	2011	25-34	24342
Randwick (C)	2011	35-44	19970
Randwick (C)	2011	45-54	15816
Randwick (C)	2011	55-64	12314
Randwick (C)	2011	65-74	8284
Randwick (C)	2011	75-84	5860
Randwick (C)	2011	85+	2776
Randwick (C)	2016	0-4	7645
Randwick (C)	2016	5-14	13313
Randwick (C)	2016	15-19	8150
Randwick (C)	2016	20-24	14983
Randwick (C)	2016	25-34	26573
Randwick (C)	2016	35-44	20992
Randwick (C)	2016	45-54	17002
Randwick (C)	2016	55-64	13097
Randwick (C)	2016	65-74	9758
Randwick (C)	2016	75-84	5967
Randwick (C)	2016	85+	3181
Richmond Valley (A)	2006	0-4	1343
Richmond Valley (A)	2006	5-14	3264
Richmond Valley (A)	2006	15-19	1565
Richmond Valley (A)	2006	20-24	938
Richmond Valley (A)	2006	25-34	1994
Richmond Valley (A)	2006	35-44	2762
Richmond Valley (A)	2006	45-54	3086
Richmond Valley (A)	2006	55-64	2542
Richmond Valley (A)	2006	65-74	1957
Richmond Valley (A)	2006	75-84	1379
Richmond Valley (A)	2006	85+	468
Richmond Valley (A)	2011	0-4	1487
Richmond Valley (A)	2011	5-14	3105
Richmond Valley (A)	2011	15-19	1448
Richmond Valley (A)	2011	20-24	1030
Richmond Valley (A)	2011	25-34	1989
Richmond Valley (A)	2011	35-44	2503
Richmond Valley (A)	2011	45-54	3065
Richmond Valley (A)	2011	55-64	3074
Richmond Valley (A)	2011	65-74	2285
Richmond Valley (A)	2011	75-84	1476
Richmond Valley (A)	2011	85+	566
Richmond Valley (A)	2016	0-4	1371
Richmond Valley (A)	2016	5-14	2997
Richmond Valley (A)	2016	15-19	1505
Richmond Valley (A)	2016	20-24	1116
Richmond Valley (A)	2016	25-34	1984
Richmond Valley (A)	2016	35-44	2470
Richmond Valley (A)	2016	45-54	2939
Richmond Valley (A)	2016	55-64	3304
Richmond Valley (A)	2016	65-74	2808
Richmond Valley (A)	2016	75-84	1676
Richmond Valley (A)	2016	85+	634
Rockdale (C)	2006	0-4	5872
Rockdale (C)	2006	5-14	10132
Rockdale (C)	2006	15-19	4845
Rockdale (C)	2006	20-24	6655
Rockdale (C)	2006	25-34	15484
Rockdale (C)	2006	35-44	13754
Rockdale (C)	2006	45-54	11364
Rockdale (C)	2006	55-64	9612
Rockdale (C)	2006	65-74	6928
Rockdale (C)	2006	75-84	5213
Rockdale (C)	2006	85+	2260
Rockdale (C)	2011	0-4	6433
Rockdale (C)	2011	5-14	10498
Rockdale (C)	2011	15-19	5026
Rockdale (C)	2011	20-24	6549
Rockdale (C)	2011	25-34	17123
Rockdale (C)	2011	35-44	14564
Rockdale (C)	2011	45-54	12268
Rockdale (C)	2011	55-64	10143
Rockdale (C)	2011	65-74	7122
Rockdale (C)	2011	75-84	5136
Rockdale (C)	2011	85+	2475
Rockdale (C)	2016	0-4	6656
Rockdale (C)	2016	5-14	10769
Rockdale (C)	2016	15-19	5468
Rockdale (C)	2016	20-24	8086
Rockdale (C)	2016	25-34	21905
Rockdale (C)	2016	35-44	15753
Rockdale (C)	2016	45-54	13115
Rockdale (C)	2016	55-64	10903
Rockdale (C)	2016	65-74	8389
Rockdale (C)	2016	75-84	5545
Rockdale (C)	2016	85+	2817
Ryde (C)	2006	0-4	5594
Ryde (C)	2006	5-14	10578
Ryde (C)	2006	15-19	5508
Ryde (C)	2006	20-24	8340
Ryde (C)	2006	25-34	14925
Ryde (C)	2006	35-44	15213
Ryde (C)	2006	45-54	13080
Ryde (C)	2006	55-64	9611
Ryde (C)	2006	65-74	6483
Ryde (C)	2006	75-84	5568
Ryde (C)	2006	85+	2049
Ryde (C)	2011	0-4	6364
Ryde (C)	2011	5-14	10752
Ryde (C)	2011	15-19	5578
Ryde (C)	2011	20-24	8932
Ryde (C)	2011	25-34	16872
Ryde (C)	2011	35-44	15269
Ryde (C)	2011	45-54	13756
Ryde (C)	2011	55-64	10838
Ryde (C)	2011	65-74	6902
Ryde (C)	2011	75-84	5286
Ryde (C)	2011	85+	2501
Ryde (C)	2016	0-4	7118
Ryde (C)	2016	5-14	11848
Ryde (C)	2016	15-19	6142
Ryde (C)	2016	20-24	9595
Ryde (C)	2016	25-34	21178
Ryde (C)	2016	35-44	17161
Ryde (C)	2016	45-54	14453
Ryde (C)	2016	55-64	12214
Ryde (C)	2016	65-74	8314
Ryde (C)	2016	75-84	5306
Ryde (C)	2016	85+	2972
Shellharbour (C)	2006	0-4	4200
Shellharbour (C)	2006	5-14	9663
Shellharbour (C)	2006	15-19	4280
Shellharbour (C)	2006	20-24	3741
Shellharbour (C)	2006	25-34	7410
Shellharbour (C)	2006	35-44	8931
Shellharbour (C)	2006	45-54	8246
Shellharbour (C)	2006	55-64	6372
Shellharbour (C)	2006	65-74	4382
Shellharbour (C)	2006	75-84	2538
Shellharbour (C)	2006	85+	575
Shellharbour (C)	2011	0-4	4298
Shellharbour (C)	2011	5-14	9267
Shellharbour (C)	2011	15-19	4803
Shellharbour (C)	2011	20-24	3753
Shellharbour (C)	2011	25-34	7241
Shellharbour (C)	2011	35-44	8783
Shellharbour (C)	2011	45-54	9108
Shellharbour (C)	2011	55-64	7277
Shellharbour (C)	2011	65-74	5121
Shellharbour (C)	2011	75-84	3039
Shellharbour (C)	2011	85+	922
Shellharbour (C)	2016	0-4	4335
Shellharbour (C)	2016	5-14	9269
Shellharbour (C)	2016	15-19	4714
Shellharbour (C)	2016	20-24	4276
Shellharbour (C)	2016	25-34	8009
Shellharbour (C)	2016	35-44	8611
Shellharbour (C)	2016	45-54	9242
Shellharbour (C)	2016	55-64	8509
Shellharbour (C)	2016	65-74	6531
Shellharbour (C)	2016	75-84	3579
Shellharbour (C)	2016	85+	1377
Shoalhaven (C)	2006	0-4	4842
Shoalhaven (C)	2006	5-14	12192
Shoalhaven (C)	2006	15-19	5767
Shoalhaven (C)	2006	20-24	3587
Shoalhaven (C)	2006	25-34	7649
Shoalhaven (C)	2006	35-44	10861
Shoalhaven (C)	2006	45-54	12395
Shoalhaven (C)	2006	55-64	12410
Shoalhaven (C)	2006	65-74	10234
Shoalhaven (C)	2006	75-84	6692
Shoalhaven (C)	2006	85+	1773
Shoalhaven (C)	2011	0-4	5185
Shoalhaven (C)	2011	5-14	11218
Shoalhaven (C)	2011	15-19	5815
