LGA_NAME16	Year	Age	Sex	persons
Blayney (A)	2011	5-14	M	518
Blayney (A)	2011	15-19	F	224
Blayney (A)	2011	15-19	M	217
Blayney (A)	2011	20-24	F	162
Blayney (A)	2011	20-24	M	185
Blayney (A)	2011	25-34	F	340
Blayney (A)	2011	25-34	M	287
Blayney (A)	2011	35-44	F	481
Blayney (A)	2011	35-44	M	441
Blayney (A)	2011	45-54	F	493
Blayney (A)	2011	45-54	M	504
Blayney (A)	2011	55-64	F	416
Blayney (A)	2011	55-64	M	494
Blayney (A)	2011	65-74	F	337
Blayney (A)	2011	65-74	M	333
Blayney (A)	2011	75-84	F	210
Blayney (A)	2011	75-84	M	210
Blayney (A)	2011	85+	F	66
Blayney (A)	2011	85+	M	33
Blayney (A)	2016	0-4	F	212
Blayney (A)	2016	0-4	M	235
Blayney (A)	2016	5-14	F	520
Blayney (A)	2016	5-14	M	540
Blayney (A)	2016	15-19	F	227
Blayney (A)	2016	15-19	M	231
Blayney (A)	2016	20-24	F	166
Blayney (A)	2016	20-24	M	156
Blayney (A)	2016	25-34	F	378
Blayney (A)	2016	25-34	M	331
Blayney (A)	2016	35-44	F	466
Blayney (A)	2016	35-44	M	396
Blayney (A)	2016	45-54	F	508
Blayney (A)	2016	45-54	M	521
Blayney (A)	2016	55-64	F	488
Blayney (A)	2016	55-64	M	526
Blayney (A)	2016	65-74	F	371
Blayney (A)	2016	65-74	M	393
Blayney (A)	2016	75-84	F	216
Blayney (A)	2016	75-84	M	210
Blayney (A)	2016	85+	F	96
Blayney (A)	2016	85+	M	67
Blue Mountains (C)	2006	0-4	F	2260
Blue Mountains (C)	2006	0-4	M	2443
Blue Mountains (C)	2006	5-14	F	5057
Blue Mountains (C)	2006	5-14	M	5348
Blue Mountains (C)	2006	15-19	F	2598
Blue Mountains (C)	2006	15-19	M	2696
Blue Mountains (C)	2006	20-24	F	1844
Blue Mountains (C)	2006	20-24	M	2129
Blue Mountains (C)	2006	25-34	F	3936
Blue Mountains (C)	2006	25-34	M	3721
Blue Mountains (C)	2006	35-44	F	5631
Blue Mountains (C)	2006	35-44	M	5038
Blue Mountains (C)	2006	45-54	F	6260
Blue Mountains (C)	2006	45-54	M	5702
Blue Mountains (C)	2006	55-64	F	4880
Blue Mountains (C)	2006	55-64	M	4621
Blue Mountains (C)	2006	65-74	F	2806
Blue Mountains (C)	2006	65-74	M	2458
Blue Mountains (C)	2006	75-84	F	1986
Blue Mountains (C)	2006	75-84	M	1404
Blue Mountains (C)	2006	85+	F	887
Blue Mountains (C)	2006	85+	M	357
Blue Mountains (C)	2011	0-4	F	2361
Blue Mountains (C)	2011	0-4	M	2337
Blue Mountains (C)	2011	5-14	F	4860
Blue Mountains (C)	2011	5-14	M	5242
Blue Mountains (C)	2011	15-19	F	2415
Blue Mountains (C)	2011	15-19	M	2569
Blue Mountains (C)	2011	20-24	F	1832
Blue Mountains (C)	2011	20-24	M	1927
Blue Mountains (C)	2011	25-34	F	3575
Blue Mountains (C)	2011	25-34	M	3414
Blue Mountains (C)	2011	35-44	F	5435
Blue Mountains (C)	2011	35-44	M	4967
Blue Mountains (C)	2011	45-54	F	6154
Blue Mountains (C)	2011	45-54	M	5496
Blue Mountains (C)	2011	55-64	F	5920
Blue Mountains (C)	2011	55-64	M	5537
Blue Mountains (C)	2011	65-74	F	3608
Blue Mountains (C)	2011	65-74	M	3194
Blue Mountains (C)	2011	75-84	F	2001
Blue Mountains (C)	2011	75-84	M	1552
Blue Mountains (C)	2011	85+	F	1069
Blue Mountains (C)	2011	85+	M	481
Blue Mountains (C)	2016	0-4	F	2067
Blue Mountains (C)	2016	0-4	M	2167
Blue Mountains (C)	2016	5-14	F	4782
Blue Mountains (C)	2016	5-14	M	5056
Blue Mountains (C)	2016	15-19	F	2313
Blue Mountains (C)	2016	15-19	M	2453
Blue Mountains (C)	2016	20-24	F	1754
Blue Mountains (C)	2016	20-24	M	1876
Blue Mountains (C)	2016	25-34	F	3592
Blue Mountains (C)	2016	25-34	M	3393
Blue Mountains (C)	2016	35-44	F	5059
Blue Mountains (C)	2016	35-44	M	4621
Blue Mountains (C)	2016	45-54	F	5767
Blue Mountains (C)	2016	45-54	M	5215
Blue Mountains (C)	2016	55-64	F	6209
Blue Mountains (C)	2016	55-64	M	5547
Blue Mountains (C)	2016	65-74	F	4891
Blue Mountains (C)	2016	65-74	M	4392
Blue Mountains (C)	2016	75-84	F	2261
Blue Mountains (C)	2016	75-84	M	1846
Blue Mountains (C)	2016	85+	F	1079
Blue Mountains (C)	2016	85+	M	554
Bogan (A)	2006	0-4	F	109
Bogan (A)	2006	0-4	M	131
Bogan (A)	2006	5-14	F	221
Bogan (A)	2006	5-14	M	243
Bogan (A)	2006	15-19	F	73
Bogan (A)	2006	15-19	M	72
Bogan (A)	2006	20-24	F	50
Bogan (A)	2006	20-24	M	68
Bogan (A)	2006	25-34	F	168
Bogan (A)	2006	25-34	M	173
Bogan (A)	2006	35-44	F	197
Bogan (A)	2006	35-44	M	229
Bogan (A)	2006	45-54	F	160
Bogan (A)	2006	45-54	M	175
Bogan (A)	2006	55-64	F	179
Bogan (A)	2006	55-64	M	195
Bogan (A)	2006	65-74	F	131
Bogan (A)	2006	65-74	M	149
Bogan (A)	2006	75-84	F	79
Bogan (A)	2006	75-84	M	54
Bogan (A)	2006	85+	F	24
Bogan (A)	2006	85+	M	13
Bogan (A)	2011	0-4	F	112
Bogan (A)	2011	0-4	M	114
Bogan (A)	2011	5-14	F	211
Bogan (A)	2011	5-14	M	240
Bogan (A)	2011	15-19	F	72
Bogan (A)	2011	15-19	M	93
Bogan (A)	2011	20-24	F	82
Bogan (A)	2011	20-24	M	79
Bogan (A)	2011	25-34	F	146
Bogan (A)	2011	25-34	M	137
Bogan (A)	2011	35-44	F	211
Bogan (A)	2011	35-44	M	202
Bogan (A)	2011	45-54	F	169
Bogan (A)	2011	45-54	M	200
Bogan (A)	2011	55-64	F	141
Bogan (A)	2011	55-64	M	157
Bogan (A)	2011	65-74	F	163
Bogan (A)	2011	65-74	M	155
Bogan (A)	2011	75-84	F	80
Bogan (A)	2011	75-84	M	73
Bogan (A)	2011	85+	F	34
Bogan (A)	2011	85+	M	17
Bogan (A)	2016	0-4	F	115
Bogan (A)	2016	0-4	M	91
Bogan (A)	2016	5-14	F	161
Bogan (A)	2016	5-14	M	182
Bogan (A)	2016	15-19	F	84
Bogan (A)	2016	15-19	M	80
Bogan (A)	2016	20-24	F	74
Bogan (A)	2016	20-24	M	80
Bogan (A)	2016	25-34	F	149
Bogan (A)	2016	25-34	M	165
Bogan (A)	2016	35-44	F	150
Bogan (A)	2016	35-44	M	149
Bogan (A)	2016	45-54	F	180
Bogan (A)	2016	45-54	M	213
Bogan (A)	2016	55-64	F	137
Bogan (A)	2016	55-64	M	145
Bogan (A)	2016	65-74	F	152
Bogan (A)	2016	65-74	M	132
Bogan (A)	2016	75-84	F	93
Bogan (A)	2016	75-84	M	94
Bogan (A)	2016	85+	F	39
Bogan (A)	2016	85+	M	22
Botany Bay (C)	2006	0-4	F	1084
Botany Bay (C)	2006	0-4	M	1248
Botany Bay (C)	2006	5-14	F	2058
Botany Bay (C)	2006	5-14	M	2175
Botany Bay (C)	2006	15-19	F	1058
Botany Bay (C)	2006	15-19	M	1062
Botany Bay (C)	2006	20-24	F	1227
Botany Bay (C)	2006	20-24	M	1285
Botany Bay (C)	2006	25-34	F	2818
Botany Bay (C)	2006	25-34	M	2713
Botany Bay (C)	2006	35-44	F	2733
Botany Bay (C)	2006	35-44	M	2837
Botany Bay (C)	2006	45-54	F	2377
Botany Bay (C)	2006	45-54	M	2365
Botany Bay (C)	2006	55-64	F	1989
Botany Bay (C)	2006	55-64	M	1837
Botany Bay (C)	2006	65-74	F	1371
Botany Bay (C)	2006	65-74	M	1305
Botany Bay (C)	2006	75-84	F	1055
Botany Bay (C)	2006	75-84	M	780
Botany Bay (C)	2006	85+	F	415
Botany Bay (C)	2006	85+	M	190
Botany Bay (C)	2011	0-4	F	1292
Botany Bay (C)	2011	0-4	M	1356
Botany Bay (C)	2011	5-14	F	2126
Botany Bay (C)	2011	5-14	M	2367
Botany Bay (C)	2011	15-19	F	1134
Botany Bay (C)	2011	15-19	M	1119
Botany Bay (C)	2011	20-24	F	1245
Botany Bay (C)	2011	20-24	M	1313
Botany Bay (C)	2011	25-34	F	3211
Botany Bay (C)	2011	25-34	M	3109
Botany Bay (C)	2011	35-44	F	3136
Botany Bay (C)	2011	35-44	M	3092
Botany Bay (C)	2011	45-54	F	2458
Botany Bay (C)	2011	45-54	M	2606
Botany Bay (C)	2011	55-64	F	2136
Botany Bay (C)	2011	55-64	M	2001
Botany Bay (C)	2011	65-74	F	1611
Botany Bay (C)	2011	65-74	M	1462
Botany Bay (C)	2011	75-84	F	1056
Botany Bay (C)	2011	75-84	M	854
Botany Bay (C)	2011	85+	F	458
Botany Bay (C)	2011	85+	M	212
Botany Bay (C)	2016	0-4	F	1405
Botany Bay (C)	2016	0-4	M	1495
Botany Bay (C)	2016	5-14	F	2434
Botany Bay (C)	2016	5-14	M	2586
Botany Bay (C)	2016	15-19	F	1270
Botany Bay (C)	2016	15-19	M	1385
Botany Bay (C)	2016	20-24	F	1874
Botany Bay (C)	2016	20-24	M	1920
Botany Bay (C)	2016	25-34	F	4328
Botany Bay (C)	2016	25-34	M	4437
Botany Bay (C)	2016	35-44	F	3609
Botany Bay (C)	2016	35-44	M	3546
Botany Bay (C)	2016	45-54	F	2895
Botany Bay (C)	2016	45-54	M	2957
Botany Bay (C)	2016	55-64	F	2241
Botany Bay (C)	2016	55-64	M	2190
Botany Bay (C)	2016	65-74	F	1770
Botany Bay (C)	2016	65-74	M	1500
Botany Bay (C)	2016	75-84	F	1101
Botany Bay (C)	2016	75-84	M	953
Botany Bay (C)	2016	85+	F	497
Botany Bay (C)	2016	85+	M	265
Bourke (A)	2006	0-4	F	123
Bourke (A)	2006	0-4	M	153
Bourke (A)	2006	5-14	F	267
Bourke (A)	2006	5-14	M	279
Bourke (A)	2006	15-19	F	101
Bourke (A)	2006	15-19	M	122
Bourke (A)	2006	20-24	F	107
Bourke (A)	2006	20-24	M	77
Bourke (A)	2006	25-34	F	222
Bourke (A)	2006	25-34	M	191
Bourke (A)	2006	35-44	F	216
Bourke (A)	2006	35-44	M	225
Bourke (A)	2006	45-54	F	189
Bourke (A)	2006	45-54	M	216
Bourke (A)	2006	55-64	F	131
Bourke (A)	2006	55-64	M	171
Bourke (A)	2006	65-74	F	74
Bourke (A)	2006	65-74	M	104
Bourke (A)	2006	75-84	F	51
Bourke (A)	2006	75-84	M	47
Bourke (A)	2006	85+	F	17
Bourke (A)	2006	85+	M	10
Bourke (A)	2011	0-4	F	130
Bourke (A)	2011	0-4	M	141
Bourke (A)	2011	5-14	F	208
Bourke (A)	2011	5-14	M	249
Bourke (A)	2011	15-19	F	74
Bourke (A)	2011	15-19	M	89
Bourke (A)	2011	20-24	F	89
Bourke (A)	2011	20-24	M	82
Bourke (A)	2011	25-34	F	206
Bourke (A)	2011	25-34	M	155
Bourke (A)	2011	35-44	F	210
Bourke (A)	2011	35-44	M	209
Bourke (A)	2011	45-54	F	188
Bourke (A)	2011	45-54	M	196
Bourke (A)	2011	55-64	F	139
Bourke (A)	2011	55-64	M	166
Bourke (A)	2011	65-74	F	93
Bourke (A)	2011	65-74	M	104
Bourke (A)	2011	75-84	F	55
Bourke (A)	2011	75-84	M	71
Bourke (A)	2011	85+	F	14
Bourke (A)	2011	85+	M	7
Bourke (A)	2016	0-4	F	109
Bourke (A)	2016	0-4	M	109
Bourke (A)	2016	5-14	F	195
Bourke (A)	2016	5-14	M	202
Bourke (A)	2016	15-19	F	68
Bourke (A)	2016	15-19	M	52
Bourke (A)	2016	20-24	F	81
Bourke (A)	2016	20-24	M	81
Bourke (A)	2016	25-34	F	192
Bourke (A)	2016	25-34	M	181
Bourke (A)	2016	35-44	F	161
Bourke (A)	2016	35-44	M	132
Bourke (A)	2016	45-54	F	199
Bourke (A)	2016	45-54	M	201
Bourke (A)	2016	55-64	F	132
Bourke (A)	2016	55-64	M	179
Bourke (A)	2016	65-74	F	96
Bourke (A)	2016	65-74	M	111
Bourke (A)	2016	75-84	F	58
Bourke (A)	2016	75-84	M	48
Bourke (A)	2016	85+	F	27
Bourke (A)	2016	85+	M	11
Brewarrina (A)	2006	0-4	F	98
Brewarrina (A)	2006	0-4	M	84
Brewarrina (A)	2006	5-14	F	174
Brewarrina (A)	2006	5-14	M	168
Brewarrina (A)	2006	15-19	F	67
Brewarrina (A)	2006	15-19	M	78
Brewarrina (A)	2006	20-24	F	72
Brewarrina (A)	2006	20-24	M	85
Brewarrina (A)	2006	25-34	F	106
Brewarrina (A)	2006	25-34	M	126
Brewarrina (A)	2006	35-44	F	144
Brewarrina (A)	2006	35-44	M	166
Brewarrina (A)	2006	45-54	F	106
Brewarrina (A)	2006	45-54	M	121
Brewarrina (A)	2006	55-64	F	80
Brewarrina (A)	2006	55-64	M	87
Brewarrina (A)	2006	65-74	F	49
Brewarrina (A)	2006	65-74	M	38
Brewarrina (A)	2006	75-84	F	31
Brewarrina (A)	2006	75-84	M	42
Brewarrina (A)	2006	85+	F	11
Brewarrina (A)	2006	85+	M	5
Brewarrina (A)	2011	0-4	F	80
Brewarrina (A)	2011	0-4	M	101
Brewarrina (A)	2011	5-14	F	142
Brewarrina (A)	2011	5-14	M	129
Brewarrina (A)	2011	15-19	F	68
Brewarrina (A)	2011	15-19	M	60
Brewarrina (A)	2011	20-24	F	74
Brewarrina (A)	2011	20-24	M	60
Brewarrina (A)	2011	25-34	F	109
Brewarrina (A)	2011	25-34	M	84
Brewarrina (A)	2011	35-44	F	119
Brewarrina (A)	2011	35-44	M	105
Brewarrina (A)	2011	45-54	F	123
Brewarrina (A)	2011	45-54	M	156
Brewarrina (A)	2011	55-64	F	84
Brewarrina (A)	2011	55-64	M	99
Brewarrina (A)	2011	65-74	F	41
Brewarrina (A)	2011	65-74	M	50
Brewarrina (A)	2011	75-84	F	37
Brewarrina (A)	2011	75-84	M	27
Brewarrina (A)	2011	85+	F	14
Brewarrina (A)	2011	85+	M	11
Brewarrina (A)	2016	0-4	F	53
Brewarrina (A)	2016	0-4	M	69
Brewarrina (A)	2016	5-14	F	125
Brewarrina (A)	2016	5-14	M	131
Brewarrina (A)	2016	15-19	F	51
Brewarrina (A)	2016	15-19	M	41
Brewarrina (A)	2016	20-24	F	55
Brewarrina (A)	2016	20-24	M	62
Brewarrina (A)	2016	25-34	F	111
Brewarrina (A)	2016	25-34	M	118
Brewarrina (A)	2016	35-44	F	81
Brewarrina (A)	2016	35-44	M	81
Brewarrina (A)	2016	45-54	F	131
Brewarrina (A)	2016	45-54	M	145
Brewarrina (A)	2016	55-64	F	106
Brewarrina (A)	2016	55-64	M	113
Brewarrina (A)	2016	65-74	F	51
Brewarrina (A)	2016	65-74	M	56
Brewarrina (A)	2016	75-84	F	23
Brewarrina (A)	2016	75-84	M	26
Brewarrina (A)	2016	85+	F	15
Brewarrina (A)	2016	85+	M	10
Broken Hill (C)	2006	0-4	F	561
Broken Hill (C)	2006	0-4	M	629
Broken Hill (C)	2006	5-14	F	1288
Broken Hill (C)	2006	5-14	M	1321
Broken Hill (C)	2006	15-19	F	576
Broken Hill (C)	2006	15-19	M	641
Broken Hill (C)	2006	20-24	F	465
Broken Hill (C)	2006	20-24	M	490
Broken Hill (C)	2006	25-34	F	1023
Broken Hill (C)	2006	25-34	M	919
Broken Hill (C)	2006	35-44	F	1276
Broken Hill (C)	2006	35-44	M	1184
Broken Hill (C)	2006	45-54	F	1464
Broken Hill (C)	2006	45-54	M	1441
Broken Hill (C)	2006	55-64	F	1186
Broken Hill (C)	2006	55-64	M	1218
Broken Hill (C)	2006	65-74	F	998
Broken Hill (C)	2006	65-74	M	844
Broken Hill (C)	2006	75-84	F	780
Broken Hill (C)	2006	75-84	M	613
Broken Hill (C)	2006	85+	F	334
Broken Hill (C)	2006	85+	M	112
Broken Hill (C)	2011	0-4	F	552
Broken Hill (C)	2011	0-4	M	519
Broken Hill (C)	2011	5-14	F	1064
Broken Hill (C)	2011	5-14	M	1205
Broken Hill (C)	2011	15-19	F	550
Broken Hill (C)	2011	15-19	M	593
Broken Hill (C)	2011	20-24	F	522
Broken Hill (C)	2011	20-24	M	513
Broken Hill (C)	2011	25-34	F	958
Broken Hill (C)	2011	25-34	M	925
Broken Hill (C)	2011	35-44	F	1099
Broken Hill (C)	2011	35-44	M	1021
Broken Hill (C)	2011	45-54	F	1388
Broken Hill (C)	2011	45-54	M	1344
Broken Hill (C)	2011	55-64	F	1269
Broken Hill (C)	2011	55-64	M	1331
Broken Hill (C)	2011	65-74	F	954
Broken Hill (C)	2011	65-74	M	830
Broken Hill (C)	2011	75-84	F	797
Broken Hill (C)	2011	75-84	M	580
Broken Hill (C)	2011	85+	F	336
Broken Hill (C)	2011	85+	M	155
Broken Hill (C)	2016	0-4	F	478
Broken Hill (C)	2016	0-4	M	496
Broken Hill (C)	2016	5-14	F	981
Broken Hill (C)	2016	5-14	M	985
Broken Hill (C)	2016	15-19	F	437
Broken Hill (C)	2016	15-19	M	510
Broken Hill (C)	2016	20-24	F	486
Broken Hill (C)	2016	20-24	M	479
Broken Hill (C)	2016	25-34	F	1097
Broken Hill (C)	2016	25-34	M	1020
Broken Hill (C)	2016	35-44	F	948
Broken Hill (C)	2016	35-44	M	906
Broken Hill (C)	2016	45-54	F	1167
Broken Hill (C)	2016	45-54	M	1190
Broken Hill (C)	2016	55-64	F	1344
Broken Hill (C)	2016	55-64	M	1320
Broken Hill (C)	2016	65-74	F	1038
Broken Hill (C)	2016	65-74	M	1011
Broken Hill (C)	2016	75-84	F	716
Broken Hill (C)	2016	75-84	M	504
Broken Hill (C)	2016	85+	F	398
Broken Hill (C)	2016	85+	M	194
Burwood (A)	2006	0-4	F	676
Burwood (A)	2006	0-4	M	760
Burwood (A)	2006	5-14	F	1667
Burwood (A)	2006	5-14	M	1680
Burwood (A)	2006	15-19	F	1038
Burwood (A)	2006	15-19	M	970
Burwood (A)	2006	20-24	F	1479
Burwood (A)	2006	20-24	M	1617
Burwood (A)	2006	25-34	F	2444
Burwood (A)	2006	25-34	M	2658
Burwood (A)	2006	35-44	F	2310
Burwood (A)	2006	35-44	M	2102
Burwood (A)	2006	45-54	F	2093
Burwood (A)	2006	45-54	M	1888
Burwood (A)	2006	55-64	F	1458
Burwood (A)	2006	55-64	M	1438
Burwood (A)	2006	65-74	F	1139
Burwood (A)	2006	65-74	M	1030
Burwood (A)	2006	75-84	F	995
Burwood (A)	2006	75-84	M	768
Burwood (A)	2006	85+	F	476
Burwood (A)	2006	85+	M	233
Burwood (A)	2011	0-4	F	775
Burwood (A)	2011	0-4	M	877
Burwood (A)	2011	5-14	F	1530
Burwood (A)	2011	5-14	M	1599
Burwood (A)	2011	15-19	F	1046
Burwood (A)	2011	15-19	M	914
Burwood (A)	2011	20-24	F	1625
Burwood (A)	2011	20-24	M	1644
Burwood (A)	2011	25-34	F	2887
Burwood (A)	2011	25-34	M	3252
Burwood (A)	2011	35-44	F	2182
Burwood (A)	2011	35-44	M	1980
Burwood (A)	2011	45-54	F	2181
Burwood (A)	2011	45-54	M	2025
Burwood (A)	2011	55-64	F	1676
Burwood (A)	2011	55-64	M	1542
Burwood (A)	2011	65-74	F	1116
Burwood (A)	2011	65-74	M	1023
Burwood (A)	2011	75-84	F	975
Burwood (A)	2011	75-84	M	762
Burwood (A)	2011	85+	F	522
Burwood (A)	2011	85+	M	289
Burwood (A)	2016	0-4	F	818
Burwood (A)	2016	0-4	M	850
Burwood (A)	2016	5-14	F	1567
Burwood (A)	2016	5-14	M	1565
Burwood (A)	2016	15-19	F	1140
Burwood (A)	2016	15-19	M	1014
Burwood (A)	2016	20-24	F	2200
Burwood (A)	2016	20-24	M	2200
Burwood (A)	2016	25-34	F	3948
Burwood (A)	2016	25-34	M	3909
Burwood (A)	2016	35-44	F	2229
Burwood (A)	2016	35-44	M	2159
Burwood (A)	2016	45-54	F	2267
Burwood (A)	2016	45-54	M	2076
Burwood (A)	2016	55-64	F	1913
Burwood (A)	2016	55-64	M	1705
Burwood (A)	2016	65-74	F	1326
Burwood (A)	2016	65-74	M	1153
Burwood (A)	2016	75-84	F	1019
Burwood (A)	2016	75-84	M	776
Burwood (A)	2016	85+	F	601
Burwood (A)	2016	85+	M	378
Byron (A)	2006	0-4	F	772
Byron (A)	2006	0-4	M	823
Byron (A)	2006	5-14	F	1956
Byron (A)	2006	5-14	M	2038
Byron (A)	2006	15-19	F	918
Byron (A)	2006	15-19	M	1056
Byron (A)	2006	20-24	F	595
Byron (A)	2006	20-24	M	758
Byron (A)	2006	25-34	F	1600
Byron (A)	2006	25-34	M	1416
Byron (A)	2006	35-44	F	2379
Byron (A)	2006	35-44	M	1982
Byron (A)	2006	45-54	F	2841
Byron (A)	2006	45-54	M	2651
Byron (A)	2006	55-64	F	1635
Byron (A)	2006	55-64	M	1885
Byron (A)	2006	65-74	F	893
Byron (A)	2006	65-74	M	809
Byron (A)	2006	75-84	F	743
Byron (A)	2006	75-84	M	586
Byron (A)	2006	85+	F	293
Byron (A)	2006	85+	M	156
Byron (A)	2011	0-4	F	827
Byron (A)	2011	0-4	M	814
Byron (A)	2011	5-14	F	1788
Byron (A)	2011	5-14	M	1961
Byron (A)	2011	15-19	F	785
Byron (A)	2011	15-19	M	911
Byron (A)	2011	20-24	F	565
Byron (A)	2011	20-24	M	662
Byron (A)	2011	25-34	F	1469
Byron (A)	2011	25-34	M	1364
Byron (A)	2011	35-44	F	2425
Byron (A)	2011	35-44	M	1976
Byron (A)	2011	45-54	F	2730
Byron (A)	2011	45-54	M	2422
Byron (A)	2011	55-64	F	2236
Byron (A)	2011	55-64	M	2392
Byron (A)	2011	65-74	F	1039
Byron (A)	2011	65-74	M	1082
Byron (A)	2011	75-84	F	692
Byron (A)	2011	75-84	M	507
Byron (A)	2011	85+	F	368
Byron (A)	2011	85+	M	204
Byron (A)	2016	0-4	F	775
Byron (A)	2016	0-4	M	772
Byron (A)	2016	5-14	F	1858
Byron (A)	2016	5-14	M	1877
Byron (A)	2016	15-19	F	775
Byron (A)	2016	15-19	M	834
Byron (A)	2016	20-24	F	606
Byron (A)	2016	20-24	M	587
Byron (A)	2016	25-34	F	1789
Byron (A)	2016	25-34	M	1600
Byron (A)	2016	35-44	F	2381
Byron (A)	2016	35-44	M	2005
Byron (A)	2016	45-54	F	2614
Byron (A)	2016	45-54	M	2269
Byron (A)	2016	55-64	F	2785
Byron (A)	2016	55-64	M	2697
Byron (A)	2016	65-74	F	1615
Byron (A)	2016	65-74	M	1751
Byron (A)	2016	75-84	F	703
Byron (A)	2016	75-84	M	562
Byron (A)	2016	85+	F	450
Byron (A)	2016	85+	M	237
Cabonne (A)	2006	0-4	F	387
Cabonne (A)	2006	0-4	M	407
Cabonne (A)	2006	5-14	F	948
Cabonne (A)	2006	5-14	M	981
Cabonne (A)	2006	15-19	F	397
Cabonne (A)	2006	15-19	M	401
Cabonne (A)	2006	20-24	F	207
Cabonne (A)	2006	20-24	M	238
Cabonne (A)	2006	25-34	F	601
Cabonne (A)	2006	25-34	M	598
Cabonne (A)	2006	35-44	F	895
Cabonne (A)	2006	35-44	M	815
Cabonne (A)	2006	45-54	F	883
Cabonne (A)	2006	45-54	M	940
Cabonne (A)	2006	55-64	F	834
Cabonne (A)	2006	55-64	M	852
Cabonne (A)	2006	65-74	F	521
Cabonne (A)	2006	65-74	M	636
Cabonne (A)	2006	75-84	F	345
Cabonne (A)	2006	75-84	M	299
Cabonne (A)	2006	85+	F	147
Cabonne (A)	2006	85+	M	64
Cabonne (A)	2011	0-4	F	404
Cabonne (A)	2011	0-4	M	450
Cabonne (A)	2011	5-14	F	969
Cabonne (A)	2011	5-14	M	982
Cabonne (A)	2011	15-19	F	402
Cabonne (A)	2011	15-19	M	432
Cabonne (A)	2011	20-24	F	261
Cabonne (A)	2011	20-24	M	251
Cabonne (A)	2011	25-34	F	590
Cabonne (A)	2011	25-34	M	515
Cabonne (A)	2011	35-44	F	827
Cabonne (A)	2011	35-44	M	761
Cabonne (A)	2011	45-54	F	963
Cabonne (A)	2011	45-54	M	980
Cabonne (A)	2011	55-64	F	856
Cabonne (A)	2011	55-64	M	908
Cabonne (A)	2011	65-74	F	602
Cabonne (A)	2011	65-74	M	681
Cabonne (A)	2011	75-84	F	370
Cabonne (A)	2011	75-84	M	366
Cabonne (A)	2011	85+	F	166
Cabonne (A)	2011	85+	M	80
Cabonne (A)	2016	0-4	F	402
Cabonne (A)	2016	0-4	M	427
Cabonne (A)	2016	5-14	F	1012
Cabonne (A)	2016	5-14	M	1045
Cabonne (A)	2016	15-19	F	447
Cabonne (A)	2016	15-19	M	461
Cabonne (A)	2016	20-24	F	240
Cabonne (A)	2016	20-24	M	273
Cabonne (A)	2016	25-34	F	617
Cabonne (A)	2016	25-34	M	578
Cabonne (A)	2016	35-44	F	809
Cabonne (A)	2016	35-44	M	753
Cabonne (A)	2016	45-54	F	957
Cabonne (A)	2016	45-54	M	938
Cabonne (A)	2016	55-64	F	868
Cabonne (A)	2016	55-64	M	921
Cabonne (A)	2016	65-74	F	771
Cabonne (A)	2016	65-74	M	789
Cabonne (A)	2016	75-84	F	401
Cabonne (A)	2016	75-84	M	394
Cabonne (A)	2016	85+	F	188
Cabonne (A)	2016	85+	M	113
Camden (A)	2006	0-4	F	2055
Camden (A)	2006	0-4	M	2182
Camden (A)	2006	5-14	F	4206
Camden (A)	2006	5-14	M	4248
Camden (A)	2006	15-19	F	1837
Camden (A)	2006	15-19	M	1881
Camden (A)	2006	20-24	F	1468
Camden (A)	2006	20-24	M	1505
Camden (A)	2006	25-34	F	3821
Camden (A)	2006	25-34	M	3460
Camden (A)	2006	35-44	F	4156
Camden (A)	2006	35-44	M	3968
Camden (A)	2006	45-54	F	3240
Camden (A)	2006	45-54	M	3051
Camden (A)	2006	55-64	F	2152
Camden (A)	2006	55-64	M	2209
Camden (A)	2006	65-74	F	1158
Camden (A)	2006	65-74	M	1102
Camden (A)	2006	75-84	F	842
Camden (A)	2006	75-84	M	577
Camden (A)	2006	85+	F	390
Camden (A)	2006	85+	M	151
Camden (A)	2011	0-4	F	2214
Camden (A)	2011	0-4	M	2361
Camden (A)	2011	5-14	F	4521
Camden (A)	2011	5-14	M	4670
Camden (A)	2011	15-19	F	2053
Camden (A)	2011	15-19	M	2183
Camden (A)	2011	20-24	F	1747
Camden (A)	2011	20-24	M	1762
Camden (A)	2011	25-34	F	3918
Camden (A)	2011	25-34	M	3559
Camden (A)	2011	35-44	F	4709
Camden (A)	2011	35-44	M	4443
Camden (A)	2011	45-54	F	3817
Camden (A)	2011	45-54	M	3649
Camden (A)	2011	55-64	F	2822
Camden (A)	2011	55-64	M	2788
Camden (A)	2011	65-74	F	1587
Camden (A)	2011	65-74	M	1497
Camden (A)	2011	75-84	F	927
Camden (A)	2011	75-84	M	728
Camden (A)	2011	85+	F	533
Camden (A)	2011	85+	M	234
Camden (A)	2016	0-4	F	3221
Camden (A)	2016	0-4	M	3336
Camden (A)	2016	5-14	F	5939
Camden (A)	2016	5-14	M	6205
Camden (A)	2016	15-19	F	2634
Camden (A)	2016	15-19	M	2721
Camden (A)	2016	20-24	F	2425
Camden (A)	2016	20-24	M	2419
Camden (A)	2016	25-34	F	6209
Camden (A)	2016	25-34	M	5689
Camden (A)	2016	35-44	F	6121
Camden (A)	2016	35-44	M	5836
Camden (A)	2016	45-54	F	5015
Camden (A)	2016	45-54	M	4825
Camden (A)	2016	55-64	F	3852
Camden (A)	2016	55-64	M	3529
Camden (A)	2016	65-74	F	2571
