LGA_NAME16	Year	BornAust	persons
Sorell (M)	2006	1	10226
Sorell (M)	2011	0	1139
Sorell (M)	2011	1	11382
Sorell (M)	2016	0	1220
Sorell (M)	2016	1	12146
Southern Midlands (M)	2006	0	340
Southern Midlands (M)	2006	1	4948
Southern Midlands (M)	2011	0	361
Southern Midlands (M)	2011	1	5349
Southern Midlands (M)	2016	0	345
Southern Midlands (M)	2016	1	5113
Tasman (M)	2006	0	259
Tasman (M)	2006	1	1843
Tasman (M)	2011	0	292
Tasman (M)	2011	1	1942
Tasman (M)	2016	0	261
Tasman (M)	2016	1	1783
Waratah/Wynyard (M)	2006	0	1263
Waratah/Wynyard (M)	2006	1	11427
Waratah/Wynyard (M)	2011	0	1290
Waratah/Wynyard (M)	2011	1	11795
Waratah/Wynyard (M)	2016	0	1257
Waratah/Wynyard (M)	2016	1	11266
West Coast (M)	2006	0	393
West Coast (M)	2006	1	4268
West Coast (M)	2011	0	366
West Coast (M)	2011	1	3995
West Coast (M)	2016	0	357
West Coast (M)	2016	1	3393
West Tamar (M)	2006	0	2813
West Tamar (M)	2006	1	16854
West Tamar (M)	2011	0	3083
West Tamar (M)	2011	1	17894
West Tamar (M)	2016	0	3107
West Tamar (M)	2016	1	18054
No usual address (Tas.)	2006	0	130
No usual address (Tas.)	2006	1	659
No usual address (Tas.)	2011	0	183
No usual address (Tas.)	2011	1	821
No usual address (Tas.)	2016	0	139
No usual address (Tas.)	2016	1	659
Migratory - Offshore - Shipping (Tas.)	2006	0	20
Migratory - Offshore - Shipping (Tas.)	2006	1	64
Migratory - Offshore - Shipping (Tas.)	2011	0	19
Migratory - Offshore - Shipping (Tas.)	2011	1	85
Migratory - Offshore - Shipping (Tas.)	2016	0	18
Migratory - Offshore - Shipping (Tas.)	2016	1	49
Alice Springs (T)	2006	0	3869
Alice Springs (T)	2006	1	17838
Alice Springs (T)	2011	0	5016
Alice Springs (T)	2011	1	17871
Alice Springs (T)	2016	0	5796
Alice Springs (T)	2016	1	15930
Barkly (R)	2006	0	286
Barkly (R)	2006	1	5771
Barkly (R)	2011	0	382
Barkly (R)	2011	1	6027
Barkly (R)	2016	0	506
Barkly (R)	2016	1	5647
Belyuen (S)	2006	0	0
Belyuen (S)	2006	1	168
Belyuen (S)	2011	0	0
Belyuen (S)	2011	1	179
Belyuen (S)	2016	0	0
Belyuen (S)	2016	1	165
Central Desert (R)	2006	0	34
Central Desert (R)	2006	1	3876
Central Desert (R)	2011	0	88
Central Desert (R)	2011	1	3541
Central Desert (R)	2016	0	105
Central Desert (R)	2016	1	3391
Coomalie (S)	2006	0	130
Coomalie (S)	2006	1	693
Coomalie (S)	2011	0	149
Coomalie (S)	2011	1	769
Coomalie (S)	2016	0	157
Coomalie (S)	2016	1	875
Darwin (C)	2006	0	14185
Darwin (C)	2006	1	45408
Darwin (C)	2011	0	19455
Darwin (C)	2011	1	45442
Darwin (C)	2016	0	24961
Darwin (C)	2016	1	44953
East Arnhem (R)	2006	0	23
East Arnhem (R)	2006	1	8093
East Arnhem (R)	2011	0	16
East Arnhem (R)	2011	1	9036
East Arnhem (R)	2016	0	135
East Arnhem (R)	2016	1	8713
Katherine (T)	2006	0	796
Katherine (T)	2006	1	6784
Katherine (T)	2011	0	985
Katherine (T)	2011	1	7288
Katherine (T)	2016	0	1159
Katherine (T)	2016	1	6577
Litchfield (M)	2006	0	2158
Litchfield (M)	2006	1	11450
Litchfield (M)	2011	0	2331
Litchfield (M)	2011	1	14164
Litchfield (M)	2016	0	3034
Litchfield (M)	2016	1	16859
MacDonnell (R)	2006	0	76
MacDonnell (R)	2006	1	5679
MacDonnell (R)	2011	0	97
MacDonnell (R)	2011	1	5564
MacDonnell (R)	2016	0	168
MacDonnell (R)	2016	1	5434
Palmerston (C)	2006	0	3012
Palmerston (C)	2006	1	17734
Palmerston (C)	2011	0	4209
Palmerston (C)	2011	1	20980
Palmerston (C)	2016	0	6844
Palmerston (C)	2016	1	23846
Roper Gulf (R)	2006	0	73
Roper Gulf (R)	2006	1	5329
Roper Gulf (R)	2011	0	118
Roper Gulf (R)	2011	1	5857
Roper Gulf (R)	2016	0	206
Roper Gulf (R)	2016	1	5894
Tiwi Islands (R)	2006	0	10
Tiwi Islands (R)	2006	1	2106
Tiwi Islands (R)	2011	0	4
Tiwi Islands (R)	2011	1	2549
Tiwi Islands (R)	2016	0	74
Tiwi Islands (R)	2016	1	2319
Victoria Daly (R)	2006	0	78
Victoria Daly (R)	2006	1	2603
Victoria Daly (R)	2011	0	101
Victoria Daly (R)	2011	1	2657
Victoria Daly (R)	2016	0	96
Victoria Daly (R)	2016	1	2316
Wagait (S)	2006	0	52
Wagait (S)	2006	1	211
Wagait (S)	2011	0	63
Wagait (S)	2011	1	276
Wagait (S)	2016	0	82
Wagait (S)	2016	1	351
West Arnhem (R)	2006	0	168
West Arnhem (R)	2006	1	5163
West Arnhem (R)	2011	0	239
West Arnhem (R)	2011	1	5766
West Arnhem (R)	2016	0	249
West Arnhem (R)	2016	1	5480
West Daly (R)	2006	0	3
West Daly (R)	2006	1	2616
West Daly (R)	2011	0	10
West Daly (R)	2011	1	2999
West Daly (R)	2016	0	37
West Daly (R)	2016	1	2997
Unincorporated NT	2006	0	1201
Unincorporated NT	2006	1	5304
Unincorporated NT	2011	0	1427
Unincorporated NT	2011	1	5821
Unincorporated NT	2016	0	1347
Unincorporated NT	2016	1	4386
No usual address (NT)	2006	0	361
No usual address (NT)	2006	1	1275
No usual address (NT)	2011	0	455
No usual address (NT)	2011	1	1167
No usual address (NT)	2016	0	402
No usual address (NT)	2016	1	1379
Migratory - Offshore - Shipping (NT)	2006	0	20
Migratory - Offshore - Shipping (NT)	2006	1	64
Migratory - Offshore - Shipping (NT)	2011	0	30
Migratory - Offshore - Shipping (NT)	2011	1	65
Migratory - Offshore - Shipping (NT)	2016	0	53
Migratory - Offshore - Shipping (NT)	2016	1	16
Unincorporated ACT	2006	0	70201
Unincorporated ACT	2006	1	235979
Unincorporated ACT	2011	0	86163
Unincorporated ACT	2011	1	254624
Unincorporated ACT	2016	0	105039
Unincorporated ACT	2016	1	269693
No usual address (ACT)	2006	0	163
No usual address (ACT)	2006	1	481
No usual address (ACT)	2011	0	160
No usual address (ACT)	2011	1	435
No usual address (ACT)	2016	0	130
No usual address (ACT)	2016	1	351
Migratory - Offshore - Shipping (ACT)	2006	0	0
Migratory - Offshore - Shipping (ACT)	2006	1	0
Migratory - Offshore - Shipping (ACT)	2011	0	0
Migratory - Offshore - Shipping (ACT)	2011	1	0
Migratory - Offshore - Shipping (ACT)	2016	0	0
Migratory - Offshore - Shipping (ACT)	2016	1	0
Unincorp. Other Territories	2006	0	663
Unincorp. Other Territories	2006	1	1463
Unincorp. Other Territories	2011	0	1255
Unincorp. Other Territories	2011	1	1452
Unincorp. Other Territories	2016	0	1452
Unincorp. Other Territories	2016	1	2504
No usual address (OT)	2006	0	5
No usual address (OT)	2006	1	16
No usual address (OT)	2011	0	5
No usual address (OT)	2011	1	19
No usual address (OT)	2016	0	22
No usual address (OT)	2016	1	24
Migratory - Offshore - Shipping (OT)	2006	0	0
Migratory - Offshore - Shipping (OT)	2006	1	0
Migratory - Offshore - Shipping (OT)	2011	0	0
Migratory - Offshore - Shipping (OT)	2011	1	0
Migratory - Offshore - Shipping (OT)	2016	0	0
Migratory - Offshore - Shipping (OT)	2016	1	4
