LGA_NAME16	Year	Sex	unemployment
Wyalkatchem (S)	2016	M	7.8
Wyndham-East Kimberley (S)	2006	F	2.9
Wyndham-East Kimberley (S)	2006	M	2.3
Wyndham-East Kimberley (S)	2011	F	4.7
Wyndham-East Kimberley (S)	2011	M	5
Wyndham-East Kimberley (S)	2016	F	5.9
Wyndham-East Kimberley (S)	2016	M	7.3
Yalgoo (S)	2006	F	12.8
Yalgoo (S)	2006	M	4.8
Yalgoo (S)	2011	F	0
Yalgoo (S)	2011	M	3.8
Yalgoo (S)	2016	F	0
Yalgoo (S)	2016	M	2.2
Yilgarn (S)	2006	F	3
Yilgarn (S)	2006	M	1.7
Yilgarn (S)	2011	F	2.9
Yilgarn (S)	2011	M	2.9
Yilgarn (S)	2016	F	9
Yilgarn (S)	2016	M	6.5
York (S)	2006	F	4.3
York (S)	2006	M	4.7
York (S)	2011	F	3.7
York (S)	2011	M	5.4
York (S)	2016	F	5.8
York (S)	2016	M	5.2
No usual address (WA)	2006	F	13.6
No usual address (WA)	2006	M	15.6
No usual address (WA)	2011	F	15.5
No usual address (WA)	2011	M	15.1
No usual address (WA)	2016	F	18.1
No usual address (WA)	2016	M	21.2
Migratory - Offshore - Shipping (WA)	2006	F	0
Migratory - Offshore - Shipping (WA)	2006	M	0
Migratory - Offshore - Shipping (WA)	2011	F	0
Migratory - Offshore - Shipping (WA)	2011	M	0.9
Migratory - Offshore - Shipping (WA)	2016	F	0
Migratory - Offshore - Shipping (WA)	2016	M	0
Break O'Day (M)	2006	F	8.1
Break O'Day (M)	2006	M	10
Break O'Day (M)	2011	F	7.8
Break O'Day (M)	2011	M	12.5
Break O'Day (M)	2016	F	9.5
Break O'Day (M)	2016	M	11.9
Brighton (M)	2006	F	8.7
Brighton (M)	2006	M	9
Brighton (M)	2011	F	6.8
Brighton (M)	2011	M	8.2
Brighton (M)	2016	F	6.6
Brighton (M)	2016	M	9.3
Burnie (C)	2006	F	8.4
Burnie (C)	2006	M	8.8
Burnie (C)	2011	F	8.1
Burnie (C)	2011	M	9
Burnie (C)	2016	F	7.4
Burnie (C)	2016	M	10.2
Central Coast (M) (Tas.)	2006	F	8.1
Central Coast (M) (Tas.)	2006	M	7.7
Central Coast (M) (Tas.)	2011	F	5.8
Central Coast (M) (Tas.)	2011	M	6.7
Central Coast (M) (Tas.)	2016	F	5.8
Central Coast (M) (Tas.)	2016	M	7.9
Central Highlands (M) (Tas.)	2006	F	9.1
Central Highlands (M) (Tas.)	2006	M	5
Central Highlands (M) (Tas.)	2011	F	11.2
Central Highlands (M) (Tas.)	2011	M	6.8
Central Highlands (M) (Tas.)	2016	F	7.1
Central Highlands (M) (Tas.)	2016	M	9.1
Circular Head (M)	2006	F	5.1
Circular Head (M)	2006	M	3.7
Circular Head (M)	2011	F	5
Circular Head (M)	2011	M	4.6
Circular Head (M)	2016	F	4.4
Circular Head (M)	2016	M	5.2
Clarence (C)	2006	F	4.5
Clarence (C)	2006	M	5.8
Clarence (C)	2011	F	4
Clarence (C)	2011	M	5.8
Clarence (C)	2016	F	4.4
Clarence (C)	2016	M	5.9
Derwent Valley (M)	2006	F	8.5
Derwent Valley (M)	2006	M	9.4
Derwent Valley (M)	2011	F	7.2
Derwent Valley (M)	2011	M	9.7
Derwent Valley (M)	2016	F	7.1
Derwent Valley (M)	2016	M	9.8
Devonport (C)	2006	F	8.8
Devonport (C)	2006	M	9.2
Devonport (C)	2011	F	6.8
Devonport (C)	2011	M	8.5
Devonport (C)	2016	F	7.4
Devonport (C)	2016	M	9.7
Dorset (M)	2006	F	6.8
Dorset (M)	2006	M	5.3
Dorset (M)	2011	F	7.8
Dorset (M)	2011	M	10
Dorset (M)	2016	F	7.9
Dorset (M)	2016	M	7.9
Flinders (M) (Tas.)	2006	F	2.5
Flinders (M) (Tas.)	2006	M	3.3
Flinders (M) (Tas.)	2011	F	5.3
Flinders (M) (Tas.)	2011	M	5.1
Flinders (M) (Tas.)	2016	F	9.8
Flinders (M) (Tas.)	2016	M	5.7
George Town (M)	2006	F	10.2
George Town (M)	2006	M	10.6
George Town (M)	2011	F	8.1
George Town (M)	2011	M	10.1
George Town (M)	2016	F	11.8
George Town (M)	2016	M	13.3
Glamorgan/Spring Bay (M)	2006	F	5.1
Glamorgan/Spring Bay (M)	2006	M	5.2
Glamorgan/Spring Bay (M)	2011	F	6.1
Glamorgan/Spring Bay (M)	2011	M	8.1
Glamorgan/Spring Bay (M)	2016	F	4.1
Glamorgan/Spring Bay (M)	2016	M	7.2
Glenorchy (C)	2006	F	6.1
Glenorchy (C)	2006	M	7.4
Glenorchy (C)	2011	F	5.6
Glenorchy (C)	2011	M	7.6
Glenorchy (C)	2016	F	6.2
Glenorchy (C)	2016	M	9.2
Hobart (C)	2006	F	4.7
Hobart (C)	2006	M	6.3
Hobart (C)	2011	F	4.7
Hobart (C)	2011	M	6.3
Hobart (C)	2016	F	5.9
Hobart (C)	2016	M	7.5
Huon Valley (M)	2006	F	6.7
Huon Valley (M)	2006	M	7.8
Huon Valley (M)	2011	F	6.1
Huon Valley (M)	2011	M	7
Huon Valley (M)	2016	F	6.3
Huon Valley (M)	2016	M	7
Kentish (M)	2006	F	10.9
Kentish (M)	2006	M	8.6
Kentish (M)	2011	F	6.7
Kentish (M)	2011	M	8.1
Kentish (M)	2016	F	6.6
Kentish (M)	2016	M	6.7
King Island (M)	2006	F	2.2
King Island (M)	2006	M	1.1
King Island (M)	2011	F	1.9
King Island (M)	2011	M	3.6
King Island (M)	2016	F	1.6
King Island (M)	2016	M	2.6
Kingborough (M)	2006	F	4.4
Kingborough (M)	2006	M	4.7
Kingborough (M)	2011	F	4
Kingborough (M)	2011	M	5.1
Kingborough (M)	2016	F	4.5
Kingborough (M)	2016	M	5.5
Latrobe (M) (Tas.)	2006	F	6.6
Latrobe (M) (Tas.)	2006	M	7.2
Latrobe (M) (Tas.)	2011	F	5.5
Latrobe (M) (Tas.)	2011	M	6.1
Latrobe (M) (Tas.)	2016	F	5.3
Latrobe (M) (Tas.)	2016	M	7.4
Launceston (C)	2006	F	6.7
Launceston (C)	2006	M	7.2
Launceston (C)	2011	F	6.6
Launceston (C)	2011	M	7.8
Launceston (C)	2016	F	7.1
Launceston (C)	2016	M	9.4
Meander Valley (M)	2006	F	5.1
Meander Valley (M)	2006	M	5
Meander Valley (M)	2011	F	5
Meander Valley (M)	2011	M	5
Meander Valley (M)	2016	F	5
Meander Valley (M)	2016	M	6.5
Northern Midlands (M)	2006	F	5.1
Northern Midlands (M)	2006	M	5
Northern Midlands (M)	2011	F	5.1
Northern Midlands (M)	2011	M	5.8
Northern Midlands (M)	2016	F	6.2
Northern Midlands (M)	2016	M	6
Sorell (M)	2006	F	6.9
Sorell (M)	2006	M	6.5
Sorell (M)	2011	F	6.3
Sorell (M)	2011	M	6.8
Sorell (M)	2016	F	5.7
Sorell (M)	2016	M	7.3
Southern Midlands (M)	2006	F	6.4
Southern Midlands (M)	2006	M	6.5
Southern Midlands (M)	2011	F	4.9
Southern Midlands (M)	2011	M	6.8
Southern Midlands (M)	2016	F	5.6
Southern Midlands (M)	2016	M	5.4
Tasman (M)	2006	F	10
Tasman (M)	2006	M	9.9
Tasman (M)	2011	F	6.6
Tasman (M)	2011	M	9.8
Tasman (M)	2016	F	5.1
Tasman (M)	2016	M	6.7
Waratah/Wynyard (M)	2006	F	8.7
Waratah/Wynyard (M)	2006	M	7.7
Waratah/Wynyard (M)	2011	F	6.8
Waratah/Wynyard (M)	2011	M	7.3
Waratah/Wynyard (M)	2016	F	6.6
Waratah/Wynyard (M)	2016	M	8.5
West Coast (M)	2006	F	8.4
West Coast (M)	2006	M	9.5
West Coast (M)	2011	F	7.8
West Coast (M)	2011	M	7.7
West Coast (M)	2016	F	11.9
West Coast (M)	2016	M	15.2
West Tamar (M)	2006	F	5
West Tamar (M)	2006	M	5.4
West Tamar (M)	2011	F	5.3
West Tamar (M)	2011	M	5.6
West Tamar (M)	2016	F	5.7
West Tamar (M)	2016	M	6.9
No usual address (Tas.)	2006	F	26.2
No usual address (Tas.)	2006	M	28.4
No usual address (Tas.)	2011	F	27
No usual address (Tas.)	2011	M	26
No usual address (Tas.)	2016	F	27.9
No usual address (Tas.)	2016	M	27.9
Migratory - Offshore - Shipping (Tas.)	2006	F	0
Migratory - Offshore - Shipping (Tas.)	2006	M	0
Migratory - Offshore - Shipping (Tas.)	2011	F	14.3
Migratory - Offshore - Shipping (Tas.)	2011	M	7.9
Migratory - Offshore - Shipping (Tas.)	2016	F	0
Migratory - Offshore - Shipping (Tas.)	2016	M	0
Alice Springs (T)	2006	F	2.6
Alice Springs (T)	2006	M	2.4
Alice Springs (T)	2011	F	2.4
Alice Springs (T)	2011	M	3.6
Alice Springs (T)	2016	F	2.8
Alice Springs (T)	2016	M	3.9
Barkly (R)	2006	F	15
Barkly (R)	2006	M	12.5
Barkly (R)	2011	F	9.3
Barkly (R)	2011	M	11.7
Barkly (R)	2016	F	25.3
Barkly (R)	2016	M	24.7
Belyuen (S)	2006	F	10.7
Belyuen (S)	2006	M	11.1
Belyuen (S)	2011	F	10.7
Belyuen (S)	2011	M	0
Belyuen (S)	2016	F	43.8
Belyuen (S)	2016	M	87.5
Central Desert (R)	2006	F	10.3
Central Desert (R)	2006	M	7.4
Central Desert (R)	2011	F	17.6
Central Desert (R)	2011	M	12.4
Central Desert (R)	2016	F	41.8
Central Desert (R)	2016	M	39.4
Coomalie (S)	2006	F	6.3
Coomalie (S)	2006	M	8.2
Coomalie (S)	2011	F	7.9
Coomalie (S)	2011	M	8.7
Coomalie (S)	2016	F	6.5
Coomalie (S)	2016	M	11.8
Darwin (C)	2006	F	3.2
Darwin (C)	2006	M	3.8
Darwin (C)	2011	F	3.3
Darwin (C)	2011	M	3.9
Darwin (C)	2016	F	4.6
Darwin (C)	2016	M	4.7
East Arnhem (R)	2006	F	20.8
East Arnhem (R)	2006	M	13.7
East Arnhem (R)	2011	F	17.6
East Arnhem (R)	2011	M	21.7
East Arnhem (R)	2016	F	24.4
East Arnhem (R)	2016	M	27.7
Katherine (T)	2006	F	3.8
Katherine (T)	2006	M	5
Katherine (T)	2011	F	6.1
Katherine (T)	2011	M	6
Katherine (T)	2016	F	3.5
Katherine (T)	2016	M	4.1
Litchfield (M)	2006	F	2.8
Litchfield (M)	2006	M	2.7
Litchfield (M)	2011	F	3.3
Litchfield (M)	2011	M	3.5
Litchfield (M)	2016	F	3.8
Litchfield (M)	2016	M	4.1
MacDonnell (R)	2006	F	12.3
MacDonnell (R)	2006	M	12.8
MacDonnell (R)	2011	F	14.2
MacDonnell (R)	2011	M	16.5
MacDonnell (R)	2016	F	20
MacDonnell (R)	2016	M	27.3
Palmerston (C)	2006	F	4.2
Palmerston (C)	2006	M	3.5
Palmerston (C)	2011	F	4
Palmerston (C)	2011	M	3.5
Palmerston (C)	2016	F	5.3
Palmerston (C)	2016	M	4.8
Roper Gulf (R)	2006	F	9.2
Roper Gulf (R)	2006	M	8.3
Roper Gulf (R)	2011	F	19.9
Roper Gulf (R)	2011	M	18
Roper Gulf (R)	2016	F	14.1
Roper Gulf (R)	2016	M	19.7
Tiwi Islands (R)	2006	F	7.1
Tiwi Islands (R)	2006	M	8.3
Tiwi Islands (R)	2011	F	10.2
Tiwi Islands (R)	2011	M	9
Tiwi Islands (R)	2016	F	21.4
Tiwi Islands (R)	2016	M	26.6
Victoria Daly (R)	2006	F	5.7
Victoria Daly (R)	2006	M	4.7
Victoria Daly (R)	2011	F	5.8
Victoria Daly (R)	2011	M	5.5
Victoria Daly (R)	2016	F	14.5
Victoria Daly (R)	2016	M	19.3
Wagait (S)	2006	F	3.9
Wagait (S)	2006	M	0
Wagait (S)	2011	F	0
Wagait (S)	2011	M	2.9
Wagait (S)	2016	F	6.9
Wagait (S)	2016	M	11.7
West Arnhem (R)	2006	F	5.8
West Arnhem (R)	2006	M	6.2
West Arnhem (R)	2011	F	15
West Arnhem (R)	2011	M	12.7
West Arnhem (R)	2016	F	21.4
West Arnhem (R)	2016	M	19.5
West Daly (R)	2006	F	3.4
West Daly (R)	2006	M	4.1
West Daly (R)	2011	F	22.1
West Daly (R)	2011	M	23.4
West Daly (R)	2016	F	37.8
West Daly (R)	2016	M	47
Unincorporated NT	2006	F	2.8
Unincorporated NT	2006	M	1.5
Unincorporated NT	2011	F	2.3
Unincorporated NT	2011	M	2.1
Unincorporated NT	2016	F	2.2
Unincorporated NT	2016	M	3.5
No usual address (NT)	2006	F	14.6
No usual address (NT)	2006	M	11.7
No usual address (NT)	2011	F	12.4
No usual address (NT)	2011	M	14.4
No usual address (NT)	2016	F	11.8
No usual address (NT)	2016	M	13
Migratory - Offshore - Shipping (NT)	2006	F	0
Migratory - Offshore - Shipping (NT)	2006	M	0
Migratory - Offshore - Shipping (NT)	2011	F	0
Migratory - Offshore - Shipping (NT)	2011	M	0
Migratory - Offshore - Shipping (NT)	2016	F	0
Migratory - Offshore - Shipping (NT)	2016	M	0
Unincorporated ACT	2006	F	3
Unincorporated ACT	2006	M	3.7
Unincorporated ACT	2011	F	3.3
Unincorporated ACT	2011	M	3.8
Unincorporated ACT	2016	F	4.5
Unincorporated ACT	2016	M	4.9
No usual address (ACT)	2006	F	16.4
No usual address (ACT)	2006	M	16.3
No usual address (ACT)	2011	F	19.5
No usual address (ACT)	2011	M	15.9
No usual address (ACT)	2016	F	12.2
No usual address (ACT)	2016	M	21.8
Migratory - Offshore - Shipping (ACT)	2006	F	0
Migratory - Offshore - Shipping (ACT)	2006	M	0
Migratory - Offshore - Shipping (ACT)	2011	F	0
Migratory - Offshore - Shipping (ACT)	2011	M	0
Migratory - Offshore - Shipping (ACT)	2016	F	0
Migratory - Offshore - Shipping (ACT)	2016	M	0
Unincorp. Other Territories	2006	F	7.8
Unincorp. Other Territories	2006	M	5.3
Unincorp. Other Territories	2011	F	3.5
Unincorp. Other Territories	2011	M	3.6
Unincorp. Other Territories	2016	F	3
Unincorp. Other Territories	2016	M	2.2
No usual address (OT)	2006	F	0
No usual address (OT)	2006	M	0
No usual address (OT)	2011	F	0
No usual address (OT)	2011	M	0
No usual address (OT)	2016	F	27.3
No usual address (OT)	2016	M	57.1
Migratory - Offshore - Shipping (OT)	2006	F	0
Migratory - Offshore - Shipping (OT)	2006	M	0
Migratory - Offshore - Shipping (OT)	2011	F	0
Migratory - Offshore - Shipping (OT)	2011	M	0
Migratory - Offshore - Shipping (OT)	2016	F	0
Migratory - Offshore - Shipping (OT)	2016	M	0
