LGA_NAME16	Year	NonSchoolQualification	Sex	persons
Blue Mountains (C)	2011		M	19851
Blue Mountains (C)	2011	Certificate nfd	F	887
Blue Mountains (C)	2011	Certificate nfd	M	496
Blue Mountains (C)	2011	Certificate I and II Level	F	510
Blue Mountains (C)	2011	Certificate I and II Level	M	312
Blue Mountains (C)	2011	Certificate III and IV Level	F	3058
Blue Mountains (C)	2011	Certificate III and IV Level	M	7051
Blue Mountains (C)	2011	Advanced Diploma and Diploma	F	3810
Blue Mountains (C)	2011	Advanced Diploma and Diploma	M	2712
Blue Mountains (C)	2011	Bachelor	F	5829
Blue Mountains (C)	2011	Bachelor	M	4104
Blue Mountains (C)	2011	Graduate Diploma and Graduate Certificate	F	1064
Blue Mountains (C)	2011	Graduate Diploma and Graduate Certificate	M	646
Blue Mountains (C)	2011	Postgraduate	F	1585
Blue Mountains (C)	2011	Postgraduate	M	1539
Blue Mountains (C)	2016		F	20426
Blue Mountains (C)	2016		M	18766
Blue Mountains (C)	2016	Certificate nfd	F	1050
Blue Mountains (C)	2016	Certificate nfd	M	668
Blue Mountains (C)	2016	Certificate I and II Level	F	440
Blue Mountains (C)	2016	Certificate I and II Level	M	272
Blue Mountains (C)	2016	Certificate III and IV Level	F	3434
Blue Mountains (C)	2016	Certificate III and IV Level	M	7202
Blue Mountains (C)	2016	Advanced Diploma and Diploma	F	4322
Blue Mountains (C)	2016	Advanced Diploma and Diploma	M	3049
Blue Mountains (C)	2016	Bachelor	F	6521
Blue Mountains (C)	2016	Bachelor	M	4520
Blue Mountains (C)	2016	Graduate Diploma and Graduate Certificate	F	1333
Blue Mountains (C)	2016	Graduate Diploma and Graduate Certificate	M	706
Blue Mountains (C)	2016	Postgraduate	F	2256
Blue Mountains (C)	2016	Postgraduate	M	1936
Bogan (A)	2006		F	1132
Bogan (A)	2006		M	1175
Bogan (A)	2006	Certificate nfd	F	10
Bogan (A)	2006	Certificate nfd	M	11
Bogan (A)	2006	Certificate I and II Level	F	17
Bogan (A)	2006	Certificate I and II Level	M	8
Bogan (A)	2006	Certificate III and IV Level	F	79
Bogan (A)	2006	Certificate III and IV Level	M	214
Bogan (A)	2006	Advanced Diploma and Diploma	F	58
Bogan (A)	2006	Advanced Diploma and Diploma	M	32
Bogan (A)	2006	Bachelor	F	75
Bogan (A)	2006	Bachelor	M	47
Bogan (A)	2006	Graduate Diploma and Graduate Certificate	F	9
Bogan (A)	2006	Graduate Diploma and Graduate Certificate	M	4
Bogan (A)	2006	Postgraduate	F	3
Bogan (A)	2006	Postgraduate	M	6
Bogan (A)	2011		F	1112
Bogan (A)	2011		M	1149
Bogan (A)	2011	Certificate nfd	F	21
Bogan (A)	2011	Certificate nfd	M	10
Bogan (A)	2011	Certificate I and II Level	F	20
Bogan (A)	2011	Certificate I and II Level	M	4
Bogan (A)	2011	Certificate III and IV Level	F	100
Bogan (A)	2011	Certificate III and IV Level	M	228
Bogan (A)	2011	Advanced Diploma and Diploma	F	65
Bogan (A)	2011	Advanced Diploma and Diploma	M	26
Bogan (A)	2011	Bachelor	F	91
Bogan (A)	2011	Bachelor	M	50
Bogan (A)	2011	Graduate Diploma and Graduate Certificate	F	9
Bogan (A)	2011	Graduate Diploma and Graduate Certificate	M	4
Bogan (A)	2011	Postgraduate	F	4
Bogan (A)	2011	Postgraduate	M	7
Bogan (A)	2016		F	990
Bogan (A)	2016		M	973
Bogan (A)	2016	Certificate nfd	F	23
Bogan (A)	2016	Certificate nfd	M	15
Bogan (A)	2016	Certificate I and II Level	F	15
Bogan (A)	2016	Certificate I and II Level	M	8
Bogan (A)	2016	Certificate III and IV Level	F	105
Bogan (A)	2016	Certificate III and IV Level	M	258
Bogan (A)	2016	Advanced Diploma and Diploma	F	74
Bogan (A)	2016	Advanced Diploma and Diploma	M	42
Bogan (A)	2016	Bachelor	F	105
Bogan (A)	2016	Bachelor	M	49
Bogan (A)	2016	Graduate Diploma and Graduate Certificate	F	13
Bogan (A)	2016	Graduate Diploma and Graduate Certificate	M	3
Bogan (A)	2016	Postgraduate	F	9
Bogan (A)	2016	Postgraduate	M	7
Botany Bay (C)	2006		F	13370
Botany Bay (C)	2006		M	11886
Botany Bay (C)	2006	Certificate nfd	F	329
Botany Bay (C)	2006	Certificate nfd	M	138
Botany Bay (C)	2006	Certificate I and II Level	F	177
Botany Bay (C)	2006	Certificate I and II Level	M	86
Botany Bay (C)	2006	Certificate III and IV Level	F	835
Botany Bay (C)	2006	Certificate III and IV Level	M	2614
Botany Bay (C)	2006	Advanced Diploma and Diploma	F	1161
Botany Bay (C)	2006	Advanced Diploma and Diploma	M	882
Botany Bay (C)	2006	Bachelor	F	1754
Botany Bay (C)	2006	Bachelor	M	1465
Botany Bay (C)	2006	Graduate Diploma and Graduate Certificate	F	123
Botany Bay (C)	2006	Graduate Diploma and Graduate Certificate	M	84
Botany Bay (C)	2006	Postgraduate	F	440
Botany Bay (C)	2006	Postgraduate	M	643
Botany Bay (C)	2011		F	13294
Botany Bay (C)	2011		M	12179
Botany Bay (C)	2011	Certificate nfd	F	317
Botany Bay (C)	2011	Certificate nfd	M	168
Botany Bay (C)	2011	Certificate I and II Level	F	185
Botany Bay (C)	2011	Certificate I and II Level	M	85
Botany Bay (C)	2011	Certificate III and IV Level	F	1109
Botany Bay (C)	2011	Certificate III and IV Level	M	2826
Botany Bay (C)	2011	Advanced Diploma and Diploma	F	1538
Botany Bay (C)	2011	Advanced Diploma and Diploma	M	1172
Botany Bay (C)	2011	Bachelor	F	2499
Botany Bay (C)	2011	Bachelor	M	2010
Botany Bay (C)	2011	Graduate Diploma and Graduate Certificate	F	181
Botany Bay (C)	2011	Graduate Diploma and Graduate Certificate	M	140
Botany Bay (C)	2011	Postgraduate	F	740
Botany Bay (C)	2011	Postgraduate	M	915
Botany Bay (C)	2016		F	13844
Botany Bay (C)	2016		M	13282
Botany Bay (C)	2016	Certificate nfd	F	429
Botany Bay (C)	2016	Certificate nfd	M	284
Botany Bay (C)	2016	Certificate I and II Level	F	192
Botany Bay (C)	2016	Certificate I and II Level	M	121
Botany Bay (C)	2016	Certificate III and IV Level	F	1374
Botany Bay (C)	2016	Certificate III and IV Level	M	3136
Botany Bay (C)	2016	Advanced Diploma and Diploma	F	1953
Botany Bay (C)	2016	Advanced Diploma and Diploma	M	1571
Botany Bay (C)	2016	Bachelor	F	3907
Botany Bay (C)	2016	Bachelor	M	3202
Botany Bay (C)	2016	Graduate Diploma and Graduate Certificate	F	328
Botany Bay (C)	2016	Graduate Diploma and Graduate Certificate	M	185
Botany Bay (C)	2016	Postgraduate	F	1393
Botany Bay (C)	2016	Postgraduate	M	1448
Bourke (A)	2006		F	1184
Bourke (A)	2006		M	1280
Bourke (A)	2006	Certificate nfd	F	18
Bourke (A)	2006	Certificate nfd	M	9
Bourke (A)	2006	Certificate I and II Level	F	28
Bourke (A)	2006	Certificate I and II Level	M	11
Bourke (A)	2006	Certificate III and IV Level	F	69
Bourke (A)	2006	Certificate III and IV Level	M	161
Bourke (A)	2006	Advanced Diploma and Diploma	F	71
Bourke (A)	2006	Advanced Diploma and Diploma	M	52
Bourke (A)	2006	Bachelor	F	108
Bourke (A)	2006	Bachelor	M	66
Bourke (A)	2006	Graduate Diploma and Graduate Certificate	F	11
Bourke (A)	2006	Graduate Diploma and Graduate Certificate	M	4
Bourke (A)	2006	Postgraduate	F	15
Bourke (A)	2006	Postgraduate	M	5
Bourke (A)	2011		F	1036
Bourke (A)	2011		M	1120
Bourke (A)	2011	Certificate nfd	F	22
Bourke (A)	2011	Certificate nfd	M	4
Bourke (A)	2011	Certificate I and II Level	F	24
Bourke (A)	2011	Certificate I and II Level	M	13
Bourke (A)	2011	Certificate III and IV Level	F	97
Bourke (A)	2011	Certificate III and IV Level	M	200
Bourke (A)	2011	Advanced Diploma and Diploma	F	67
Bourke (A)	2011	Advanced Diploma and Diploma	M	53
Bourke (A)	2011	Bachelor	F	138
Bourke (A)	2011	Bachelor	M	59
Bourke (A)	2011	Graduate Diploma and Graduate Certificate	F	14
Bourke (A)	2011	Graduate Diploma and Graduate Certificate	M	0
Bourke (A)	2011	Postgraduate	F	14
Bourke (A)	2011	Postgraduate	M	10
Bourke (A)	2016		F	982
Bourke (A)	2016		M	995
Bourke (A)	2016	Certificate nfd	F	13
Bourke (A)	2016	Certificate nfd	M	16
Bourke (A)	2016	Certificate I and II Level	F	24
Bourke (A)	2016	Certificate I and II Level	M	11
Bourke (A)	2016	Certificate III and IV Level	F	77
Bourke (A)	2016	Certificate III and IV Level	M	165
Bourke (A)	2016	Advanced Diploma and Diploma	F	91
Bourke (A)	2016	Advanced Diploma and Diploma	M	56
Bourke (A)	2016	Bachelor	F	114
Bourke (A)	2016	Bachelor	M	48
Bourke (A)	2016	Graduate Diploma and Graduate Certificate	F	8
Bourke (A)	2016	Graduate Diploma and Graduate Certificate	M	3
Bourke (A)	2016	Postgraduate	F	20
Bourke (A)	2016	Postgraduate	M	7
Brewarrina (A)	2006		F	817
Brewarrina (A)	2006		M	855
Brewarrina (A)	2006	Certificate nfd	F	9
Brewarrina (A)	2006	Certificate nfd	M	6
Brewarrina (A)	2006	Certificate I and II Level	F	5
Brewarrina (A)	2006	Certificate I and II Level	M	4
Brewarrina (A)	2006	Certificate III and IV Level	F	30
Brewarrina (A)	2006	Certificate III and IV Level	M	89
Brewarrina (A)	2006	Advanced Diploma and Diploma	F	30
Brewarrina (A)	2006	Advanced Diploma and Diploma	M	18
Brewarrina (A)	2006	Bachelor	F	45
Brewarrina (A)	2006	Bachelor	M	23
Brewarrina (A)	2006	Graduate Diploma and Graduate Certificate	F	7
Brewarrina (A)	2006	Graduate Diploma and Graduate Certificate	M	3
Brewarrina (A)	2006	Postgraduate	F	7
Brewarrina (A)	2006	Postgraduate	M	0
Brewarrina (A)	2011		F	694
Brewarrina (A)	2011		M	721
Brewarrina (A)	2011	Certificate nfd	F	9
Brewarrina (A)	2011	Certificate nfd	M	6
Brewarrina (A)	2011	Certificate I and II Level	F	21
Brewarrina (A)	2011	Certificate I and II Level	M	10
Brewarrina (A)	2011	Certificate III and IV Level	F	52
Brewarrina (A)	2011	Certificate III and IV Level	M	102
Brewarrina (A)	2011	Advanced Diploma and Diploma	F	34
Brewarrina (A)	2011	Advanced Diploma and Diploma	M	17
Brewarrina (A)	2011	Bachelor	F	58
Brewarrina (A)	2011	Bachelor	M	23
Brewarrina (A)	2011	Graduate Diploma and Graduate Certificate	F	4
Brewarrina (A)	2011	Graduate Diploma and Graduate Certificate	M	0
Brewarrina (A)	2011	Postgraduate	F	10
Brewarrina (A)	2011	Postgraduate	M	5
Brewarrina (A)	2016		F	610
Brewarrina (A)	2016		M	683
Brewarrina (A)	2016	Certificate nfd	F	10
Brewarrina (A)	2016	Certificate nfd	M	6
Brewarrina (A)	2016	Certificate I and II Level	F	22
Brewarrina (A)	2016	Certificate I and II Level	M	20
Brewarrina (A)	2016	Certificate III and IV Level	F	47
Brewarrina (A)	2016	Certificate III and IV Level	M	93
Brewarrina (A)	2016	Advanced Diploma and Diploma	F	36
Brewarrina (A)	2016	Advanced Diploma and Diploma	M	24
Brewarrina (A)	2016	Bachelor	F	64
Brewarrina (A)	2016	Bachelor	M	16
Brewarrina (A)	2016	Graduate Diploma and Graduate Certificate	F	3
Brewarrina (A)	2016	Graduate Diploma and Graduate Certificate	M	7
Brewarrina (A)	2016	Postgraduate	F	10
Brewarrina (A)	2016	Postgraduate	M	0
Broken Hill (C)	2006		F	8127
Broken Hill (C)	2006		M	6994
Broken Hill (C)	2006	Certificate nfd	F	145
Broken Hill (C)	2006	Certificate nfd	M	51
Broken Hill (C)	2006	Certificate I and II Level	F	145
Broken Hill (C)	2006	Certificate I and II Level	M	72
Broken Hill (C)	2006	Certificate III and IV Level	F	628
Broken Hill (C)	2006	Certificate III and IV Level	M	1707
Broken Hill (C)	2006	Advanced Diploma and Diploma	F	312
Broken Hill (C)	2006	Advanced Diploma and Diploma	M	233
Broken Hill (C)	2006	Bachelor	F	457
Broken Hill (C)	2006	Bachelor	M	252
Broken Hill (C)	2006	Graduate Diploma and Graduate Certificate	F	98
Broken Hill (C)	2006	Graduate Diploma and Graduate Certificate	M	40
Broken Hill (C)	2006	Postgraduate	F	44
Broken Hill (C)	2006	Postgraduate	M	53
Broken Hill (C)	2011		F	7380
Broken Hill (C)	2011		M	6427
Broken Hill (C)	2011	Certificate nfd	F	128
Broken Hill (C)	2011	Certificate nfd	M	67
Broken Hill (C)	2011	Certificate I and II Level	F	139
Broken Hill (C)	2011	Certificate I and II Level	M	70
Broken Hill (C)	2011	Certificate III and IV Level	F	803
Broken Hill (C)	2011	Certificate III and IV Level	M	1801
Broken Hill (C)	2011	Advanced Diploma and Diploma	F	360
Broken Hill (C)	2011	Advanced Diploma and Diploma	M	285
Broken Hill (C)	2011	Bachelor	F	515
Broken Hill (C)	2011	Bachelor	M	266
Broken Hill (C)	2011	Graduate Diploma and Graduate Certificate	F	97
Broken Hill (C)	2011	Graduate Diploma and Graduate Certificate	M	50
Broken Hill (C)	2011	Postgraduate	F	76
Broken Hill (C)	2011	Postgraduate	M	50
Broken Hill (C)	2016		F	6480
Broken Hill (C)	2016		M	5760
Broken Hill (C)	2016	Certificate nfd	F	208
Broken Hill (C)	2016	Certificate nfd	M	81
Broken Hill (C)	2016	Certificate I and II Level	F	159
Broken Hill (C)	2016	Certificate I and II Level	M	70
Broken Hill (C)	2016	Certificate III and IV Level	F	907
Broken Hill (C)	2016	Certificate III and IV Level	M	1976
Broken Hill (C)	2016	Advanced Diploma and Diploma	F	506
Broken Hill (C)	2016	Advanced Diploma and Diploma	M	299
Broken Hill (C)	2016	Bachelor	F	595
Broken Hill (C)	2016	Bachelor	M	300
Broken Hill (C)	2016	Graduate Diploma and Graduate Certificate	F	112
Broken Hill (C)	2016	Graduate Diploma and Graduate Certificate	M	63
Broken Hill (C)	2016	Postgraduate	F	124
Broken Hill (C)	2016	Postgraduate	M	66
Burwood (A)	2006		F	10249
Burwood (A)	2006		M	9112
Burwood (A)	2006	Certificate nfd	F	238
Burwood (A)	2006	Certificate nfd	M	118
Burwood (A)	2006	Certificate I and II Level	F	126
Burwood (A)	2006	Certificate I and II Level	M	87
Burwood (A)	2006	Certificate III and IV Level	F	563
Burwood (A)	2006	Certificate III and IV Level	M	1451
Burwood (A)	2006	Advanced Diploma and Diploma	F	1205
Burwood (A)	2006	Advanced Diploma and Diploma	M	890
Burwood (A)	2006	Bachelor	F	2442
Burwood (A)	2006	Bachelor	M	2326
Burwood (A)	2006	Graduate Diploma and Graduate Certificate	F	205
Burwood (A)	2006	Graduate Diploma and Graduate Certificate	M	118
Burwood (A)	2006	Postgraduate	F	752
Burwood (A)	2006	Postgraduate	M	1047
Burwood (A)	2011		F	9762
Burwood (A)	2011		M	8985
Burwood (A)	2011	Certificate nfd	F	212
Burwood (A)	2011	Certificate nfd	M	110
Burwood (A)	2011	Certificate I and II Level	F	120
Burwood (A)	2011	Certificate I and II Level	M	74
Burwood (A)	2011	Certificate III and IV Level	F	676
Burwood (A)	2011	Certificate III and IV Level	M	1476
Burwood (A)	2011	Advanced Diploma and Diploma	F	1471
Burwood (A)	2011	Advanced Diploma and Diploma	M	1281
Burwood (A)	2011	Bachelor	F	2945
Burwood (A)	2011	Bachelor	M	2582
Burwood (A)	2011	Graduate Diploma and Graduate Certificate	F	247
Burwood (A)	2011	Graduate Diploma and Graduate Certificate	M	167
Burwood (A)	2011	Postgraduate	F	1079
Burwood (A)	2011	Postgraduate	M	1234
Burwood (A)	2016		F	10380
Burwood (A)	2016		M	9567
Burwood (A)	2016	Certificate nfd	F	291
Burwood (A)	2016	Certificate nfd	M	175
Burwood (A)	2016	Certificate I and II Level	F	117
Burwood (A)	2016	Certificate I and II Level	M	73
Burwood (A)	2016	Certificate III and IV Level	F	750
Burwood (A)	2016	Certificate III and IV Level	M	1502
Burwood (A)	2016	Advanced Diploma and Diploma	F	1522
Burwood (A)	2016	Advanced Diploma and Diploma	M	1228
Burwood (A)	2016	Bachelor	F	3975
Burwood (A)	2016	Bachelor	M	3452
Burwood (A)	2016	Graduate Diploma and Graduate Certificate	F	315
Burwood (A)	2016	Graduate Diploma and Graduate Certificate	M	196
Burwood (A)	2016	Postgraduate	F	1678
Burwood (A)	2016	Postgraduate	M	1592
Byron (A)	2006		F	9678
Byron (A)	2006		M	9021
Byron (A)	2006	Certificate nfd	F	276
Byron (A)	2006	Certificate nfd	M	131
Byron (A)	2006	Certificate I and II Level	F	205
Byron (A)	2006	Certificate I and II Level	M	96
Byron (A)	2006	Certificate III and IV Level	F	852
Byron (A)	2006	Certificate III and IV Level	M	2485
Byron (A)	2006	Advanced Diploma and Diploma	F	1323
Byron (A)	2006	Advanced Diploma and Diploma	M	716
Byron (A)	2006	Bachelor	F	1781
Byron (A)	2006	Bachelor	M	1297
Byron (A)	2006	Graduate Diploma and Graduate Certificate	F	268
Byron (A)	2006	Graduate Diploma and Graduate Certificate	M	145
Byron (A)	2006	Postgraduate	F	237
Byron (A)	2006	Postgraduate	M	262
Byron (A)	2011		F	8825
Byron (A)	2011		M	8410
Byron (A)	2011	Certificate nfd	F	253
Byron (A)	2011	Certificate nfd	M	143
Byron (A)	2011	Certificate I and II Level	F	194
Byron (A)	2011	Certificate I and II Level	M	91
Byron (A)	2011	Certificate III and IV Level	F	1119
Byron (A)	2011	Certificate III and IV Level	M	2730
Byron (A)	2011	Advanced Diploma and Diploma	F	1564
Byron (A)	2011	Advanced Diploma and Diploma	M	817
Byron (A)	2011	Bachelor	F	2217
Byron (A)	2011	Bachelor	M	1557
Byron (A)	2011	Graduate Diploma and Graduate Certificate	F	342
Byron (A)	2011	Graduate Diploma and Graduate Certificate	M	182
Byron (A)	2011	Postgraduate	F	412
Byron (A)	2011	Postgraduate	M	356
Byron (A)	2016		F	9037
Byron (A)	2016		M	8554
Byron (A)	2016	Certificate nfd	F	409
Byron (A)	2016	Certificate nfd	M	211
Byron (A)	2016	Certificate I and II Level	F	153
Byron (A)	2016	Certificate I and II Level	M	82
Byron (A)	2016	Certificate III and IV Level	F	1248
Byron (A)	2016	Certificate III and IV Level	M	2854
Byron (A)	2016	Advanced Diploma and Diploma	F	1831
Byron (A)	2016	Advanced Diploma and Diploma	M	956
Byron (A)	2016	Bachelor	F	2661
Byron (A)	2016	Bachelor	M	1859
Byron (A)	2016	Graduate Diploma and Graduate Certificate	F	391
Byron (A)	2016	Graduate Diploma and Graduate Certificate	M	201
Byron (A)	2016	Postgraduate	F	631
Byron (A)	2016	Postgraduate	M	480
Cabonne (A)	2006		F	4460
Cabonne (A)	2006		M	4310
Cabonne (A)	2006	Certificate nfd	F	110
Cabonne (A)	2006	Certificate nfd	M	62
Cabonne (A)	2006	Certificate I and II Level	F	85
Cabonne (A)	2006	Certificate I and II Level	M	53
Cabonne (A)	2006	Certificate III and IV Level	F	449
Cabonne (A)	2006	Certificate III and IV Level	M	1169
Cabonne (A)	2006	Advanced Diploma and Diploma	F	391
Cabonne (A)	2006	Advanced Diploma and Diploma	M	246
Cabonne (A)	2006	Bachelor	F	520
Cabonne (A)	2006	Bachelor	M	273
Cabonne (A)	2006	Graduate Diploma and Graduate Certificate	F	69
Cabonne (A)	2006	Graduate Diploma and Graduate Certificate	M	33
Cabonne (A)	2006	Postgraduate	F	74
Cabonne (A)	2006	Postgraduate	M	93
Cabonne (A)	2011		F	4329
Cabonne (A)	2011		M	4175
Cabonne (A)	2011	Certificate nfd	F	121
Cabonne (A)	2011	Certificate nfd	M	64
Cabonne (A)	2011	Certificate I and II Level	F	112
Cabonne (A)	2011	Certificate I and II Level	M	56
Cabonne (A)	2011	Certificate III and IV Level	F	613
Cabonne (A)	2011	Certificate III and IV Level	M	1337
Cabonne (A)	2011	Advanced Diploma and Diploma	F	446
Cabonne (A)	2011	Advanced Diploma and Diploma	M	309
Cabonne (A)	2011	Bachelor	F	615
Cabonne (A)	2011	Bachelor	M	323
Cabonne (A)	2011	Graduate Diploma and Graduate Certificate	F	93
Cabonne (A)	2011	Graduate Diploma and Graduate Certificate	M	40
Cabonne (A)	2011	Postgraduate	F	85
Cabonne (A)	2011	Postgraduate	M	100
Cabonne (A)	2016		F	4306
Cabonne (A)	2016		M	4205
Cabonne (A)	2016	Certificate nfd	F	199
Cabonne (A)	2016	Certificate nfd	M	86
Cabonne (A)	2016	Certificate I and II Level	F	113
Cabonne (A)	2016	Certificate I and II Level	M	49
Cabonne (A)	2016	Certificate III and IV Level	F	611
Cabonne (A)	2016	Certificate III and IV Level	M	1437
Cabonne (A)	2016	Advanced Diploma and Diploma	F	543
Cabonne (A)	2016	Advanced Diploma and Diploma	M	352
Cabonne (A)	2016	Bachelor	F	710
Cabonne (A)	2016	Bachelor	M	398
Cabonne (A)	2016	Graduate Diploma and Graduate Certificate	F	94
Cabonne (A)	2016	Graduate Diploma and Graduate Certificate	M	44
Cabonne (A)	2016	Postgraduate	F	123
Cabonne (A)	2016	Postgraduate	M	121
Camden (A)	2006		F	18739
Camden (A)	2006		M	15772
Camden (A)	2006	Certificate nfd	F	600
Camden (A)	2006	Certificate nfd	M	256
Camden (A)	2006	Certificate I and II Level	F	406
Camden (A)	2006	Certificate I and II Level	M	119
Camden (A)	2006	Certificate III and IV Level	F	1456
Camden (A)	2006	Certificate III and IV Level	M	5353
Camden (A)	2006	Advanced Diploma and Diploma	F	1741
Camden (A)	2006	Advanced Diploma and Diploma	M	1164
Camden (A)	2006	Bachelor	F	1872
Camden (A)	2006	Bachelor	M	1247
Camden (A)	2006	Graduate Diploma and Graduate Certificate	F	238
Camden (A)	2006	Graduate Diploma and Graduate Certificate	M	133
Camden (A)	2006	Postgraduate	F	260
Camden (A)	2006	Postgraduate	M	287
Camden (A)	2011		F	19841
Camden (A)	2011		M	17258
Camden (A)	2011	Certificate nfd	F	591
Camden (A)	2011	Certificate nfd	M	258
Camden (A)	2011	Certificate I and II Level	F	417
Camden (A)	2011	Certificate I and II Level	M	158
Camden (A)	2011	Certificate III and IV Level	F	2332
Camden (A)	2011	Certificate III and IV Level	M	6361
