LGA_NAME16	Year	Occupation	Sex	workers
Blue Mountains (C)	2006	Professionals	F	5400
Blue Mountains (C)	2006	Professionals	M	4429
Blue Mountains (C)	2006	Sales workers	F	1790
Blue Mountains (C)	2006	Sales workers	M	1205
Blue Mountains (C)	2006	Technicians and trades workers	F	696
Blue Mountains (C)	2006	Technicians and trades workers	M	3994
Blue Mountains (C)	2011		F	221
Blue Mountains (C)	2011		M	290
Blue Mountains (C)	2011	Clerical and administrative workers	F	3784
Blue Mountains (C)	2011	Clerical and administrative workers	M	1306
Blue Mountains (C)	2011	Community and personal service workers	F	2699
Blue Mountains (C)	2011	Community and personal service workers	M	1367
Blue Mountains (C)	2011	Labourers	F	802
Blue Mountains (C)	2011	Labourers	M	1617
Blue Mountains (C)	2011	Machinery operators and drivers	F	125
Blue Mountains (C)	2011	Machinery operators and drivers	M	1422
Blue Mountains (C)	2011	Managers	F	1497
Blue Mountains (C)	2011	Managers	M	2781
Blue Mountains (C)	2011	Professionals	F	5739
Blue Mountains (C)	2011	Professionals	M	4517
Blue Mountains (C)	2011	Sales workers	F	1683
Blue Mountains (C)	2011	Sales workers	M	1062
Blue Mountains (C)	2011	Technicians and trades workers	F	678
Blue Mountains (C)	2011	Technicians and trades workers	M	4009
Blue Mountains (C)	2016		F	185
Blue Mountains (C)	2016		M	304
Blue Mountains (C)	2016	Clerical and administrative workers	F	3592
Blue Mountains (C)	2016	Clerical and administrative workers	M	1207
Blue Mountains (C)	2016	Community and personal service workers	F	2882
Blue Mountains (C)	2016	Community and personal service workers	M	1443
Blue Mountains (C)	2016	Labourers	F	908
Blue Mountains (C)	2016	Labourers	M	1785
Blue Mountains (C)	2016	Machinery operators and drivers	F	120
Blue Mountains (C)	2016	Machinery operators and drivers	M	1375
Blue Mountains (C)	2016	Managers	F	1682
Blue Mountains (C)	2016	Managers	M	2794
Blue Mountains (C)	2016	Professionals	F	5990
Blue Mountains (C)	2016	Professionals	M	4289
Blue Mountains (C)	2016	Sales workers	F	1606
Blue Mountains (C)	2016	Sales workers	M	1090
Blue Mountains (C)	2016	Technicians and trades workers	F	748
Blue Mountains (C)	2016	Technicians and trades workers	M	3866
Bogan (A)	2006		F	6
Bogan (A)	2006		M	19
Bogan (A)	2006	Clerical and administrative workers	F	94
Bogan (A)	2006	Clerical and administrative workers	M	19
Bogan (A)	2006	Community and personal service workers	F	81
Bogan (A)	2006	Community and personal service workers	M	23
Bogan (A)	2006	Labourers	F	72
Bogan (A)	2006	Labourers	M	91
Bogan (A)	2006	Machinery operators and drivers	F	10
Bogan (A)	2006	Machinery operators and drivers	M	142
Bogan (A)	2006	Managers	F	129
Bogan (A)	2006	Managers	M	254
Bogan (A)	2006	Professionals	F	85
Bogan (A)	2006	Professionals	M	40
Bogan (A)	2006	Sales workers	F	44
Bogan (A)	2006	Sales workers	M	22
Bogan (A)	2006	Technicians and trades workers	F	22
Bogan (A)	2006	Technicians and trades workers	M	136
Bogan (A)	2011		F	12
Bogan (A)	2011		M	11
Bogan (A)	2011	Clerical and administrative workers	F	92
Bogan (A)	2011	Clerical and administrative workers	M	17
Bogan (A)	2011	Community and personal service workers	F	89
Bogan (A)	2011	Community and personal service workers	M	23
Bogan (A)	2011	Labourers	F	67
Bogan (A)	2011	Labourers	M	104
Bogan (A)	2011	Machinery operators and drivers	F	22
Bogan (A)	2011	Machinery operators and drivers	M	148
Bogan (A)	2011	Managers	F	101
Bogan (A)	2011	Managers	M	234
Bogan (A)	2011	Professionals	F	88
Bogan (A)	2011	Professionals	M	42
Bogan (A)	2011	Sales workers	F	44
Bogan (A)	2011	Sales workers	M	19
Bogan (A)	2011	Technicians and trades workers	F	21
Bogan (A)	2011	Technicians and trades workers	M	108
Bogan (A)	2016		F	8
Bogan (A)	2016		M	15
Bogan (A)	2016	Clerical and administrative workers	F	79
Bogan (A)	2016	Clerical and administrative workers	M	22
Bogan (A)	2016	Community and personal service workers	F	108
Bogan (A)	2016	Community and personal service workers	M	23
Bogan (A)	2016	Labourers	F	59
Bogan (A)	2016	Labourers	M	92
Bogan (A)	2016	Machinery operators and drivers	F	16
Bogan (A)	2016	Machinery operators and drivers	M	140
Bogan (A)	2016	Managers	F	102
Bogan (A)	2016	Managers	M	177
Bogan (A)	2016	Professionals	F	84
Bogan (A)	2016	Professionals	M	34
Bogan (A)	2016	Sales workers	F	49
Bogan (A)	2016	Sales workers	M	17
Bogan (A)	2016	Technicians and trades workers	F	19
Bogan (A)	2016	Technicians and trades workers	M	138
Botany Bay (C)	2006		F	177
Botany Bay (C)	2006		M	242
Botany Bay (C)	2006	Clerical and administrative workers	F	2167
Botany Bay (C)	2006	Clerical and administrative workers	M	840
Botany Bay (C)	2006	Community and personal service workers	F	925
Botany Bay (C)	2006	Community and personal service workers	M	572
Botany Bay (C)	2006	Labourers	F	718
Botany Bay (C)	2006	Labourers	M	1194
Botany Bay (C)	2006	Machinery operators and drivers	F	189
Botany Bay (C)	2006	Machinery operators and drivers	M	1395
Botany Bay (C)	2006	Managers	F	569
Botany Bay (C)	2006	Managers	M	913
Botany Bay (C)	2006	Professionals	F	1356
Botany Bay (C)	2006	Professionals	M	1250
Botany Bay (C)	2006	Sales workers	F	994
Botany Bay (C)	2006	Sales workers	M	658
Botany Bay (C)	2006	Technicians and trades workers	F	388
Botany Bay (C)	2006	Technicians and trades workers	M	1903
Botany Bay (C)	2011		F	143
Botany Bay (C)	2011		M	235
Botany Bay (C)	2011	Clerical and administrative workers	F	2346
Botany Bay (C)	2011	Clerical and administrative workers	M	924
Botany Bay (C)	2011	Community and personal service workers	F	1140
Botany Bay (C)	2011	Community and personal service workers	M	743
Botany Bay (C)	2011	Labourers	F	575
Botany Bay (C)	2011	Labourers	M	1022
Botany Bay (C)	2011	Machinery operators and drivers	F	141
Botany Bay (C)	2011	Machinery operators and drivers	M	1308
Botany Bay (C)	2011	Managers	F	801
Botany Bay (C)	2011	Managers	M	1226
Botany Bay (C)	2011	Professionals	F	1953
Botany Bay (C)	2011	Professionals	M	1651
Botany Bay (C)	2011	Sales workers	F	1109
Botany Bay (C)	2011	Sales workers	M	713
Botany Bay (C)	2011	Technicians and trades workers	F	391
Botany Bay (C)	2011	Technicians and trades workers	M	1990
Botany Bay (C)	2016		F	163
Botany Bay (C)	2016		M	259
Botany Bay (C)	2016	Clerical and administrative workers	F	2465
Botany Bay (C)	2016	Clerical and administrative workers	M	1041
Botany Bay (C)	2016	Community and personal service workers	F	1575
Botany Bay (C)	2016	Community and personal service workers	M	899
Botany Bay (C)	2016	Labourers	F	697
Botany Bay (C)	2016	Labourers	M	1257
Botany Bay (C)	2016	Machinery operators and drivers	F	145
Botany Bay (C)	2016	Machinery operators and drivers	M	1339
Botany Bay (C)	2016	Managers	F	1178
Botany Bay (C)	2016	Managers	M	1775
Botany Bay (C)	2016	Professionals	F	2726
Botany Bay (C)	2016	Professionals	M	2425
Botany Bay (C)	2016	Sales workers	F	1366
Botany Bay (C)	2016	Sales workers	M	874
Botany Bay (C)	2016	Technicians and trades workers	F	474
Botany Bay (C)	2016	Technicians and trades workers	M	2314
Bourke (A)	2006		F	22
Bourke (A)	2006		M	20
Bourke (A)	2006	Clerical and administrative workers	F	132
Bourke (A)	2006	Clerical and administrative workers	M	16
Bourke (A)	2006	Community and personal service workers	F	85
Bourke (A)	2006	Community and personal service workers	M	65
Bourke (A)	2006	Labourers	F	63
Bourke (A)	2006	Labourers	M	125
Bourke (A)	2006	Machinery operators and drivers	F	4
Bourke (A)	2006	Machinery operators and drivers	M	71
Bourke (A)	2006	Managers	F	103
Bourke (A)	2006	Managers	M	205
Bourke (A)	2006	Professionals	F	142
Bourke (A)	2006	Professionals	M	65
Bourke (A)	2006	Sales workers	F	46
Bourke (A)	2006	Sales workers	M	14
Bourke (A)	2006	Technicians and trades workers	F	23
Bourke (A)	2006	Technicians and trades workers	M	106
Bourke (A)	2011		F	15
Bourke (A)	2011		M	15
Bourke (A)	2011	Clerical and administrative workers	F	116
Bourke (A)	2011	Clerical and administrative workers	M	22
Bourke (A)	2011	Community and personal service workers	F	98
Bourke (A)	2011	Community and personal service workers	M	62
Bourke (A)	2011	Labourers	F	42
Bourke (A)	2011	Labourers	M	85
Bourke (A)	2011	Machinery operators and drivers	F	3
Bourke (A)	2011	Machinery operators and drivers	M	76
Bourke (A)	2011	Managers	F	97
Bourke (A)	2011	Managers	M	172
Bourke (A)	2011	Professionals	F	136
Bourke (A)	2011	Professionals	M	70
Bourke (A)	2011	Sales workers	F	56
Bourke (A)	2011	Sales workers	M	22
Bourke (A)	2011	Technicians and trades workers	F	11
Bourke (A)	2011	Technicians and trades workers	M	115
Bourke (A)	2016		F	13
Bourke (A)	2016		M	12
Bourke (A)	2016	Clerical and administrative workers	F	75
Bourke (A)	2016	Clerical and administrative workers	M	20
Bourke (A)	2016	Community and personal service workers	F	112
Bourke (A)	2016	Community and personal service workers	M	58
Bourke (A)	2016	Labourers	F	46
Bourke (A)	2016	Labourers	M	77
Bourke (A)	2016	Machinery operators and drivers	F	0
Bourke (A)	2016	Machinery operators and drivers	M	62
Bourke (A)	2016	Managers	F	77
Bourke (A)	2016	Managers	M	123
Bourke (A)	2016	Professionals	F	114
Bourke (A)	2016	Professionals	M	55
Bourke (A)	2016	Sales workers	F	36
Bourke (A)	2016	Sales workers	M	16
Bourke (A)	2016	Technicians and trades workers	F	15
Bourke (A)	2016	Technicians and trades workers	M	91
Brewarrina (A)	2006		F	14
Brewarrina (A)	2006		M	17
Brewarrina (A)	2006	Clerical and administrative workers	F	47
Brewarrina (A)	2006	Clerical and administrative workers	M	5
Brewarrina (A)	2006	Community and personal service workers	F	58
Brewarrina (A)	2006	Community and personal service workers	M	30
Brewarrina (A)	2006	Labourers	F	31
Brewarrina (A)	2006	Labourers	M	88
Brewarrina (A)	2006	Machinery operators and drivers	F	9
Brewarrina (A)	2006	Machinery operators and drivers	M	28
Brewarrina (A)	2006	Managers	F	62
Brewarrina (A)	2006	Managers	M	110
Brewarrina (A)	2006	Professionals	F	62
Brewarrina (A)	2006	Professionals	M	28
Brewarrina (A)	2006	Sales workers	F	9
Brewarrina (A)	2006	Sales workers	M	4
Brewarrina (A)	2006	Technicians and trades workers	F	10
Brewarrina (A)	2006	Technicians and trades workers	M	49
Brewarrina (A)	2011		F	5
Brewarrina (A)	2011		M	14
Brewarrina (A)	2011	Clerical and administrative workers	F	38
Brewarrina (A)	2011	Clerical and administrative workers	M	16
Brewarrina (A)	2011	Community and personal service workers	F	77
Brewarrina (A)	2011	Community and personal service workers	M	31
Brewarrina (A)	2011	Labourers	F	32
Brewarrina (A)	2011	Labourers	M	78
Brewarrina (A)	2011	Machinery operators and drivers	F	0
Brewarrina (A)	2011	Machinery operators and drivers	M	24
Brewarrina (A)	2011	Managers	F	59
Brewarrina (A)	2011	Managers	M	94
Brewarrina (A)	2011	Professionals	F	64
Brewarrina (A)	2011	Professionals	M	25
Brewarrina (A)	2011	Sales workers	F	11
Brewarrina (A)	2011	Sales workers	M	5
Brewarrina (A)	2011	Technicians and trades workers	F	5
Brewarrina (A)	2011	Technicians and trades workers	M	48
Brewarrina (A)	2016		F	7
Brewarrina (A)	2016		M	6
Brewarrina (A)	2016	Clerical and administrative workers	F	32
Brewarrina (A)	2016	Clerical and administrative workers	M	3
Brewarrina (A)	2016	Community and personal service workers	F	57
Brewarrina (A)	2016	Community and personal service workers	M	37
Brewarrina (A)	2016	Labourers	F	12
Brewarrina (A)	2016	Labourers	M	60
Brewarrina (A)	2016	Machinery operators and drivers	F	0
Brewarrina (A)	2016	Machinery operators and drivers	M	19
Brewarrina (A)	2016	Managers	F	47
Brewarrina (A)	2016	Managers	M	80
Brewarrina (A)	2016	Professionals	F	58
Brewarrina (A)	2016	Professionals	M	23
Brewarrina (A)	2016	Sales workers	F	6
Brewarrina (A)	2016	Sales workers	M	3
Brewarrina (A)	2016	Technicians and trades workers	F	6
Brewarrina (A)	2016	Technicians and trades workers	M	33
Broken Hill (C)	2006		F	50
Broken Hill (C)	2006		M	81
Broken Hill (C)	2006	Clerical and administrative workers	F	624
Broken Hill (C)	2006	Clerical and administrative workers	M	188
Broken Hill (C)	2006	Community and personal service workers	F	586
Broken Hill (C)	2006	Community and personal service workers	M	262
Broken Hill (C)	2006	Labourers	F	334
Broken Hill (C)	2006	Labourers	M	485
Broken Hill (C)	2006	Machinery operators and drivers	F	30
Broken Hill (C)	2006	Machinery operators and drivers	M	676
Broken Hill (C)	2006	Managers	F	286
Broken Hill (C)	2006	Managers	M	434
Broken Hill (C)	2006	Professionals	F	635
Broken Hill (C)	2006	Professionals	M	389
Broken Hill (C)	2006	Sales workers	F	507
Broken Hill (C)	2006	Sales workers	M	230
Broken Hill (C)	2006	Technicians and trades workers	F	159
Broken Hill (C)	2006	Technicians and trades workers	M	915
Broken Hill (C)	2011		F	59
Broken Hill (C)	2011		M	73
Broken Hill (C)	2011	Clerical and administrative workers	F	642
Broken Hill (C)	2011	Clerical and administrative workers	M	186
Broken Hill (C)	2011	Community and personal service workers	F	699
Broken Hill (C)	2011	Community and personal service workers	M	286
Broken Hill (C)	2011	Labourers	F	334
Broken Hill (C)	2011	Labourers	M	450
Broken Hill (C)	2011	Machinery operators and drivers	F	28
Broken Hill (C)	2011	Machinery operators and drivers	M	743
Broken Hill (C)	2011	Managers	F	265
Broken Hill (C)	2011	Managers	M	419
Broken Hill (C)	2011	Professionals	F	687
Broken Hill (C)	2011	Professionals	M	362
Broken Hill (C)	2011	Sales workers	F	470
Broken Hill (C)	2011	Sales workers	M	201
Broken Hill (C)	2011	Technicians and trades workers	F	167
Broken Hill (C)	2011	Technicians and trades workers	M	941
Broken Hill (C)	2016		F	46
Broken Hill (C)	2016		M	91
Broken Hill (C)	2016	Clerical and administrative workers	F	598
Broken Hill (C)	2016	Clerical and administrative workers	M	151
Broken Hill (C)	2016	Community and personal service workers	F	754
Broken Hill (C)	2016	Community and personal service workers	M	299
Broken Hill (C)	2016	Labourers	F	315
Broken Hill (C)	2016	Labourers	M	446
Broken Hill (C)	2016	Machinery operators and drivers	F	35
Broken Hill (C)	2016	Machinery operators and drivers	M	688
Broken Hill (C)	2016	Managers	F	286
Broken Hill (C)	2016	Managers	M	353
Broken Hill (C)	2016	Professionals	F	757
Broken Hill (C)	2016	Professionals	M	358
Broken Hill (C)	2016	Sales workers	F	445
Broken Hill (C)	2016	Sales workers	M	258
Broken Hill (C)	2016	Technicians and trades workers	F	162
Broken Hill (C)	2016	Technicians and trades workers	M	858
Burwood (A)	2006		F	147
Burwood (A)	2006		M	219
Burwood (A)	2006	Clerical and administrative workers	F	1590
Burwood (A)	2006	Clerical and administrative workers	M	700
Burwood (A)	2006	Community and personal service workers	F	650
Burwood (A)	2006	Community and personal service workers	M	411
Burwood (A)	2006	Labourers	F	406
Burwood (A)	2006	Labourers	M	826
Burwood (A)	2006	Machinery operators and drivers	F	59
Burwood (A)	2006	Machinery operators and drivers	M	529
Burwood (A)	2006	Managers	F	552
Burwood (A)	2006	Managers	M	1068
Burwood (A)	2006	Professionals	F	1810
Burwood (A)	2006	Professionals	M	1714
Burwood (A)	2006	Sales workers	F	867
Burwood (A)	2006	Sales workers	M	691
Burwood (A)	2006	Technicians and trades workers	F	250
Burwood (A)	2006	Technicians and trades workers	M	1230
Burwood (A)	2011		F	138
Burwood (A)	2011		M	240
Burwood (A)	2011	Clerical and administrative workers	F	1612
Burwood (A)	2011	Clerical and administrative workers	M	738
Burwood (A)	2011	Community and personal service workers	F	868
Burwood (A)	2011	Community and personal service workers	M	484
Burwood (A)	2011	Labourers	F	389
Burwood (A)	2011	Labourers	M	876
Burwood (A)	2011	Machinery operators and drivers	F	59
Burwood (A)	2011	Machinery operators and drivers	M	517
Burwood (A)	2011	Managers	F	646
Burwood (A)	2011	Managers	M	1067
Burwood (A)	2011	Professionals	F	2155
Burwood (A)	2011	Professionals	M	2075
Burwood (A)	2011	Sales workers	F	829
Burwood (A)	2011	Sales workers	M	676
Burwood (A)	2011	Technicians and trades workers	F	330
Burwood (A)	2011	Technicians and trades workers	M	1386
Burwood (A)	2016		F	199
Burwood (A)	2016		M	236
Burwood (A)	2016	Clerical and administrative workers	F	1647
Burwood (A)	2016	Clerical and administrative workers	M	702
Burwood (A)	2016	Community and personal service workers	F	1102
Burwood (A)	2016	Community and personal service workers	M	600
Burwood (A)	2016	Labourers	F	506
Burwood (A)	2016	Labourers	M	1041
Burwood (A)	2016	Machinery operators and drivers	F	69
Burwood (A)	2016	Machinery operators and drivers	M	561
Burwood (A)	2016	Managers	F	761
Burwood (A)	2016	Managers	M	1146
Burwood (A)	2016	Professionals	F	2581
Burwood (A)	2016	Professionals	M	2355
Burwood (A)	2016	Sales workers	F	1027
Burwood (A)	2016	Sales workers	M	802
Burwood (A)	2016	Technicians and trades workers	F	313
Burwood (A)	2016	Technicians and trades workers	M	1526
Byron (A)	2006		F	90
Byron (A)	2006		M	117
Byron (A)	2006	Clerical and administrative workers	F	1005
Byron (A)	2006	Clerical and administrative workers	M	228
Byron (A)	2006	Community and personal service workers	F	876
Byron (A)	2006	Community and personal service workers	M	386
Byron (A)	2006	Labourers	F	486
