STE_NAME16	Year	Age	FOE	adults
Northern Territory	2016	85+	Education	23
Northern Territory	2016	85+	Engineering and related technologies	62
Northern Territory	2016	85+	Field of study not stated	224
Northern Territory	2016	85+	Food hospitality and personal services	11
Northern Territory	2016	85+	Health	44
Northern Territory	2016	85+	Information technology	0
Northern Territory	2016	85+	Management and commerce	25
Northern Territory	2016	85+	Mixed field programmes	0
Northern Territory	2016	85+	Natural and physical sciences	6
Northern Territory	2016	85+	Society and culture	18
Australian Capital Territory	2006	15-19	Agriculture environmental and related studies	20
Australian Capital Territory	2006	15-19	Architecture and building	57
Australian Capital Territory	2006	15-19	Creative arts	68
Australian Capital Territory	2006	15-19	Education	13
Australian Capital Territory	2006	15-19	Engineering and related technologies	79
Australian Capital Territory	2006	15-19	Field of study not stated	2334
Australian Capital Territory	2006	15-19	Food hospitality and personal services	247
Australian Capital Territory	2006	15-19	Health	32
Australian Capital Territory	2006	15-19	Information technology	129
Australian Capital Territory	2006	15-19	Management and commerce	328
Australian Capital Territory	2006	15-19	Mixed field programmes	20
Australian Capital Territory	2006	15-19	Natural and physical sciences	9
Australian Capital Territory	2006	15-19	Society and culture	159
Australian Capital Territory	2006	20-24	Agriculture environmental and related studies	267
Australian Capital Territory	2006	20-24	Architecture and building	448
Australian Capital Territory	2006	20-24	Creative arts	1047
Australian Capital Territory	2006	20-24	Education	326
Australian Capital Territory	2006	20-24	Engineering and related technologies	844
Australian Capital Territory	2006	20-24	Field of study not stated	2153
Australian Capital Territory	2006	20-24	Food hospitality and personal services	824
Australian Capital Territory	2006	20-24	Health	532
Australian Capital Territory	2006	20-24	Information technology	1147
Australian Capital Territory	2006	20-24	Management and commerce	2653
Australian Capital Territory	2006	20-24	Mixed field programmes	39
Australian Capital Territory	2006	20-24	Natural and physical sciences	672
Australian Capital Territory	2006	20-24	Society and culture	2212
Australian Capital Territory	2006	25-34	Agriculture environmental and related studies	826
Australian Capital Territory	2006	25-34	Architecture and building	1406
Australian Capital Territory	2006	25-34	Creative arts	2040
Australian Capital Territory	2006	25-34	Education	2041
Australian Capital Territory	2006	25-34	Engineering and related technologies	3226
Australian Capital Territory	2006	25-34	Field of study not stated	3971
Australian Capital Territory	2006	25-34	Food hospitality and personal services	1653
Australian Capital Territory	2006	25-34	Health	1945
Australian Capital Territory	2006	25-34	Information technology	2973
Australian Capital Territory	2006	25-34	Management and commerce	7092
Australian Capital Territory	2006	25-34	Mixed field programmes	38
Australian Capital Territory	2006	25-34	Natural and physical sciences	2269
Australian Capital Territory	2006	25-34	Society and culture	7441
Australian Capital Territory	2006	35-44	Agriculture environmental and related studies	703
Australian Capital Territory	2006	35-44	Architecture and building	1329
Australian Capital Territory	2006	35-44	Creative arts	1413
Australian Capital Territory	2006	35-44	Education	2108
Australian Capital Territory	2006	35-44	Engineering and related technologies	3656
Australian Capital Territory	2006	35-44	Field of study not stated	3655
Australian Capital Territory	2006	35-44	Food hospitality and personal services	1189
Australian Capital Territory	2006	35-44	Health	2586
Australian Capital Territory	2006	35-44	Information technology	2584
Australian Capital Territory	2006	35-44	Management and commerce	6574
Australian Capital Territory	2006	35-44	Mixed field programmes	32
Australian Capital Territory	2006	35-44	Natural and physical sciences	2250
Australian Capital Territory	2006	35-44	Society and culture	6344
Australian Capital Territory	2006	45-54	Agriculture environmental and related studies	558
Australian Capital Territory	2006	45-54	Architecture and building	1315
Australian Capital Territory	2006	45-54	Creative arts	983
Australian Capital Territory	2006	45-54	Education	2966
Australian Capital Territory	2006	45-54	Engineering and related technologies	3439
Australian Capital Territory	2006	45-54	Field of study not stated	3419
Australian Capital Territory	2006	45-54	Food hospitality and personal services	729
Australian Capital Territory	2006	45-54	Health	3027
Australian Capital Territory	2006	45-54	Information technology	1855
Australian Capital Territory	2006	45-54	Management and commerce	5686
Australian Capital Territory	2006	45-54	Mixed field programmes	28
Australian Capital Territory	2006	45-54	Natural and physical sciences	2141
Australian Capital Territory	2006	45-54	Society and culture	6422
Australian Capital Territory	2006	55-64	Agriculture environmental and related studies	326
Australian Capital Territory	2006	55-64	Architecture and building	1035
Australian Capital Territory	2006	55-64	Creative arts	505
Australian Capital Territory	2006	55-64	Education	2514
Australian Capital Territory	2006	55-64	Engineering and related technologies	2699
Australian Capital Territory	2006	55-64	Field of study not stated	2690
Australian Capital Territory	2006	55-64	Food hospitality and personal services	463
Australian Capital Territory	2006	55-64	Health	1758
Australian Capital Territory	2006	55-64	Information technology	641
Australian Capital Territory	2006	55-64	Management and commerce	3629
Australian Capital Territory	2006	55-64	Mixed field programmes	9
Australian Capital Territory	2006	55-64	Natural and physical sciences	1514
Australian Capital Territory	2006	55-64	Society and culture	4599
Australian Capital Territory	2006	65-74	Agriculture environmental and related studies	163
Australian Capital Territory	2006	65-74	Architecture and building	665
Australian Capital Territory	2006	65-74	Creative arts	217
Australian Capital Territory	2006	65-74	Education	1099
Australian Capital Territory	2006	65-74	Engineering and related technologies	1450
Australian Capital Territory	2006	65-74	Field of study not stated	1947
Australian Capital Territory	2006	65-74	Food hospitality and personal services	209
Australian Capital Territory	2006	65-74	Health	886
Australian Capital Territory	2006	65-74	Information technology	75
Australian Capital Territory	2006	65-74	Management and commerce	1160
Australian Capital Territory	2006	65-74	Mixed field programmes	8
Australian Capital Territory	2006	65-74	Natural and physical sciences	530
Australian Capital Territory	2006	65-74	Society and culture	1597
Australian Capital Territory	2006	75-84	Agriculture environmental and related studies	76
Australian Capital Territory	2006	75-84	Architecture and building	336
Australian Capital Territory	2006	75-84	Creative arts	110
Australian Capital Territory	2006	75-84	Education	394
Australian Capital Territory	2006	75-84	Engineering and related technologies	772
Australian Capital Territory	2006	75-84	Field of study not stated	1810
Australian Capital Territory	2006	75-84	Food hospitality and personal services	110
Australian Capital Territory	2006	75-84	Health	470
Australian Capital Territory	2006	75-84	Information technology	12
Australian Capital Territory	2006	75-84	Management and commerce	695
Australian Capital Territory	2006	75-84	Mixed field programmes	11
Australian Capital Territory	2006	75-84	Natural and physical sciences	320
Australian Capital Territory	2006	75-84	Society and culture	746
Australian Capital Territory	2006	85+	Agriculture environmental and related studies	18
Australian Capital Territory	2006	85+	Architecture and building	56
Australian Capital Territory	2006	85+	Creative arts	32
Australian Capital Territory	2006	85+	Education	128
Australian Capital Territory	2006	85+	Engineering and related technologies	173
Australian Capital Territory	2006	85+	Field of study not stated	758
Australian Capital Territory	2006	85+	Food hospitality and personal services	30
Australian Capital Territory	2006	85+	Health	144
Australian Capital Territory	2006	85+	Information technology	8
Australian Capital Territory	2006	85+	Management and commerce	207
Australian Capital Territory	2006	85+	Mixed field programmes	7
Australian Capital Territory	2006	85+	Natural and physical sciences	68
Australian Capital Territory	2006	85+	Society and culture	151
Australian Capital Territory	2011	15-19	Agriculture environmental and related studies	26
Australian Capital Territory	2011	15-19	Architecture and building	70
Australian Capital Territory	2011	15-19	Creative arts	99
Australian Capital Territory	2011	15-19	Education	19
Australian Capital Territory	2011	15-19	Engineering and related technologies	81
Australian Capital Territory	2011	15-19	Field of study not stated	1951
Australian Capital Territory	2011	15-19	Food hospitality and personal services	243
Australian Capital Territory	2011	15-19	Health	30
Australian Capital Territory	2011	15-19	Information technology	158
Australian Capital Territory	2011	15-19	Management and commerce	278
Australian Capital Territory	2011	15-19	Mixed field programmes	25
Australian Capital Territory	2011	15-19	Natural and physical sciences	14
Australian Capital Territory	2011	15-19	Society and culture	179
Australian Capital Territory	2011	20-24	Agriculture environmental and related studies	205
Australian Capital Territory	2011	20-24	Architecture and building	786
Australian Capital Territory	2011	20-24	Creative arts	984
Australian Capital Territory	2011	20-24	Education	367
Australian Capital Territory	2011	20-24	Engineering and related technologies	963
Australian Capital Territory	2011	20-24	Field of study not stated	2470
Australian Capital Territory	2011	20-24	Food hospitality and personal services	955
Australian Capital Territory	2011	20-24	Health	678
Australian Capital Territory	2011	20-24	Information technology	780
Australian Capital Territory	2011	20-24	Management and commerce	2945
Australian Capital Territory	2011	20-24	Mixed field programmes	54
Australian Capital Territory	2011	20-24	Natural and physical sciences	807
Australian Capital Territory	2011	20-24	Society and culture	2696
Australian Capital Territory	2011	25-34	Agriculture environmental and related studies	823
Australian Capital Territory	2011	25-34	Architecture and building	1703
Australian Capital Territory	2011	25-34	Creative arts	2655
Australian Capital Territory	2011	25-34	Education	2339
Australian Capital Territory	2011	25-34	Engineering and related technologies	3644
Australian Capital Territory	2011	25-34	Field of study not stated	4151
Australian Capital Territory	2011	25-34	Food hospitality and personal services	1848
Australian Capital Territory	2011	25-34	Health	2818
Australian Capital Territory	2011	25-34	Information technology	3938
Australian Capital Territory	2011	25-34	Management and commerce	9239
Australian Capital Territory	2011	25-34	Mixed field programmes	24
Australian Capital Territory	2011	25-34	Natural and physical sciences	2558
Australian Capital Territory	2011	25-34	Society and culture	9633
Australian Capital Territory	2011	35-44	Agriculture environmental and related studies	887
Australian Capital Territory	2011	35-44	Architecture and building	1646
Australian Capital Territory	2011	35-44	Creative arts	1722
Australian Capital Territory	2011	35-44	Education	2417
Australian Capital Territory	2011	35-44	Engineering and related technologies	3748
Australian Capital Territory	2011	35-44	Field of study not stated	3595
Australian Capital Territory	2011	35-44	Food hospitality and personal services	1551
Australian Capital Territory	2011	35-44	Health	2854
Australian Capital Territory	2011	35-44	Information technology	3097
Australian Capital Territory	2011	35-44	Management and commerce	8527
Australian Capital Territory	2011	35-44	Mixed field programmes	18
Australian Capital Territory	2011	35-44	Natural and physical sciences	2350
Australian Capital Territory	2011	35-44	Society and culture	7733
Australian Capital Territory	2011	45-54	Agriculture environmental and related studies	640
Australian Capital Territory	2011	45-54	Architecture and building	1412
Australian Capital Territory	2011	45-54	Creative arts	1163
Australian Capital Territory	2011	45-54	Education	2584
Australian Capital Territory	2011	45-54	Engineering and related technologies	3654
Australian Capital Territory	2011	45-54	Field of study not stated	3170
Australian Capital Territory	2011	45-54	Food hospitality and personal services	912
Australian Capital Territory	2011	45-54	Health	3068
Australian Capital Territory	2011	45-54	Information technology	2386
Australian Capital Territory	2011	45-54	Management and commerce	6949
Australian Capital Territory	2011	45-54	Mixed field programmes	16
Australian Capital Territory	2011	45-54	Natural and physical sciences	2225
Australian Capital Territory	2011	45-54	Society and culture	6781
Australian Capital Territory	2011	55-64	Agriculture environmental and related studies	444
Australian Capital Territory	2011	55-64	Architecture and building	1152
Australian Capital Territory	2011	55-64	Creative arts	692
Australian Capital Territory	2011	55-64	Education	2803
Australian Capital Territory	2011	55-64	Engineering and related technologies	2960
Australian Capital Territory	2011	55-64	Field of study not stated	2530
Australian Capital Territory	2011	55-64	Food hospitality and personal services	511
Australian Capital Territory	2011	55-64	Health	2277
Australian Capital Territory	2011	55-64	Information technology	1056
Australian Capital Territory	2011	55-64	Management and commerce	4780
Australian Capital Territory	2011	55-64	Mixed field programmes	17
Australian Capital Territory	2011	55-64	Natural and physical sciences	1795
Australian Capital Territory	2011	55-64	Society and culture	5649
Australian Capital Territory	2011	65-74	Agriculture environmental and related studies	215
Australian Capital Territory	2011	65-74	Architecture and building	706
Australian Capital Territory	2011	65-74	Creative arts	287
Australian Capital Territory	2011	65-74	Education	1621
Australian Capital Territory	2011	65-74	Engineering and related technologies	1737
Australian Capital Territory	2011	65-74	Field of study not stated	1939
Australian Capital Territory	2011	65-74	Food hospitality and personal services	270
Australian Capital Territory	2011	65-74	Health	1139
Australian Capital Territory	2011	65-74	Information technology	203
Australian Capital Territory	2011	65-74	Management and commerce	1851
Australian Capital Territory	2011	65-74	Mixed field programmes	12
Australian Capital Territory	2011	65-74	Natural and physical sciences	878
Australian Capital Territory	2011	65-74	Society and culture	2584
Australian Capital Territory	2011	75-84	Agriculture environmental and related studies	107
Australian Capital Territory	2011	75-84	Architecture and building	350
Australian Capital Territory	2011	75-84	Creative arts	129
Australian Capital Territory	2011	75-84	Education	559
Australian Capital Territory	2011	75-84	Engineering and related technologies	949
Australian Capital Territory	2011	75-84	Field of study not stated	1756
Australian Capital Territory	2011	75-84	Food hospitality and personal services	125
Australian Capital Territory	2011	75-84	Health	560
Australian Capital Territory	2011	75-84	Information technology	15
Australian Capital Territory	2011	75-84	Management and commerce	659
Australian Capital Territory	2011	75-84	Mixed field programmes	9
Australian Capital Territory	2011	75-84	Natural and physical sciences	336
Australian Capital Territory	2011	75-84	Society and culture	897
Australian Capital Territory	2011	85+	Agriculture environmental and related studies	20
Australian Capital Territory	2011	85+	Architecture and building	102
Australian Capital Territory	2011	85+	Creative arts	52
Australian Capital Territory	2011	85+	Education	143
Australian Capital Territory	2011	85+	Engineering and related technologies	252
Australian Capital Territory	2011	85+	Field of study not stated	1153
Australian Capital Territory	2011	85+	Food hospitality and personal services	26
Australian Capital Territory	2011	85+	Health	206
Australian Capital Territory	2011	85+	Information technology	0
Australian Capital Territory	2011	85+	Management and commerce	314
Australian Capital Territory	2011	85+	Mixed field programmes	4
Australian Capital Territory	2011	85+	Natural and physical sciences	107
Australian Capital Territory	2011	85+	Society and culture	243
Australian Capital Territory	2016	15-19	Agriculture environmental and related studies	18
Australian Capital Territory	2016	15-19	Architecture and building	81
Australian Capital Territory	2016	15-19	Creative arts	117
Australian Capital Territory	2016	15-19	Education	41
Australian Capital Territory	2016	15-19	Engineering and related technologies	67
Australian Capital Territory	2016	15-19	Field of study not stated	1383
Australian Capital Territory	2016	15-19	Food hospitality and personal services	227
Australian Capital Territory	2016	15-19	Health	46
Australian Capital Territory	2016	15-19	Information technology	137
Australian Capital Territory	2016	15-19	Management and commerce	256
Australian Capital Territory	2016	15-19	Mixed field programmes	44
Australian Capital Territory	2016	15-19	Natural and physical sciences	36
Australian Capital Territory	2016	15-19	Society and culture	295
Australian Capital Territory	2016	20-24	Agriculture environmental and related studies	234
Australian Capital Territory	2016	20-24	Architecture and building	708
Australian Capital Territory	2016	20-24	Creative arts	868
Australian Capital Territory	2016	20-24	Education	507
Australian Capital Territory	2016	20-24	Engineering and related technologies	1018
Australian Capital Territory	2016	20-24	Field of study not stated	2243
Australian Capital Territory	2016	20-24	Food hospitality and personal services	843
Australian Capital Territory	2016	20-24	Health	890
Australian Capital Territory	2016	20-24	Information technology	841
Australian Capital Territory	2016	20-24	Management and commerce	2920
Australian Capital Territory	2016	20-24	Mixed field programmes	66
Australian Capital Territory	2016	20-24	Natural and physical sciences	1001
Australian Capital Territory	2016	20-24	Society and culture	2874
Australian Capital Territory	2016	25-34	Agriculture environmental and related studies	824
Australian Capital Territory	2016	25-34	Architecture and building	2319
Australian Capital Territory	2016	25-34	Creative arts	2786
Australian Capital Territory	2016	25-34	Education	2787
Australian Capital Territory	2016	25-34	Engineering and related technologies	4145
Australian Capital Territory	2016	25-34	Field of study not stated	5459
Australian Capital Territory	2016	25-34	Food hospitality and personal services	2218
Australian Capital Territory	2016	25-34	Health	4427
Australian Capital Territory	2016	25-34	Information technology	3921
Australian Capital Territory	2016	25-34	Management and commerce	10628
Australian Capital Territory	2016	25-34	Mixed field programmes	31
Australian Capital Territory	2016	25-34	Natural and physical sciences	2839
Australian Capital Territory	2016	25-34	Society and culture	11034
Australian Capital Territory	2016	35-44	Agriculture environmental and related studies	874
Australian Capital Territory	2016	35-44	Architecture and building	1789
Australian Capital Territory	2016	35-44	Creative arts	2154
Australian Capital Territory	2016	35-44	Education	2986
Australian Capital Territory	2016	35-44	Engineering and related technologies	3958
Australian Capital Territory	2016	35-44	Field of study not stated	4589
Australian Capital Territory	2016	35-44	Food hospitality and personal services	1676
Australian Capital Territory	2016	35-44	Health	3611
Australian Capital Territory	2016	35-44	Information technology	4086
Australian Capital Territory	2016	35-44	Management and commerce	10217
Australian Capital Territory	2016	35-44	Mixed field programmes	29
Australian Capital Territory	2016	35-44	Natural and physical sciences	2555
Australian Capital Territory	2016	35-44	Society and culture	9353
Australian Capital Territory	2016	45-54	Agriculture environmental and related studies	707
Australian Capital Territory	2016	45-54	Architecture and building	1464
Australian Capital Territory	2016	45-54	Creative arts	1480
Australian Capital Territory	2016	45-54	Education	2535
Australian Capital Territory	2016	45-54	Engineering and related technologies	3617
Australian Capital Territory	2016	45-54	Field of study not stated	3931
Australian Capital Territory	2016	45-54	Food hospitality and personal services	1124
Australian Capital Territory	2016	45-54	Health	3028
Australian Capital Territory	2016	45-54	Information technology	2746
Australian Capital Territory	2016	45-54	Management and commerce	8193
Australian Capital Territory	2016	45-54	Mixed field programmes	20
Australian Capital Territory	2016	45-54	Natural and physical sciences	2356
Australian Capital Territory	2016	45-54	Society and culture	7514
Australian Capital Territory	2016	55-64	Agriculture environmental and related studies	510
Australian Capital Territory	2016	55-64	Architecture and building	1144
Australian Capital Territory	2016	55-64	Creative arts	889
Australian Capital Territory	2016	55-64	Education	2715
Australian Capital Territory	2016	55-64	Engineering and related technologies	3079
Australian Capital Territory	2016	55-64	Field of study not stated	3149
Australian Capital Territory	2016	55-64	Food hospitality and personal services	662
Australian Capital Territory	2016	55-64	Health	2748
Australian Capital Territory	2016	55-64	Information technology	1604
Australian Capital Territory	2016	55-64	Management and commerce	5528
Australian Capital Territory	2016	55-64	Mixed field programmes	39
Australian Capital Territory	2016	55-64	Natural and physical sciences	1899
Australian Capital Territory	2016	55-64	Society and culture	6227
Australian Capital Territory	2016	65-74	Agriculture environmental and related studies	292
Australian Capital Territory	2016	65-74	Architecture and building	826
Australian Capital Territory	2016	65-74	Creative arts	455
Australian Capital Territory	2016	65-74	Education	2144
Australian Capital Territory	2016	65-74	Engineering and related technologies	2258
Australian Capital Territory	2016	65-74	Field of study not stated	2514
Australian Capital Territory	2016	65-74	Food hospitality and personal services	384
Australian Capital Territory	2016	65-74	Health	1504
Australian Capital Territory	2016	65-74	Information technology	473
Australian Capital Territory	2016	65-74	Management and commerce	3126
Australian Capital Territory	2016	65-74	Mixed field programmes	45
Australian Capital Territory	2016	65-74	Natural and physical sciences	1331
Australian Capital Territory	2016	65-74	Society and culture	4191
Australian Capital Territory	2016	75-84	Agriculture environmental and related studies	144
Australian Capital Territory	2016	75-84	Architecture and building	449
Australian Capital Territory	2016	75-84	Creative arts	173
Australian Capital Territory	2016	75-84	Education	949
Australian Capital Territory	2016	75-84	Engineering and related technologies	1142
Australian Capital Territory	2016	75-84	Field of study not stated	1918
Australian Capital Territory	2016	75-84	Food hospitality and personal services	145
Australian Capital Territory	2016	75-84	Health	797
Australian Capital Territory	2016	75-84	Information technology	48
Australian Capital Territory	2016	75-84	Management and commerce	968
Australian Capital Territory	2016	75-84	Mixed field programmes	42
Australian Capital Territory	2016	75-84	Natural and physical sciences	470
Australian Capital Territory	2016	75-84	Society and culture	1335
Australian Capital Territory	2016	85+	Agriculture environmental and related studies	34
Australian Capital Territory	2016	85+	Architecture and building	135
Australian Capital Territory	2016	85+	Creative arts	68
Australian Capital Territory	2016	85+	Education	229
Australian Capital Territory	2016	85+	Engineering and related technologies	422
Australian Capital Territory	2016	85+	Field of study not stated	1402
Australian Capital Territory	2016	85+	Food hospitality and personal services	44
Australian Capital Territory	2016	85+	Health	269
Australian Capital Territory	2016	85+	Information technology	0
Australian Capital Territory	2016	85+	Management and commerce	362
Australian Capital Territory	2016	85+	Mixed field programmes	22
Australian Capital Territory	2016	85+	Natural and physical sciences	181
Australian Capital Territory	2016	85+	Society and culture	384
Other Territories	2006	15-19	Agriculture environmental and related studies	0
Other Territories	2006	15-19	Architecture and building	0
Other Territories	2006	15-19	Creative arts	0
Other Territories	2006	15-19	Education	0
Other Territories	2006	15-19	Engineering and related technologies	0
Other Territories	2006	15-19	Field of study not stated	18
Other Territories	2006	15-19	Food hospitality and personal services	0
Other Territories	2006	15-19	Health	0
Other Territories	2006	15-19	Information technology	0
Other Territories	2006	15-19	Management and commerce	6
Other Territories	2006	15-19	Mixed field programmes	0
Other Territories	2006	15-19	Natural and physical sciences	0
Other Territories	2006	15-19	Society and culture	0
Other Territories	2006	20-24	Agriculture environmental and related studies	0
Other Territories	2006	20-24	Architecture and building	4
Other Territories	2006	20-24	Creative arts	0
Other Territories	2006	20-24	Education	8
Other Territories	2006	20-24	Engineering and related technologies	4
Other Territories	2006	20-24	Field of study not stated	38
Other Territories	2006	20-24	Food hospitality and personal services	4
Other Territories	2006	20-24	Health	0
Other Territories	2006	20-24	Information technology	0
Other Territories	2006	20-24	Management and commerce	13
Other Territories	2006	20-24	Mixed field programmes	0
Other Territories	2006	20-24	Natural and physical sciences	3
Other Territories	2006	20-24	Society and culture	8
Other Territories	2006	25-34	Agriculture environmental and related studies	4
Other Territories	2006	25-34	Architecture and building	10
Other Territories	2006	25-34	Creative arts	0
Other Territories	2006	25-34	Education	14
Other Territories	2006	25-34	Engineering and related technologies	31
Other Territories	2006	25-34	Field of study not stated	57
Other Territories	2006	25-34	Food hospitality and personal services	3
Other Territories	2006	25-34	Health	3
Other Territories	2006	25-34	Information technology	7
Other Territories	2006	25-34	Management and commerce	26
Other Territories	2006	25-34	Mixed field programmes	0
Other Territories	2006	25-34	Natural and physical sciences	9
Other Territories	2006	25-34	Society and culture	22
Other Territories	2006	35-44	Agriculture environmental and related studies	3
Other Territories	2006	35-44	Architecture and building	16
Other Territories	2006	35-44	Creative arts	0
Other Territories	2006	35-44	Education	26
Other Territories	2006	35-44	Engineering and related technologies	51
Other Territories	2006	35-44	Field of study not stated	51
Other Territories	2006	35-44	Food hospitality and personal services	11
Other Territories	2006	35-44	Health	16
Other Territories	2006	35-44	Information technology	0
Other Territories	2006	35-44	Management and commerce	27
Other Territories	2006	35-44	Mixed field programmes	0
Other Territories	2006	35-44	Natural and physical sciences	11
Other Territories	2006	35-44	Society and culture	12
Other Territories	2006	45-54	Agriculture environmental and related studies	8
Other Territories	2006	45-54	Architecture and building	20
Other Territories	2006	45-54	Creative arts	0
Other Territories	2006	45-54	Education	30
Other Territories	2006	45-54	Engineering and related technologies	41
Other Territories	2006	45-54	Field of study not stated	39
Other Territories	2006	45-54	Food hospitality and personal services	5
Other Territories	2006	45-54	Health	17
Other Territories	2006	45-54	Information technology	0
Other Territories	2006	45-54	Management and commerce	17
Other Territories	2006	45-54	Mixed field programmes	0
Other Territories	2006	45-54	Natural and physical sciences	4
Other Territories	2006	45-54	Society and culture	8
Other Territories	2006	55-64	Agriculture environmental and related studies	0
Other Territories	2006	55-64	Architecture and building	13
Other Territories	2006	55-64	Creative arts	0
Other Territories	2006	55-64	Education	9
Other Territories	2006	55-64	Engineering and related technologies	16
Other Territories	2006	55-64	Field of study not stated	46
Other Territories	2006	55-64	Food hospitality and personal services	0
Other Territories	2006	55-64	Health	6
Other Territories	2006	55-64	Information technology	0
Other Territories	2006	55-64	Management and commerce	7
Other Territories	2006	55-64	Mixed field programmes	0
Other Territories	2006	55-64	Natural and physical sciences	3
Other Territories	2006	55-64	Society and culture	7
Other Territories	2006	65-74	Agriculture environmental and related studies	0
Other Territories	2006	65-74	Architecture and building	0
Other Territories	2006	65-74	Creative arts	0
Other Territories	2006	65-74	Education	0
Other Territories	2006	65-74	Engineering and related technologies	7
Other Territories	2006	65-74	Field of study not stated	20
Other Territories	2006	65-74	Food hospitality and personal services	0
Other Territories	2006	65-74	Health	0
Other Territories	2006	65-74	Information technology	0
Other Territories	2006	65-74	Management and commerce	0
Other Territories	2006	65-74	Mixed field programmes	0
Other Territories	2006	65-74	Natural and physical sciences	0
Other Territories	2006	65-74	Society and culture	0
Other Territories	2006	75-84	Agriculture environmental and related studies	0
Other Territories	2006	75-84	Architecture and building	0
Other Territories	2006	75-84	Creative arts	0
Other Territories	2006	75-84	Education	0
Other Territories	2006	75-84	Engineering and related technologies	0
Other Territories	2006	75-84	Field of study not stated	3
Other Territories	2006	75-84	Food hospitality and personal services	0
Other Territories	2006	75-84	Health	0
Other Territories	2006	75-84	Information technology	0
Other Territories	2006	75-84	Management and commerce	0
Other Territories	2006	75-84	Mixed field programmes	0
Other Territories	2006	75-84	Natural and physical sciences	0
Other Territories	2006	75-84	Society and culture	0
Other Territories	2006	85+	Agriculture environmental and related studies	0
Other Territories	2006	85+	Architecture and building	0
Other Territories	2006	85+	Creative arts	0
Other Territories	2006	85+	Education	0
Other Territories	2006	85+	Engineering and related technologies	0
Other Territories	2006	85+	Field of study not stated	0
Other Territories	2006	85+	Food hospitality and personal services	0
Other Territories	2006	85+	Health	0
Other Territories	2006	85+	Information technology	0
Other Territories	2006	85+	Management and commerce	0
Other Territories	2006	85+	Mixed field programmes	0
Other Territories	2006	85+	Natural and physical sciences	0
Other Territories	2006	85+	Society and culture	0
Other Territories	2011	15-19	Agriculture environmental and related studies	0
Other Territories	2011	15-19	Architecture and building	0
Other Territories	2011	15-19	Creative arts	0
Other Territories	2011	15-19	Education	3
Other Territories	2011	15-19	Engineering and related technologies	3
Other Territories	2011	15-19	Field of study not stated	57
Other Territories	2011	15-19	Food hospitality and personal services	0
Other Territories	2011	15-19	Health	0
Other Territories	2011	15-19	Information technology	0
Other Territories	2011	15-19	Management and commerce	5
Other Territories	2011	15-19	Mixed field programmes	0
Other Territories	2011	15-19	Natural and physical sciences	0
Other Territories	2011	15-19	Society and culture	0
Other Territories	2011	20-24	Agriculture environmental and related studies	3
Other Territories	2011	20-24	Architecture and building	4
Other Territories	2011	20-24	Creative arts	3
Other Territories	2011	20-24	Education	0
Other Territories	2011	20-24	Engineering and related technologies	7
Other Territories	2011	20-24	Field of study not stated	156
Other Territories	2011	20-24	Food hospitality and personal services	6
Other Territories	2011	20-24	Health	0
Other Territories	2011	20-24	Information technology	3
Other Territories	2011	20-24	Management and commerce	9
Other Territories	2011	20-24	Mixed field programmes	0
Other Territories	2011	20-24	Natural and physical sciences	3
Other Territories	2011	20-24	Society and culture	6
Other Territories	2011	25-34	Agriculture environmental and related studies	6
Other Territories	2011	25-34	Architecture and building	10
Other Territories	2011	25-34	Creative arts	4
Other Territories	2011	25-34	Education	17
Other Territories	2011	25-34	Engineering and related technologies	27
Other Territories	2011	25-34	Field of study not stated	466
Other Territories	2011	25-34	Food hospitality and personal services	13
Other Territories	2011	25-34	Health	7
Other Territories	2011	25-34	Information technology	8
Other Territories	2011	25-34	Management and commerce	35
Other Territories	2011	25-34	Mixed field programmes	0
Other Territories	2011	25-34	Natural and physical sciences	5
Other Territories	2011	25-34	Society and culture	25
Other Territories	2011	35-44	Agriculture environmental and related studies	11
Other Territories	2011	35-44	Architecture and building	4
Other Territories	2011	35-44	Creative arts	0
Other Territories	2011	35-44	Education	29
Other Territories	2011	35-44	Engineering and related technologies	37
Other Territories	2011	35-44	Field of study not stated	162
Other Territories	2011	35-44	Food hospitality and personal services	11
Other Territories	2011	35-44	Health	14
Other Territories	2011	35-44	Information technology	3
Other Territories	2011	35-44	Management and commerce	33
Other Territories	2011	35-44	Mixed field programmes	0
Other Territories	2011	35-44	Natural and physical sciences	8
Other Territories	2011	35-44	Society and culture	30
Other Territories	2011	45-54	Agriculture environmental and related studies	11
Other Territories	2011	45-54	Architecture and building	15
Other Territories	2011	45-54	Creative arts	7
Other Territories	2011	45-54	Education	25
Other Territories	2011	45-54	Engineering and related technologies	50
Other Territories	2011	45-54	Field of study not stated	80
Other Territories	2011	45-54	Food hospitality and personal services	4
Other Territories	2011	45-54	Health	11
Other Territories	2011	45-54	Information technology	0
Other Territories	2011	45-54	Management and commerce	33
Other Territories	2011	45-54	Mixed field programmes	0
Other Territories	2011	45-54	Natural and physical sciences	0
Other Territories	2011	45-54	Society and culture	22
Other Territories	2011	55-64	Agriculture environmental and related studies	3
Other Territories	2011	55-64	Architecture and building	10
Other Territories	2011	55-64	Creative arts	0
Other Territories	2011	55-64	Education	13
Other Territories	2011	55-64	Engineering and related technologies	35
Other Territories	2011	55-64	Field of study not stated	49
Other Territories	2011	55-64	Food hospitality and personal services	0
Other Territories	2011	55-64	Health	14
Other Territories	2011	55-64	Information technology	0
Other Territories	2011	55-64	Management and commerce	9
