STE_NAME16	Year	Age	FOE	Sex	adults
Victoria	2016	25-34	Natural and physical sciences	F	13349
Victoria	2016	25-34	Natural and physical sciences	M	8827
Victoria	2016	25-34	Society and culture	F	57387
Victoria	2016	25-34	Society and culture	M	23545
Victoria	2016	35-44	Agriculture environmental and related studies	F	4351
Victoria	2016	35-44	Agriculture environmental and related studies	M	8671
Victoria	2016	35-44	Architecture and building	F	3963
Victoria	2016	35-44	Architecture and building	M	27517
Victoria	2016	35-44	Creative arts	F	15434
Victoria	2016	35-44	Creative arts	M	10994
Victoria	2016	35-44	Education	F	31354
Victoria	2016	35-44	Education	M	8885
Victoria	2016	35-44	Engineering and related technologies	F	7582
Victoria	2016	35-44	Engineering and related technologies	M	64525
Victoria	2016	35-44	Field of study inadequately described	F	5827
Victoria	2016	35-44	Field of study inadequately described	M	4881
Victoria	2016	35-44	Field of study not stated	F	27782
Victoria	2016	35-44	Field of study not stated	M	32218
Victoria	2016	35-44	Food hospitality and personal services	F	18532
Victoria	2016	35-44	Food hospitality and personal services	M	11106
Victoria	2016	35-44	Health	F	41367
Victoria	2016	35-44	Health	M	12747
Victoria	2016	35-44	Information technology	F	8677
Victoria	2016	35-44	Information technology	M	26277
Victoria	2016	35-44	Management and commerce	F	78409
Victoria	2016	35-44	Management and commerce	M	56312
Victoria	2016	35-44	Mixed field programmes	F	333
Victoria	2016	35-44	Mixed field programmes	M	344
Victoria	2016	35-44	Natural and physical sciences	F	12305
Victoria	2016	35-44	Natural and physical sciences	M	8774
Victoria	2016	35-44	Society and culture	F	54596
Victoria	2016	35-44	Society and culture	M	20956
Victoria	2016	45-54	Agriculture environmental and related studies	F	3033
Victoria	2016	45-54	Agriculture environmental and related studies	M	8185
Victoria	2016	45-54	Architecture and building	F	2725
Victoria	2016	45-54	Architecture and building	M	25159
Victoria	2016	45-54	Creative arts	F	9469
Victoria	2016	45-54	Creative arts	M	6348
Victoria	2016	45-54	Education	F	31545
Victoria	2016	45-54	Education	M	8977
Victoria	2016	45-54	Engineering and related technologies	F	5774
Victoria	2016	45-54	Engineering and related technologies	M	71752
Victoria	2016	45-54	Field of study inadequately described	F	4456
Victoria	2016	45-54	Field of study inadequately described	M	4334
Victoria	2016	45-54	Field of study not stated	F	27579
Victoria	2016	45-54	Field of study not stated	M	30901
Victoria	2016	45-54	Food hospitality and personal services	F	14796
Victoria	2016	45-54	Food hospitality and personal services	M	8506
Victoria	2016	45-54	Health	F	38693
Victoria	2016	45-54	Health	M	11305
Victoria	2016	45-54	Information technology	F	4586
Victoria	2016	45-54	Information technology	M	11892
Victoria	2016	45-54	Management and commerce	F	56575
Victoria	2016	45-54	Management and commerce	M	43671
Victoria	2016	45-54	Mixed field programmes	F	439
Victoria	2016	45-54	Mixed field programmes	M	374
Victoria	2016	45-54	Natural and physical sciences	F	8224
Victoria	2016	45-54	Natural and physical sciences	M	8266
Victoria	2016	45-54	Society and culture	F	47149
Victoria	2016	45-54	Society and culture	M	18619
Victoria	2016	55-64	Agriculture environmental and related studies	F	1738
Victoria	2016	55-64	Agriculture environmental and related studies	M	5855
Victoria	2016	55-64	Architecture and building	F	1317
Victoria	2016	55-64	Architecture and building	M	19818
Victoria	2016	55-64	Creative arts	F	5624
Victoria	2016	55-64	Creative arts	M	4436
Victoria	2016	55-64	Education	F	32806
Victoria	2016	55-64	Education	M	11881
Victoria	2016	55-64	Engineering and related technologies	F	3865
Victoria	2016	55-64	Engineering and related technologies	M	63091
Victoria	2016	55-64	Field of study inadequately described	F	2964
Victoria	2016	55-64	Field of study inadequately described	M	3268
Victoria	2016	55-64	Field of study not stated	F	26362
Victoria	2016	55-64	Field of study not stated	M	27282
Victoria	2016	55-64	Food hospitality and personal services	F	8455
Victoria	2016	55-64	Food hospitality and personal services	M	5369
Victoria	2016	55-64	Health	F	34093
Victoria	2016	55-64	Health	M	9720
Victoria	2016	55-64	Information technology	F	2412
Victoria	2016	55-64	Information technology	M	5750
Victoria	2016	55-64	Management and commerce	F	33614
Victoria	2016	55-64	Management and commerce	M	31038
Victoria	2016	55-64	Mixed field programmes	F	502
Victoria	2016	55-64	Mixed field programmes	M	401
Victoria	2016	55-64	Natural and physical sciences	F	5026
Victoria	2016	55-64	Natural and physical sciences	M	7365
Victoria	2016	55-64	Society and culture	F	35508
Victoria	2016	55-64	Society and culture	M	15964
Victoria	2016	65-74	Agriculture environmental and related studies	F	645
Victoria	2016	65-74	Agriculture environmental and related studies	M	3333
Victoria	2016	65-74	Architecture and building	F	530
Victoria	2016	65-74	Architecture and building	M	12676
Victoria	2016	65-74	Creative arts	F	3027
Victoria	2016	65-74	Creative arts	M	2613
Victoria	2016	65-74	Education	F	21806
Victoria	2016	65-74	Education	M	9263
Victoria	2016	65-74	Engineering and related technologies	F	2732
Victoria	2016	65-74	Engineering and related technologies	M	46109
Victoria	2016	65-74	Field of study inadequately described	F	1622
Victoria	2016	65-74	Field of study inadequately described	M	2027
Victoria	2016	65-74	Field of study not stated	F	26121
Victoria	2016	65-74	Field of study not stated	M	24310
Victoria	2016	65-74	Food hospitality and personal services	F	6142
Victoria	2016	65-74	Food hospitality and personal services	M	3166
Victoria	2016	65-74	Health	F	19608
Victoria	2016	65-74	Health	M	5342
Victoria	2016	65-74	Information technology	F	744
Victoria	2016	65-74	Information technology	M	1735
Victoria	2016	65-74	Management and commerce	F	16708
Victoria	2016	65-74	Management and commerce	M	17933
Victoria	2016	65-74	Mixed field programmes	F	692
Victoria	2016	65-74	Mixed field programmes	M	452
Victoria	2016	65-74	Natural and physical sciences	F	2211
Victoria	2016	65-74	Natural and physical sciences	M	5357
Victoria	2016	65-74	Society and culture	F	16649
Victoria	2016	65-74	Society and culture	M	10300
Victoria	2016	75-84	Agriculture environmental and related studies	F	232
Victoria	2016	75-84	Agriculture environmental and related studies	M	1413
Victoria	2016	75-84	Architecture and building	F	153
Victoria	2016	75-84	Architecture and building	M	7018
Victoria	2016	75-84	Creative arts	F	1261
Victoria	2016	75-84	Creative arts	M	886
Victoria	2016	75-84	Education	F	8067
Victoria	2016	75-84	Education	M	3611
Victoria	2016	75-84	Engineering and related technologies	F	2356
Victoria	2016	75-84	Engineering and related technologies	M	22209
Victoria	2016	75-84	Field of study inadequately described	F	632
Victoria	2016	75-84	Field of study inadequately described	M	918
Victoria	2016	75-84	Field of study not stated	F	22891
Victoria	2016	75-84	Field of study not stated	M	17789
Victoria	2016	75-84	Food hospitality and personal services	F	1815
Victoria	2016	75-84	Food hospitality and personal services	M	1480
Victoria	2016	75-84	Health	F	9353
Victoria	2016	75-84	Health	M	2381
Victoria	2016	75-84	Information technology	F	86
Victoria	2016	75-84	Information technology	M	213
Victoria	2016	75-84	Management and commerce	F	5829
Victoria	2016	75-84	Management and commerce	M	6155
Victoria	2016	75-84	Mixed field programmes	F	576
Victoria	2016	75-84	Mixed field programmes	M	402
Victoria	2016	75-84	Natural and physical sciences	F	733
Victoria	2016	75-84	Natural and physical sciences	M	1860
Victoria	2016	75-84	Society and culture	F	3995
Victoria	2016	75-84	Society and culture	M	3489
Victoria	2016	85+	Agriculture environmental and related studies	F	81
Victoria	2016	85+	Agriculture environmental and related studies	M	417
Victoria	2016	85+	Architecture and building	F	59
Victoria	2016	85+	Architecture and building	M	1972
Victoria	2016	85+	Creative arts	F	576
Victoria	2016	85+	Creative arts	M	274
Victoria	2016	85+	Education	F	2401
Victoria	2016	85+	Education	M	888
Victoria	2016	85+	Engineering and related technologies	F	1037
Victoria	2016	85+	Engineering and related technologies	M	7237
Victoria	2016	85+	Field of study inadequately described	F	299
Victoria	2016	85+	Field of study inadequately described	M	407
Victoria	2016	85+	Field of study not stated	F	16686
Victoria	2016	85+	Field of study not stated	M	8708
Victoria	2016	85+	Food hospitality and personal services	F	729
Victoria	2016	85+	Food hospitality and personal services	M	415
Victoria	2016	85+	Health	F	3289
Victoria	2016	85+	Health	M	850
Victoria	2016	85+	Information technology	F	27
Victoria	2016	85+	Information technology	M	36
Victoria	2016	85+	Management and commerce	F	3033
Victoria	2016	85+	Management and commerce	M	1922
Victoria	2016	85+	Mixed field programmes	F	216
Victoria	2016	85+	Mixed field programmes	M	131
Victoria	2016	85+	Natural and physical sciences	F	278
Victoria	2016	85+	Natural and physical sciences	M	602
Victoria	2016	85+	Society and culture	F	1185
Victoria	2016	85+	Society and culture	M	891
Queensland	2006	15-19	Agriculture environmental and related studies	F	329
Queensland	2006	15-19	Agriculture environmental and related studies	M	686
Queensland	2006	15-19	Architecture and building	F	46
Queensland	2006	15-19	Architecture and building	M	1000
Queensland	2006	15-19	Creative arts	F	472
Queensland	2006	15-19	Creative arts	M	422
Queensland	2006	15-19	Education	F	148
Queensland	2006	15-19	Education	M	58
Queensland	2006	15-19	Engineering and related technologies	F	154
Queensland	2006	15-19	Engineering and related technologies	M	2171
Queensland	2006	15-19	Field of study inadequately described	F	108
Queensland	2006	15-19	Field of study inadequately described	M	171
Queensland	2006	15-19	Field of study not stated	F	14839
Queensland	2006	15-19	Field of study not stated	M	17395
Queensland	2006	15-19	Food hospitality and personal services	F	2876
Queensland	2006	15-19	Food hospitality and personal services	M	995
Queensland	2006	15-19	Health	F	431
Queensland	2006	15-19	Health	M	94
Queensland	2006	15-19	Information technology	F	215
Queensland	2006	15-19	Information technology	M	778
Queensland	2006	15-19	Management and commerce	F	4500
Queensland	2006	15-19	Management and commerce	M	1154
Queensland	2006	15-19	Mixed field programmes	F	129
Queensland	2006	15-19	Mixed field programmes	M	114
Queensland	2006	15-19	Natural and physical sciences	F	57
Queensland	2006	15-19	Natural and physical sciences	M	41
Queensland	2006	15-19	Society and culture	F	1375
Queensland	2006	15-19	Society and culture	M	508
Queensland	2006	20-24	Agriculture environmental and related studies	F	1285
Queensland	2006	20-24	Agriculture environmental and related studies	M	2276
Queensland	2006	20-24	Architecture and building	F	675
Queensland	2006	20-24	Architecture and building	M	5520
Queensland	2006	20-24	Creative arts	F	3909
Queensland	2006	20-24	Creative arts	M	2594
Queensland	2006	20-24	Education	F	4214
Queensland	2006	20-24	Education	M	892
Queensland	2006	20-24	Engineering and related technologies	F	1030
Queensland	2006	20-24	Engineering and related technologies	M	14004
Queensland	2006	20-24	Field of study inadequately described	F	709
Queensland	2006	20-24	Field of study inadequately described	M	732
Queensland	2006	20-24	Field of study not stated	F	11071
Queensland	2006	20-24	Field of study not stated	M	15732
Queensland	2006	20-24	Food hospitality and personal services	F	7575
Queensland	2006	20-24	Food hospitality and personal services	M	3553
Queensland	2006	20-24	Health	F	5290
Queensland	2006	20-24	Health	M	1268
Queensland	2006	20-24	Information technology	F	894
Queensland	2006	20-24	Information technology	M	4085
Queensland	2006	20-24	Management and commerce	F	19313
Queensland	2006	20-24	Management and commerce	M	7477
Queensland	2006	20-24	Mixed field programmes	F	177
Queensland	2006	20-24	Mixed field programmes	M	164
Queensland	2006	20-24	Natural and physical sciences	F	2109
Queensland	2006	20-24	Natural and physical sciences	M	1500
Queensland	2006	20-24	Society and culture	F	9524
Queensland	2006	20-24	Society and culture	M	3390
Queensland	2006	25-34	Agriculture environmental and related studies	F	3021
Queensland	2006	25-34	Agriculture environmental and related studies	M	5818
Queensland	2006	25-34	Architecture and building	F	1574
Queensland	2006	25-34	Architecture and building	M	17724
Queensland	2006	25-34	Creative arts	F	7380
Queensland	2006	25-34	Creative arts	M	4596
Queensland	2006	25-34	Education	F	17230
Queensland	2006	25-34	Education	M	4332
Queensland	2006	25-34	Engineering and related technologies	F	3222
Queensland	2006	25-34	Engineering and related technologies	M	45058
Queensland	2006	25-34	Field of study inadequately described	F	1860
Queensland	2006	25-34	Field of study inadequately described	M	1858
Queensland	2006	25-34	Field of study not stated	F	19896
Queensland	2006	25-34	Field of study not stated	M	27366
Queensland	2006	25-34	Food hospitality and personal services	F	14661
Queensland	2006	25-34	Food hospitality and personal services	M	9092
Queensland	2006	25-34	Health	F	18466
Queensland	2006	25-34	Health	M	5818
Queensland	2006	25-34	Information technology	F	2499
Queensland	2006	25-34	Information technology	M	8402
Queensland	2006	25-34	Management and commerce	F	40352
Queensland	2006	25-34	Management and commerce	M	19274
Queensland	2006	25-34	Mixed field programmes	F	164
Queensland	2006	25-34	Mixed field programmes	M	120
Queensland	2006	25-34	Natural and physical sciences	F	4851
Queensland	2006	25-34	Natural and physical sciences	M	4067
Queensland	2006	25-34	Society and culture	F	23905
Queensland	2006	25-34	Society and culture	M	9518
Queensland	2006	35-44	Agriculture environmental and related studies	F	2099
Queensland	2006	35-44	Agriculture environmental and related studies	M	5695
Queensland	2006	35-44	Architecture and building	F	1393
Queensland	2006	35-44	Architecture and building	M	20291
Queensland	2006	35-44	Creative arts	F	5349
Queensland	2006	35-44	Creative arts	M	3208
Queensland	2006	35-44	Education	F	21547
Queensland	2006	35-44	Education	M	5923
Queensland	2006	35-44	Engineering and related technologies	F	3070
Queensland	2006	35-44	Engineering and related technologies	M	56809
Queensland	2006	35-44	Field of study inadequately described	F	1972
Queensland	2006	35-44	Field of study inadequately described	M	2278
Queensland	2006	35-44	Field of study not stated	F	22521
Queensland	2006	35-44	Field of study not stated	M	27790
Queensland	2006	35-44	Food hospitality and personal services	F	12033
Queensland	2006	35-44	Food hospitality and personal services	M	7574
Queensland	2006	35-44	Health	F	24937
Queensland	2006	35-44	Health	M	7210
Queensland	2006	35-44	Information technology	F	2190
Queensland	2006	35-44	Information technology	M	5670
