STE_NAME16	Year	Age	NonSchoolQualification	Sex	adults
Other Territories	2006	25-34		M	34
Other Territories	2006	25-34	Certificate nfd	F	5
Other Territories	2006	25-34	Certificate nfd	M	4
Other Territories	2006	25-34	Certificate I and II Level	F	3
Other Territories	2006	25-34	Certificate I and II Level	M	3
Other Territories	2006	25-34	Certificate III and IV Level	F	14
Other Territories	2006	25-34	Certificate III and IV Level	M	36
Other Territories	2006	25-34	Advanced Diploma and Diploma	F	7
Other Territories	2006	25-34	Advanced Diploma and Diploma	M	8
Other Territories	2006	25-34	Bachelor	F	21
Other Territories	2006	25-34	Bachelor	M	17
Other Territories	2006	25-34	Graduate Diploma and Graduate Certificate	F	3
Other Territories	2006	25-34	Graduate Diploma and Graduate Certificate	M	0
Other Territories	2006	25-34	Postgraduate	F	5
Other Territories	2006	25-34	Postgraduate	M	0
Other Territories	2006	35-44		F	25
Other Territories	2006	35-44		M	32
Other Territories	2006	35-44	Certificate nfd	F	6
Other Territories	2006	35-44	Certificate nfd	M	0
Other Territories	2006	35-44	Certificate I and II Level	F	6
Other Territories	2006	35-44	Certificate I and II Level	M	0
Other Territories	2006	35-44	Certificate III and IV Level	F	14
Other Territories	2006	35-44	Certificate III and IV Level	M	53
Other Territories	2006	35-44	Advanced Diploma and Diploma	F	13
Other Territories	2006	35-44	Advanced Diploma and Diploma	M	15
Other Territories	2006	35-44	Bachelor	F	23
Other Territories	2006	35-44	Bachelor	M	23
Other Territories	2006	35-44	Graduate Diploma and Graduate Certificate	F	7
Other Territories	2006	35-44	Graduate Diploma and Graduate Certificate	M	3
Other Territories	2006	35-44	Postgraduate	F	3
Other Territories	2006	35-44	Postgraduate	M	5
Other Territories	2006	45-54		F	27
Other Territories	2006	45-54		M	31
Other Territories	2006	45-54	Certificate nfd	F	5
Other Territories	2006	45-54	Certificate nfd	M	4
Other Territories	2006	45-54	Certificate I and II Level	F	4
Other Territories	2006	45-54	Certificate I and II Level	M	3
Other Territories	2006	45-54	Certificate III and IV Level	F	12
Other Territories	2006	45-54	Certificate III and IV Level	M	55
Other Territories	2006	45-54	Advanced Diploma and Diploma	F	3
Other Territories	2006	45-54	Advanced Diploma and Diploma	M	13
Other Territories	2006	45-54	Bachelor	F	15
Other Territories	2006	45-54	Bachelor	M	10
Other Territories	2006	45-54	Graduate Diploma and Graduate Certificate	F	6
Other Territories	2006	45-54	Graduate Diploma and Graduate Certificate	M	0
Other Territories	2006	45-54	Postgraduate	F	3
Other Territories	2006	45-54	Postgraduate	M	3
Other Territories	2006	55-64		F	12
Other Territories	2006	55-64		M	25
Other Territories	2006	55-64	Certificate nfd	F	0
Other Territories	2006	55-64	Certificate nfd	M	3
Other Territories	2006	55-64	Certificate I and II Level	F	0
Other Territories	2006	55-64	Certificate I and II Level	M	0
Other Territories	2006	55-64	Certificate III and IV Level	F	3
Other Territories	2006	55-64	Certificate III and IV Level	M	26
Other Territories	2006	55-64	Advanced Diploma and Diploma	F	3
Other Territories	2006	55-64	Advanced Diploma and Diploma	M	6
Other Territories	2006	55-64	Bachelor	F	3
Other Territories	2006	55-64	Bachelor	M	4
Other Territories	2006	55-64	Graduate Diploma and Graduate Certificate	F	0
Other Territories	2006	55-64	Graduate Diploma and Graduate Certificate	M	0
Other Territories	2006	55-64	Postgraduate	F	0
Other Territories	2006	55-64	Postgraduate	M	4
Other Territories	2006	65-74		F	10
Other Territories	2006	65-74		M	13
Other Territories	2006	65-74	Certificate nfd	F	0
Other Territories	2006	65-74	Certificate nfd	M	0
Other Territories	2006	65-74	Certificate I and II Level	F	0
Other Territories	2006	65-74	Certificate I and II Level	M	0
Other Territories	2006	65-74	Certificate III and IV Level	F	0
Other Territories	2006	65-74	Certificate III and IV Level	M	6
Other Territories	2006	65-74	Advanced Diploma and Diploma	F	0
Other Territories	2006	65-74	Advanced Diploma and Diploma	M	0
Other Territories	2006	65-74	Bachelor	F	0
Other Territories	2006	65-74	Bachelor	M	0
Other Territories	2006	65-74	Graduate Diploma and Graduate Certificate	F	0
Other Territories	2006	65-74	Graduate Diploma and Graduate Certificate	M	0
Other Territories	2006	65-74	Postgraduate	F	0
Other Territories	2006	65-74	Postgraduate	M	0
Other Territories	2006	75-84		F	3
Other Territories	2006	75-84		M	0
Other Territories	2006	75-84	Certificate nfd	F	0
Other Territories	2006	75-84	Certificate nfd	M	0
Other Territories	2006	75-84	Certificate I and II Level	F	0
Other Territories	2006	75-84	Certificate I and II Level	M	0
Other Territories	2006	75-84	Certificate III and IV Level	F	0
Other Territories	2006	75-84	Certificate III and IV Level	M	0
Other Territories	2006	75-84	Advanced Diploma and Diploma	F	0
Other Territories	2006	75-84	Advanced Diploma and Diploma	M	0
Other Territories	2006	75-84	Bachelor	F	0
Other Territories	2006	75-84	Bachelor	M	0
Other Territories	2006	75-84	Graduate Diploma and Graduate Certificate	F	0
Other Territories	2006	75-84	Graduate Diploma and Graduate Certificate	M	0
Other Territories	2006	75-84	Postgraduate	F	0
Other Territories	2006	75-84	Postgraduate	M	0
Other Territories	2006	85+		F	0
Other Territories	2006	85+		M	0
Other Territories	2006	85+	Certificate nfd	F	0
Other Territories	2006	85+	Certificate nfd	M	0
Other Territories	2006	85+	Certificate I and II Level	F	0
Other Territories	2006	85+	Certificate I and II Level	M	0
Other Territories	2006	85+	Certificate III and IV Level	F	0
Other Territories	2006	85+	Certificate III and IV Level	M	0
Other Territories	2006	85+	Advanced Diploma and Diploma	F	0
Other Territories	2006	85+	Advanced Diploma and Diploma	M	0
Other Territories	2006	85+	Bachelor	F	0
Other Territories	2006	85+	Bachelor	M	0
Other Territories	2006	85+	Graduate Diploma and Graduate Certificate	F	0
Other Territories	2006	85+	Graduate Diploma and Graduate Certificate	M	0
Other Territories	2006	85+	Postgraduate	F	0
Other Territories	2006	85+	Postgraduate	M	0
Other Territories	2011	15-19		F	6
Other Territories	2011	15-19		M	48
Other Territories	2011	15-19	Certificate nfd	F	0
Other Territories	2011	15-19	Certificate nfd	M	0
Other Territories	2011	15-19	Certificate I and II Level	F	7
Other Territories	2011	15-19	Certificate I and II Level	M	0
Other Territories	2011	15-19	Certificate III and IV Level	F	4
Other Territories	2011	15-19	Certificate III and IV Level	M	4
Other Territories	2011	15-19	Advanced Diploma and Diploma	F	0
Other Territories	2011	15-19	Advanced Diploma and Diploma	M	0
Other Territories	2011	15-19	Bachelor	F	0
Other Territories	2011	15-19	Bachelor	M	0
Other Territories	2011	15-19	Graduate Diploma and Graduate Certificate	F	0
Other Territories	2011	15-19	Graduate Diploma and Graduate Certificate	M	0
Other Territories	2011	15-19	Postgraduate	F	0
Other Territories	2011	15-19	Postgraduate	M	0
Other Territories	2011	20-24		F	8
Other Territories	2011	20-24		M	145
Other Territories	2011	20-24	Certificate nfd	F	0
Other Territories	2011	20-24	Certificate nfd	M	0
Other Territories	2011	20-24	Certificate I and II Level	F	0
Other Territories	2011	20-24	Certificate I and II Level	M	0
Other Territories	2011	20-24	Certificate III and IV Level	F	10
Other Territories	2011	20-24	Certificate III and IV Level	M	7
Other Territories	2011	20-24	Advanced Diploma and Diploma	F	0
Other Territories	2011	20-24	Advanced Diploma and Diploma	M	4
Other Territories	2011	20-24	Bachelor	F	7
Other Territories	2011	20-24	Bachelor	M	9
Other Territories	2011	20-24	Graduate Diploma and Graduate Certificate	F	0
Other Territories	2011	20-24	Graduate Diploma and Graduate Certificate	M	0
Other Territories	2011	20-24	Postgraduate	F	0
Other Territories	2011	20-24	Postgraduate	M	0
Other Territories	2011	25-34		F	21
Other Territories	2011	25-34		M	448
Other Territories	2011	25-34	Certificate nfd	F	3
Other Territories	2011	25-34	Certificate nfd	M	0
Other Territories	2011	25-34	Certificate I and II Level	F	3
Other Territories	2011	25-34	Certificate I and II Level	M	9
Other Territories	2011	25-34	Certificate III and IV Level	F	26
Other Territories	2011	25-34	Certificate III and IV Level	M	34
Other Territories	2011	25-34	Advanced Diploma and Diploma	F	17
Other Territories	2011	25-34	Advanced Diploma and Diploma	M	12
Other Territories	2011	25-34	Bachelor	F	22
Other Territories	2011	25-34	Bachelor	M	15
Other Territories	2011	25-34	Graduate Diploma and Graduate Certificate	F	10
Other Territories	2011	25-34	Graduate Diploma and Graduate Certificate	M	0
Other Territories	2011	25-34	Postgraduate	F	3
Other Territories	2011	25-34	Postgraduate	M	7
Other Territories	2011	35-44		F	26
Other Territories	2011	35-44		M	134
Other Territories	2011	35-44	Certificate nfd	F	3
Other Territories	2011	35-44	Certificate nfd	M	0
Other Territories	2011	35-44	Certificate I and II Level	F	0
Other Territories	2011	35-44	Certificate I and II Level	M	3
Other Territories	2011	35-44	Certificate III and IV Level	F	22
Other Territories	2011	35-44	Certificate III and IV Level	M	40
Other Territories	2011	35-44	Advanced Diploma and Diploma	F	16
Other Territories	2011	35-44	Advanced Diploma and Diploma	M	18
Other Territories	2011	35-44	Bachelor	F	30
Other Territories	2011	35-44	Bachelor	M	29
Other Territories	2011	35-44	Graduate Diploma and Graduate Certificate	F	8
Other Territories	2011	35-44	Graduate Diploma and Graduate Certificate	M	3
Other Territories	2011	35-44	Postgraduate	F	8
Other Territories	2011	35-44	Postgraduate	M	4
Other Territories	2011	45-54		F	25
Other Territories	2011	45-54		M	56
Other Territories	2011	45-54	Certificate nfd	F	3
Other Territories	2011	45-54	Certificate nfd	M	0
Other Territories	2011	45-54	Certificate I and II Level	F	10
Other Territories	2011	45-54	Certificate I and II Level	M	0
Other Territories	2011	45-54	Certificate III and IV Level	F	18
Other Territories	2011	45-54	Certificate III and IV Level	M	58
Other Territories	2011	45-54	Advanced Diploma and Diploma	F	19
Other Territories	2011	45-54	Advanced Diploma and Diploma	M	24
Other Territories	2011	45-54	Bachelor	F	15
Other Territories	2011	45-54	Bachelor	M	15
Other Territories	2011	45-54	Graduate Diploma and Graduate Certificate	F	4
Other Territories	2011	45-54	Graduate Diploma and Graduate Certificate	M	7
Other Territories	2011	45-54	Postgraduate	F	0
Other Territories	2011	45-54	Postgraduate	M	7
Other Territories	2011	55-64		F	22
Other Territories	2011	55-64		M	41
Other Territories	2011	55-64	Certificate nfd	F	0
Other Territories	2011	55-64	Certificate nfd	M	0
Other Territories	2011	55-64	Certificate I and II Level	F	0
Other Territories	2011	55-64	Certificate I and II Level	M	3
Other Territories	2011	55-64	Certificate III and IV Level	F	4
Other Territories	2011	55-64	Certificate III and IV Level	M	42
Other Territories	2011	55-64	Advanced Diploma and Diploma	F	9
Other Territories	2011	55-64	Advanced Diploma and Diploma	M	14
Other Territories	2011	55-64	Bachelor	F	10
Other Territories	2011	55-64	Bachelor	M	10
Other Territories	2011	55-64	Graduate Diploma and Graduate Certificate	F	0
Other Territories	2011	55-64	Graduate Diploma and Graduate Certificate	M	0
Other Territories	2011	55-64	Postgraduate	F	0
Other Territories	2011	55-64	Postgraduate	M	3
Other Territories	2011	65-74		F	4
Other Territories	2011	65-74		M	9
Other Territories	2011	65-74	Certificate nfd	F	0
Other Territories	2011	65-74	Certificate nfd	M	0
Other Territories	2011	65-74	Certificate I and II Level	F	0
Other Territories	2011	65-74	Certificate I and II Level	M	0
Other Territories	2011	65-74	Certificate III and IV Level	F	0
Other Territories	2011	65-74	Certificate III and IV Level	M	14
Other Territories	2011	65-74	Advanced Diploma and Diploma	F	0
Other Territories	2011	65-74	Advanced Diploma and Diploma	M	0
Other Territories	2011	65-74	Bachelor	F	0
Other Territories	2011	65-74	Bachelor	M	0
Other Territories	2011	65-74	Graduate Diploma and Graduate Certificate	F	0
Other Territories	2011	65-74	Graduate Diploma and Graduate Certificate	M	0
Other Territories	2011	65-74	Postgraduate	F	0
Other Territories	2011	65-74	Postgraduate	M	0
Other Territories	2011	75-84		F	9
Other Territories	2011	75-84		M	10
Other Territories	2011	75-84	Certificate nfd	F	0
Other Territories	2011	75-84	Certificate nfd	M	0
Other Territories	2011	75-84	Certificate I and II Level	F	0
Other Territories	2011	75-84	Certificate I and II Level	M	0
Other Territories	2011	75-84	Certificate III and IV Level	F	0
Other Territories	2011	75-84	Certificate III and IV Level	M	0
Other Territories	2011	75-84	Advanced Diploma and Diploma	F	0
Other Territories	2011	75-84	Advanced Diploma and Diploma	M	0
Other Territories	2011	75-84	Bachelor	F	0
Other Territories	2011	75-84	Bachelor	M	0
Other Territories	2011	75-84	Graduate Diploma and Graduate Certificate	F	0
Other Territories	2011	75-84	Graduate Diploma and Graduate Certificate	M	0
Other Territories	2011	75-84	Postgraduate	F	0
Other Territories	2011	75-84	Postgraduate	M	0
Other Territories	2011	85+		F	0
Other Territories	2011	85+		M	0
Other Territories	2011	85+	Certificate nfd	F	0
Other Territories	2011	85+	Certificate nfd	M	0
Other Territories	2011	85+	Certificate I and II Level	F	0
Other Territories	2011	85+	Certificate I and II Level	M	0
Other Territories	2011	85+	Certificate III and IV Level	F	0
Other Territories	2011	85+	Certificate III and IV Level	M	0
Other Territories	2011	85+	Advanced Diploma and Diploma	F	0
Other Territories	2011	85+	Advanced Diploma and Diploma	M	0
Other Territories	2011	85+	Bachelor	F	0
Other Territories	2011	85+	Bachelor	M	0
Other Territories	2011	85+	Graduate Diploma and Graduate Certificate	F	0
Other Territories	2011	85+	Graduate Diploma and Graduate Certificate	M	0
Other Territories	2011	85+	Postgraduate	F	0
Other Territories	2011	85+	Postgraduate	M	0
Other Territories	2016	15-19		F	29
Other Territories	2016	15-19		M	18
Other Territories	2016	15-19	Certificate nfd	F	0
Other Territories	2016	15-19	Certificate nfd	M	0
Other Territories	2016	15-19	Certificate I and II Level	F	3
Other Territories	2016	15-19	Certificate I and II Level	M	6
Other Territories	2016	15-19	Certificate III and IV Level	F	10
Other Territories	2016	15-19	Certificate III and IV Level	M	3
Other Territories	2016	15-19	Advanced Diploma and Diploma	F	0
Other Territories	2016	15-19	Advanced Diploma and Diploma	M	0
Other Territories	2016	15-19	Bachelor	F	0
Other Territories	2016	15-19	Bachelor	M	0
Other Territories	2016	15-19	Graduate Diploma and Graduate Certificate	F	0
Other Territories	2016	15-19	Graduate Diploma and Graduate Certificate	M	0
Other Territories	2016	15-19	Postgraduate	F	0
Other Territories	2016	15-19	Postgraduate	M	0
Other Territories	2016	20-24		F	10
Other Territories	2016	20-24		M	64
