SA3_NAME16	Year	IndustryOfEmployment	workers
Clarence Valley	2006	Construction	1240
Clarence Valley	2006	Education and training	1237
Clarence Valley	2006	Electricity gas water and waste services	200
Clarence Valley	2006	Financial and insurance services	302
Clarence Valley	2006	Health care and social assistance	1999
Clarence Valley	2006	Information media and telecommunications	304
Clarence Valley	2006	Manufacturing	1474
Clarence Valley	2006	Mining	41
Clarence Valley	2006	Other services	587
Clarence Valley	2006	Professional scientific and technical services	525
Clarence Valley	2006	Public administration and safety	1408
Clarence Valley	2006	Rental hiring and real estate services	274
Clarence Valley	2006	Retail trade	2386
Clarence Valley	2006	Transport postal and warehousing	770
Clarence Valley	2006	Wholesale trade	448
Clarence Valley	2011		359
Clarence Valley	2011	Accommodation and food services	1557
Clarence Valley	2011	Administrative and support services	457
Clarence Valley	2011	Agriculture forestry and fishing	993
Clarence Valley	2011	Arts and recreation services	194
Clarence Valley	2011	Construction	1360
Clarence Valley	2011	Education and training	1393
Clarence Valley	2011	Electricity gas water and waste services	252
Clarence Valley	2011	Financial and insurance services	282
Clarence Valley	2011	Health care and social assistance	2466
Clarence Valley	2011	Information media and telecommunications	167
Clarence Valley	2011	Manufacturing	1395
Clarence Valley	2011	Mining	98
Clarence Valley	2011	Other services	692
Clarence Valley	2011	Professional scientific and technical services	575
Clarence Valley	2011	Public administration and safety	1467
Clarence Valley	2011	Rental hiring and real estate services	295
Clarence Valley	2011	Retail trade	2349
Clarence Valley	2011	Transport postal and warehousing	757
Clarence Valley	2011	Wholesale trade	495
Clarence Valley	2016		667
Clarence Valley	2016	Accommodation and food services	1617
Clarence Valley	2016	Administrative and support services	569
Clarence Valley	2016	Agriculture forestry and fishing	1060
Clarence Valley	2016	Arts and recreation services	223
Clarence Valley	2016	Construction	1519
Clarence Valley	2016	Education and training	1372
Clarence Valley	2016	Electricity gas water and waste services	193
Clarence Valley	2016	Financial and insurance services	217
Clarence Valley	2016	Health care and social assistance	2700
Clarence Valley	2016	Information media and telecommunications	160
Clarence Valley	2016	Manufacturing	963
Clarence Valley	2016	Mining	90
Clarence Valley	2016	Other services	725
Clarence Valley	2016	Professional scientific and technical services	583
Clarence Valley	2016	Public administration and safety	1385
Clarence Valley	2016	Rental hiring and real estate services	278
Clarence Valley	2016	Retail trade	2052
Clarence Valley	2016	Transport postal and warehousing	749
Clarence Valley	2016	Wholesale trade	298
Coffs Harbour	2006		648
Coffs Harbour	2006	Accommodation and food services	3164
Coffs Harbour	2006	Administrative and support services	870
Coffs Harbour	2006	Agriculture forestry and fishing	1479
Coffs Harbour	2006	Arts and recreation services	470
Coffs Harbour	2006	Construction	2536
Coffs Harbour	2006	Education and training	2677
Coffs Harbour	2006	Electricity gas water and waste services	216
Coffs Harbour	2006	Financial and insurance services	690
Coffs Harbour	2006	Health care and social assistance	3897
Coffs Harbour	2006	Information media and telecommunications	382
Coffs Harbour	2006	Manufacturing	1868
Coffs Harbour	2006	Mining	35
Coffs Harbour	2006	Other services	1251
Coffs Harbour	2006	Professional scientific and technical services	1338
Coffs Harbour	2006	Public administration and safety	1711
Coffs Harbour	2006	Rental hiring and real estate services	590
Coffs Harbour	2006	Retail trade	4501
Coffs Harbour	2006	Transport postal and warehousing	1095
Coffs Harbour	2006	Wholesale trade	931
Coffs Harbour	2011		698
Coffs Harbour	2011	Accommodation and food services	3219
Coffs Harbour	2011	Administrative and support services	1009
Coffs Harbour	2011	Agriculture forestry and fishing	1451
Coffs Harbour	2011	Arts and recreation services	495
Coffs Harbour	2011	Construction	3082
Coffs Harbour	2011	Education and training	2971
Coffs Harbour	2011	Electricity gas water and waste services	302
Coffs Harbour	2011	Financial and insurance services	673
Coffs Harbour	2011	Health care and social assistance	5014
Coffs Harbour	2011	Information media and telecommunications	372
Coffs Harbour	2011	Manufacturing	1777
Coffs Harbour	2011	Mining	113
Coffs Harbour	2011	Other services	1300
Coffs Harbour	2011	Professional scientific and technical services	1517
Coffs Harbour	2011	Public administration and safety	1998
Coffs Harbour	2011	Rental hiring and real estate services	585
Coffs Harbour	2011	Retail trade	4368
Coffs Harbour	2011	Transport postal and warehousing	1146
Coffs Harbour	2011	Wholesale trade	854
Coffs Harbour	2016		1309
Coffs Harbour	2016	Accommodation and food services	3217
Coffs Harbour	2016	Administrative and support services	1204
Coffs Harbour	2016	Agriculture forestry and fishing	1984
Coffs Harbour	2016	Arts and recreation services	504
Coffs Harbour	2016	Construction	3409
Coffs Harbour	2016	Education and training	3185
Coffs Harbour	2016	Electricity gas water and waste services	257
Coffs Harbour	2016	Financial and insurance services	547
Coffs Harbour	2016	Health care and social assistance	5846
Coffs Harbour	2016	Information media and telecommunications	343
Coffs Harbour	2016	Manufacturing	1304
Coffs Harbour	2016	Mining	136
Coffs Harbour	2016	Other services	1316
Coffs Harbour	2016	Professional scientific and technical services	1546
Coffs Harbour	2016	Public administration and safety	2048
Coffs Harbour	2016	Rental hiring and real estate services	579
Coffs Harbour	2016	Retail trade	4123
Coffs Harbour	2016	Transport postal and warehousing	1177
Coffs Harbour	2016	Wholesale trade	631
Bourke - Cobar - Coonamble	2006		433
Bourke - Cobar - Coonamble	2006	Accommodation and food services	535
Bourke - Cobar - Coonamble	2006	Administrative and support services	214
Bourke - Cobar - Coonamble	2006	Agriculture forestry and fishing	2865
Bourke - Cobar - Coonamble	2006	Arts and recreation services	103
Bourke - Cobar - Coonamble	2006	Construction	456
Bourke - Cobar - Coonamble	2006	Education and training	974
Bourke - Cobar - Coonamble	2006	Electricity gas water and waste services	107
Bourke - Cobar - Coonamble	2006	Financial and insurance services	106
Bourke - Cobar - Coonamble	2006	Health care and social assistance	1030
Bourke - Cobar - Coonamble	2006	Information media and telecommunications	62
Bourke - Cobar - Coonamble	2006	Manufacturing	298
Bourke - Cobar - Coonamble	2006	Mining	897
Bourke - Cobar - Coonamble	2006	Other services	302
Bourke - Cobar - Coonamble	2006	Professional scientific and technical services	218
Bourke - Cobar - Coonamble	2006	Public administration and safety	881
Bourke - Cobar - Coonamble	2006	Rental hiring and real estate services	55
Bourke - Cobar - Coonamble	2006	Retail trade	880
Bourke - Cobar - Coonamble	2006	Transport postal and warehousing	319
Bourke - Cobar - Coonamble	2006	Wholesale trade	254
Bourke - Cobar - Coonamble	2011		330
Bourke - Cobar - Coonamble	2011	Accommodation and food services	550
Bourke - Cobar - Coonamble	2011	Administrative and support services	225
Bourke - Cobar - Coonamble	2011	Agriculture forestry and fishing	2558
Bourke - Cobar - Coonamble	2011	Arts and recreation services	107
Bourke - Cobar - Coonamble	2011	Construction	431
Bourke - Cobar - Coonamble	2011	Education and training	953
Bourke - Cobar - Coonamble	2011	Electricity gas water and waste services	114
Bourke - Cobar - Coonamble	2011	Financial and insurance services	77
Bourke - Cobar - Coonamble	2011	Health care and social assistance	1065
Bourke - Cobar - Coonamble	2011	Information media and telecommunications	49
Bourke - Cobar - Coonamble	2011	Manufacturing	256
Bourke - Cobar - Coonamble	2011	Mining	897
Bourke - Cobar - Coonamble	2011	Other services	308
Bourke - Cobar - Coonamble	2011	Professional scientific and technical services	192
Bourke - Cobar - Coonamble	2011	Public administration and safety	892
Bourke - Cobar - Coonamble	2011	Rental hiring and real estate services	49
Bourke - Cobar - Coonamble	2011	Retail trade	799
Bourke - Cobar - Coonamble	2011	Transport postal and warehousing	321
Bourke - Cobar - Coonamble	2011	Wholesale trade	239
Bourke - Cobar - Coonamble	2016		380
Bourke - Cobar - Coonamble	2016	Accommodation and food services	513
Bourke - Cobar - Coonamble	2016	Administrative and support services	218
Bourke - Cobar - Coonamble	2016	Agriculture forestry and fishing	2177
Bourke - Cobar - Coonamble	2016	Arts and recreation services	77
Bourke - Cobar - Coonamble	2016	Construction	365
Bourke - Cobar - Coonamble	2016	Education and training	961
Bourke - Cobar - Coonamble	2016	Electricity gas water and waste services	94
Bourke - Cobar - Coonamble	2016	Financial and insurance services	70
Bourke - Cobar - Coonamble	2016	Health care and social assistance	966
Bourke - Cobar - Coonamble	2016	Information media and telecommunications	43
Bourke - Cobar - Coonamble	2016	Manufacturing	127
Bourke - Cobar - Coonamble	2016	Mining	880
Bourke - Cobar - Coonamble	2016	Other services	275
Bourke - Cobar - Coonamble	2016	Professional scientific and technical services	179
Bourke - Cobar - Coonamble	2016	Public administration and safety	794
Bourke - Cobar - Coonamble	2016	Rental hiring and real estate services	53
Bourke - Cobar - Coonamble	2016	Retail trade	649
Bourke - Cobar - Coonamble	2016	Transport postal and warehousing	240
Bourke - Cobar - Coonamble	2016	Wholesale trade	130
Broken Hill and Far West	2006		217
Broken Hill and Far West	2006	Accommodation and food services	688
Broken Hill and Far West	2006	Administrative and support services	227
Broken Hill and Far West	2006	Agriculture forestry and fishing	606
Broken Hill and Far West	2006	Arts and recreation services	83
Broken Hill and Far West	2006	Construction	390
Broken Hill and Far West	2006	Education and training	617
Broken Hill and Far West	2006	Electricity gas water and waste services	205
Broken Hill and Far West	2006	Financial and insurance services	106
Broken Hill and Far West	2006	Health care and social assistance	1131
Broken Hill and Far West	2006	Information media and telecommunications	75
Broken Hill and Far West	2006	Manufacturing	255
Broken Hill and Far West	2006	Mining	716
Broken Hill and Far West	2006	Other services	277
Broken Hill and Far West	2006	Professional scientific and technical services	163
Broken Hill and Far West	2006	Public administration and safety	654
Broken Hill and Far West	2006	Rental hiring and real estate services	75
Broken Hill and Far West	2006	Retail trade	1086
Broken Hill and Far West	2006	Transport postal and warehousing	304
Broken Hill and Far West	2006	Wholesale trade	199
Broken Hill and Far West	2011		223
Broken Hill and Far West	2011	Accommodation and food services	769
Broken Hill and Far West	2011	Administrative and support services	251
Broken Hill and Far West	2011	Agriculture forestry and fishing	622
Broken Hill and Far West	2011	Arts and recreation services	85
Broken Hill and Far West	2011	Construction	452
Broken Hill and Far West	2011	Education and training	695
Broken Hill and Far West	2011	Electricity gas water and waste services	196
Broken Hill and Far West	2011	Financial and insurance services	105
Broken Hill and Far West	2011	Health care and social assistance	1241
Broken Hill and Far West	2011	Information media and telecommunications	69
Broken Hill and Far West	2011	Manufacturing	234
Broken Hill and Far West	2011	Mining	741
Broken Hill and Far West	2011	Other services	272
Broken Hill and Far West	2011	Professional scientific and technical services	181
Broken Hill and Far West	2011	Public administration and safety	644
Broken Hill and Far West	2011	Rental hiring and real estate services	53
Broken Hill and Far West	2011	Retail trade	956
Broken Hill and Far West	2011	Transport postal and warehousing	301
Broken Hill and Far West	2011	Wholesale trade	156
Broken Hill and Far West	2016		284
Broken Hill and Far West	2016	Accommodation and food services	718
Broken Hill and Far West	2016	Administrative and support services	233
Broken Hill and Far West	2016	Agriculture forestry and fishing	575
Broken Hill and Far West	2016	Arts and recreation services	76
Broken Hill and Far West	2016	Construction	385
Broken Hill and Far West	2016	Education and training	668
Broken Hill and Far West	2016	Electricity gas water and waste services	153
Broken Hill and Far West	2016	Financial and insurance services	92
Broken Hill and Far West	2016	Health care and social assistance	1322
Broken Hill and Far West	2016	Information media and telecommunications	71
Broken Hill and Far West	2016	Manufacturing	151
Broken Hill and Far West	2016	Mining	752
Broken Hill and Far West	2016	Other services	312
