SA3_NAME16	Year	DwellingStructure	occupied_private_dwellings
Kingston	2016	Semi-detached, row/terrace house, townhouse etc.	11993
Kingston	2016	Separate house	24623
Stonnington - East	2006		3
Stonnington - East	2006	(Other)	68
Stonnington - East	2006	Flat/apartment	3777
Stonnington - East	2006	Semi-detached, row/terrace house, townhouse etc.	2157
Stonnington - East	2006	Separate house	8069
Stonnington - East	2011		5
Stonnington - East	2011	(Other)	79
Stonnington - East	2011	Flat/apartment	4335
Stonnington - East	2011	Semi-detached, row/terrace house, townhouse etc.	2285
Stonnington - East	2011	Separate house	7989
Stonnington - East	2016		60
Stonnington - East	2016	(Other)	187
Stonnington - East	2016	Flat/apartment	4448
Stonnington - East	2016	Semi-detached, row/terrace house, townhouse etc.	3266
Stonnington - East	2016	Separate house	7443
Banyule	2006		6
Banyule	2006	(Other)	77
Banyule	2006	Flat/apartment	3530
Banyule	2006	Semi-detached, row/terrace house, townhouse etc.	4612
Banyule	2006	Separate house	33869
Banyule	2011		10
Banyule	2011	(Other)	53
Banyule	2011	Flat/apartment	3898
Banyule	2011	Semi-detached, row/terrace house, townhouse etc.	4361
Banyule	2011	Separate house	35378
Banyule	2016		130
Banyule	2016	(Other)	50
Banyule	2016	Flat/apartment	2749
Banyule	2016	Semi-detached, row/terrace house, townhouse etc.	6962
Banyule	2016	Separate house	34541
Darebin - North	2006		0
Darebin - North	2006	(Other)	128
Darebin - North	2006	Flat/apartment	4528
Darebin - North	2006	Semi-detached, row/terrace house, townhouse etc.	4212
Darebin - North	2006	Separate house	21164
Darebin - North	2011		13
Darebin - North	2011	(Other)	137
Darebin - North	2011	Flat/apartment	5043
Darebin - North	2011	Semi-detached, row/terrace house, townhouse etc.	4107
Darebin - North	2011	Separate house	22876
Darebin - North	2016		110
Darebin - North	2016	(Other)	192
Darebin - North	2016	Flat/apartment	3111
Darebin - North	2016	Semi-detached, row/terrace house, townhouse etc.	9034
Darebin - North	2016	Separate house	22009
Nillumbik - Kinglake	2006		8
Nillumbik - Kinglake	2006	(Other)	51
Nillumbik - Kinglake	2006	Flat/apartment	385
Nillumbik - Kinglake	2006	Semi-detached, row/terrace house, townhouse etc.	652
Nillumbik - Kinglake	2006	Separate house	18859
Nillumbik - Kinglake	2011		9
Nillumbik - Kinglake	2011	(Other)	63
Nillumbik - Kinglake	2011	Flat/apartment	363
Nillumbik - Kinglake	2011	Semi-detached, row/terrace house, townhouse etc.	563
Nillumbik - Kinglake	2011	Separate house	19554
Nillumbik - Kinglake	2016		59
Nillumbik - Kinglake	2016	(Other)	34
Nillumbik - Kinglake	2016	Flat/apartment	516
Nillumbik - Kinglake	2016	Semi-detached, row/terrace house, townhouse etc.	684
Nillumbik - Kinglake	2016	Separate house	19768
Whittlesea - Wallan	2006		0
Whittlesea - Wallan	2006	(Other)	106
Whittlesea - Wallan	2006	Flat/apartment	1804
Whittlesea - Wallan	2006	Semi-detached, row/terrace house, townhouse etc.	1729
Whittlesea - Wallan	2006	Separate house	39262
Whittlesea - Wallan	2011		8
Whittlesea - Wallan	2011	(Other)	69
Whittlesea - Wallan	2011	Flat/apartment	2123
Whittlesea - Wallan	2011	Semi-detached, row/terrace house, townhouse etc.	3286
Whittlesea - Wallan	2011	Separate house	48477
Whittlesea - Wallan	2016		123
Whittlesea - Wallan	2016	(Other)	43
Whittlesea - Wallan	2016	Flat/apartment	2106
Whittlesea - Wallan	2016	Semi-detached, row/terrace house, townhouse etc.	8248
Whittlesea - Wallan	2016	Separate house	58212
Keilor	2006		3
Keilor	2006	(Other)	41
Keilor	2006	Flat/apartment	752
Keilor	2006	Semi-detached, row/terrace house, townhouse etc.	1738
Keilor	2006	Separate house	16816
Keilor	2011		4
Keilor	2011	(Other)	35
Keilor	2011	Flat/apartment	1215
Keilor	2011	Semi-detached, row/terrace house, townhouse etc.	1576
Keilor	2011	Separate house	17056
Keilor	2016		49
Keilor	2016	(Other)	128
Keilor	2016	Flat/apartment	234
Keilor	2016	Semi-detached, row/terrace house, townhouse etc.	4364
Keilor	2016	Separate house	16156
Macedon Ranges	2006		0
Macedon Ranges	2006	(Other)	50
Macedon Ranges	2006	Flat/apartment	164
Macedon Ranges	2006	Semi-detached, row/terrace house, townhouse etc.	128
Macedon Ranges	2006	Separate house	7468
Macedon Ranges	2011		3
Macedon Ranges	2011	(Other)	42
Macedon Ranges	2011	Flat/apartment	219
Macedon Ranges	2011	Semi-detached, row/terrace house, townhouse etc.	119
Macedon Ranges	2011	Separate house	8548
Macedon Ranges	2016		36
Macedon Ranges	2016	(Other)	39
Macedon Ranges	2016	Flat/apartment	73
Macedon Ranges	2016	Semi-detached, row/terrace house, townhouse etc.	465
Macedon Ranges	2016	Separate house	9212
Moreland - North	2006		0
Moreland - North	2006	(Other)	83
Moreland - North	2006	Flat/apartment	2748
Moreland - North	2006	Semi-detached, row/terrace house, townhouse etc.	2228
Moreland - North	2006	Separate house	18139
Moreland - North	2011		16
Moreland - North	2011	(Other)	58
Moreland - North	2011	Flat/apartment	2367
Moreland - North	2011	Semi-detached, row/terrace house, townhouse etc.	3816
Moreland - North	2011	Separate house	18355
Moreland - North	2016		81
Moreland - North	2016	(Other)	84
Moreland - North	2016	Flat/apartment	1440
Moreland - North	2016	Semi-detached, row/terrace house, townhouse etc.	7468
Moreland - North	2016	Separate house	17790
Sunbury	2006		0
Sunbury	2006	(Other)	16
Sunbury	2006	Flat/apartment	346
Sunbury	2006	Semi-detached, row/terrace house, townhouse etc.	584
Sunbury	2006	Separate house	10328
Sunbury	2011		0
Sunbury	2011	(Other)	13
Sunbury	2011	Flat/apartment	771
Sunbury	2011	Semi-detached, row/terrace house, townhouse etc.	326
Sunbury	2011	Separate house	11596
Sunbury	2016		20
Sunbury	2016	(Other)	5
Sunbury	2016	Flat/apartment	907
Sunbury	2016	Semi-detached, row/terrace house, townhouse etc.	519
Sunbury	2016	Separate house	12190
Tullamarine - Broadmeadows	2006		5
Tullamarine - Broadmeadows	2006	(Other)	306
Tullamarine - Broadmeadows	2006	Flat/apartment	1547
Tullamarine - Broadmeadows	2006	Semi-detached, row/terrace house, townhouse etc.	2963
Tullamarine - Broadmeadows	2006	Separate house	30196
Tullamarine - Broadmeadows	2011		31
Tullamarine - Broadmeadows	2011	(Other)	239
Tullamarine - Broadmeadows	2011	Flat/apartment	1374
Tullamarine - Broadmeadows	2011	Semi-detached, row/terrace house, townhouse etc.	4083
Tullamarine - Broadmeadows	2011	Separate house	34526
Tullamarine - Broadmeadows	2016		131
Tullamarine - Broadmeadows	2016	(Other)	325
Tullamarine - Broadmeadows	2016	Flat/apartment	1215
Tullamarine - Broadmeadows	2016	Semi-detached, row/terrace house, townhouse etc.	5246
Tullamarine - Broadmeadows	2016	Separate house	40440
Knox	2006		0
Knox	2006	(Other)	225
Knox	2006	Flat/apartment	2353
Knox	2006	Semi-detached, row/terrace house, townhouse etc.	3865
Knox	2006	Separate house	43582
Knox	2011		8
Knox	2011	(Other)	183
Knox	2011	Flat/apartment	2054
Knox	2011	Semi-detached, row/terrace house, townhouse etc.	4413
Knox	2011	Separate house	45408
Knox	2016		104
Knox	2016	(Other)	269
Knox	2016	Flat/apartment	1322
Knox	2016	Semi-detached, row/terrace house, townhouse etc.	6516
Knox	2016	Separate house	45462
Manningham - East	2006		0
Manningham - East	2006	(Other)	18
Manningham - East	2006	Flat/apartment	109
Manningham - East	2006	Semi-detached, row/terrace house, townhouse etc.	623
Manningham - East	2006	Separate house	7219
Manningham - East	2011		0
Manningham - East	2011	(Other)	20
Manningham - East	2011	Flat/apartment	69
Manningham - East	2011	Semi-detached, row/terrace house, townhouse etc.	576
Manningham - East	2011	Separate house	7513
Manningham - East	2016		14
Manningham - East	2016	(Other)	18
Manningham - East	2016	Flat/apartment	124
Manningham - East	2016	Semi-detached, row/terrace house, townhouse etc.	369
Manningham - East	2016	Separate house	7736
Maroondah	2006		3
Maroondah	2006	(Other)	72
Maroondah	2006	Flat/apartment	2938
Maroondah	2006	Semi-detached, row/terrace house, townhouse etc.	4750
Maroondah	2006	Separate house	28518
Maroondah	2011		5
Maroondah	2011	(Other)	50
Maroondah	2011	Flat/apartment	1801
Maroondah	2011	Semi-detached, row/terrace house, townhouse etc.	6825
Maroondah	2011	Separate house	29564
Maroondah	2016		101
Maroondah	2016	(Other)	29
Maroondah	2016	Flat/apartment	942
Maroondah	2016	Semi-detached, row/terrace house, townhouse etc.	3371
Maroondah	2016	Separate house	35380
Whitehorse - East	2006		0
Whitehorse - East	2006	(Other)	19
Whitehorse - East	2006	Flat/apartment	1200
Whitehorse - East	2006	Semi-detached, row/terrace house, townhouse etc.	2798
Whitehorse - East	2006	Separate house	16553
Whitehorse - East	2011		10
Whitehorse - East	2011	(Other)	18
Whitehorse - East	2011	Flat/apartment	1593
Whitehorse - East	2011	Semi-detached, row/terrace house, townhouse etc.	2712
Whitehorse - East	2011	Separate house	16743
Whitehorse - East	2016		50
Whitehorse - East	2016	(Other)	14
Whitehorse - East	2016	Flat/apartment	587
Whitehorse - East	2016	Semi-detached, row/terrace house, townhouse etc.	4947
Whitehorse - East	2016	Separate house	16309
Yarra Ranges	2006		15
Yarra Ranges	2006	(Other)	335
Yarra Ranges	2006	Flat/apartment	1206
Yarra Ranges	2006	Semi-detached, row/terrace house, townhouse etc.	1370
Yarra Ranges	2006	Separate house	44855
Yarra Ranges	2011		12
Yarra Ranges	2011	(Other)	265
Yarra Ranges	2011	Flat/apartment	1794
Yarra Ranges	2011	Semi-detached, row/terrace house, townhouse etc.	1811
Yarra Ranges	2011	Separate house	46532
Yarra Ranges	2016		198
Yarra Ranges	2016	(Other)	264
Yarra Ranges	2016	Flat/apartment	243
Yarra Ranges	2016	Semi-detached, row/terrace house, townhouse etc.	2647
Yarra Ranges	2016	Separate house	48290
Cardinia	2006		0
Cardinia	2006	(Other)	166
Cardinia	2006	Flat/apartment	766
Cardinia	2006	Semi-detached, row/terrace house, townhouse etc.	351
Cardinia	2006	Separate house	17695
Cardinia	2011		6
Cardinia	2011	(Other)	187
Cardinia	2011	Flat/apartment	782
Cardinia	2011	Semi-detached, row/terrace house, townhouse etc.	1027
Cardinia	2011	Separate house	23086
Cardinia	2016		81
Cardinia	2016	(Other)	128
Cardinia	2016	Flat/apartment	137
Cardinia	2016	Semi-detached, row/terrace house, townhouse etc.	2330
Cardinia	2016	Separate house	28378
Casey - North	2006		3
Casey - North	2006	(Other)	157
Casey - North	2006	Flat/apartment	1636
Casey - North	2006	Semi-detached, row/terrace house, townhouse etc.	1498
Casey - North	2006	Separate house	33376
Casey - North	2011		11
Casey - North	2011	(Other)	97
Casey - North	2011	Flat/apartment	1590
Casey - North	2011	Semi-detached, row/terrace house, townhouse etc.	1857
Casey - North	2011	Separate house	36482
Casey - North	2016		61
Casey - North	2016	(Other)	205
Casey - North	2016	Flat/apartment	490
Casey - North	2016	Semi-detached, row/terrace house, townhouse etc.	4043
Casey - North	2016	Separate house	37037
Casey - South	2006		0
Casey - South	2006	(Other)	70
Casey - South	2006	Flat/apartment	1230
Casey - South	2006	Semi-detached, row/terrace house, townhouse etc.	1273
Casey - South	2006	Separate house	29661
Casey - South	2011		0
Casey - South	2011	(Other)	40
Casey - South	2011	Flat/apartment	1523
Casey - South	2011	Semi-detached, row/terrace house, townhouse etc.	1699
Casey - South	2011	Separate house	37172
Casey - South	2016		72
Casey - South	2016	(Other)	55
Casey - South	2016	Flat/apartment	470
Casey - South	2016	Semi-detached, row/terrace house, townhouse etc.	4270
Casey - South	2016	Separate house	45421
Dandenong	2006		0
Dandenong	2006	(Other)	323
Dandenong	2006	Flat/apartment	9565
Dandenong	2006	Semi-detached, row/terrace house, townhouse etc.	4193
Dandenong	2006	Separate house	39785
Dandenong	2011		19
Dandenong	2011	(Other)	700
Dandenong	2011	Flat/apartment	10826
Dandenong	2011	Semi-detached, row/terrace house, townhouse etc.	5327
Dandenong	2011	Separate house	40165
Dandenong	2016		154
Dandenong	2016	(Other)	445
Dandenong	2016	Flat/apartment	5635
Dandenong	2016	Semi-detached, row/terrace house, townhouse etc.	10497
Dandenong	2016	Separate house	43648
Monash	2006		3
Monash	2006	(Other)	118
Monash	2006	Flat/apartment	5022
Monash	2006	Semi-detached, row/terrace house, townhouse etc.	5019
Monash	2006	Separate house	44155
Monash	2011		32
Monash	2011	(Other)	82
Monash	2011	Flat/apartment	5556
Monash	2011	Semi-detached, row/terrace house, townhouse etc.	6185
Monash	2011	Separate house	44923
Monash	2016		206
Monash	2016	(Other)	41
Monash	2016	Flat/apartment	7431
Monash	2016	Semi-detached, row/terrace house, townhouse etc.	8712
Monash	2016	Separate house	43073
Brimbank	2006		16
Brimbank	2006	(Other)	117
Brimbank	2006	Flat/apartment	3626
Brimbank	2006	Semi-detached, row/terrace house, townhouse etc.	5183
Brimbank	2006	Separate house	42287
Brimbank	2011		18
Brimbank	2011	(Other)	90
Brimbank	2011	Flat/apartment	4357
Brimbank	2011	Semi-detached, row/terrace house, townhouse etc.	2733
Brimbank	2011	Separate house	48621
Brimbank	2016		112
Brimbank	2016	(Other)	109
Brimbank	2016	Flat/apartment	2728
Brimbank	2016	Semi-detached, row/terrace house, townhouse etc.	7691
Brimbank	2016	Separate house	47925
Hobsons Bay	2006		3
Hobsons Bay	2006	(Other)	194
Hobsons Bay	2006	Flat/apartment	2990
Hobsons Bay	2006	Semi-detached, row/terrace house, townhouse etc.	3619
Hobsons Bay	2006	Separate house	21844
Hobsons Bay	2011		11
Hobsons Bay	2011	(Other)	204
Hobsons Bay	2011	Flat/apartment	3157
Hobsons Bay	2011	Semi-detached, row/terrace house, townhouse etc.	3834
Hobsons Bay	2011	Separate house	22387
Hobsons Bay	2016		103
Hobsons Bay	2016	(Other)	122
Hobsons Bay	2016	Flat/apartment	2224
Hobsons Bay	2016	Semi-detached, row/terrace house, townhouse etc.	8305
Hobsons Bay	2016	Separate house	20110
Maribyrnong	2006		0
Maribyrnong	2006	(Other)	134
Maribyrnong	2006	Flat/apartment	4722
Maribyrnong	2006	Semi-detached, row/terrace house, townhouse etc.	3162
Maribyrnong	2006	Separate house	16177
Maribyrnong	2011		36
Maribyrnong	2011	(Other)	109
Maribyrnong	2011	Flat/apartment	5923
Maribyrnong	2011	Semi-detached, row/terrace house, townhouse etc.	3890
Maribyrnong	2011	Separate house	16490
Maribyrnong	2016		131
Maribyrnong	2016	(Other)	174
Maribyrnong	2016	Flat/apartment	7182
Maribyrnong	2016	Semi-detached, row/terrace house, townhouse etc.	7422
Maribyrnong	2016	Separate house	15576
Melton - Bacchus Marsh	2006		0
Melton - Bacchus Marsh	2006	(Other)	160
Melton - Bacchus Marsh	2006	Flat/apartment	1057
Melton - Bacchus Marsh	2006	Semi-detached, row/terrace house, townhouse etc.	1181
Melton - Bacchus Marsh	2006	Separate house	27360
Melton - Bacchus Marsh	2011		10
Melton - Bacchus Marsh	2011	(Other)	175
Melton - Bacchus Marsh	2011	Flat/apartment	1219
Melton - Bacchus Marsh	2011	Semi-detached, row/terrace house, townhouse etc.	2492
Melton - Bacchus Marsh	2011	Separate house	36450
Melton - Bacchus Marsh	2016		106
Melton - Bacchus Marsh	2016	(Other)	156
Melton - Bacchus Marsh	2016	Flat/apartment	411
Melton - Bacchus Marsh	2016	Semi-detached, row/terrace house, townhouse etc.	5356
Melton - Bacchus Marsh	2016	Separate house	41900
Wyndham	2006		0
Wyndham	2006	(Other)	133
Wyndham	2006	Flat/apartment	1813
Wyndham	2006	Semi-detached, row/terrace house, townhouse etc.	2051
Wyndham	2006	Separate house	34241
Wyndham	2011		8
Wyndham	2011	(Other)	142
Wyndham	2011	Flat/apartment	2299
Wyndham	2011	Semi-detached, row/terrace house, townhouse etc.	2974
Wyndham	2011	Separate house	48939
Wyndham	2016		87
Wyndham	2016	(Other)	130
Wyndham	2016	Flat/apartment	1527
Wyndham	2016	Semi-detached, row/terrace house, townhouse etc.	9532
Wyndham	2016	Separate house	57312
Frankston	2006		5
Frankston	2006	(Other)	454
Frankston	2006	Flat/apartment	3522
Frankston	2006	Semi-detached, row/terrace house, townhouse etc.	3495
Frankston	2006	Separate house	36078
Frankston	2011		13
Frankston	2011	(Other)	418
Frankston	2011	Flat/apartment	4708
Frankston	2011	Semi-detached, row/terrace house, townhouse etc.	3240
Frankston	2011	Separate house	39020
Frankston	2016		67
Frankston	2016	(Other)	436
Frankston	2016	Flat/apartment	1343
Frankston	2016	Semi-detached, row/terrace house, townhouse etc.	8550
Frankston	2016	Separate house	39300
Mornington Peninsula	2006		10
Mornington Peninsula	2006	(Other)	544
Mornington Peninsula	2006	Flat/apartment	2128
Mornington Peninsula	2006	Semi-detached, row/terrace house, townhouse etc.	2959
Mornington Peninsula	2006	Separate house	44233
Mornington Peninsula	2011		20
Mornington Peninsula	2011	(Other)	554
Mornington Peninsula	2011	Flat/apartment	2546
Mornington Peninsula	2011	Semi-detached, row/terrace house, townhouse etc.	4943
Mornington Peninsula	2011	Separate house	46082
Mornington Peninsula	2016		167
Mornington Peninsula	2016	(Other)	472
Mornington Peninsula	2016	Flat/apartment	2706
Mornington Peninsula	2016	Semi-detached, row/terrace house, townhouse etc.	5776
Mornington Peninsula	2016	Separate house	48672
Grampians	2006		4
Grampians	2006	(Other)	277
Grampians	2006	Flat/apartment	1143
Grampians	2006	Semi-detached, row/terrace house, townhouse etc.	561
Grampians	2006	Separate house	21238
Grampians	2011		5
Grampians	2011	(Other)	236
Grampians	2011	Flat/apartment	999
Grampians	2011	Semi-detached, row/terrace house, townhouse etc.	652
Grampians	2011	Separate house	21707
Grampians	2016		165
Grampians	2016	(Other)	181
Grampians	2016	Flat/apartment	820
Grampians	2016	Semi-detached, row/terrace house, townhouse etc.	807
Grampians	2016	Separate house	21241
Mildura	2006		3
Mildura	2006	(Other)	429
Mildura	2006	Flat/apartment	1519
Mildura	2006	Semi-detached, row/terrace house, townhouse etc.	1042
Mildura	2006	Separate house	15487
Mildura	2011		7
Mildura	2011	(Other)	344
Mildura	2011	Flat/apartment	1479
Mildura	2011	Semi-detached, row/terrace house, townhouse etc.	1005
Mildura	2011	Separate house	16414
Mildura	2016		106
Mildura	2016	(Other)	224
Mildura	2016	Flat/apartment	1146
Mildura	2016	Semi-detached, row/terrace house, townhouse etc.	1709
Mildura	2016	Separate house	16631
Murray River - Swan Hill	2006		0
Murray River - Swan Hill	2006	(Other)	442
Murray River - Swan Hill	2006	Flat/apartment	763
Murray River - Swan Hill	2006	Semi-detached, row/terrace house, townhouse etc.	353
Murray River - Swan Hill	2006	Separate house	13092
Murray River - Swan Hill	2011		12
