SA2_NAME16	Year	Sex	labourForceParticipation
Fairfield - East	2016	M	51.7
Granville - Clyde	2006	F	43.9
Granville - Clyde	2006	M	61.6
Granville - Clyde	2011	F	45.3
Granville - Clyde	2011	M	61.4
Granville - Clyde	2016	F	48
Granville - Clyde	2016	M	62.5
Greystanes - Pemulwuy	2006	F	56.1
Greystanes - Pemulwuy	2006	M	70.5
Greystanes - Pemulwuy	2011	F	57
Greystanes - Pemulwuy	2011	M	70
Greystanes - Pemulwuy	2016	F	56.2
Greystanes - Pemulwuy	2016	M	67.1
Guildford - South Granville	2006	F	36.5
Guildford - South Granville	2006	M	53.2
Guildford - South Granville	2011	F	35.3
Guildford - South Granville	2011	M	53.7
Guildford - South Granville	2016	F	36.6
Guildford - South Granville	2016	M	54.1
Guildford West - Merrylands West	2006	F	46.1
Guildford West - Merrylands West	2006	M	62.9
Guildford West - Merrylands West	2011	F	46.1
Guildford West - Merrylands West	2011	M	62.6
Guildford West - Merrylands West	2016	F	45.9
Guildford West - Merrylands West	2016	M	61.5
Merrylands - Holroyd	2006	F	46.1
Merrylands - Holroyd	2006	M	62.3
Merrylands - Holroyd	2011	F	46.6
Merrylands - Holroyd	2011	M	63.5
Merrylands - Holroyd	2016	F	48.1
Merrylands - Holroyd	2016	M	64.1
Smithfield Industrial	2006	F	0
Smithfield Industrial	2006	M	0
Smithfield Industrial	2011	F	0
Smithfield Industrial	2011	M	133.3
Smithfield Industrial	2016	F	0
Smithfield Industrial	2016	M	162.5
Yennora Industrial	2006	F	0
Yennora Industrial	2006	M	0
Yennora Industrial	2011	F	0
Yennora Industrial	2011	M	133.3
Yennora Industrial	2016	F	0
Yennora Industrial	2016	M	87.5
North Parramatta	2006	F	53.1
North Parramatta	2006	M	61
North Parramatta	2011	F	56.1
North Parramatta	2011	M	63
North Parramatta	2016	F	56.6
North Parramatta	2016	M	67.4
North Rocks	2006	F	61.4
North Rocks	2006	M	73
North Rocks	2011	F	58.8
North Rocks	2011	M	69.9
North Rocks	2016	F	56.8
North Rocks	2016	M	69
Northmead	2006	F	56.2
Northmead	2006	M	69.8
Northmead	2011	F	59
Northmead	2011	M	74.8
Northmead	2016	F	59.1
Northmead	2016	M	73
Parramatta - Rosehill	2006	F	54.6
Parramatta - Rosehill	2006	M	68.1
Parramatta - Rosehill	2011	F	53.8
Parramatta - Rosehill	2011	M	71.2
Parramatta - Rosehill	2016	F	56.1
Parramatta - Rosehill	2016	M	74
Toongabbie - Constitution Hill	2006	F	52.5
Toongabbie - Constitution Hill	2006	M	68
Toongabbie - Constitution Hill	2011	F	54.4
Toongabbie - Constitution Hill	2011	M	67.1
Toongabbie - Constitution Hill	2016	F	54.2
Toongabbie - Constitution Hill	2016	M	66.4
Winston Hills	2006	F	59.1
Winston Hills	2006	M	73.5
Winston Hills	2011	F	59.5
Winston Hills	2011	M	71
Winston Hills	2016	F	62.1
Winston Hills	2016	M	69.6
Pendle Hill - Girraween	2006	F	47.8
Pendle Hill - Girraween	2006	M	66
Pendle Hill - Girraween	2011	F	48.9
Pendle Hill - Girraween	2011	M	66.5
Pendle Hill - Girraween	2016	F	50.8
Pendle Hill - Girraween	2016	M	66
Wentworthville - Westmead	2006	F	49.1
Wentworthville - Westmead	2006	M	66.7
Wentworthville - Westmead	2011	F	51.2
Wentworthville - Westmead	2011	M	67.5
Wentworthville - Westmead	2016	F	53.4
Wentworthville - Westmead	2016	M	69.3
Epping - North Epping	2006	F	56.9
Epping - North Epping	2006	M	68.7
Epping - North Epping	2011	F	57.4
Epping - North Epping	2011	M	69.2
Epping - North Epping	2016	F	57.8
Epping - North Epping	2016	M	67.9
Pennant Hills - Cheltenham	2006	F	57.6
Pennant Hills - Cheltenham	2006	M	70
Pennant Hills - Cheltenham	2011	F	58.7
Pennant Hills - Cheltenham	2011	M	70.7
Pennant Hills - Cheltenham	2016	F	59.1
Pennant Hills - Cheltenham	2016	M	68.9
Eastwood - Denistone	2006	F	54.8
Eastwood - Denistone	2006	M	65.7
Eastwood - Denistone	2011	F	54.9
Eastwood - Denistone	2011	M	65.7
Eastwood - Denistone	2016	F	54.5
Eastwood - Denistone	2016	M	65.2
Gladesville - Huntleys Point	2006	F	59.4
Gladesville - Huntleys Point	2006	M	70.6
Gladesville - Huntleys Point	2011	F	62.1
Gladesville - Huntleys Point	2011	M	71
Gladesville - Huntleys Point	2016	F	61.5
Gladesville - Huntleys Point	2016	M	68.8
Hunters Hill - Woolwich	2006	F	47.8
Hunters Hill - Woolwich	2006	M	54.9
Hunters Hill - Woolwich	2011	F	49.7
Hunters Hill - Woolwich	2011	M	60.1
Hunters Hill - Woolwich	2016	F	51.8
Hunters Hill - Woolwich	2016	M	59
Macquarie Park - Marsfield	2006	F	51.8
Macquarie Park - Marsfield	2006	M	63.3
Macquarie Park - Marsfield	2011	F	50.9
Macquarie Park - Marsfield	2011	M	64.1
Macquarie Park - Marsfield	2016	F	53.7
Macquarie Park - Marsfield	2016	M	64.7
North Ryde - East Ryde	2006	F	54.8
North Ryde - East Ryde	2006	M	64.9
North Ryde - East Ryde	2011	F	56.1
North Ryde - East Ryde	2011	M	64.3
North Ryde - East Ryde	2016	F	58.2
North Ryde - East Ryde	2016	M	65.3
West Ryde - Meadowbank	2006	F	57.4
West Ryde - Meadowbank	2006	M	68.6
West Ryde - Meadowbank	2011	F	61.4
West Ryde - Meadowbank	2011	M	72.4
West Ryde - Meadowbank	2016	F	63.3
West Ryde - Meadowbank	2016	M	73.4
Putney	2006	F	60.7
Putney	2006	M	73.1
Putney	2011	F	62.5
Putney	2011	M	73.1
Putney	2016	F	61.1
Putney	2016	M	68.3
Ryde	2006	F	54.8
Ryde	2006	M	67.1
Ryde	2011	F	57.4
Ryde	2011	M	68.5
Ryde	2016	F	58.5
Ryde	2016	M	68.7
Ashcroft - Busby - Miller	2006	F	33
Ashcroft - Busby - Miller	2006	M	52.9
Ashcroft - Busby - Miller	2011	F	32.8
Ashcroft - Busby - Miller	2011	M	49.8
Ashcroft - Busby - Miller	2016	F	33.6
Ashcroft - Busby - Miller	2016	M	47.4
Austral - Greendale	2006	F	49.7
Austral - Greendale	2006	M	66.5
Austral - Greendale	2011	F	48.4
Austral - Greendale	2011	M	63.9
Austral - Greendale	2016	F	49
Austral - Greendale	2016	M	62.7
Cobbitty - Leppington	2006	F	53
Cobbitty - Leppington	2006	M	67.5
Cobbitty - Leppington	2011	F	51.1
Cobbitty - Leppington	2011	M	64.3
Cobbitty - Leppington	2016	F	62
Cobbitty - Leppington	2016	M	73.8
Badgerys Creek	2006	F	42.7
Badgerys Creek	2006	M	55.4
Badgerys Creek	2011	F	49
Badgerys Creek	2011	M	54.5
Badgerys Creek	2016	F	23.1
Badgerys Creek	2016	M	53.6
Cecil Hills	2006	F	58.8
Cecil Hills	2006	M	76
Cecil Hills	2011	F	61.3
Cecil Hills	2011	M	75.1
Cecil Hills	2016	F	58.4
Cecil Hills	2016	M	69.4
Green Valley	2006	F	50.4
Green Valley	2006	M	67.7
Green Valley	2011	F	51.5
Green Valley	2011	M	68.8
Green Valley	2016	F	51.1
Green Valley	2016	M	64.9
Hinchinbrook	2006	F	56.7
Hinchinbrook	2006	M	74.6
Hinchinbrook	2011	F	55.9
Hinchinbrook	2011	M	71
Hinchinbrook	2016	F	56.9
Hinchinbrook	2016	M	69.8
Hoxton Park - Carnes Hill - Horningsea Park	2006	F	59.7
Hoxton Park - Carnes Hill - Horningsea Park	2006	M	76.8
Hoxton Park - Carnes Hill - Horningsea Park	2011	F	61.1
Hoxton Park - Carnes Hill - Horningsea Park	2011	M	75.4
Hoxton Park - Carnes Hill - Horningsea Park	2016	F	59.1
Hoxton Park - Carnes Hill - Horningsea Park	2016	M	73.3
West Hoxton - Middleton Grange	2006	F	61.2
West Hoxton - Middleton Grange	2006	M	77.3
West Hoxton - Middleton Grange	2011	F	63.7
West Hoxton - Middleton Grange	2011	M	77.5
West Hoxton - Middleton Grange	2016	F	63
West Hoxton - Middleton Grange	2016	M	74.2
Bonnyrigg Heights - Bonnyrigg	2006	F	45.2
Bonnyrigg Heights - Bonnyrigg	2006	M	63.1
Bonnyrigg Heights - Bonnyrigg	2011	F	46.9
Bonnyrigg Heights - Bonnyrigg	2011	M	62.9
Bonnyrigg Heights - Bonnyrigg	2016	F	46.2
Bonnyrigg Heights - Bonnyrigg	2016	M	61
Bossley Park - Abbotsbury	2006	F	54.9
Bossley Park - Abbotsbury	2006	M	70.8
Bossley Park - Abbotsbury	2011	F	53.4
Bossley Park - Abbotsbury	2011	M	67.7
Bossley Park - Abbotsbury	2016	F	49.2
Bossley Park - Abbotsbury	2016	M	62.5
Cabramatta - Lansvale	2006	F	36.1
Cabramatta - Lansvale	2006	M	56.5
Cabramatta - Lansvale	2011	F	38.6
Cabramatta - Lansvale	2011	M	55.5
Cabramatta - Lansvale	2016	F	42.2
Cabramatta - Lansvale	2016	M	56.9
Cabramatta West - Mount Pritchard	2006	F	39.8
Cabramatta West - Mount Pritchard	2006	M	58.7
Cabramatta West - Mount Pritchard	2011	F	41.8
Cabramatta West - Mount Pritchard	2011	M	56.5
Cabramatta West - Mount Pritchard	2016	F	44
Cabramatta West - Mount Pritchard	2016	M	58.3
Canley Vale - Canley Heights	2006	F	39.3
Canley Vale - Canley Heights	2006	M	59.4
Canley Vale - Canley Heights	2011	F	40.5
Canley Vale - Canley Heights	2011	M	57.5
Canley Vale - Canley Heights	2016	F	43.8
Canley Vale - Canley Heights	2016	M	57.3
Edensor Park	2006	F	52.1
Edensor Park	2006	M	69.6
Edensor Park	2011	F	52.3
Edensor Park	2011	M	67.2
Edensor Park	2016	F	49.6
Edensor Park	2016	M	64.1
Fairfield	2006	F	34.7
Fairfield	2006	M	53.9
Fairfield	2011	F	34.4
Fairfield	2011	M	51.8
Fairfield	2016	F	35.1
Fairfield	2016	M	48.9
Fairfield - West	2006	F	41.8
Fairfield - West	2006	M	59.6
Fairfield - West	2011	F	40.1
Fairfield - West	2011	M	56
Fairfield - West	2016	F	40.4
Fairfield - West	2016	M	53.7
Greenfield Park - Prairiewood	2006	F	47.4
Greenfield Park - Prairiewood	2006	M	63.1
Greenfield Park - Prairiewood	2011	F	46.8
Greenfield Park - Prairiewood	2011	M	62.2
Greenfield Park - Prairiewood	2016	F	44.6
Greenfield Park - Prairiewood	2016	M	57
Horsley Park - Kemps Creek	2006	F	50.7
Horsley Park - Kemps Creek	2006	M	69
Horsley Park - Kemps Creek	2011	F	51.9
Horsley Park - Kemps Creek	2011	M	66.5
Horsley Park - Kemps Creek	2016	F	52.4
Horsley Park - Kemps Creek	2016	M	64.2
Smithfield - Wetherill Park	2006	F	46.5
Smithfield - Wetherill Park	2006	M	64.1
Smithfield - Wetherill Park	2011	F	44.6
Smithfield - Wetherill Park	2011	M	59.7
Smithfield - Wetherill Park	2016	F	42.8
Smithfield - Wetherill Park	2016	M	57
St Johns Park - Wakeley	2006	F	45.9
St Johns Park - Wakeley	2006	M	64.7
St Johns Park - Wakeley	2011	F	46.3
St Johns Park - Wakeley	2011	M	62.8
St Johns Park - Wakeley	2016	F	45.1
St Johns Park - Wakeley	2016	M	58.3
Wetherill Park Industrial	2006	F	0
Wetherill Park Industrial	2006	M	0
Wetherill Park Industrial	2011	F	0
Wetherill Park Industrial	2011	M	66.7
Wetherill Park Industrial	2016	F	0
Wetherill Park Industrial	2016	M	60
Casula	2006	F	53.7
Casula	2006	M	69.7
Casula	2011	F	51.8
Casula	2011	M	64.3
Casula	2016	F	51.6
Casula	2016	M	64.9
Chipping Norton - Moorebank	2006	F	58.9
Chipping Norton - Moorebank	2006	M	71.8
Chipping Norton - Moorebank	2011	F	58.2
Chipping Norton - Moorebank	2011	M	69.8
Chipping Norton - Moorebank	2016	F	57.7
Chipping Norton - Moorebank	2016	M	69.4
Holsworthy - Wattle Grove	2006	F	67.2
Holsworthy - Wattle Grove	2006	M	82.2
Holsworthy - Wattle Grove	2011	F	66.1
Holsworthy - Wattle Grove	2011	M	79.6
Holsworthy - Wattle Grove	2016	F	65.7
Holsworthy - Wattle Grove	2016	M	75
Liverpool	2006	F	38.6
Liverpool	2006	M	56.1
Liverpool	2011	F	37.2
Liverpool	2011	M	53.6
Liverpool	2016	F	37.5
Liverpool	2016	M	52.5
Lurnea - Cartwright	2006	F	36.6
Lurnea - Cartwright	2006	M	55.3
Lurnea - Cartwright	2011	F	37.9
Lurnea - Cartwright	2011	M	54.9
Lurnea - Cartwright	2016	F	36.4
Lurnea - Cartwright	2016	M	51
Prestons - Edmondson Park	2006	F	58
Prestons - Edmondson Park	2006	M	73.7
Prestons - Edmondson Park	2011	F	60.4
Prestons - Edmondson Park	2011	M	75.3
Prestons - Edmondson Park	2016	F	58.5
Prestons - Edmondson Park	2016	M	72.6
Warwick Farm	2006	F	37.2
Warwick Farm	2006	M	53.3
Warwick Farm	2011	F	33.9
Warwick Farm	2011	M	50
Warwick Farm	2016	F	39.9
Warwick Farm	2016	M	54.6
Gymea - Grays Point	2006	F	62.2
Gymea - Grays Point	2006	M	74.2
Gymea - Grays Point	2011	F	63.9
Gymea - Grays Point	2011	M	73
Gymea - Grays Point	2016	F	64.9
Gymea - Grays Point	2016	M	71.5
Miranda - Yowie Bay	2006	F	55.7
Miranda - Yowie Bay	2006	M	67.7
Miranda - Yowie Bay	2011	F	56.1
Miranda - Yowie Bay	2011	M	67.9
Miranda - Yowie Bay	2016	F	56.6
Miranda - Yowie Bay	2016	M	66.4
Sylvania - Taren Point	2006	F	51
Sylvania - Taren Point	2006	M	66.4
Sylvania - Taren Point	2011	F	51.9
Sylvania - Taren Point	2011	M	63.8
Sylvania - Taren Point	2016	F	50.8
Sylvania - Taren Point	2016	M	62.4
Caringbah	2006	F	55.1
Caringbah	2006	M	67.9
Caringbah	2011	F	60.2
Caringbah	2011	M	71.9
Caringbah	2016	F	60.4
Caringbah	2016	M	71.3
Caringbah South	2006	F	58.3
Caringbah South	2006	M	71
Caringbah South	2011	F	59.6
Caringbah South	2011	M	70.9
Caringbah South	2016	F	60.1
Caringbah South	2016	M	68.5
Cronulla - Kurnell - Bundeena	2006	F	59.5
Cronulla - Kurnell - Bundeena	2006	M	69.1
Cronulla - Kurnell - Bundeena	2011	F	64.7
Cronulla - Kurnell - Bundeena	2011	M	73.7
Cronulla - Kurnell - Bundeena	2016	F	62.7
Cronulla - Kurnell - Bundeena	2016	M	71
Lilli Pilli - Port Hacking - Dolans Bay	2006	F	63.5
Lilli Pilli - Port Hacking - Dolans Bay	2006	M	73.5
Lilli Pilli - Port Hacking - Dolans Bay	2011	F	62.4
Lilli Pilli - Port Hacking - Dolans Bay	2011	M	71.7
Lilli Pilli - Port Hacking - Dolans Bay	2016	F	64.2
Lilli Pilli - Port Hacking - Dolans Bay	2016	M	72.5
Woolaware - Burraneer	2006	F	58.4
Woolaware - Burraneer	2006	M	71.9
Woolaware - Burraneer	2011	F	62.8
Woolaware - Burraneer	2011	M	72.4
Woolaware - Burraneer	2016	F	64.2
Woolaware - Burraneer	2016	M	71.8
Heathcote - Waterfall	2006	F	59.6
Heathcote - Waterfall	2006	M	74.6
Heathcote - Waterfall	2011	F	60.2
Heathcote - Waterfall	2011	M	72.6
Heathcote - Waterfall	2016	F	58
Heathcote - Waterfall	2016	M	70
Illawong - Alfords Point	2006	F	67.7
Illawong - Alfords Point	2006	M	77.8
Illawong - Alfords Point	2011	F	67.8
Illawong - Alfords Point	2011	M	74.9
Illawong - Alfords Point	2016	F	67.2
Illawong - Alfords Point	2016	M	71.7
Menai - Lucas Heights - Woronora	2006	F	68.8
Menai - Lucas Heights - Woronora	2006	M	79.8
Menai - Lucas Heights - Woronora	2011	F	69.2
Menai - Lucas Heights - Woronora	2011	M	77.9
Menai - Lucas Heights - Woronora	2016	F	67.3
Menai - Lucas Heights - Woronora	2016	M	75.3
Oyster Bay - Como - Jannali	2006	F	63.4
Oyster Bay - Como - Jannali	2006	M	73.9
Oyster Bay - Como - Jannali	2011	F	62.3
Oyster Bay - Como - Jannali	2011	M	72.7
Oyster Bay - Como - Jannali	2016	F	63.2
Oyster Bay - Como - Jannali	2016	M	71.1
Royal National Park	2006	F	0
Royal National Park	2006	M	57.1
Royal National Park	2011	F	125
Royal National Park	2011	M	66.7
Royal National Park	2016	F	41.2
Royal National Park	2016	M	120
Sutherland - Kirrawee	2006	F	59.2
Sutherland - Kirrawee	2006	M	72.8
Sutherland - Kirrawee	2011	F	59.5
Sutherland - Kirrawee	2011	M	71.9
Sutherland - Kirrawee	2016	F	61
Sutherland - Kirrawee	2016	M	71.1
Engadine	2006	F	65.1
Engadine	2006	M	77.5
Engadine	2011	F	64
Engadine	2011	M	73.9
Engadine	2016	F	63.9
Engadine	2016	M	70.9
Loftus - Yarrawarrah	2006	F	65.2
Loftus - Yarrawarrah	2006	M	75.4
Loftus - Yarrawarrah	2011	F	65.2
Loftus - Yarrawarrah	2011	M	73.9
Loftus - Yarrawarrah	2016	F	65.5
Loftus - Yarrawarrah	2016	M	71.1
Woronora Heights	2006	F	76.1
Woronora Heights	2006	M	83.8
Woronora Heights	2011	F	74.3
Woronora Heights	2011	M	81.9
Woronora Heights	2016	F	73.6
Woronora Heights	2016	M	77.8
Migratory - Offshore - Shipping (NSW)	2006	F	100
Migratory - Offshore - Shipping (NSW)	2006	M	89.2
Migratory - Offshore - Shipping (NSW)	2011	F	20
Migratory - Offshore - Shipping (NSW)	2011	M	47.1
Migratory - Offshore - Shipping (NSW)	2016	F	32.7
Migratory - Offshore - Shipping (NSW)	2016	M	38.9
No usual address (NSW)	2006	F	42.5
No usual address (NSW)	2006	M	51.7
No usual address (NSW)	2011	F	39
No usual address (NSW)	2011	M	41
No usual address (NSW)	2016	F	35.9
No usual address (NSW)	2016	M	37.7
Alfredton	2006	F	61.3
Alfredton	2006	M	72.6
Alfredton	2011	F	62.8
Alfredton	2011	M	71.5
Alfredton	2016	F	64.2
Alfredton	2016	M	71.6
Ballarat	2006	F	55.3
Ballarat	2006	M	66.6
Ballarat	2011	F	56.4
Ballarat	2011	M	64.4
Ballarat	2016	F	55
Ballarat	2016	M	62.2
Ballarat - North	2006	F	54.1
Ballarat - North	2006	M	66.9
Ballarat - North	2011	F	56.2
Ballarat - North	2011	M	67.1
Ballarat - North	2016	F	55.6
Ballarat - North	2016	M	64.6
Ballarat - South	2006	F	49.6
Ballarat - South	2006	M	62.9
Ballarat - South	2011	F	51.3
Ballarat - South	2011	M	63
Ballarat - South	2016	F	51.1
Ballarat - South	2016	M	60.1
Buninyong	2006	F	60.6
Buninyong	2006	M	71
Buninyong	2011	F	63.1
Buninyong	2011	M	67.9
Buninyong	2016	F	58.9
Buninyong	2016	M	64.2
Delacombe	2006	F	55.2
Delacombe	2006	M	69.3
Delacombe	2011	F	58.2
Delacombe	2011	M	68
Delacombe	2016	F	58.1
Delacombe	2016	M	66.7
Smythes Creek	2006	F	60.3
Smythes Creek	2006	M	73.8
Smythes Creek	2011	F	62.7
Smythes Creek	2011	M	71.5
Smythes Creek	2016	F	64.3
Smythes Creek	2016	M	68.5
Wendouree - Miners Rest	2006	F	42.6
Wendouree - Miners Rest	2006	M	57.9
Wendouree - Miners Rest	2011	F	46.1
Wendouree - Miners Rest	2011	M	60
Wendouree - Miners Rest	2016	F	45.7
Wendouree - Miners Rest	2016	M	57.2
Bacchus Marsh Region	2006	F	56.2
Bacchus Marsh Region	2006	M	69.7
Bacchus Marsh Region	2011	F	56.9
Bacchus Marsh Region	2011	M	69.5
Bacchus Marsh Region	2016	F	55.1
Bacchus Marsh Region	2016	M	65.4
Creswick - Clunes	2006	F	48.9
Creswick - Clunes	2006	M	61.1
Creswick - Clunes	2011	F	50.3
Creswick - Clunes	2011	M	60.6
Creswick - Clunes	2016	F	48.2
Creswick - Clunes	2016	M	55.8
Daylesford	2006	F	50.7
Daylesford	2006	M	61.3
Daylesford	2011	F	51.4
Daylesford	2011	M	60.9
Daylesford	2016	F	50.1
Daylesford	2016	M	57.2
Gordon (Vic.)	2006	F	55.7
Gordon (Vic.)	2006	M	69.9
Gordon (Vic.)	2011	F	57.3
Gordon (Vic.)	2011	M	68.2
Gordon (Vic.)	2016	F	57.3
Gordon (Vic.)	2016	M	65.3
Avoca	2006	F	43.6
Avoca	2006	M	58.4
Avoca	2011	F	43.2
Avoca	2011	M	54.2
Avoca	2016	F	42.9
Avoca	2016	M	50.2
Beaufort	2006	F	45.3
Beaufort	2006	M	57.2
Beaufort	2011	F	48.5
Beaufort	2011	M	56
Beaufort	2016	F	48.8
Beaufort	2016	M	45
Golden Plains - North	2006	F	50.4
Golden Plains - North	2006	M	62.1
Golden Plains - North	2011	F	54.8
Golden Plains - North	2011	M	61.8
Golden Plains - North	2016	F	53.9
Golden Plains - North	2016	M	60.7
Maryborough (Vic.)	2006	F	37.2
Maryborough (Vic.)	2006	M	51.8
Maryborough (Vic.)	2011	F	39.3
Maryborough (Vic.)	2011	M	49
Maryborough (Vic.)	2016	F	38.4
Maryborough (Vic.)	2016	M	46.3
Maryborough Region	2006	F	43
Maryborough Region	2006	M	52.2
Maryborough Region	2011	F	44.5
Maryborough Region	2011	M	51.5
Maryborough Region	2016	F	42.2
Maryborough Region	2016	M	48.8
Bendigo	2006	F	49.2
Bendigo	2006	M	60.7
Bendigo	2011	F	50.1
Bendigo	2011	M	61.3
Bendigo	2016	F	50.8
Bendigo	2016	M	58.6
California Gully - Eaglehawk	2006	F	46.7
California Gully - Eaglehawk	2006	M	61
California Gully - Eaglehawk	2011	F	49.4
California Gully - Eaglehawk	2011	M	60.9
California Gully - Eaglehawk	2016	F	49.2
California Gully - Eaglehawk	2016	M	58.5
East Bendigo - Kennington	2006	F	53.2
East Bendigo - Kennington	2006	M	64.6
East Bendigo - Kennington	2011	F	52.9
East Bendigo - Kennington	2011	M	64
East Bendigo - Kennington	2016	F	51.5
East Bendigo - Kennington	2016	M	60.8
Flora Hill - Spring Gully	2006	F	57.7
Flora Hill - Spring Gully	2006	M	67.1
Flora Hill - Spring Gully	2011	F	58.4
Flora Hill - Spring Gully	2011	M	66.9
Flora Hill - Spring Gully	2016	F	58.3
Flora Hill - Spring Gully	2016	M	65.2
Kangaroo Flat - Golden Square	2006	F	50.2
Kangaroo Flat - Golden Square	2006	M	63.4
Kangaroo Flat - Golden Square	2011	F	50.7
Kangaroo Flat - Golden Square	2011	M	62.5
Kangaroo Flat - Golden Square	2016	F	49.6
Kangaroo Flat - Golden Square	2016	M	59.3
Maiden Gully	2006	F	68
Maiden Gully	2006	M	78.9
Maiden Gully	2011	F	71.2
Maiden Gully	2011	M	78
Maiden Gully	2016	F	67
Maiden Gully	2016	M	73.4
Strathfieldsaye	2006	F	68.1
Strathfieldsaye	2006	M	76.2
Strathfieldsaye	2011	F	68
Strathfieldsaye	2011	M	76.4
Strathfieldsaye	2016	F	65
Strathfieldsaye	2016	M	71.4
White Hills - Ascot	2006	F	58.7
White Hills - Ascot	2006	M	70.3
White Hills - Ascot	2011	F	59.8
White Hills - Ascot	2011	M	71.5
White Hills - Ascot	2016	F	61.9
White Hills - Ascot	2016	M	69
Bendigo Region - South	2006	F	61.9
Bendigo Region - South	2006	M	72.8
Bendigo Region - South	2011	F	62.3
Bendigo Region - South	2011	M	70.8
Bendigo Region - South	2016	F	63.5
Bendigo Region - South	2016	M	68
Castlemaine	2006	F	44.4
Castlemaine	2006	M	52.8
Castlemaine	2011	F	48.9
Castlemaine	2011	M	52.4
Castlemaine	2016	F	48.2
Castlemaine	2016	M	47.1
Castlemaine Region	2006	F	52.4
Castlemaine Region	2006	M	62.2
Castlemaine Region	2011	F	52.2
Castlemaine Region	2011	M	60.1
Castlemaine Region	2016	F	50
Castlemaine Region	2016	M	56.7
Heathcote	2006	F	37.8
Heathcote	2006	M	48.2
Heathcote	2011	F	41
Heathcote	2011	M	50.2
Heathcote	2016	F	40.6
Heathcote	2016	M	47.6
Kyneton	2006	F	53.1
Kyneton	2006	M	65.3
Kyneton	2011	F	54.1
Kyneton	2011	M	63.9
Kyneton	2016	F	52.5
Kyneton	2016	M	60.5
Woodend	2006	F	59.7
Woodend	2006	M	70.1
Woodend	2011	F	59.7
Woodend	2011	M	69.7
Woodend	2016	F	56.2
Woodend	2016	M	65.8
Bendigo Region - North	2006	F	57.1
Bendigo Region - North	2006	M	69.1
Bendigo Region - North	2011	F	56.2
Bendigo Region - North	2011	M	66.1
Bendigo Region - North	2016	F	55.1
Bendigo Region - North	2016	M	62.3
Loddon	2006	F	46.3
Loddon	2006	M	59.7
Loddon	2011	F	44.5
Loddon	2011	M	54.8
Loddon	2016	F	43.1
Loddon	2016	M	50.5
Bannockburn	2006	F	63.1
Bannockburn	2006	M	77.1
Bannockburn	2011	F	62
Bannockburn	2011	M	76
Bannockburn	2016	F	61.2
Bannockburn	2016	M	71.2
Golden Plains - South	2006	F	55.8
Golden Plains - South	2006	M	71.8
Golden Plains - South	2011	F	58.8
Golden Plains - South	2011	M	72.5
Golden Plains - South	2016	F	59.5
Golden Plains - South	2016	M	69.1
Winchelsea	2006	F	56.8
Winchelsea	2006	M	71.8
Winchelsea	2011	F	57.7
Winchelsea	2011	M	68.8
Winchelsea	2016	F	57.8
Winchelsea	2016	M	67
Belmont	2006	F	49.1
Belmont	2006	M	64
Belmont	2011	F	53.7
Belmont	2011	M	64.3
Belmont	2016	F	54.9
Belmont	2016	M	63.7
Corio - Norlane	2006	F	41.9
Corio - Norlane	2006	M	58.3
Corio - Norlane	2011	F	44
Corio - Norlane	2011	M	56.7
Corio - Norlane	2016	F	42.6
Corio - Norlane	2016	M	53.3
Geelong	2006	F	55.1
Geelong	2006	M	67.4
Geelong	2011	F	57.8
Geelong	2011	M	68.7
Geelong	2016	F	58.1
Geelong	2016	M	64.6
Geelong West - Hamlyn Heights	2006	F	53.9
Geelong West - Hamlyn Heights	2006	M	66.6
Geelong West - Hamlyn Heights	2011	F	58.5
Geelong West - Hamlyn Heights	2011	M	68.5
Geelong West - Hamlyn Heights	2016	F	60
Geelong West - Hamlyn Heights	2016	M	68.5
Grovedale	2006	F	54.2
Grovedale	2006	M	70.5
Grovedale	2011	F	55.5
Grovedale	2011	M	68.9
Grovedale	2016	F	56.5
Grovedale	2016	M	66.9
Highton	2006	F	56.7
Highton	2006	M	69
Highton	2011	F	58.8
Highton	2011	M	68.4
Highton	2016	F	59.5
Highton	2016	M	66.4
Lara	2006	F	58.4
Lara	2006	M	66.9
Lara	2011	F	60.1
Lara	2011	M	65.3
Lara	2016	F	59.7
Lara	2016	M	60.9
Leopold	2006	F	56.5
Leopold	2006	M	71.1
Leopold	2011	F	58
Leopold	2011	M	68.1
Leopold	2016	F	57.7
Leopold	2016	M	64.7
Newcomb - Moolap	2006	F	47.1
Newcomb - Moolap	2006	M	63.8
Newcomb - Moolap	2011	F	49
Newcomb - Moolap	2011	M	62.8
Newcomb - Moolap	2016	F	46.8
Newcomb - Moolap	2016	M	58.1
Newtown (Vic.)	2006	F	55
Newtown (Vic.)	2006	M	68.9
Newtown (Vic.)	2011	F	58.2
Newtown (Vic.)	2011	M	70.9
Newtown (Vic.)	2016	F	58.9
Newtown (Vic.)	2016	M	67.2
North Geelong - Bell Park	2006	F	46.8
