SA4_NAME16	Year	IndustryOfEmployment	workers
Newcastle and Lake Macquarie	2011	Rental hiring and real estate services	2271
Newcastle and Lake Macquarie	2011	Retail trade	17341
Newcastle and Lake Macquarie	2011	Transport postal and warehousing	6554
Newcastle and Lake Macquarie	2011	Wholesale trade	4706
Newcastle and Lake Macquarie	2016		5485
Newcastle and Lake Macquarie	2016	Accommodation and food services	12206
Newcastle and Lake Macquarie	2016	Administrative and support services	5092
Newcastle and Lake Macquarie	2016	Agriculture forestry and fishing	718
Newcastle and Lake Macquarie	2016	Arts and recreation services	2056
Newcastle and Lake Macquarie	2016	Construction	14546
Newcastle and Lake Macquarie	2016	Education and training	15016
Newcastle and Lake Macquarie	2016	Electricity gas water and waste services	2342
Newcastle and Lake Macquarie	2016	Financial and insurance services	5307
Newcastle and Lake Macquarie	2016	Health care and social assistance	28060
Newcastle and Lake Macquarie	2016	Information media and telecommunications	1687
Newcastle and Lake Macquarie	2016	Manufacturing	9831
Newcastle and Lake Macquarie	2016	Mining	3648
Newcastle and Lake Macquarie	2016	Other services	6421
Newcastle and Lake Macquarie	2016	Professional scientific and technical services	9723
Newcastle and Lake Macquarie	2016	Public administration and safety	10361
Newcastle and Lake Macquarie	2016	Rental hiring and real estate services	2292
Newcastle and Lake Macquarie	2016	Retail trade	15985
Newcastle and Lake Macquarie	2016	Transport postal and warehousing	6336
Newcastle and Lake Macquarie	2016	Wholesale trade	3338
Richmond - Tweed	2006		2084
Richmond - Tweed	2006	Accommodation and food services	7625
Richmond - Tweed	2006	Administrative and support services	2336
Richmond - Tweed	2006	Agriculture forestry and fishing	4849
Richmond - Tweed	2006	Arts and recreation services	1267
Richmond - Tweed	2006	Construction	7992
Richmond - Tweed	2006	Education and training	7550
Richmond - Tweed	2006	Electricity gas water and waste services	663
Richmond - Tweed	2006	Financial and insurance services	1726
Richmond - Tweed	2006	Health care and social assistance	11278
Richmond - Tweed	2006	Information media and telecommunications	1290
Richmond - Tweed	2006	Manufacturing	6527
Richmond - Tweed	2006	Mining	223
Richmond - Tweed	2006	Other services	3297
Richmond - Tweed	2006	Professional scientific and technical services	3769
Richmond - Tweed	2006	Public administration and safety	4254
Richmond - Tweed	2006	Rental hiring and real estate services	1693
Richmond - Tweed	2006	Retail trade	11958
Richmond - Tweed	2006	Transport postal and warehousing	3071
Richmond - Tweed	2006	Wholesale trade	2873
Richmond - Tweed	2011		2015
Richmond - Tweed	2011	Accommodation and food services	8446
Richmond - Tweed	2011	Administrative and support services	2938
Richmond - Tweed	2011	Agriculture forestry and fishing	4145
Richmond - Tweed	2011	Arts and recreation services	1409
Richmond - Tweed	2011	Construction	8300
Richmond - Tweed	2011	Education and training	8652
Richmond - Tweed	2011	Electricity gas water and waste services	792
Richmond - Tweed	2011	Financial and insurance services	1708
Richmond - Tweed	2011	Health care and social assistance	13850
Richmond - Tweed	2011	Information media and telecommunications	1178
Richmond - Tweed	2011	Manufacturing	6424
Richmond - Tweed	2011	Mining	492
Richmond - Tweed	2011	Other services	3328
Richmond - Tweed	2011	Professional scientific and technical services	4324
Richmond - Tweed	2011	Public administration and safety	4622
Richmond - Tweed	2011	Rental hiring and real estate services	1611
Richmond - Tweed	2011	Retail trade	11687
Richmond - Tweed	2011	Transport postal and warehousing	3243
Richmond - Tweed	2011	Wholesale trade	2726
Richmond - Tweed	2016		4321
Richmond - Tweed	2016	Accommodation and food services	8827
Richmond - Tweed	2016	Administrative and support services	3507
Richmond - Tweed	2016	Agriculture forestry and fishing	4581
Richmond - Tweed	2016	Arts and recreation services	1531
Richmond - Tweed	2016	Construction	8743
Richmond - Tweed	2016	Education and training	9327
Richmond - Tweed	2016	Electricity gas water and waste services	797
Richmond - Tweed	2016	Financial and insurance services	1531
Richmond - Tweed	2016	Health care and social assistance	15538
Richmond - Tweed	2016	Information media and telecommunications	979
Richmond - Tweed	2016	Manufacturing	5457
Richmond - Tweed	2016	Mining	578
Richmond - Tweed	2016	Other services	3537
Richmond - Tweed	2016	Professional scientific and technical services	4731
Richmond - Tweed	2016	Public administration and safety	4784
Richmond - Tweed	2016	Rental hiring and real estate services	1706
Richmond - Tweed	2016	Retail trade	10849
Richmond - Tweed	2016	Transport postal and warehousing	3323
Richmond - Tweed	2016	Wholesale trade	1780
Riverina	2006		1560
Riverina	2006	Accommodation and food services	4063
Riverina	2006	Administrative and support services	1570
Riverina	2006	Agriculture forestry and fishing	9026
Riverina	2006	Arts and recreation services	449
Riverina	2006	Construction	4067
Riverina	2006	Education and training	5645
Riverina	2006	Electricity gas water and waste services	938
Riverina	2006	Financial and insurance services	1205
Riverina	2006	Health care and social assistance	6442
Riverina	2006	Information media and telecommunications	624
Riverina	2006	Manufacturing	7580
Riverina	2006	Mining	101
Riverina	2006	Other services	2381
Riverina	2006	Professional scientific and technical services	2153
Riverina	2006	Public administration and safety	4976
Riverina	2006	Rental hiring and real estate services	714
Riverina	2006	Retail trade	7802
Riverina	2006	Transport postal and warehousing	3125
Riverina	2006	Wholesale trade	2513
Riverina	2011		1571
Riverina	2011	Accommodation and food services	4320
Riverina	2011	Administrative and support services	1528
Riverina	2011	Agriculture forestry and fishing	7919
Riverina	2011	Arts and recreation services	476
Riverina	2011	Construction	4569
Riverina	2011	Education and training	6052
Riverina	2011	Electricity gas water and waste services	1072
Riverina	2011	Financial and insurance services	1202
Riverina	2011	Health care and social assistance	7582
Riverina	2011	Information media and telecommunications	495
Riverina	2011	Manufacturing	7407
Riverina	2011	Mining	187
Riverina	2011	Other services	2501
Riverina	2011	Professional scientific and technical services	2225
Riverina	2011	Public administration and safety	5439
Riverina	2011	Rental hiring and real estate services	688
Riverina	2011	Retail trade	7569
Riverina	2011	Transport postal and warehousing	3194
Riverina	2011	Wholesale trade	2357
Riverina	2016		2732
Riverina	2016	Accommodation and food services	4365
Riverina	2016	Administrative and support services	1940
Riverina	2016	Agriculture forestry and fishing	8070
Riverina	2016	Arts and recreation services	551
Riverina	2016	Construction	4823
Riverina	2016	Education and training	6183
Riverina	2016	Electricity gas water and waste services	1002
Riverina	2016	Financial and insurance services	1025
Riverina	2016	Health care and social assistance	8644
Riverina	2016	Information media and telecommunications	451
Riverina	2016	Manufacturing	7274
Riverina	2016	Mining	216
Riverina	2016	Other services	2505
Riverina	2016	Professional scientific and technical services	2371
Riverina	2016	Public administration and safety	5196
Riverina	2016	Rental hiring and real estate services	642
Riverina	2016	Retail trade	6906
Riverina	2016	Transport postal and warehousing	2940
Riverina	2016	Wholesale trade	1620
Southern Highlands and Shoalhaven	2006		1130
Southern Highlands and Shoalhaven	2006	Accommodation and food services	4217
Southern Highlands and Shoalhaven	2006	Administrative and support services	1421
Southern Highlands and Shoalhaven	2006	Agriculture forestry and fishing	1426
Southern Highlands and Shoalhaven	2006	Arts and recreation services	713
Southern Highlands and Shoalhaven	2006	Construction	4778
Southern Highlands and Shoalhaven	2006	Education and training	4148
Southern Highlands and Shoalhaven	2006	Electricity gas water and waste services	481
Southern Highlands and Shoalhaven	2006	Financial and insurance services	943
Southern Highlands and Shoalhaven	2006	Health care and social assistance	5644
Southern Highlands and Shoalhaven	2006	Information media and telecommunications	621
Southern Highlands and Shoalhaven	2006	Manufacturing	4597
Southern Highlands and Shoalhaven	2006	Mining	280
Southern Highlands and Shoalhaven	2006	Other services	2007
Southern Highlands and Shoalhaven	2006	Professional scientific and technical services	2377
Southern Highlands and Shoalhaven	2006	Public administration and safety	3713
Southern Highlands and Shoalhaven	2006	Rental hiring and real estate services	991
Southern Highlands and Shoalhaven	2006	Retail trade	6637
Southern Highlands and Shoalhaven	2006	Transport postal and warehousing	2023
Southern Highlands and Shoalhaven	2006	Wholesale trade	1325
Southern Highlands and Shoalhaven	2011		1107
Southern Highlands and Shoalhaven	2011	Accommodation and food services	4747
Southern Highlands and Shoalhaven	2011	Administrative and support services	1702
Southern Highlands and Shoalhaven	2011	Agriculture forestry and fishing	1328
Southern Highlands and Shoalhaven	2011	Arts and recreation services	848
Southern Highlands and Shoalhaven	2011	Construction	4798
Southern Highlands and Shoalhaven	2011	Education and training	4404
Southern Highlands and Shoalhaven	2011	Electricity gas water and waste services	561
Southern Highlands and Shoalhaven	2011	Financial and insurance services	984
Southern Highlands and Shoalhaven	2011	Health care and social assistance	7076
Southern Highlands and Shoalhaven	2011	Information media and telecommunications	579
Southern Highlands and Shoalhaven	2011	Manufacturing	4602
Southern Highlands and Shoalhaven	2011	Mining	327
Southern Highlands and Shoalhaven	2011	Other services	1952
Southern Highlands and Shoalhaven	2011	Professional scientific and technical services	2737
Southern Highlands and Shoalhaven	2011	Public administration and safety	4295
Southern Highlands and Shoalhaven	2011	Rental hiring and real estate services	990
Southern Highlands and Shoalhaven	2011	Retail trade	6573
Southern Highlands and Shoalhaven	2011	Transport postal and warehousing	2113
