SA4_NAME16	Year	Children	CoupleFamily	TotalFamilyIncome.min	families_with_children
Melbourne - Outer East	2011	2	0	52000	1146
Melbourne - Outer East	2011	2	0	78000	633
Melbourne - Outer East	2011	2	0	104000	346
Melbourne - Outer East	2011	2	0	130000	263
Melbourne - Outer East	2011	2	0	156000	134
Melbourne - Outer East	2011	2	0	208000	24
Melbourne - Outer East	2011	2	1		3778
Melbourne - Outer East	2011	2	1	-1	65
Melbourne - Outer East	2011	2	1	52	43
Melbourne - Outer East	2011	2	1	7800	108
Melbourne - Outer East	2011	2	1	15600	88
Melbourne - Outer East	2011	2	1	20800	115
Melbourne - Outer East	2011	2	1	26000	312
Melbourne - Outer East	2011	2	1	33800	603
Melbourne - Outer East	2011	2	1	41600	1148
Melbourne - Outer East	2011	2	1	52000	4478
Melbourne - Outer East	2011	2	1	78000	5013
Melbourne - Outer East	2011	2	1	104000	4090
Melbourne - Outer East	2011	2	1	130000	3861
Melbourne - Outer East	2011	2	1	156000	3699
Melbourne - Outer East	2011	2	1	208000	1630
Melbourne - Outer East	2011	3	0		329
Melbourne - Outer East	2011	3	0	-1	12
Melbourne - Outer East	2011	3	0	52	13
Melbourne - Outer East	2011	3	0	7800	46
Melbourne - Outer East	2011	3	0	15600	89
Melbourne - Outer East	2011	3	0	20800	226
Melbourne - Outer East	2011	3	0	26000	69
Melbourne - Outer East	2011	3	0	33800	252
Melbourne - Outer East	2011	3	0	41600	170
Melbourne - Outer East	2011	3	0	52000	322
Melbourne - Outer East	2011	3	0	78000	169
Melbourne - Outer East	2011	3	0	104000	106
Melbourne - Outer East	2011	3	0	130000	74
Melbourne - Outer East	2011	3	0	156000	48
Melbourne - Outer East	2011	3	0	208000	16
Melbourne - Outer East	2011	3	1		1834
Melbourne - Outer East	2011	3	1	-1	26
Melbourne - Outer East	2011	3	1	52	9
Melbourne - Outer East	2011	3	1	7800	33
Melbourne - Outer East	2011	3	1	15600	31
Melbourne - Outer East	2011	3	1	20800	54
Melbourne - Outer East	2011	3	1	26000	123
Melbourne - Outer East	2011	3	1	33800	200
Melbourne - Outer East	2011	3	1	41600	443
Melbourne - Outer East	2011	3	1	52000	1689
Melbourne - Outer East	2011	3	1	78000	1910
Melbourne - Outer East	2011	3	1	104000	1353
Melbourne - Outer East	2011	3	1	130000	1563
Melbourne - Outer East	2011	3	1	156000	1432
Melbourne - Outer East	2011	3	1	208000	712
Melbourne - Outer East	2011	4	0		115
Melbourne - Outer East	2011	4	0	-1	5
Melbourne - Outer East	2011	4	0	52	8
Melbourne - Outer East	2011	4	0	7800	11
Melbourne - Outer East	2011	4	0	15600	23
Melbourne - Outer East	2011	4	0	20800	65
Melbourne - Outer East	2011	4	0	26000	26
Melbourne - Outer East	2011	4	0	33800	77
Melbourne - Outer East	2011	4	0	41600	65
Melbourne - Outer East	2011	4	0	52000	80
Melbourne - Outer East	2011	4	0	78000	57
Melbourne - Outer East	2011	4	0	104000	27
Melbourne - Outer East	2011	4	0	130000	14
Melbourne - Outer East	2011	4	0	156000	14
Melbourne - Outer East	2011	4	0	208000	3
Melbourne - Outer East	2011	4	1		571
Melbourne - Outer East	2011	4	1	-1	10
Melbourne - Outer East	2011	4	1	52	3
Melbourne - Outer East	2011	4	1	7800	16
Melbourne - Outer East	2011	4	1	15600	9
Melbourne - Outer East	2011	4	1	20800	20
Melbourne - Outer East	2011	4	1	26000	49
Melbourne - Outer East	2011	4	1	33800	81
Melbourne - Outer East	2011	4	1	41600	134
Melbourne - Outer East	2011	4	1	52000	479
Melbourne - Outer East	2011	4	1	78000	542
Melbourne - Outer East	2011	4	1	104000	341
Melbourne - Outer East	2011	4	1	130000	389
Melbourne - Outer East	2011	4	1	156000	333
Melbourne - Outer East	2011	4	1	208000	189
Melbourne - Outer East	2016	1	0		1220
Melbourne - Outer East	2016	1	0	-1	231
Melbourne - Outer East	2016	1	0	52	97
Melbourne - Outer East	2016	1	0	7800	293
Melbourne - Outer East	2016	1	0	15600	267
Melbourne - Outer East	2016	1	0	20800	564
Melbourne - Outer East	2016	1	0	26000	832
Melbourne - Outer East	2016	1	0	33800	1073
Melbourne - Outer East	2016	1	0	41600	1285
Melbourne - Outer East	2016	1	0	52000	2511
Melbourne - Outer East	2016	1	0	78000	1456
Melbourne - Outer East	2016	1	0	104000	873
Melbourne - Outer East	2016	1	0	130000	356
Melbourne - Outer East	2016	1	0	156000	197
Melbourne - Outer East	2016	1	0	208000	123
Melbourne - Outer East	2016	1	1		2703
Melbourne - Outer East	2016	1	1	-1	122
Melbourne - Outer East	2016	1	1	52	52
Melbourne - Outer East	2016	1	1	7800	87
Melbourne - Outer East	2016	1	1	15600	62
Melbourne - Outer East	2016	1	1	20800	181
Melbourne - Outer East	2016	1	1	26000	276
Melbourne - Outer East	2016	1	1	33800	502
Melbourne - Outer East	2016	1	1	41600	815
Melbourne - Outer East	2016	1	1	52000	3460
Melbourne - Outer East	2016	1	1	78000	3710
Melbourne - Outer East	2016	1	1	104000	3877
Melbourne - Outer East	2016	1	1	130000	2927
Melbourne - Outer East	2016	1	1	156000	2990
Melbourne - Outer East	2016	1	1	208000	2027
Melbourne - Outer East	2016	2	0		873
Melbourne - Outer East	2016	2	0	-1	120
Melbourne - Outer East	2016	2	0	52	49
Melbourne - Outer East	2016	2	0	7800	135
Melbourne - Outer East	2016	2	0	15600	190
Melbourne - Outer East	2016	2	0	20800	255
Melbourne - Outer East	2016	2	0	26000	585
Melbourne - Outer East	2016	2	0	33800	503
Melbourne - Outer East	2016	2	0	41600	608
Melbourne - Outer East	2016	2	0	52000	1170
Melbourne - Outer East	2016	2	0	78000	800
Melbourne - Outer East	2016	2	0	104000	505
Melbourne - Outer East	2016	2	0	130000	257
Melbourne - Outer East	2016	2	0	156000	218
Melbourne - Outer East	2016	2	0	208000	99
Melbourne - Outer East	2016	2	1		3618
Melbourne - Outer East	2016	2	1	-1	86
Melbourne - Outer East	2016	2	1	52	36
Melbourne - Outer East	2016	2	1	7800	54
Melbourne - Outer East	2016	2	1	15600	38
Melbourne - Outer East	2016	2	1	20800	136
Melbourne - Outer East	2016	2	1	26000	226
Melbourne - Outer East	2016	2	1	33800	403
Melbourne - Outer East	2016	2	1	41600	796
Melbourne - Outer East	2016	2	1	52000	3260
Melbourne - Outer East	2016	2	1	78000	4355
Melbourne - Outer East	2016	2	1	104000	4984
Melbourne - Outer East	2016	2	1	130000	4007
Melbourne - Outer East	2016	2	1	156000	4468
Melbourne - Outer East	2016	2	1	208000	3776
Melbourne - Outer East	2016	3	0		303
Melbourne - Outer East	2016	3	0	-1	24
Melbourne - Outer East	2016	3	0	52	9
Melbourne - Outer East	2016	3	0	7800	42
Melbourne - Outer East	2016	3	0	15600	52
Melbourne - Outer East	2016	3	0	20800	71
Melbourne - Outer East	2016	3	0	26000	167
Melbourne - Outer East	2016	3	0	33800	187
Melbourne - Outer East	2016	3	0	41600	201
Melbourne - Outer East	2016	3	0	52000	332
Melbourne - Outer East	2016	3	0	78000	225
Melbourne - Outer East	2016	3	0	104000	134
Melbourne - Outer East	2016	3	0	130000	63
Melbourne - Outer East	2016	3	0	156000	68
Melbourne - Outer East	2016	3	0	208000	36
Melbourne - Outer East	2016	3	1		1444
Melbourne - Outer East	2016	3	1	-1	38
Melbourne - Outer East	2016	3	1	52	12
Melbourne - Outer East	2016	3	1	7800	19
Melbourne - Outer East	2016	3	1	15600	13
Melbourne - Outer East	2016	3	1	20800	48
Melbourne - Outer East	2016	3	1	26000	66
Melbourne - Outer East	2016	3	1	33800	159
Melbourne - Outer East	2016	3	1	41600	263
Melbourne - Outer East	2016	3	1	52000	1123
Melbourne - Outer East	2016	3	1	78000	1488
Melbourne - Outer East	2016	3	1	104000	1635
Melbourne - Outer East	2016	3	1	130000	1434
Melbourne - Outer East	2016	3	1	156000	1471
Melbourne - Outer East	2016	3	1	208000	1551
Melbourne - Outer East	2016	4	0		101
Melbourne - Outer East	2016	4	0	-1	7
Melbourne - Outer East	2016	4	0	52	0
Melbourne - Outer East	2016	4	0	7800	4
Melbourne - Outer East	2016	4	0	15600	11
Melbourne - Outer East	2016	4	0	20800	24
Melbourne - Outer East	2016	4	0	26000	41
Melbourne - Outer East	2016	4	0	33800	54
Melbourne - Outer East	2016	4	0	41600	65
Melbourne - Outer East	2016	4	0	52000	90
Melbourne - Outer East	2016	4	0	78000	56
Melbourne - Outer East	2016	4	0	104000	37
Melbourne - Outer East	2016	4	0	130000	14
Melbourne - Outer East	2016	4	0	156000	15
Melbourne - Outer East	2016	4	0	208000	12
Melbourne - Outer East	2016	4	1		514
Melbourne - Outer East	2016	4	1	-1	11
Melbourne - Outer East	2016	4	1	52	6
Melbourne - Outer East	2016	4	1	7800	8
Melbourne - Outer East	2016	4	1	15600	3
Melbourne - Outer East	2016	4	1	20800	15
Melbourne - Outer East	2016	4	1	26000	26
Melbourne - Outer East	2016	4	1	33800	57
Melbourne - Outer East	2016	4	1	41600	94
Melbourne - Outer East	2016	4	1	52000	362
Melbourne - Outer East	2016	4	1	78000	441
Melbourne - Outer East	2016	4	1	104000	430
Melbourne - Outer East	2016	4	1	130000	276
Melbourne - Outer East	2016	4	1	156000	316
Melbourne - Outer East	2016	4	1	208000	377
Melbourne - South East	2006	1	0		1366
Melbourne - South East	2006	1	0	-1	194
Melbourne - South East	2006	1	0	52	242
Melbourne - South East	2006	1	0	7800	889
Melbourne - South East	2006	1	0	15600	1423
Melbourne - South East	2006	1	0	20800	495
Melbourne - South East	2006	1	0	26000	2207
Melbourne - South East	2006	1	0	33800	1358
Melbourne - South East	2006	1	0	41600	1338
Melbourne - South East	2006	1	0	52000	2731
Melbourne - South East	2006	1	0	78000	742
Melbourne - South East	2006	1	0	104000	222
Melbourne - South East	2006	1	0	130000	168
Melbourne - South East	2006	1	0	156000	48
Melbourne - South East	2006	1	0	208000	14
Melbourne - South East	2006	1	1		3532
Melbourne - South East	2006	1	1	-1	184
Melbourne - South East	2006	1	1	52	178
Melbourne - South East	2006	1	1	7800	223
Melbourne - South East	2006	1	1	15600	254
Melbourne - South East	2006	1	1	20800	612
Melbourne - South East	2006	1	1	26000	1572
Melbourne - South East	2006	1	1	33800	1493
Melbourne - South East	2006	1	1	41600	2314
Melbourne - South East	2006	1	1	52000	7185
Melbourne - South East	2006	1	1	78000	4662
Melbourne - South East	2006	1	1	104000	2643
Melbourne - South East	2006	1	1	130000	1564
Melbourne - South East	2006	1	1	156000	1120
Melbourne - South East	2006	1	1	208000	308
Melbourne - South East	2006	2	0		1020
Melbourne - South East	2006	2	0	-1	124
Melbourne - South East	2006	2	0	52	121
Melbourne - South East	2006	2	0	7800	458
Melbourne - South East	2006	2	0	15600	869
Melbourne - South East	2006	2	0	20800	119
Melbourne - South East	2006	2	0	26000	1520
Melbourne - South East	2006	2	0	33800	719
Melbourne - South East	2006	2	0	41600	600
Melbourne - South East	2006	2	0	52000	1100
Melbourne - South East	2006	2	0	78000	527
Melbourne - South East	2006	2	0	104000	197
Melbourne - South East	2006	2	0	130000	118
Melbourne - South East	2006	2	0	156000	39
Melbourne - South East	2006	2	0	208000	10
Melbourne - South East	2006	2	1		4826
Melbourne - South East	2006	2	1	-1	193
Melbourne - South East	2006	2	1	52	191
Melbourne - South East	2006	2	1	7800	219
Melbourne - South East	2006	2	1	15600	288
Melbourne - South East	2006	2	1	20800	511
Melbourne - South East	2006	2	1	26000	1417
Melbourne - South East	2006	2	1	33800	1631
Melbourne - South East	2006	2	1	41600	2447
Melbourne - South East	2006	2	1	52000	8771
Melbourne - South East	2006	2	1	78000	5813
Melbourne - South East	2006	2	1	104000	3364
Melbourne - South East	2006	2	1	130000	2498
Melbourne - South East	2006	2	1	156000	1728
Melbourne - South East	2006	2	1	208000	551
Melbourne - South East	2006	3	0		486
Melbourne - South East	2006	3	0	-1	25
Melbourne - South East	2006	3	0	52	36
Melbourne - South East	2006	3	0	7800	125
Melbourne - South East	2006	3	0	15600	243
Melbourne - South East	2006	3	0	20800	55
Melbourne - South East	2006	3	0	26000	555
Melbourne - South East	2006	3	0	33800	271
Melbourne - South East	2006	3	0	41600	222
Melbourne - South East	2006	3	0	52000	328
Melbourne - South East	2006	3	0	78000	148
Melbourne - South East	2006	3	0	104000	63
Melbourne - South East	2006	3	0	130000	42
Melbourne - South East	2006	3	0	156000	23
Melbourne - South East	2006	3	0	208000	9
Melbourne - South East	2006	3	1		2249
Melbourne - South East	2006	3	1	-1	65
Melbourne - South East	2006	3	1	52	78
Melbourne - South East	2006	3	1	7800	98
Melbourne - South East	2006	3	1	15600	118
Melbourne - South East	2006	3	1	20800	219
Melbourne - South East	2006	3	1	26000	590
Melbourne - South East	2006	3	1	33800	590
Melbourne - South East	2006	3	1	41600	898
Melbourne - South East	2006	3	1	52000	3240
Melbourne - South East	2006	3	1	78000	2035
Melbourne - South East	2006	3	1	104000	1141
Melbourne - South East	2006	3	1	130000	970
Melbourne - South East	2006	3	1	156000	669
Melbourne - South East	2006	3	1	208000	243
Melbourne - South East	2006	4	0		246
Melbourne - South East	2006	4	0	-1	14
Melbourne - South East	2006	4	0	52	8
Melbourne - South East	2006	4	0	7800	56
Melbourne - South East	2006	4	0	15600	69
Melbourne - South East	2006	4	0	20800	24
Melbourne - South East	2006	4	0	26000	209
Melbourne - South East	2006	4	0	33800	156
Melbourne - South East	2006	4	0	41600	76
Melbourne - South East	2006	4	0	52000	122
Melbourne - South East	2006	4	0	78000	48
Melbourne - South East	2006	4	0	104000	21
Melbourne - South East	2006	4	0	130000	15
Melbourne - South East	2006	4	0	156000	3
Melbourne - South East	2006	4	0	208000	0
Melbourne - South East	2006	4	1		1047
Melbourne - South East	2006	4	1	-1	36
Melbourne - South East	2006	4	1	52	39
Melbourne - South East	2006	4	1	7800	45
Melbourne - South East	2006	4	1	15600	46
Melbourne - South East	2006	4	1	20800	143
Melbourne - South East	2006	4	1	26000	240
Melbourne - South East	2006	4	1	33800	229
Melbourne - South East	2006	4	1	41600	334
Melbourne - South East	2006	4	1	52000	1162
Melbourne - South East	2006	4	1	78000	670
Melbourne - South East	2006	4	1	104000	344
Melbourne - South East	2006	4	1	130000	242
Melbourne - South East	2006	4	1	156000	173
Melbourne - South East	2006	4	1	208000	82
Melbourne - South East	2011	1	0		1522
Melbourne - South East	2011	1	0	-1	316
Melbourne - South East	2011	1	0	52	241
Melbourne - South East	2011	1	0	7800	662
Melbourne - South East	2011	1	0	15600	931
Melbourne - South East	2011	1	0	20800	1376
Melbourne - South East	2011	1	0	26000	722
Melbourne - South East	2011	1	0	33800	1933
Melbourne - South East	2011	1	0	41600	1864
Melbourne - South East	2011	1	0	52000	3129
Melbourne - South East	2011	1	0	78000	1361
Melbourne - South East	2011	1	0	104000	637
Melbourne - South East	2011	1	0	130000	341
Melbourne - South East	2011	1	0	156000	164
Melbourne - South East	2011	1	0	208000	28
Melbourne - South East	2011	1	1		3668
Melbourne - South East	2011	1	1	-1	253
Melbourne - South East	2011	1	1	52	106
Melbourne - South East	2011	1	1	7800	318
Melbourne - South East	2011	1	1	15600	218
Melbourne - South East	2011	1	1	20800	424
Melbourne - South East	2011	1	1	26000	979
Melbourne - South East	2011	1	1	33800	1550
Melbourne - South East	2011	1	1	41600	2148
Melbourne - South East	2011	1	1	52000	6499
Melbourne - South East	2011	1	1	78000	5423
Melbourne - South East	2011	1	1	104000	4264
Melbourne - South East	2011	1	1	130000	2655
Melbourne - South East	2011	1	1	156000	2536
Melbourne - South East	2011	1	1	208000	1008
Melbourne - South East	2011	2	0		1159
Melbourne - South East	2011	2	0	-1	205
Melbourne - South East	2011	2	0	52	124
Melbourne - South East	2011	2	0	7800	364
Melbourne - South East	2011	2	0	15600	463
Melbourne - South East	2011	2	0	20800	1108
Melbourne - South East	2011	2	0	26000	305
Melbourne - South East	2011	2	0	33800	946
Melbourne - South East	2011	2	0	41600	832
Melbourne - South East	2011	2	0	52000	1447
Melbourne - South East	2011	2	0	78000	818
Melbourne - South East	2011	2	0	104000	388
Melbourne - South East	2011	2	0	130000	312
Melbourne - South East	2011	2	0	156000	156
Melbourne - South East	2011	2	0	208000	46
Melbourne - South East	2011	2	1		4802
Melbourne - South East	2011	2	1	-1	232
Melbourne - South East	2011	2	1	52	95
Melbourne - South East	2011	2	1	7800	250
Melbourne - South East	2011	2	1	15600	226
Melbourne - South East	2011	2	1	20800	355
Melbourne - South East	2011	2	1	26000	833
Melbourne - South East	2011	2	1	33800	1433
Melbourne - South East	2011	2	1	41600	2244
Melbourne - South East	2011	2	1	52000	6945
Melbourne - South East	2011	2	1	78000	6725
Melbourne - South East	2011	2	1	104000	5197
Melbourne - South East	2011	2	1	130000	4022
Melbourne - South East	2011	2	1	156000	3710
Melbourne - South East	2011	2	1	208000	1606
Melbourne - South East	2011	3	0		504
Melbourne - South East	2011	3	0	-1	47
Melbourne - South East	2011	3	0	52	40
Melbourne - South East	2011	3	0	7800	114
Melbourne - South East	2011	3	0	15600	167
Melbourne - South East	2011	3	0	20800	355
Melbourne - South East	2011	3	0	26000	126
Melbourne - South East	2011	3	0	33800	369
Melbourne - South East	2011	3	0	41600	220
Melbourne - South East	2011	3	0	52000	426
Melbourne - South East	2011	3	0	78000	229
Melbourne - South East	2011	3	0	104000	114
Melbourne - South East	2011	3	0	130000	88
Melbourne - South East	2011	3	0	156000	68
Melbourne - South East	2011	3	0	208000	13
Melbourne - South East	2011	3	1		2174
Melbourne - South East	2011	3	1	-1	75
Melbourne - South East	2011	3	1	52	24
Melbourne - South East	2011	3	1	7800	102
Melbourne - South East	2011	3	1	15600	86
Melbourne - South East	2011	3	1	20800	123
Melbourne - South East	2011	3	1	26000	360
Melbourne - South East	2011	3	1	33800	491
Melbourne - South East	2011	3	1	41600	777
Melbourne - South East	2011	3	1	52000	2492
Melbourne - South East	2011	3	1	78000	2326
Melbourne - South East	2011	3	1	104000	1612
Melbourne - South East	2011	3	1	130000	1404
Melbourne - South East	2011	3	1	156000	1271
Melbourne - South East	2011	3	1	208000	581
Melbourne - South East	2011	4	0		263
Melbourne - South East	2011	4	0	-1	26
Melbourne - South East	2011	4	0	52	16
Melbourne - South East	2011	4	0	7800	36
Melbourne - South East	2011	4	0	15600	61
Melbourne - South East	2011	4	0	20800	130
Melbourne - South East	2011	4	0	26000	55
Melbourne - South East	2011	4	0	33800	182
Melbourne - South East	2011	4	0	41600	116
Melbourne - South East	2011	4	0	52000	161
Melbourne - South East	2011	4	0	78000	61
Melbourne - South East	2011	4	0	104000	44
Melbourne - South East	2011	4	0	130000	31
Melbourne - South East	2011	4	0	156000	17
Melbourne - South East	2011	4	0	208000	13
Melbourne - South East	2011	4	1		1004
Melbourne - South East	2011	4	1	-1	62
Melbourne - South East	2011	4	1	52	13
Melbourne - South East	2011	4	1	7800	73
Melbourne - South East	2011	4	1	15600	37
Melbourne - South East	2011	4	1	20800	63
Melbourne - South East	2011	4	1	26000	205
Melbourne - South East	2011	4	1	33800	261
Melbourne - South East	2011	4	1	41600	317
Melbourne - South East	2011	4	1	52000	972
Melbourne - South East	2011	4	1	78000	782
Melbourne - South East	2011	4	1	104000	508
