SA4_NAME16	Year	Age	NonSchoolQualification	Sex	adults
Western Australia - Wheat Belt	2006	75-84	Certificate nfd	F	20
Western Australia - Wheat Belt	2006	75-84	Certificate nfd	M	15
Western Australia - Wheat Belt	2006	75-84	Certificate I and II Level	F	10
Western Australia - Wheat Belt	2006	75-84	Certificate I and II Level	M	13
Western Australia - Wheat Belt	2006	75-84	Certificate III and IV Level	F	53
Western Australia - Wheat Belt	2006	75-84	Certificate III and IV Level	M	333
Western Australia - Wheat Belt	2006	75-84	Advanced Diploma and Diploma	F	98
Western Australia - Wheat Belt	2006	75-84	Advanced Diploma and Diploma	M	103
Western Australia - Wheat Belt	2006	75-84	Bachelor	F	110
Western Australia - Wheat Belt	2006	75-84	Bachelor	M	62
Western Australia - Wheat Belt	2006	75-84	Graduate Diploma and Graduate Certificate	F	17
Western Australia - Wheat Belt	2006	75-84	Graduate Diploma and Graduate Certificate	M	5
Western Australia - Wheat Belt	2006	75-84	Postgraduate	F	4
Western Australia - Wheat Belt	2006	75-84	Postgraduate	M	24
Western Australia - Wheat Belt	2006	85+		F	370
Western Australia - Wheat Belt	2006	85+		M	183
Western Australia - Wheat Belt	2006	85+	Certificate nfd	F	4
Western Australia - Wheat Belt	2006	85+	Certificate nfd	M	3
Western Australia - Wheat Belt	2006	85+	Certificate I and II Level	F	0
Western Australia - Wheat Belt	2006	85+	Certificate I and II Level	M	0
Western Australia - Wheat Belt	2006	85+	Certificate III and IV Level	F	16
Western Australia - Wheat Belt	2006	85+	Certificate III and IV Level	M	62
Western Australia - Wheat Belt	2006	85+	Advanced Diploma and Diploma	F	29
Western Australia - Wheat Belt	2006	85+	Advanced Diploma and Diploma	M	12
Western Australia - Wheat Belt	2006	85+	Bachelor	F	26
Western Australia - Wheat Belt	2006	85+	Bachelor	M	10
Western Australia - Wheat Belt	2006	85+	Graduate Diploma and Graduate Certificate	F	3
Western Australia - Wheat Belt	2006	85+	Graduate Diploma and Graduate Certificate	M	0
Western Australia - Wheat Belt	2006	85+	Postgraduate	F	0
Western Australia - Wheat Belt	2006	85+	Postgraduate	M	4
Western Australia - Wheat Belt	2011	15-19		F	329
Western Australia - Wheat Belt	2011	15-19		M	455
Western Australia - Wheat Belt	2011	15-19	Certificate nfd	F	28
Western Australia - Wheat Belt	2011	15-19	Certificate nfd	M	13
Western Australia - Wheat Belt	2011	15-19	Certificate I and II Level	F	151
Western Australia - Wheat Belt	2011	15-19	Certificate I and II Level	M	116
Western Australia - Wheat Belt	2011	15-19	Certificate III and IV Level	F	210
Western Australia - Wheat Belt	2011	15-19	Certificate III and IV Level	M	270
Western Australia - Wheat Belt	2011	15-19	Advanced Diploma and Diploma	F	33
Western Australia - Wheat Belt	2011	15-19	Advanced Diploma and Diploma	M	7
Western Australia - Wheat Belt	2011	15-19	Bachelor	F	0
Western Australia - Wheat Belt	2011	15-19	Bachelor	M	0
Western Australia - Wheat Belt	2011	15-19	Graduate Diploma and Graduate Certificate	F	0
Western Australia - Wheat Belt	2011	15-19	Graduate Diploma and Graduate Certificate	M	0
Western Australia - Wheat Belt	2011	15-19	Postgraduate	F	0
Western Australia - Wheat Belt	2011	15-19	Postgraduate	M	0
Western Australia - Wheat Belt	2011	20-24		F	207
Western Australia - Wheat Belt	2011	20-24		M	428
Western Australia - Wheat Belt	2011	20-24	Certificate nfd	F	48
Western Australia - Wheat Belt	2011	20-24	Certificate nfd	M	23
Western Australia - Wheat Belt	2011	20-24	Certificate I and II Level	F	144
Western Australia - Wheat Belt	2011	20-24	Certificate I and II Level	M	91
Western Australia - Wheat Belt	2011	20-24	Certificate III and IV Level	F	513
Western Australia - Wheat Belt	2011	20-24	Certificate III and IV Level	M	949
Western Australia - Wheat Belt	2011	20-24	Advanced Diploma and Diploma	F	113
Western Australia - Wheat Belt	2011	20-24	Advanced Diploma and Diploma	M	59
Western Australia - Wheat Belt	2011	20-24	Bachelor	F	232
Western Australia - Wheat Belt	2011	20-24	Bachelor	M	91
Western Australia - Wheat Belt	2011	20-24	Graduate Diploma and Graduate Certificate	F	23
Western Australia - Wheat Belt	2011	20-24	Graduate Diploma and Graduate Certificate	M	0
Western Australia - Wheat Belt	2011	20-24	Postgraduate	F	3
Western Australia - Wheat Belt	2011	20-24	Postgraduate	M	0
Western Australia - Wheat Belt	2011	25-34		F	483
Western Australia - Wheat Belt	2011	25-34		M	793
Western Australia - Wheat Belt	2011	25-34	Certificate nfd	F	184
Western Australia - Wheat Belt	2011	25-34	Certificate nfd	M	73
Western Australia - Wheat Belt	2011	25-34	Certificate I and II Level	F	247
Western Australia - Wheat Belt	2011	25-34	Certificate I and II Level	M	117
Western Australia - Wheat Belt	2011	25-34	Certificate III and IV Level	F	1136
Western Australia - Wheat Belt	2011	25-34	Certificate III and IV Level	M	1989
Western Australia - Wheat Belt	2011	25-34	Advanced Diploma and Diploma	F	527
Western Australia - Wheat Belt	2011	25-34	Advanced Diploma and Diploma	M	256
Western Australia - Wheat Belt	2011	25-34	Bachelor	F	1214
Western Australia - Wheat Belt	2011	25-34	Bachelor	M	548
Western Australia - Wheat Belt	2011	25-34	Graduate Diploma and Graduate Certificate	F	147
Western Australia - Wheat Belt	2011	25-34	Graduate Diploma and Graduate Certificate	M	28
Western Australia - Wheat Belt	2011	25-34	Postgraduate	F	69
Western Australia - Wheat Belt	2011	25-34	Postgraduate	M	39
Western Australia - Wheat Belt	2011	35-44		F	708
Western Australia - Wheat Belt	2011	35-44		M	965
Western Australia - Wheat Belt	2011	35-44	Certificate nfd	F	274
Western Australia - Wheat Belt	2011	35-44	Certificate nfd	M	105
Western Australia - Wheat Belt	2011	35-44	Certificate I and II Level	F	189
Western Australia - Wheat Belt	2011	35-44	Certificate I and II Level	M	66
Western Australia - Wheat Belt	2011	35-44	Certificate III and IV Level	F	1099
Western Australia - Wheat Belt	2011	35-44	Certificate III and IV Level	M	2275
Western Australia - Wheat Belt	2011	35-44	Advanced Diploma and Diploma	F	865
Western Australia - Wheat Belt	2011	35-44	Advanced Diploma and Diploma	M	475
Western Australia - Wheat Belt	2011	35-44	Bachelor	F	1304
Western Australia - Wheat Belt	2011	35-44	Bachelor	M	689
Western Australia - Wheat Belt	2011	35-44	Graduate Diploma and Graduate Certificate	F	229
Western Australia - Wheat Belt	2011	35-44	Graduate Diploma and Graduate Certificate	M	74
Western Australia - Wheat Belt	2011	35-44	Postgraduate	F	106
Western Australia - Wheat Belt	2011	35-44	Postgraduate	M	103
Western Australia - Wheat Belt	2011	45-54		F	829
Western Australia - Wheat Belt	2011	45-54		M	1036
Western Australia - Wheat Belt	2011	45-54	Certificate nfd	F	234
Western Australia - Wheat Belt	2011	45-54	Certificate nfd	M	120
Western Australia - Wheat Belt	2011	45-54	Certificate I and II Level	F	134
Western Australia - Wheat Belt	2011	45-54	Certificate I and II Level	M	60
Western Australia - Wheat Belt	2011	45-54	Certificate III and IV Level	F	1037
Western Australia - Wheat Belt	2011	45-54	Certificate III and IV Level	M	2610
Western Australia - Wheat Belt	2011	45-54	Advanced Diploma and Diploma	F	1109
Western Australia - Wheat Belt	2011	45-54	Advanced Diploma and Diploma	M	595
Western Australia - Wheat Belt	2011	45-54	Bachelor	F	950
Western Australia - Wheat Belt	2011	45-54	Bachelor	M	592
Western Australia - Wheat Belt	2011	45-54	Graduate Diploma and Graduate Certificate	F	222
Western Australia - Wheat Belt	2011	45-54	Graduate Diploma and Graduate Certificate	M	94
Western Australia - Wheat Belt	2011	45-54	Postgraduate	F	127
Western Australia - Wheat Belt	2011	45-54	Postgraduate	M	130
Western Australia - Wheat Belt	2011	55-64		F	1003
Western Australia - Wheat Belt	2011	55-64		M	983
Western Australia - Wheat Belt	2011	55-64	Certificate nfd	F	227
Western Australia - Wheat Belt	2011	55-64	Certificate nfd	M	135
Western Australia - Wheat Belt	2011	55-64	Certificate I and II Level	F	101
Western Australia - Wheat Belt	2011	55-64	Certificate I and II Level	M	41
Western Australia - Wheat Belt	2011	55-64	Certificate III and IV Level	F	715
Western Australia - Wheat Belt	2011	55-64	Certificate III and IV Level	M	2173
Western Australia - Wheat Belt	2011	55-64	Advanced Diploma and Diploma	F	943
Western Australia - Wheat Belt	2011	55-64	Advanced Diploma and Diploma	M	677
Western Australia - Wheat Belt	2011	55-64	Bachelor	F	767
Western Australia - Wheat Belt	2011	55-64	Bachelor	M	521
Western Australia - Wheat Belt	2011	55-64	Graduate Diploma and Graduate Certificate	F	183
Western Australia - Wheat Belt	2011	55-64	Graduate Diploma and Graduate Certificate	M	87
Western Australia - Wheat Belt	2011	55-64	Postgraduate	F	108
Western Australia - Wheat Belt	2011	55-64	Postgraduate	M	137
Western Australia - Wheat Belt	2011	65-74		F	853
Western Australia - Wheat Belt	2011	65-74		M	753
Western Australia - Wheat Belt	2011	65-74	Certificate nfd	F	97
Western Australia - Wheat Belt	2011	65-74	Certificate nfd	M	69
Western Australia - Wheat Belt	2011	65-74	Certificate I and II Level	F	32
Western Australia - Wheat Belt	2011	65-74	Certificate I and II Level	M	29
Western Australia - Wheat Belt	2011	65-74	Certificate III and IV Level	F	256
Western Australia - Wheat Belt	2011	65-74	Certificate III and IV Level	M	1318
Western Australia - Wheat Belt	2011	65-74	Advanced Diploma and Diploma	F	455
Western Australia - Wheat Belt	2011	65-74	Advanced Diploma and Diploma	M	371
Western Australia - Wheat Belt	2011	65-74	Bachelor	F	418
Western Australia - Wheat Belt	2011	65-74	Bachelor	M	251
Western Australia - Wheat Belt	2011	65-74	Graduate Diploma and Graduate Certificate	F	51
Western Australia - Wheat Belt	2011	65-74	Graduate Diploma and Graduate Certificate	M	29
Western Australia - Wheat Belt	2011	65-74	Postgraduate	F	39
Western Australia - Wheat Belt	2011	65-74	Postgraduate	M	80
Western Australia - Wheat Belt	2011	75-84		F	713
Western Australia - Wheat Belt	2011	75-84		M	580
Western Australia - Wheat Belt	2011	75-84	Certificate nfd	F	32
Western Australia - Wheat Belt	2011	75-84	Certificate nfd	M	32
Western Australia - Wheat Belt	2011	75-84	Certificate I and II Level	F	11
Western Australia - Wheat Belt	2011	75-84	Certificate I and II Level	M	7
Western Australia - Wheat Belt	2011	75-84	Certificate III and IV Level	F	68
Western Australia - Wheat Belt	2011	75-84	Certificate III and IV Level	M	483
Western Australia - Wheat Belt	2011	75-84	Advanced Diploma and Diploma	F	153
Western Australia - Wheat Belt	2011	75-84	Advanced Diploma and Diploma	M	118
Western Australia - Wheat Belt	2011	75-84	Bachelor	F	145
Western Australia - Wheat Belt	2011	75-84	Bachelor	M	95
Western Australia - Wheat Belt	2011	75-84	Graduate Diploma and Graduate Certificate	F	8
Western Australia - Wheat Belt	2011	75-84	Graduate Diploma and Graduate Certificate	M	8
Western Australia - Wheat Belt	2011	75-84	Postgraduate	F	3
Western Australia - Wheat Belt	2011	75-84	Postgraduate	M	31
Western Australia - Wheat Belt	2011	85+		F	345
Western Australia - Wheat Belt	2011	85+		M	211
Western Australia - Wheat Belt	2011	85+	Certificate nfd	F	16
Western Australia - Wheat Belt	2011	85+	Certificate nfd	M	3
Western Australia - Wheat Belt	2011	85+	Certificate I and II Level	F	3
Western Australia - Wheat Belt	2011	85+	Certificate I and II Level	M	3
Western Australia - Wheat Belt	2011	85+	Certificate III and IV Level	F	24
Western Australia - Wheat Belt	2011	85+	Certificate III and IV Level	M	90
Western Australia - Wheat Belt	2011	85+	Advanced Diploma and Diploma	F	57
Western Australia - Wheat Belt	2011	85+	Advanced Diploma and Diploma	M	21
Western Australia - Wheat Belt	2011	85+	Bachelor	F	31
Western Australia - Wheat Belt	2011	85+	Bachelor	M	23
Western Australia - Wheat Belt	2011	85+	Graduate Diploma and Graduate Certificate	F	4
Western Australia - Wheat Belt	2011	85+	Graduate Diploma and Graduate Certificate	M	3
Western Australia - Wheat Belt	2011	85+	Postgraduate	F	0
Western Australia - Wheat Belt	2011	85+	Postgraduate	M	10
Western Australia - Wheat Belt	2016	15-19		F	403
Western Australia - Wheat Belt	2016	15-19		M	519
Western Australia - Wheat Belt	2016	15-19	Certificate nfd	F	34
Western Australia - Wheat Belt	2016	15-19	Certificate nfd	M	31
Western Australia - Wheat Belt	2016	15-19	Certificate I and II Level	F	163
Western Australia - Wheat Belt	2016	15-19	Certificate I and II Level	M	141
Western Australia - Wheat Belt	2016	15-19	Certificate III and IV Level	F	187
Western Australia - Wheat Belt	2016	15-19	Certificate III and IV Level	M	266
Western Australia - Wheat Belt	2016	15-19	Advanced Diploma and Diploma	F	32
Western Australia - Wheat Belt	2016	15-19	Advanced Diploma and Diploma	M	19
Western Australia - Wheat Belt	2016	15-19	Bachelor	F	3
Western Australia - Wheat Belt	2016	15-19	Bachelor	M	0
Western Australia - Wheat Belt	2016	15-19	Graduate Diploma and Graduate Certificate	F	4
Western Australia - Wheat Belt	2016	15-19	Graduate Diploma and Graduate Certificate	M	0
Western Australia - Wheat Belt	2016	15-19	Postgraduate	F	0
Western Australia - Wheat Belt	2016	15-19	Postgraduate	M	0
Western Australia - Wheat Belt	2016	20-24		F	299
Western Australia - Wheat Belt	2016	20-24		M	459
Western Australia - Wheat Belt	2016	20-24	Certificate nfd	F	74
Western Australia - Wheat Belt	2016	20-24	Certificate nfd	M	54
Western Australia - Wheat Belt	2016	20-24	Certificate I and II Level	F	137
Western Australia - Wheat Belt	2016	20-24	Certificate I and II Level	M	115
Western Australia - Wheat Belt	2016	20-24	Certificate III and IV Level	F	554
Western Australia - Wheat Belt	2016	20-24	Certificate III and IV Level	M	949
Western Australia - Wheat Belt	2016	20-24	Advanced Diploma and Diploma	F	157
Western Australia - Wheat Belt	2016	20-24	Advanced Diploma and Diploma	M	73
Western Australia - Wheat Belt	2016	20-24	Bachelor	F	238
Western Australia - Wheat Belt	2016	20-24	Bachelor	M	111
Western Australia - Wheat Belt	2016	20-24	Graduate Diploma and Graduate Certificate	F	12
Western Australia - Wheat Belt	2016	20-24	Graduate Diploma and Graduate Certificate	M	3
Western Australia - Wheat Belt	2016	20-24	Postgraduate	F	5
Western Australia - Wheat Belt	2016	20-24	Postgraduate	M	0
Western Australia - Wheat Belt	2016	25-34		F	728
Western Australia - Wheat Belt	2016	25-34		M	1215
Western Australia - Wheat Belt	2016	25-34	Certificate nfd	F	148
Western Australia - Wheat Belt	2016	25-34	Certificate nfd	M	97
Western Australia - Wheat Belt	2016	25-34	Certificate I and II Level	F	235
Western Australia - Wheat Belt	2016	25-34	Certificate I and II Level	M	119
Western Australia - Wheat Belt	2016	25-34	Certificate III and IV Level	F	1350
Western Australia - Wheat Belt	2016	25-34	Certificate III and IV Level	M	2339
Western Australia - Wheat Belt	2016	25-34	Advanced Diploma and Diploma	F	657
Western Australia - Wheat Belt	2016	25-34	Advanced Diploma and Diploma	M	292
Western Australia - Wheat Belt	2016	25-34	Bachelor	F	1294
Western Australia - Wheat Belt	2016	25-34	Bachelor	M	570
Western Australia - Wheat Belt	2016	25-34	Graduate Diploma and Graduate Certificate	F	173
Western Australia - Wheat Belt	2016	25-34	Graduate Diploma and Graduate Certificate	M	33
Western Australia - Wheat Belt	2016	25-34	Postgraduate	F	116
Western Australia - Wheat Belt	2016	25-34	Postgraduate	M	64
Western Australia - Wheat Belt	2016	35-44		F	817
Western Australia - Wheat Belt	2016	35-44		M	1160
Western Australia - Wheat Belt	2016	35-44	Certificate nfd	F	265
Western Australia - Wheat Belt	2016	35-44	Certificate nfd	M	151
Western Australia - Wheat Belt	2016	35-44	Certificate I and II Level	F	192
Western Australia - Wheat Belt	2016	35-44	Certificate I and II Level	M	66
Western Australia - Wheat Belt	2016	35-44	Certificate III and IV Level	F	1194
Western Australia - Wheat Belt	2016	35-44	Certificate III and IV Level	M	2261
Western Australia - Wheat Belt	2016	35-44	Advanced Diploma and Diploma	F	830
Western Australia - Wheat Belt	2016	35-44	Advanced Diploma and Diploma	M	494
Western Australia - Wheat Belt	2016	35-44	Bachelor	F	1390
Western Australia - Wheat Belt	2016	35-44	Bachelor	M	678
Western Australia - Wheat Belt	2016	35-44	Graduate Diploma and Graduate Certificate	F	229
Western Australia - Wheat Belt	2016	35-44	Graduate Diploma and Graduate Certificate	M	87
Western Australia - Wheat Belt	2016	35-44	Postgraduate	F	173
Western Australia - Wheat Belt	2016	35-44	Postgraduate	M	96
Western Australia - Wheat Belt	2016	45-54		F	1113
Western Australia - Wheat Belt	2016	45-54		M	1310
Western Australia - Wheat Belt	2016	45-54	Certificate nfd	F	295
Western Australia - Wheat Belt	2016	45-54	Certificate nfd	M	158
Western Australia - Wheat Belt	2016	45-54	Certificate I and II Level	F	158
Western Australia - Wheat Belt	2016	45-54	Certificate I and II Level	M	73
Western Australia - Wheat Belt	2016	45-54	Certificate III and IV Level	F	1266
Western Australia - Wheat Belt	2016	45-54	Certificate III and IV Level	M	2596
Western Australia - Wheat Belt	2016	45-54	Advanced Diploma and Diploma	F	1131
Western Australia - Wheat Belt	2016	45-54	Advanced Diploma and Diploma	M	632
Western Australia - Wheat Belt	2016	45-54	Bachelor	F	1134
Western Australia - Wheat Belt	2016	45-54	Bachelor	M	639
Western Australia - Wheat Belt	2016	45-54	Graduate Diploma and Graduate Certificate	F	237
Western Australia - Wheat Belt	2016	45-54	Graduate Diploma and Graduate Certificate	M	81
Western Australia - Wheat Belt	2016	45-54	Postgraduate	F	177
Western Australia - Wheat Belt	2016	45-54	Postgraduate	M	129
Western Australia - Wheat Belt	2016	55-64		F	1316
Western Australia - Wheat Belt	2016	55-64		M	1382
Western Australia - Wheat Belt	2016	55-64	Certificate nfd	F	323
Western Australia - Wheat Belt	2016	55-64	Certificate nfd	M	207
Western Australia - Wheat Belt	2016	55-64	Certificate I and II Level	F	146
Western Australia - Wheat Belt	2016	55-64	Certificate I and II Level	M	59
Western Australia - Wheat Belt	2016	55-64	Certificate III and IV Level	F	1033
Western Australia - Wheat Belt	2016	55-64	Certificate III and IV Level	M	2653
Western Australia - Wheat Belt	2016	55-64	Advanced Diploma and Diploma	F	1173
Western Australia - Wheat Belt	2016	55-64	Advanced Diploma and Diploma	M	747
Western Australia - Wheat Belt	2016	55-64	Bachelor	F	938
Western Australia - Wheat Belt	2016	55-64	Bachelor	M	610
Western Australia - Wheat Belt	2016	55-64	Graduate Diploma and Graduate Certificate	F	265
Western Australia - Wheat Belt	2016	55-64	Graduate Diploma and Graduate Certificate	M	112
Western Australia - Wheat Belt	2016	55-64	Postgraduate	F	172
Western Australia - Wheat Belt	2016	55-64	Postgraduate	M	166
Western Australia - Wheat Belt	2016	65-74		F	1318
Western Australia - Wheat Belt	2016	65-74		M	1211
Western Australia - Wheat Belt	2016	65-74	Certificate nfd	F	196
Western Australia - Wheat Belt	2016	65-74	Certificate nfd	M	181
Western Australia - Wheat Belt	2016	65-74	Certificate I and II Level	F	80
Western Australia - Wheat Belt	2016	65-74	Certificate I and II Level	M	31
Western Australia - Wheat Belt	2016	65-74	Certificate III and IV Level	F	404
Western Australia - Wheat Belt	2016	65-74	Certificate III and IV Level	M	1810
Western Australia - Wheat Belt	2016	65-74	Advanced Diploma and Diploma	F	714
Western Australia - Wheat Belt	2016	65-74	Advanced Diploma and Diploma	M	549
Western Australia - Wheat Belt	2016	65-74	Bachelor	F	590
Western Australia - Wheat Belt	2016	65-74	Bachelor	M	402
Western Australia - Wheat Belt	2016	65-74	Graduate Diploma and Graduate Certificate	F	100
Western Australia - Wheat Belt	2016	65-74	Graduate Diploma and Graduate Certificate	M	72
Western Australia - Wheat Belt	2016	65-74	Postgraduate	F	78
Western Australia - Wheat Belt	2016	65-74	Postgraduate	M	149
Western Australia - Wheat Belt	2016	75-84		F	919
Western Australia - Wheat Belt	2016	75-84		M	783
Western Australia - Wheat Belt	2016	75-84	Certificate nfd	F	53
Western Australia - Wheat Belt	2016	75-84	Certificate nfd	M	77
Western Australia - Wheat Belt	2016	75-84	Certificate I and II Level	F	17
Western Australia - Wheat Belt	2016	75-84	Certificate I and II Level	M	17
Western Australia - Wheat Belt	2016	75-84	Certificate III and IV Level	F	95
Western Australia - Wheat Belt	2016	75-84	Certificate III and IV Level	M	719
Western Australia - Wheat Belt	2016	75-84	Advanced Diploma and Diploma	F	281
Western Australia - Wheat Belt	2016	75-84	Advanced Diploma and Diploma	M	165
Western Australia - Wheat Belt	2016	75-84	Bachelor	F	228
Western Australia - Wheat Belt	2016	75-84	Bachelor	M	135
Western Australia - Wheat Belt	2016	75-84	Graduate Diploma and Graduate Certificate	F	20
Western Australia - Wheat Belt	2016	75-84	Graduate Diploma and Graduate Certificate	M	15
Western Australia - Wheat Belt	2016	75-84	Postgraduate	F	11
Western Australia - Wheat Belt	2016	75-84	Postgraduate	M	43
Western Australia - Wheat Belt	2016	85+		F	472
Western Australia - Wheat Belt	2016	85+		M	304
Western Australia - Wheat Belt	2016	85+	Certificate nfd	F	17
Western Australia - Wheat Belt	2016	85+	Certificate nfd	M	23
Western Australia - Wheat Belt	2016	85+	Certificate I and II Level	F	7
Western Australia - Wheat Belt	2016	85+	Certificate I and II Level	M	0
Western Australia - Wheat Belt	2016	85+	Certificate III and IV Level	F	26
Western Australia - Wheat Belt	2016	85+	Certificate III and IV Level	M	153
Western Australia - Wheat Belt	2016	85+	Advanced Diploma and Diploma	F	71
Western Australia - Wheat Belt	2016	85+	Advanced Diploma and Diploma	M	44
Western Australia - Wheat Belt	2016	85+	Bachelor	F	53
Western Australia - Wheat Belt	2016	85+	Bachelor	M	29
Western Australia - Wheat Belt	2016	85+	Graduate Diploma and Graduate Certificate	F	3
Western Australia - Wheat Belt	2016	85+	Graduate Diploma and Graduate Certificate	M	0
Western Australia - Wheat Belt	2016	85+	Postgraduate	F	3
Western Australia - Wheat Belt	2016	85+	Postgraduate	M	8
Western Australia - Outback (North)	2006	15-19		F	500
Western Australia - Outback (North)	2006	15-19		M	539
Western Australia - Outback (North)	2006	15-19	Certificate nfd	F	16
Western Australia - Outback (North)	2006	15-19	Certificate nfd	M	19
Western Australia - Outback (North)	2006	15-19	Certificate I and II Level	F	74
Western Australia - Outback (North)	2006	15-19	Certificate I and II Level	M	30
Western Australia - Outback (North)	2006	15-19	Certificate III and IV Level	F	65
Western Australia - Outback (North)	2006	15-19	Certificate III and IV Level	M	86
Western Australia - Outback (North)	2006	15-19	Advanced Diploma and Diploma	F	5
Western Australia - Outback (North)	2006	15-19	Advanced Diploma and Diploma	M	3
Western Australia - Outback (North)	2006	15-19	Bachelor	F	0
Western Australia - Outback (North)	2006	15-19	Bachelor	M	0
Western Australia - Outback (North)	2006	15-19	Graduate Diploma and Graduate Certificate	F	0
Western Australia - Outback (North)	2006	15-19	Graduate Diploma and Graduate Certificate	M	0
Western Australia - Outback (North)	2006	15-19	Postgraduate	F	0
Western Australia - Outback (North)	2006	15-19	Postgraduate	M	0
Western Australia - Outback (North)	2006	20-24		F	510
Western Australia - Outback (North)	2006	20-24		M	607
Western Australia - Outback (North)	2006	20-24	Certificate nfd	F	36
Western Australia - Outback (North)	2006	20-24	Certificate nfd	M	32
Western Australia - Outback (North)	2006	20-24	Certificate I and II Level	F	121
Western Australia - Outback (North)	2006	20-24	Certificate I and II Level	M	65
Western Australia - Outback (North)	2006	20-24	Certificate III and IV Level	F	293
Western Australia - Outback (North)	2006	20-24	Certificate III and IV Level	M	514
Western Australia - Outback (North)	2006	20-24	Advanced Diploma and Diploma	F	103
Western Australia - Outback (North)	2006	20-24	Advanced Diploma and Diploma	M	65
Western Australia - Outback (North)	2006	20-24	Bachelor	F	219
Western Australia - Outback (North)	2006	20-24	Bachelor	M	116
Western Australia - Outback (North)	2006	20-24	Graduate Diploma and Graduate Certificate	F	10
Western Australia - Outback (North)	2006	20-24	Graduate Diploma and Graduate Certificate	M	3
Western Australia - Outback (North)	2006	20-24	Postgraduate	F	5
Western Australia - Outback (North)	2006	20-24	Postgraduate	M	0
Western Australia - Outback (North)	2006	25-34		F	1102
Western Australia - Outback (North)	2006	25-34		M	1502
Western Australia - Outback (North)	2006	25-34	Certificate nfd	F	136
Western Australia - Outback (North)	2006	25-34	Certificate nfd	M	86
Western Australia - Outback (North)	2006	25-34	Certificate I and II Level	F	151
Western Australia - Outback (North)	2006	25-34	Certificate I and II Level	M	80
Western Australia - Outback (North)	2006	25-34	Certificate III and IV Level	F	629
Western Australia - Outback (North)	2006	25-34	Certificate III and IV Level	M	1926
Western Australia - Outback (North)	2006	25-34	Advanced Diploma and Diploma	F	418
Western Australia - Outback (North)	2006	25-34	Advanced Diploma and Diploma	M	231
Western Australia - Outback (North)	2006	25-34	Bachelor	F	965
Western Australia - Outback (North)	2006	25-34	Bachelor	M	558
Western Australia - Outback (North)	2006	25-34	Graduate Diploma and Graduate Certificate	F	146
Western Australia - Outback (North)	2006	25-34	Graduate Diploma and Graduate Certificate	M	54
Western Australia - Outback (North)	2006	25-34	Postgraduate	F	71
Western Australia - Outback (North)	2006	25-34	Postgraduate	M	73
Western Australia - Outback (North)	2006	35-44		F	1185
Western Australia - Outback (North)	2006	35-44		M	1492
Western Australia - Outback (North)	2006	35-44	Certificate nfd	F	142
Western Australia - Outback (North)	2006	35-44	Certificate nfd	M	71
Western Australia - Outback (North)	2006	35-44	Certificate I and II Level	F	84
Western Australia - Outback (North)	2006	35-44	Certificate I and II Level	M	49
Western Australia - Outback (North)	2006	35-44	Certificate III and IV Level	F	412
Western Australia - Outback (North)	2006	35-44	Certificate III and IV Level	M	1995
Western Australia - Outback (North)	2006	35-44	Advanced Diploma and Diploma	F	463
Western Australia - Outback (North)	2006	35-44	Advanced Diploma and Diploma	M	302
Western Australia - Outback (North)	2006	35-44	Bachelor	F	605
Western Australia - Outback (North)	2006	35-44	Bachelor	M	446
Western Australia - Outback (North)	2006	35-44	Graduate Diploma and Graduate Certificate	F	101
Western Australia - Outback (North)	2006	35-44	Graduate Diploma and Graduate Certificate	M	54
Western Australia - Outback (North)	2006	35-44	Postgraduate	F	87
Western Australia - Outback (North)	2006	35-44	Postgraduate	M	85
Western Australia - Outback (North)	2006	45-54		F	947
Western Australia - Outback (North)	2006	45-54		M	1310
Western Australia - Outback (North)	2006	45-54	Certificate nfd	F	83
Western Australia - Outback (North)	2006	45-54	Certificate nfd	M	58
Western Australia - Outback (North)	2006	45-54	Certificate I and II Level	F	45
Western Australia - Outback (North)	2006	45-54	Certificate I and II Level	M	38
Western Australia - Outback (North)	2006	45-54	Certificate III and IV Level	F	273
Western Australia - Outback (North)	2006	45-54	Certificate III and IV Level	M	1577
Western Australia - Outback (North)	2006	45-54	Advanced Diploma and Diploma	F	336
Western Australia - Outback (North)	2006	45-54	Advanced Diploma and Diploma	M	267
Western Australia - Outback (North)	2006	45-54	Bachelor	F	360
Western Australia - Outback (North)	2006	45-54	Bachelor	M	256
Western Australia - Outback (North)	2006	45-54	Graduate Diploma and Graduate Certificate	F	76
Western Australia - Outback (North)	2006	45-54	Graduate Diploma and Graduate Certificate	M	51
Western Australia - Outback (North)	2006	45-54	Postgraduate	F	61
Western Australia - Outback (North)	2006	45-54	Postgraduate	M	53
Western Australia - Outback (North)	2006	55-64		F	488
Western Australia - Outback (North)	2006	55-64		M	723
Western Australia - Outback (North)	2006	55-64	Certificate nfd	F	19
Western Australia - Outback (North)	2006	55-64	Certificate nfd	M	32
Western Australia - Outback (North)	2006	55-64	Certificate I and II Level	F	13
Western Australia - Outback (North)	2006	55-64	Certificate I and II Level	M	18
Western Australia - Outback (North)	2006	55-64	Certificate III and IV Level	F	93
Western Australia - Outback (North)	2006	55-64	Certificate III and IV Level	M	654
Western Australia - Outback (North)	2006	55-64	Advanced Diploma and Diploma	F	129
Western Australia - Outback (North)	2006	55-64	Advanced Diploma and Diploma	M	167
Western Australia - Outback (North)	2006	55-64	Bachelor	F	197
Western Australia - Outback (North)	2006	55-64	Bachelor	M	138
